Emissao;Produto;Descricao;Quantidade;Vlr.Unitario;Vlr.Total;Cliente
30/11/2019;PROD1158;PROD1158;4;253,6;1014,41;230
30/11/2019;PROD975;PROD975;2;241,53;483,05;230
30/11/2019;PROD975;PROD975;4;261,65;1046,61;230
30/11/2019;PROD1296;PROD1296;4;405,42;1621,66;230
30/11/2019;PROD1515;PROD1515;1;241,53;241,53;230
30/11/2019;PROD715;PROD715;2;825,42;1650,85;230
01/12/2019;PROD1135;PROD1135;1;288,14;288,14;413
02/12/2019;PROD1134;PROD1134;4;445,82;1783,27;122
02/12/2019;PROD248;PROD248;4;203,39;813,56;106
02/12/2019;PROD196;PROD196;4;389,83;1559,32;375
02/12/2019;PROD1118;PROD1118;1;299,69;299,69;254
02/12/2019;PROD975;PROD975;6;220,34;1322,03;321
02/12/2019;PROD524;PROD524;4;177,97;711,86;502
02/12/2019;PROD585;PROD585;1;232,63;232,63;126
02/12/2019;PROD501;PROD501;12;190,68;2288,14;226
02/12/2019;PROD1481;PROD1481;2;350,49;700,98;185
02/12/2019;PROD554;PROD554;4;372,88;1491,53;317
02/12/2019;PROD1457;PROD1457;1;313,56;313,56;125
02/12/2019;PROD1208;PROD1208;4;436,44;1745,76;447
02/12/2019;PROD1824;PROD1824;2;197,25;394,49;80
02/12/2019;PROD284;PROD284;4;285,92;1143,66;234
02/12/2019;PROD251;PROD251;4;201,27;805,08;375
02/12/2019;PROD221;PROD221;20;201,27;4025,42;375
02/12/2019;PROD540;PROD540;6;140,89;845,34;375
02/12/2019;PROD525;PROD525;4;181,14;724,58;375
02/12/2019;PROD747;PROD747;2;313,56;627,12;106
02/12/2019;PROD764;PROD764;4;438,14;1752,54;44
02/12/2019;PROD221;PROD221;4;211,86;847,46;44
02/12/2019;PROD521;PROD521;4;169,49;677,97;481
02/12/2019;PROD1061;PROD1061;4;1737,29;6949,15;420
02/12/2019;PROD1485;PROD1485;6;386,0;2316,0;80
02/12/2019;PROD755;PROD755;2;516,14;1032,29;424
03/12/2019;PROD1455;PROD1455;2;258,31;516,63;420
03/12/2019;PROD220;PROD220;4;252,64;1010,58;126
03/12/2019;PROD479;PROD479;2;641,86;1283,73;211
03/12/2019;PROD751;PROD751;1;453,39;453,39;126
03/12/2019;PROD1918;PROD1918;2;725,42;1450,85;481
03/12/2019;PROD186;PROD186;4;254,76;1019,05;345
03/12/2019;PROD1830;PROD1830;2;244,07;488,14;465
03/12/2019;PROD1718;PROD1718;1;330,51;330,51;15
03/12/2019;PROD1214;PROD1214;4;346,61;1386,44;450
03/12/2019;PROD218;PROD218;4;182,2;728,81;290
03/12/2019;PROD247;PROD247;4;190,68;762,71;465
03/12/2019;PROD247;PROD247;4;194,92;779,66;290
03/12/2019;PROD251;PROD251;4;211,86;847,46;290
03/12/2019;PROD192;PROD192;4;225,42;901,69;230
03/12/2019;PROD1819;PROD1819;4;688,14;2752,54;230
03/12/2019;PROD1573;PROD1573;1;515,05;515,05;230
03/12/2019;PROD1490;PROD1490;4;327,97;1311,86;230
03/12/2019;PROD192;PROD192;4;225,42;901,69;230
03/12/2019;PROD192;PROD192;4;236,69;946,78;230
03/12/2019;PROD221;PROD221;4;216,61;866,44;230
03/12/2019;PROD251;PROD251;2;224,62;449,24;230
03/12/2019;PROD689;PROD689;4;603,81;2415,25;230
03/12/2019;PROD211;PROD211;4;239,92;959,66;230
03/12/2019;PROD1479;PROD1479;2;260,17;520,34;481
03/12/2019;PROD500;PROD500;4;169,49;677,97;301
03/12/2019;PROD501;PROD501;4;185,17;740,68;301
03/12/2019;PROD493;PROD493;4;148,31;593,22;301
03/12/2019;PROD1462;PROD1462;4;258,47;1033,9;336
03/12/2019;PROD58;PROD58;4;852,29;3409,15;394
03/12/2019;PROD251;PROD251;8;205,51;1644,07;25
03/12/2019;PROD218;PROD218;20;182,2;3644,07;270
03/12/2019;PROD700;PROD700;4;879,66;3518,64;120
04/12/2019;PROD659;PROD659;1;220,34;220,34;298
04/12/2019;PROD509;PROD509;4;269,92;1079,66;54
04/12/2019;PROD673;PROD673;2;194,92;389,83;375
04/12/2019;PROD530;PROD530;6;220,34;1322,03;413
04/12/2019;PROD1629;PROD1629;4;750,0;3000,0;211
04/12/2019;PROD211;PROD211;4;233,05;932,2;82
04/12/2019;PROD192;PROD192;4;245,76;983,05;44
04/12/2019;PROD1479;PROD1479;2;247,46;494,92;420
04/12/2019;PROD521;PROD521;4;169,49;677,97;17
04/12/2019;PROD1236;PROD1236;2;1364,41;2728,81;125
04/12/2019;PROD232;PROD232;4;361,02;1444,07;234
04/12/2019;PROD218;PROD218;8;182,2;1457,63;44
04/12/2019;PROD1493;PROD1493;2;725,73;1451,46;290
04/12/2019;PROD531;PROD531;4;199,15;796,61;499
04/12/2019;PROD224;PROD224;4;233,05;932,2;44
04/12/2019;PROD1408;PROD1408;4;722,69;2890,78;125
04/12/2019;PROD1115;PROD1115;2;487,08;974,15;230
04/12/2019;PROD1751;PROD1751;2;285,0;570,0;230
04/12/2019;PROD975;PROD975;4;241,53;966,1;230
04/12/2019;PROD144;PROD144;4;523,31;2093,22;230
04/12/2019;PROD164;PROD164;2;200,47;400,93;230
04/12/2019;PROD162;PROD162;4;349,19;1396,78;230
04/12/2019;PROD221;PROD221;4;207,63;830,51;44
04/12/2019;PROD531;PROD531;1;204,32;204,32;230
04/12/2019;PROD522;PROD522;4;193,22;772,88;230
04/12/2019;PROD525;PROD525;6;186,44;1118,64;448
04/12/2019;PROD505;PROD505;4;194,92;779,66;448
04/12/2019;PROD192;PROD192;2;225,42;450,85;230
05/12/2019;PROD580;PROD580;2;298,31;596,61;261
05/12/2019;PROD252;PROD252;4;266,95;1067,8;336
05/12/2019;PROD531;PROD531;12;186,44;2237,29;298
05/12/2019;PROD86;PROD86;4;224,24;896,95;424
05/12/2019;PROD1471;PROD1471;4;329,52;1318,07;134
05/12/2019;PROD505;PROD505;4;194,92;779,66;298
05/12/2019;PROD224;PROD224;4;240,85;963,39;226
05/12/2019;PROD1798;PROD1798;1;743,9;743,9;230
05/12/2019;PROD521;PROD521;10;156,78;1567,8;148
05/12/2019;PROD543;PROD543;8;144,07;1152,54;13
05/12/2019;PROD975;PROD975;4;241,53;966,1;230
05/12/2019;PROD1118;PROD1118;1;313,18;313,18;230
05/12/2019;PROD192;PROD192;4;225,42;901,69;230
05/12/2019;PROD192;PROD192;4;225,42;901,69;230
05/12/2019;PROD192;PROD192;4;225,42;901,69;230
05/12/2019;PROD192;PROD192;4;225,42;901,69;230
05/12/2019;PROD211;PROD211;4;240,64;962,54;230
05/12/2019;PROD1473;PROD1473;4;205,14;820,56;230
05/12/2019;PROD252;PROD252;4;266,5;1066,0;230
05/12/2019;PROD500;PROD500;4;193,22;772,88;230
05/12/2019;PROD501;PROD501;8;177,97;1423,73;191
05/12/2019;PROD543;PROD543;2;144,07;288,14;396
05/12/2019;PROD913;PROD913;4;466,1;1864,41;126
05/12/2019;PROD1810;PROD1810;4;754,24;3016,95;148
05/12/2019;PROD192;PROD192;4;245,76;983,05;13
05/12/2019;PROD251;PROD251;4;224,62;898,47;230
05/12/2019;PROD543;PROD543;8;144,07;1152,54;290
06/12/2019;PROD192;PROD192;2;260,85;521,7;230
06/12/2019;PROD157;PROD157;3;454,07;1362,21;230
06/12/2019;PROD543;PROD543;4;141,19;564,75;172
06/12/2019;PROD252;PROD252;4;266,95;1067,8;230
06/12/2019;PROD493;PROD493;4;186,44;745,76;274
06/12/2019;PROD1416;PROD1416;4;538,98;2155,93;80
06/12/2019;PROD1568;PROD1568;4;533,41;2133,63;133
06/12/2019;PROD500;PROD500;8;169,49;1355,93;465
06/12/2019;PROD506;PROD506;8;199,15;1593,22;465
06/12/2019;PROD501;PROD501;4;203,39;813,56;182
06/12/2019;PROD532;PROD532;12;217,37;2608,47;301
06/12/2019;PROD1919;PROD1919;4;214,41;857,63;26
06/12/2019;PROD975;PROD975;4;228,39;913,56;424
06/12/2019;PROD218;PROD218;4;177,97;711,86;106
06/12/2019;PROD254;PROD254;3;361,76;1085,29;230
06/12/2019;PROD192;PROD192;2;236,69;473,37;230
06/12/2019;PROD192;PROD192;4;225,42;901,69;230
06/12/2019;PROD192;PROD192;4;225,42;901,69;230
06/12/2019;PROD86;PROD86;4;217,37;869,49;230
06/12/2019;PROD99;PROD99;1;266,48;266,48;230
06/12/2019;PROD1502;PROD1502;2;175,42;350,85;149
06/12/2019;PROD534;PROD534;4;313,56;1254,24;181
06/12/2019;PROD873;PROD873;3;338,98;1016,95;44
06/12/2019;PROD881;PROD881;4;575,78;2303,12;230
06/12/2019;PROD1875;PROD1875;4;881,36;3525,42;413
06/12/2019;PROD747;PROD747;2;305,08;610,17;106
06/12/2019;PROD885;PROD885;4;208,52;834,07;230
06/12/2019;PROD728;PROD728;4;523,31;2093,22;230
06/12/2019;PROD1574;PROD1574;4;956,44;3825,76;230
06/12/2019;PROD1798;PROD1798;2;760,17;1520,34;230
06/12/2019;PROD243;PROD243;4;165,04;660,17;106
06/12/2019;PROD1649;PROD1649;4;230,51;922,03;336
06/12/2019;PROD563;PROD563;1;233,66;233,66;139
07/12/2019;PROD1575;PROD1575;2;304,19;608,39;230
07/12/2019;PROD1575;PROD1575;4;304,19;1216,78;230
07/12/2019;PROD192;PROD192;4;225,42;901,69;230
07/12/2019;PROD186;PROD186;4;260,8;1043,19;230
07/12/2019;PROD218;PROD218;4;183,44;733,76;230
07/12/2019;PROD501;PROD501;4;197,29;789,15;25
07/12/2019;PROD501;PROD501;4;199,15;796,61;263
07/12/2019;PROD521;PROD521;8;166,1;1328,81;298
07/12/2019;PROD521;PROD521;6;161,02;966,1;506
07/12/2019;PROD1414;PROD1414;4;563,56;2254,24;341
07/12/2019;PROD1458;PROD1458;4;217,37;869,49;506
07/12/2019;PROD543;PROD543;2;144,07;288,14;133
07/12/2019;PROD1596;PROD1596;2;535,78;1071,56;230
07/12/2019;PROD1695;PROD1695;2;360,98;721,97;230
07/12/2019;PROD1909;PROD1909;2;1007,97;2015,93;230
07/12/2019;PROD576;PROD576;4;257,46;1029,83;447
09/12/2019;PROD521;PROD521;8;165,25;1322,03;54
09/12/2019;PROD505;PROD505;6;194,92;1169,49;54
09/12/2019;PROD207;PROD207;4;444,92;1779,66;375
09/12/2019;PROD1462;PROD1462;2;258,47;516,95;86
09/12/2019;PROD843;PROD843;4;216,1;864,41;86
09/12/2019;PROD251;PROD251;6;207,63;1245,76;317
09/12/2019;PROD975;PROD975;4;233,05;932,2;260
09/12/2019;PROD527;PROD527;4;169,49;677,97;344
09/12/2019;PROD150;PROD150;4;190,81;763,22;230
09/12/2019;PROD531;PROD531;4;194,92;779,66;54
09/12/2019;PROD289;PROD289;4;432,2;1728,81;474
09/12/2019;PROD506;PROD506;8;199,15;1593,22;54
09/12/2019;PROD521;PROD521;2;169,49;338,98;222
09/12/2019;PROD251;PROD251;2;224,58;449,15;126
09/12/2019;PROD521;PROD521;4;169,49;677,97;481
09/12/2019;PROD1224;PROD1224;4;483,05;1932,2;436
09/12/2019;PROD531;PROD531;8;199,15;1593,22;474
09/12/2019;PROD577;PROD577;2;323,73;647,46;447
09/12/2019;PROD532;PROD532;4;227,97;911,86;54
09/12/2019;PROD1117;PROD1117;4;483,05;1932,2;230
09/12/2019;PROD164;PROD164;4;200,47;801,86;230
09/12/2019;PROD164;PROD164;4;200,47;801,86;230
09/12/2019;PROD192;PROD192;4;225,42;901,69;230
09/12/2019;PROD1832;PROD1832;1;550,85;550,85;230
09/12/2019;PROD192;PROD192;4;225,42;901,69;230
09/12/2019;PROD221;PROD221;4;205,3;821,19;230
09/12/2019;PROD211;PROD211;4;239,92;959,66;230
09/12/2019;PROD818;PROD818;4;244,58;978,34;230
09/12/2019;PROD531;PROD531;2;212,94;425,88;230
09/12/2019;PROD1778;PROD1778;4;362,29;1449,15;230
09/12/2019;PROD1695;PROD1695;2;360,68;721,36;230
09/12/2019;PROD58;PROD58;4;2475,39;9901,56;122
09/12/2019;PROD1574;PROD1574;4;937,12;3748,47;230
09/12/2019;PROD1484;PROD1484;1;378,39;378,39;230
09/12/2019;PROD1484;PROD1484;1;378,39;378,39;230
09/12/2019;PROD151;PROD151;1;261,9;261,9;230
09/12/2019;PROD1777;PROD1777;4;336,77;1347,08;426
09/12/2019;PROD572;PROD572;4;289,78;1159,12;426
09/12/2019;PROD1762;PROD1762;1;477,97;477,97;471
09/12/2019;PROD1431;PROD1431;4;644,07;2576,27;184
09/12/2019;PROD96;PROD96;1;350,21;350,21;230
10/12/2019;PROD528;PROD528;4;207,63;830,51;502
10/12/2019;PROD1158;PROD1158;4;237,29;949,15;133
10/12/2019;PROD843;PROD843;4;216,1;864,41;410
10/12/2019;PROD524;PROD524;4;177,97;711,86;113
10/12/2019;PROD885;PROD885;4;211,86;847,46;133
10/12/2019;PROD883;PROD883;2;211,86;423,73;133
10/12/2019;PROD1128;PROD1128;2;199,15;398,31;133
10/12/2019;PROD291;PROD291;4;491,53;1966,1;13
10/12/2019;PROD72;PROD72;2;276,27;552,54;126
10/12/2019;PROD221;PROD221;7;207,63;1453,39;44
10/12/2019;PROD224;PROD224;2;233,05;466,1;44
10/12/2019;PROD247;PROD247;6;194,92;1169,49;44
10/12/2019;PROD218;PROD218;12;182,2;2186,44;44
10/12/2019;PROD521;PROD521;5;189,19;945,97;230
10/12/2019;PROD492;PROD492;4;783,26;3133,05;230
10/12/2019;PROD487;PROD487;1;402,54;402,54;230
10/12/2019;PROD34;PROD34;4;656,4;2625,59;230
10/12/2019;PROD99;PROD99;1;267,25;267,25;230
10/12/2019;PROD140;PROD140;1;249,58;249,58;230
10/12/2019;PROD192;PROD192;4;225,42;901,69;230
10/12/2019;PROD192;PROD192;1;225,42;225,42;230
10/12/2019;PROD883;PROD883;4;233,47;933,9;230
10/12/2019;PROD723;PROD723;2;889,58;1779,15;230
10/12/2019;PROD1039;PROD1039;4;1022,46;4089,83;230
10/12/2019;PROD1570;PROD1570;2;742,29;1484,58;230
10/12/2019;PROD1573;PROD1573;1;519,49;519,49;67
10/12/2019;PROD1678;PROD1678;1;182,2;182,2;143
10/12/2019;PROD89;PROD89;1;483,05;483,05;80
10/12/2019;PROD885;PROD885;2;211,86;423,73;143
10/12/2019;PROD543;PROD543;2;136,86;273,73;349
10/12/2019;PROD576;PROD576;6;237,29;1423,73;349
10/12/2019;PROD1158;PROD1158;2;237,29;474,58;143
11/12/2019;PROD164;PROD164;4;200,47;801,88;230
11/12/2019;PROD501;PROD501;4;199,32;797,29;447
11/12/2019;PROD1574;PROD1574;4;899,07;3596,27;230
11/12/2019;PROD186;PROD186;4;271,89;1087,56;230
11/12/2019;PROD1417;PROD1417;4;694,79;2779,15;230
11/12/2019;PROD192;PROD192;4;225,42;901,69;230
11/12/2019;PROD142;PROD142;4;303,52;1214,07;230
11/12/2019;PROD243;PROD243;4;183,56;734,24;230
11/12/2019;PROD1456;PROD1456;20;288,14;5762,71;58
11/12/2019;PROD493;PROD493;8;157,63;1261,02;447
11/12/2019;PROD560;PROD560;12;190,68;2288,14;375
11/12/2019;PROD1498;PROD1498;2;217,5;435,0;86
11/12/2019;PROD743;PROD743;4;254,24;1016,95;63
11/12/2019;PROD776;PROD776;4;757,58;3030,34;230
11/12/2019;PROD747;PROD747;2;313,56;627,12;63
11/12/2019;PROD1456;PROD1456;2;293,22;586,44;506
11/12/2019;PROD247;PROD247;4;195,07;780,27;230
11/12/2019;PROD501;PROD501;2;197,29;394,58;25
11/12/2019;PROD532;PROD532;2;241,53;483,05;230
11/12/2019;PROD795;PROD795;4;644,06;2576,24;230
11/12/2019;PROD825;PROD825;4;221,4;885,6;230
11/12/2019;PROD1459;PROD1459;2;394,49;788,98;230
11/12/2019;PROD1270;PROD1270;2;201,27;402,54;230
11/12/2019;PROD1293;PROD1293;1;869,25;869,25;230
11/12/2019;PROD1421;PROD1421;4;554,5;2218,0;230
11/12/2019;PROD1066;PROD1066;2;782,54;1565,08;230
11/12/2019;PROD975;PROD975;2;241,53;483,06;230
11/12/2019;PROD189;PROD189;4;209,32;837,28;230
11/12/2019;PROD1793;PROD1793;4;293,86;1175,44;230
11/12/2019;PROD1823;PROD1823;4;791,91;3167,64;230
11/12/2019;PROD1913;PROD1913;4;520,08;2080,32;230
11/12/2019;PROD1455;PROD1455;2;245,76;491,53;506
11/12/2019;PROD186;PROD186;4;271,31;1085,25;230
12/12/2019;PROD881;PROD881;4;575,78;2303,12;230
12/12/2019;PROD975;PROD975;4;215,57;862,27;345
12/12/2019;PROD1158;PROD1158;4;253,6;1014,4;230
12/12/2019;PROD251;PROD251;2;224,62;449,24;230
12/12/2019;PROD152;PROD152;2;342,16;684,32;230
12/12/2019;PROD98;PROD98;2;406,57;813,14;230
12/12/2019;PROD501;PROD501;4;190,68;762,71;481
12/12/2019;PROD1835;PROD1835;4;1122,88;4491,53;339
12/12/2019;PROD524;PROD524;2;177,97;355,93;336
12/12/2019;PROD1704;PROD1704;8;1000,0;8000,0;375
12/12/2019;PROD531;PROD531;12;186,44;2237,29;506
12/12/2019;PROD912;PROD912;4;252,54;1010,17;181
12/12/2019;PROD1479;PROD1479;2;254,24;508,47;272
12/12/2019;PROD1842;PROD1842;20;173,73;3474,58;420
12/12/2019;PROD230;PROD230;2;254,24;508,47;101
12/12/2019;PROD1824;PROD1824;2;197,25;394,49;80
12/12/2019;PROD207;PROD207;1;483,05;483,05;219
12/12/2019;PROD162;PROD162;3;363,56;1090,68;67
12/12/2019;PROD99;PROD99;1;254,24;254,24;169
12/12/2019;PROD1158;PROD1158;4;237,29;949,15;169
12/12/2019;PROD193;PROD193;2;254,24;508,47;101
12/12/2019;PROD571;PROD571;4;266,1;1064,41;181
12/12/2019;PROD501;PROD501;4;190,68;762,71;250
12/12/2019;PROD1756;PROD1756;3;318,01;954,03;375
12/12/2019;PROD192;PROD192;4;225,42;901,69;230
12/12/2019;PROD210;PROD210;4;492,32;1969,29;230
12/12/2019;PROD252;PROD252;4;266,5;1066,0;230
12/12/2019;PROD251;PROD251;2;218,15;436,31;230
12/12/2019;PROD577;PROD577;2;347,15;694,31;230
12/12/2019;PROD967;PROD967;1;993,64;993,64;230
12/12/2019;PROD975;PROD975;2;241,53;483,05;230
12/12/2019;PROD1832;PROD1832;1;551,48;551,48;230
12/12/2019;PROD1793;PROD1793;1;300,85;300,85;499
12/12/2019;PROD1482;PROD1482;4;466,08;1864,31;424
12/12/2019;PROD532;PROD532;4;236,69;946,78;424
12/12/2019;PROD569;PROD569;1;236,69;236,69;424
12/12/2019;PROD521;PROD521;4;169,49;677,97;481
12/12/2019;PROD885;PROD885;2;224,58;449,15;216
12/12/2019;PROD540;PROD540;8;148,31;1186,44;12
12/12/2019;PROD1810;PROD1810;8;822,03;6576,27;497
13/12/2019;PROD98;PROD98;2;498,87;997,75;348
13/12/2019;PROD1514;PROD1514;1;212,7;212,7;230
13/12/2019;PROD912;PROD912;4;268,81;1075,22;230
13/12/2019;PROD192;PROD192;4;225,42;901,69;230
13/12/2019;PROD192;PROD192;4;225,42;901,69;230
13/12/2019;PROD192;PROD192;4;225,42;901,69;230
13/12/2019;PROD769;PROD769;2;566,55;1133,1;230
13/12/2019;PROD729;PROD729;1;798,97;798,97;230
13/12/2019;PROD578;PROD578;2;427,97;855,93;13
13/12/2019;PROD500;PROD500;8;182,2;1457,63;185
13/12/2019;PROD501;PROD501;8;190,68;1525,42;185
13/12/2019;PROD1756;PROD1756;1;334,75;334,75;290
13/12/2019;PROD192;PROD192;4;245,76;983,05;13
13/12/2019;PROD1451;PROD1451;4;440,68;1762,71;125
13/12/2019;PROD1756;PROD1756;8;327,97;2623,73;226
13/12/2019;PROD221;PROD221;1;207,63;207,63;44
13/12/2019;PROD1793;PROD1793;4;300,85;1203,39;290
13/12/2019;PROD1756;PROD1756;10;334,75;3347,46;120
13/12/2019;PROD1833;PROD1833;1;762,71;762,71;125
13/12/2019;PROD1568;PROD1568;2;533,05;1066,1;236
13/12/2019;PROD1756;PROD1756;8;327,97;2623,73;236
13/12/2019;PROD96;PROD96;2;343,84;687,68;52
13/12/2019;PROD243;PROD243;8;173,73;1389,83;44
13/12/2019;PROD248;PROD248;6;207,63;1245,76;44
13/12/2019;PROD700;PROD700;4;847,46;3389,83;117
13/12/2019;PROD1756;PROD1756;4;334,75;1338,98;140
13/12/2019;PROD1756;PROD1756;8;334,75;2677,97;133
13/12/2019;PROD1756;PROD1756;4;330,51;1322,03;321
13/12/2019;PROD571;PROD571;4;279,66;1118,64;481
13/12/2019;PROD1756;PROD1756;12;317,8;3813,56;191
14/12/2019;PROD218;PROD218;1;194,92;194,92;140
14/12/2019;PROD1575;PROD1575;1;303,39;303,39;230
14/12/2019;PROD1568;PROD1568;2;527,97;1055,93;230
14/12/2019;PROD1766;PROD1766;4;283,9;1135,59;230
14/12/2019;PROD1726;PROD1726;4;801,86;3207,46;80
14/12/2019;PROD531;PROD531;4;189,19;756,78;420
14/12/2019;PROD1456;PROD1456;2;312,37;624,75;25
14/12/2019;PROD1527;PROD1527;4;796,61;3186,44;270
14/12/2019;PROD1856;PROD1856;4;322,03;1288,14;218
14/12/2019;PROD254;PROD254;4;338,98;1355,93;267
14/12/2019;PROD747;PROD747;4;281,78;1127,12;460
14/12/2019;PROD221;PROD221;4;205,3;821,19;230
14/12/2019;PROD165;PROD165;4;201,27;805,08;460
14/12/2019;PROD1830;PROD1830;8;197,25;1577,97;460
14/12/2019;PROD1128;PROD1128;4;193,22;772,88;460
14/12/2019;PROD1662;PROD1662;4;169,07;676,27;460
14/12/2019;PROD1588;PROD1588;4;136,86;547,46;460
14/12/2019;PROD1461;PROD1461;4;383,05;1532,2;460
14/12/2019;PROD1475;PROD1475;4;195,17;780,68;426
14/12/2019;PROD1464;PROD1464;4;349,41;1397,63;460
14/12/2019;PROD1502;PROD1502;4;136,86;547,46;460
14/12/2019;PROD659;PROD659;2;197,25;394,49;230
14/12/2019;PROD0;PROD0;4;398,31;1593,22;460
14/12/2019;PROD832;PROD832;1;185,59;185,59;230
14/12/2019;PROD1649;PROD1649;2;201,27;402,54;230
14/12/2019;PROD217;PROD217;2;524,6;1049,2;230
14/12/2019;PROD142;PROD142;1;281,78;281,78;230
14/12/2019;PROD140;PROD140;2;262,71;525,42;230
14/12/2019;PROD164;PROD164;2;200,47;400,93;230
14/12/2019;PROD164;PROD164;4;200,47;801,86;230
14/12/2019;PROD192;PROD192;4;225,42;901,69;230
16/12/2019;PROD1409;PROD1409;2;495,76;991,53;63
16/12/2019;PROD1479;PROD1479;8;245,76;1966,1;68
16/12/2019;PROD530;PROD530;4;233,05;932,2;481
16/12/2019;PROD530;PROD530;4;213,35;853,39;57
16/12/2019;PROD5;PROD5;4;250,0;1000,0;86
16/12/2019;PROD196;PROD196;1;423,73;423,73;404
16/12/2019;PROD1756;PROD1756;8;317,8;2542,37;375
16/12/2019;PROD248;PROD248;4;201,27;805,08;375
16/12/2019;PROD142;PROD142;2;271,31;542,63;230
16/12/2019;PROD192;PROD192;4;225,42;901,69;230
16/12/2019;PROD164;PROD164;4;200,47;801,86;230
16/12/2019;PROD1890;PROD1890;4;169,49;677,97;148
16/12/2019;PROD728;PROD728;4;523,31;2093,22;230
16/12/2019;PROD1830;PROD1830;2;217,37;434,75;230
16/12/2019;PROD1830;PROD1830;4;217,37;869,49;230
16/12/2019;PROD1575;PROD1575;4;298,12;1192,47;230
16/12/2019;PROD254;PROD254;2;361,48;722,97;230
16/12/2019;PROD521;PROD521;20;156,78;3135,59;184
16/12/2019;PROD532;PROD532;8;217,37;1738,98;301
16/12/2019;PROD577;PROD577;2;313,56;627,12;57
16/12/2019;PROD192;PROD192;10;233,05;2330,51;80
16/12/2019;PROD189;PROD189;7;201,27;1408,9;80
16/12/2019;PROD164;PROD164;4;193,22;772,88;80
16/12/2019;PROD165;PROD165;1;262,71;262,71;169
16/12/2019;PROD500;PROD500;8;177,97;1423,73;298
16/12/2019;PROD192;PROD192;2;245,76;491,53;234
16/12/2019;PROD770;PROD770;2;419,49;838,98;234
16/12/2019;PROD531;PROD531;12;186,44;2237,29;184
16/12/2019;PROD767;PROD767;2;516,95;1033,9;234
16/12/2019;PROD243;PROD243;10;165,25;1652,54;506
16/12/2019;PROD108;PROD108;1;221,95;221,95;52
16/12/2019;PROD98;PROD98;1;498,31;498,31;236
16/12/2019;PROD543;PROD543;4;135,59;542,37;301
16/12/2019;PROD531;PROD531;8;177,97;1423,73;301
16/12/2019;PROD1395;PROD1395;2;885,59;1771,19;230
16/12/2019;PROD975;PROD975;4;241,53;966,1;230
16/12/2019;PROD521;PROD521;2;169,49;338,98;336
16/12/2019;PROD1165;PROD1165;4;862,25;3448,98;230
17/12/2019;PROD1167;PROD1167;5;334,75;1673,73;474
17/12/2019;PROD493;PROD493;2;152,54;305,08;66
17/12/2019;PROD885;PROD885;4;211,86;847,46;263
17/12/2019;PROD501;PROD501;4;193,22;772,88;263
17/12/2019;PROD1224;PROD1224;1;458,47;458,47;230
17/12/2019;PROD1415;PROD1415;8;491,91;3935,25;230
17/12/2019;PROD1400;PROD1400;4;402,54;1610,17;230
17/12/2019;PROD1126;PROD1126;1;785,76;785,76;230
17/12/2019;PROD1766;PROD1766;2;284,45;568,9;230
17/12/2019;PROD98;PROD98;1;406,57;406,57;230
17/12/2019;PROD192;PROD192;4;225,42;901,69;230
17/12/2019;PROD192;PROD192;4;225,42;901,69;230
17/12/2019;PROD192;PROD192;4;225,42;901,69;230
17/12/2019;PROD192;PROD192;4;225,42;901,69;230
17/12/2019;PROD530;PROD530;2;220,34;440,68;263
17/12/2019;PROD506;PROD506;4;207,63;830,51;329
17/12/2019;PROD543;PROD543;5;135,59;677,97;106
17/12/2019;PROD223;PROD223;4;363,56;1454,24;106
17/12/2019;PROD1158;PROD1158;4;250,0;1000,0;126
17/12/2019;PROD164;PROD164;4;203,39;813,56;44
17/12/2019;PROD1624;PROD1624;2;406,78;813,56;301
17/12/2019;PROD532;PROD532;4;228,81;915,25;234
17/12/2019;PROD531;PROD531;4;186,44;745,76;234
17/12/2019;PROD532;PROD532;4;224,58;898,31;344
17/12/2019;PROD1830;PROD1830;4;233,05;932,2;506
17/12/2019;PROD1878;PROD1878;2;665,25;1330,51;191
17/12/2019;PROD1756;PROD1756;8;334,75;2677,97;129
17/12/2019;PROD1422;PROD1422;4;593,22;2372,88;134
18/12/2019;PROD1793;PROD1793;4;300,85;1203,39;492
18/12/2019;PROD520;PROD520;4;411,02;1644,07;497
18/12/2019;PROD975;PROD975;4;261,65;1046,61;230
18/12/2019;PROD1909;PROD1909;4;957,63;3830,51;230
18/12/2019;PROD1830;PROD1830;4;216,95;867,8;230
18/12/2019;PROD41;PROD41;4;937,29;3749,15;230
18/12/2019;PROD152;PROD152;1;361,76;361,76;230
18/12/2019;PROD187;PROD187;4;316,05;1264,2;230
18/12/2019;PROD192;PROD192;4;225,42;901,69;230
18/12/2019;PROD776;PROD776;4;756,78;3027,12;230
18/12/2019;PROD576;PROD576;4;250,0;1000,0;344
18/12/2019;PROD564;PROD564;4;211,86;847,46;216
18/12/2019;PROD748;PROD748;2;364,41;728,81;101
18/12/2019;PROD1756;PROD1756;4;334,75;1338,98;336
18/12/2019;PROD192;PROD192;8;250,0;2000,0;290
18/12/2019;PROD1479;PROD1479;4;247,46;989,83;336
18/12/2019;PROD218;PROD218;4;173,09;692,37;57
18/12/2019;PROD218;PROD218;4;173,09;692,37;57
18/12/2019;PROD247;PROD247;8;181,14;1449,15;57
18/12/2019;PROD248;PROD248;4;203,39;813,56;506
18/12/2019;PROD186;PROD186;1;275,42;275,42;423
19/12/2019;PROD1704;PROD1704;4;1056,78;4227,12;412
