Produto;Categoria;Emissao;Quantidade;Vlr.Total;Filial;_periodo_val
PC000146;Arrefecimento;01/11/2023;7;4953,38;Loja Norte;2023-11
PC000146;Arrefecimento;01/12/2023;10;7076,25;Loja Norte;2023-12
PC000146;Arrefecimento;01/01/2024;6;4245,75;Loja Norte;2024-01
PC000146;Arrefecimento;01/02/2024;7;4953,38;Loja Norte;2024-02
PC000146;Arrefecimento;01/03/2024;6;4245,75;Loja Norte;2024-03
PC000146;Arrefecimento;01/04/2024;7;4953,38;Loja Norte;2024-04
PC000146;Arrefecimento;01/05/2024;6;4245,75;Loja Norte;2024-05
PC000146;Arrefecimento;01/06/2024;6;4245,75;Loja Norte;2024-06
PC000146;Arrefecimento;01/07/2024;5;3538,13;Loja Norte;2024-07
PC000146;Arrefecimento;01/08/2024;6;4245,75;Loja Norte;2024-08
PC000146;Arrefecimento;01/09/2024;6;4245,75;Loja Norte;2024-09
PC000146;Arrefecimento;01/10/2024;5;3538,13;Loja Norte;2024-10
PC000146;Arrefecimento;01/11/2024;8;5661,0;Loja Norte;2024-11
PC000146;Arrefecimento;01/12/2024;9;6368,63;Loja Norte;2024-12
PC000146;Arrefecimento;01/01/2025;5;3538,13;Loja Norte;2025-01
PC000146;Arrefecimento;01/02/2025;6;4245,75;Loja Norte;2025-02
PC000146;Arrefecimento;01/03/2025;6;4245,75;Loja Norte;2025-03
PC000146;Arrefecimento;01/04/2025;6;4245,75;Loja Norte;2025-04
PC000146;Arrefecimento;01/05/2025;6;4245,75;Loja Norte;2025-05
PC000146;Arrefecimento;01/06/2025;6;4245,75;Loja Norte;2025-06
PC000146;Arrefecimento;01/07/2025;6;4245,75;Loja Norte;2025-07
PC000146;Arrefecimento;01/08/2025;6;4245,75;Loja Norte;2025-08
PC000146;Arrefecimento;01/09/2025;5;3538,13;Loja Norte;2025-09
PC000146;Arrefecimento;01/10/2025;5;3538,13;Loja Norte;2025-10
PC000146;Arrefecimento;01/11/2025;7;4953,38;Loja Norte;2025-11
PC000146;Arrefecimento;01/12/2025;8;5661,0;Loja Norte;2025-12
PC000146;Arrefecimento;01/01/2026;6;4245,75;Loja Norte;2026-01
PC000146;Arrefecimento;01/02/2026;6;4245,75;Loja Norte;2026-02
PC000146;Arrefecimento;01/03/2026;8;5661,0;Loja Norte;2026-03
PC000146;Arrefecimento;01/04/2026;5;3538,13;Loja Norte;2026-04
PC000146;Arrefecimento;01/05/2026;7;4953,38;Loja Norte;2026-05
PC000146;Arrefecimento;01/06/2026;5;3538,13;Loja Norte;2026-06
PC000146;Arrefecimento;01/07/2026;6;4245,75;Loja Norte;2026-07
PC000146;Arrefecimento;01/08/2026;5;3538,13;Loja Norte;2026-08
PC000149;Arrefecimento;01/09/2022;14;10002,21;Loja Norte;2022-09
PC000149;Arrefecimento;01/10/2022;14;10002,21;Loja Norte;2022-10
PC000149;Arrefecimento;01/11/2022;21;15003,32;Loja Norte;2022-11
PC000149;Arrefecimento;01/12/2022;25;17861,09;Loja Norte;2022-12
PC000149;Arrefecimento;01/01/2023;14;10002,21;Loja Norte;2023-01
PC000149;Arrefecimento;01/02/2023;18;12859,99;Loja Norte;2023-02
PC000149;Arrefecimento;01/03/2023;15;10716,66;Loja Norte;2023-03
PC000149;Arrefecimento;01/04/2023;18;12859,99;Loja Norte;2023-04
PC000149;Arrefecimento;01/05/2023;19;13574,43;Loja Norte;2023-05
PC000149;Arrefecimento;01/06/2023;15;10716,66;Loja Norte;2023-06
PC000149;Arrefecimento;01/07/2023;14;10002,21;Loja Norte;2023-07
PC000149;Arrefecimento;01/08/2023;17;12145,54;Loja Norte;2023-08
PC000149;Arrefecimento;01/09/2023;14;10002,21;Loja Norte;2023-09
PC000149;Arrefecimento;01/10/2023;13;9287,77;Loja Norte;2023-10
PC000149;Arrefecimento;01/11/2023;19;13574,43;Loja Norte;2023-11
PC000149;Arrefecimento;01/12/2023;23;16432,21;Loja Norte;2023-12
PC000149;Arrefecimento;01/01/2024;19;13574,43;Loja Norte;2024-01
PC000149;Arrefecimento;01/02/2024;15;10716,66;Loja Norte;2024-02
PC000149;Arrefecimento;01/03/2024;14;10002,21;Loja Norte;2024-03
PC000149;Arrefecimento;01/04/2024;17;12145,54;Loja Norte;2024-04
PC000149;Arrefecimento;01/05/2024;17;12145,54;Loja Norte;2024-05
PC000149;Arrefecimento;01/06/2024;17;12145,54;Loja Norte;2024-06
PC000149;Arrefecimento;01/07/2024;13;9287,77;Loja Norte;2024-07
PC000149;Arrefecimento;01/08/2024;15;10716,66;Loja Norte;2024-08
PC000149;Arrefecimento;01/09/2024;14;10002,21;Loja Norte;2024-09
PC000149;Arrefecimento;01/10/2024;16;11431,1;Loja Norte;2024-10
PC000149;Arrefecimento;01/11/2024;18;12859,99;Loja Norte;2024-11
PC000149;Arrefecimento;01/12/2024;26;18575,54;Loja Norte;2024-12
PC000149;Arrefecimento;01/01/2025;18;12859,99;Loja Norte;2025-01
PC000149;Arrefecimento;01/02/2025;20;14288,87;Loja Norte;2025-02
PC000149;Arrefecimento;01/03/2025;19;13574,43;Loja Norte;2025-03
PC000149;Arrefecimento;01/04/2025;19;13574,43;Loja Norte;2025-04
PC000149;Arrefecimento;01/05/2025;15;10716,66;Loja Norte;2025-05
PC000149;Arrefecimento;01/06/2025;17;12145,54;Loja Norte;2025-06
PC000149;Arrefecimento;01/07/2025;18;12859,99;Loja Norte;2025-07
PC000149;Arrefecimento;01/08/2025;15;10716,66;Loja Norte;2025-08
PC000149;Arrefecimento;01/09/2025;17;12145,54;Loja Norte;2025-09
PC000149;Arrefecimento;01/10/2025;14;10002,21;Loja Norte;2025-10
PC000149;Arrefecimento;01/11/2025;22;15717,76;Loja Norte;2025-11
PC000149;Arrefecimento;01/12/2025;22;15717,76;Loja Norte;2025-12
PC000149;Arrefecimento;01/01/2026;18;12859,99;Loja Norte;2026-01
PC000149;Arrefecimento;01/02/2026;17;12145,54;Loja Norte;2026-02
PC000149;Arrefecimento;01/03/2026;21;15003,32;Loja Norte;2026-03
PC000149;Arrefecimento;01/04/2026;22;15717,76;Loja Norte;2026-04
PC000149;Arrefecimento;01/05/2026;15;10716,66;Loja Norte;2026-05
PC000149;Arrefecimento;01/06/2026;15;10716,66;Loja Norte;2026-06
PC000149;Arrefecimento;01/07/2026;18;12859,99;Loja Norte;2026-07
PC000149;Arrefecimento;01/08/2026;15;10716,66;Loja Norte;2026-08
PC000153;Arrefecimento;01/09/2022;14;7394,25;Loja Norte;2022-09
PC000153;Arrefecimento;01/10/2022;16;8450,57;Loja Norte;2022-10
PC000153;Arrefecimento;01/11/2022;19;10035,05;Loja Norte;2022-11
PC000153;Arrefecimento;01/12/2022;26;13732,17;Loja Norte;2022-12
PC000153;Arrefecimento;01/01/2023;14;7394,25;Loja Norte;2023-01
PC000153;Arrefecimento;01/02/2023;17;8978,73;Loja Norte;2023-02
PC000153;Arrefecimento;01/03/2023;14;7394,25;Loja Norte;2023-03
PC000153;Arrefecimento;01/04/2023;18;9506,89;Loja Norte;2023-04
PC000153;Arrefecimento;01/05/2023;15;7922,41;Loja Norte;2023-05
PC000153;Arrefecimento;01/06/2023;18;9506,89;Loja Norte;2023-06
PC000153;Arrefecimento;01/07/2023;17;8978,73;Loja Norte;2023-07
PC000153;Arrefecimento;01/08/2023;14;7394,25;Loja Norte;2023-08
PC000153;Arrefecimento;01/09/2023;17;8978,73;Loja Norte;2023-09
PC000153;Arrefecimento;01/10/2023;14;7394,25;Loja Norte;2023-10
PC000153;Arrefecimento;01/11/2023;22;11619,53;Loja Norte;2023-11
PC000153;Arrefecimento;01/12/2023;24;12675,85;Loja Norte;2023-12
PC000153;Arrefecimento;01/01/2024;16;8450,57;Loja Norte;2024-01
PC000153;Arrefecimento;01/02/2024;18;9506,89;Loja Norte;2024-02
PC000153;Arrefecimento;01/03/2024;16;8450,57;Loja Norte;2024-03
PC000153;Arrefecimento;01/04/2024;16;8450,57;Loja Norte;2024-04
PC000153;Arrefecimento;01/05/2024;17;8978,73;Loja Norte;2024-05
PC000153;Arrefecimento;01/06/2024;17;8978,73;Loja Norte;2024-06
PC000153;Arrefecimento;01/07/2024;16;8450,57;Loja Norte;2024-07
PC000153;Arrefecimento;01/08/2024;14;7394,25;Loja Norte;2024-08
PC000153;Arrefecimento;01/09/2024;14;7394,25;Loja Norte;2024-09
PC000153;Arrefecimento;01/10/2024;15;7922,41;Loja Norte;2024-10
PC000153;Arrefecimento;01/11/2024;22;11619,53;Loja Norte;2024-11
PC000153;Arrefecimento;01/12/2024;23;12147,69;Loja Norte;2024-12
PC000153;Arrefecimento;01/01/2025;16;8450,57;Loja Norte;2025-01
PC000153;Arrefecimento;01/02/2025;19;10035,05;Loja Norte;2025-02
PC000153;Arrefecimento;01/03/2025;16;8450,57;Loja Norte;2025-03
PC000153;Arrefecimento;01/04/2025;17;8978,73;Loja Norte;2025-04
PC000153;Arrefecimento;01/05/2025;17;8978,73;Loja Norte;2025-05
PC000153;Arrefecimento;01/06/2025;15;7922,41;Loja Norte;2025-06
PC000153;Arrefecimento;01/07/2025;15;7922,41;Loja Norte;2025-07
PC000153;Arrefecimento;01/08/2025;16;8450,57;Loja Norte;2025-08
PC000153;Arrefecimento;01/09/2025;17;8978,73;Loja Norte;2025-09
PC000153;Arrefecimento;01/10/2025;15;7922,41;Loja Norte;2025-10
PC000153;Arrefecimento;01/11/2025;20;10563,21;Loja Norte;2025-11
PC000153;Arrefecimento;01/12/2025;29;15316,65;Loja Norte;2025-12
PC000153;Arrefecimento;01/01/2026;17;8978,73;Loja Norte;2026-01
PC000153;Arrefecimento;01/02/2026;17;8978,73;Loja Norte;2026-02
PC000153;Arrefecimento;01/03/2026;15;7922,41;Loja Norte;2026-03
PC000153;Arrefecimento;01/04/2026;21;11091,37;Loja Norte;2026-04
PC000153;Arrefecimento;01/05/2026;21;11091,37;Loja Norte;2026-05
PC000153;Arrefecimento;01/06/2026;17;8978,73;Loja Norte;2026-06
PC000153;Arrefecimento;01/07/2026;17;8978,73;Loja Norte;2026-07
PC000153;Arrefecimento;01/08/2026;16;8450,57;Loja Norte;2026-08
PC000165;Arrefecimento;01/09/2022;20;2509,18;Loja Norte;2022-09
PC000165;Arrefecimento;01/10/2022;20;2509,18;Loja Norte;2022-10
PC000165;Arrefecimento;01/11/2022;26;3261,94;Loja Norte;2022-11
PC000165;Arrefecimento;01/12/2022;37;4641,99;Loja Norte;2022-12
PC000165;Arrefecimento;01/01/2023;23;2885,56;Loja Norte;2023-01
PC000165;Arrefecimento;01/02/2023;21;2634,64;Loja Norte;2023-02
PC000165;Arrefecimento;01/03/2023;26;3261,94;Loja Norte;2023-03
PC000165;Arrefecimento;01/04/2023;26;3261,94;Loja Norte;2023-04
PC000165;Arrefecimento;01/05/2023;26;3261,94;Loja Norte;2023-05
PC000165;Arrefecimento;01/06/2023;26;3261,94;Loja Norte;2023-06
PC000165;Arrefecimento;01/07/2023;23;2885,56;Loja Norte;2023-07
PC000165;Arrefecimento;01/08/2023;24;3011,02;Loja Norte;2023-08
PC000165;Arrefecimento;01/09/2023;19;2383,72;Loja Norte;2023-09
PC000165;Arrefecimento;01/10/2023;18;2258,27;Loja Norte;2023-10
PC000165;Arrefecimento;01/11/2023;29;3638,32;Loja Norte;2023-11
PC000165;Arrefecimento;01/12/2023;36;4516,53;Loja Norte;2023-12
PC000165;Arrefecimento;01/01/2024;25;3136,48;Loja Norte;2024-01
PC000165;Arrefecimento;01/02/2024;27;3387,4;Loja Norte;2024-02
PC000165;Arrefecimento;01/03/2024;29;3638,32;Loja Norte;2024-03
PC000165;Arrefecimento;01/04/2024;27;3387,4;Loja Norte;2024-04
PC000165;Arrefecimento;01/05/2024;25;3136,48;Loja Norte;2024-05
PC000165;Arrefecimento;01/06/2024;22;2760,1;Loja Norte;2024-06
PC000165;Arrefecimento;01/07/2024;26;3261,94;Loja Norte;2024-07
PC000165;Arrefecimento;01/08/2024;23;2885,56;Loja Norte;2024-08
PC000165;Arrefecimento;01/09/2024;21;2634,64;Loja Norte;2024-09
PC000165;Arrefecimento;01/10/2024;20;2509,18;Loja Norte;2024-10
PC000165;Arrefecimento;01/11/2024;34;4265,61;Loja Norte;2024-11
PC000165;Arrefecimento;01/12/2024;39;4892,91;Loja Norte;2024-12
PC000165;Arrefecimento;01/01/2025;28;3512,86;Loja Norte;2025-01
PC000165;Arrefecimento;01/02/2025;23;2885,56;Loja Norte;2025-02
PC000165;Arrefecimento;01/03/2025;22;2760,1;Loja Norte;2025-03
PC000165;Arrefecimento;01/04/2025;27;3387,4;Loja Norte;2025-04
PC000165;Arrefecimento;01/05/2025;21;2634,64;Loja Norte;2025-05
PC000165;Arrefecimento;01/06/2025;26;3261,94;Loja Norte;2025-06
PC000165;Arrefecimento;01/07/2025;23;2885,56;Loja Norte;2025-07
PC000165;Arrefecimento;01/08/2025;26;3261,94;Loja Norte;2025-08
PC000165;Arrefecimento;01/09/2025;23;2885,56;Loja Norte;2025-09
PC000165;Arrefecimento;01/10/2025;20;2509,18;Loja Norte;2025-10
PC000165;Arrefecimento;01/11/2025;33;4140,15;Loja Norte;2025-11
PC000165;Arrefecimento;01/12/2025;38;4767,45;Loja Norte;2025-12
PC000165;Arrefecimento;01/01/2026;25;3136,48;Loja Norte;2026-01
PC000165;Arrefecimento;01/02/2026;27;3387,4;Loja Norte;2026-02
PC000165;Arrefecimento;01/03/2026;27;3387,4;Loja Norte;2026-03
PC000165;Arrefecimento;01/04/2026;24;3011,02;Loja Norte;2026-04
PC000165;Arrefecimento;01/05/2026;30;3763,78;Loja Norte;2026-05
PC000165;Arrefecimento;01/06/2026;28;3512,86;Loja Norte;2026-06
PC000165;Arrefecimento;01/07/2026;23;2885,56;Loja Norte;2026-07
PC000165;Arrefecimento;01/08/2026;22;2760,1;Loja Norte;2026-08
PC000168;Arrefecimento;01/09/2022;22;7998,48;Loja Norte;2022-09
PC000168;Arrefecimento;01/10/2022;26;9452,75;Loja Norte;2022-10
PC000168;Arrefecimento;01/11/2022;36;13088,42;Loja Norte;2022-11
PC000168;Arrefecimento;01/12/2022;51;18541,92;Loja Norte;2022-12
PC000168;Arrefecimento;01/01/2023;34;12361,28;Loja Norte;2023-01
PC000168;Arrefecimento;01/02/2023;32;11634,15;Loja Norte;2023-02
PC000168;Arrefecimento;01/03/2023;33;11997,72;Loja Norte;2023-03
PC000168;Arrefecimento;01/04/2023;30;10907,01;Loja Norte;2023-04
PC000168;Arrefecimento;01/05/2023;35;12724,85;Loja Norte;2023-05
PC000168;Arrefecimento;01/06/2023;29;10543,45;Loja Norte;2023-06
PC000168;Arrefecimento;01/07/2023;26;9452,75;Loja Norte;2023-07
PC000168;Arrefecimento;01/08/2023;30;10907,01;Loja Norte;2023-08
PC000168;Arrefecimento;01/09/2023;27;9816,31;Loja Norte;2023-09
PC000168;Arrefecimento;01/10/2023;27;9816,31;Loja Norte;2023-10
PC000168;Arrefecimento;01/11/2023;35;12724,85;Loja Norte;2023-11
PC000168;Arrefecimento;01/12/2023;44;15996,95;Loja Norte;2023-12
PC000168;Arrefecimento;01/01/2024;35;12724,85;Loja Norte;2024-01
PC000168;Arrefecimento;01/02/2024;31;11270,58;Loja Norte;2024-02
PC000168;Arrefecimento;01/03/2024;32;11634,15;Loja Norte;2024-03
PC000168;Arrefecimento;01/04/2024;26;9452,75;Loja Norte;2024-04
PC000168;Arrefecimento;01/05/2024;30;10907,01;Loja Norte;2024-05
PC000168;Arrefecimento;01/06/2024;30;10907,01;Loja Norte;2024-06
PC000168;Arrefecimento;01/07/2024;30;10907,01;Loja Norte;2024-07
PC000168;Arrefecimento;01/08/2024;27;9816,31;Loja Norte;2024-08
PC000168;Arrefecimento;01/09/2024;29;10543,45;Loja Norte;2024-09
PC000168;Arrefecimento;01/10/2024;30;10907,01;Loja Norte;2024-10
PC000168;Arrefecimento;01/11/2024;36;13088,42;Loja Norte;2024-11
PC000168;Arrefecimento;01/12/2024;55;19996,19;Loja Norte;2024-12
PC000168;Arrefecimento;01/01/2025;29;10543,45;Loja Norte;2025-01
PC000168;Arrefecimento;01/02/2025;27;9816,31;Loja Norte;2025-02
PC000168;Arrefecimento;01/03/2025;35;12724,85;Loja Norte;2025-03
PC000168;Arrefecimento;01/04/2025;33;11997,72;Loja Norte;2025-04
PC000168;Arrefecimento;01/05/2025;34;12361,28;Loja Norte;2025-05
PC000168;Arrefecimento;01/06/2025;29;10543,45;Loja Norte;2025-06
PC000168;Arrefecimento;01/07/2025;33;11997,72;Loja Norte;2025-07
PC000168;Arrefecimento;01/08/2025;31;11270,58;Loja Norte;2025-08
PC000168;Arrefecimento;01/09/2025;34;12361,28;Loja Norte;2025-09
PC000168;Arrefecimento;01/10/2025;28;10179,88;Loja Norte;2025-10
PC000168;Arrefecimento;01/11/2025;39;14179,12;Loja Norte;2025-11
PC000168;Arrefecimento;01/12/2025;45;16360,52;Loja Norte;2025-12
PC000168;Arrefecimento;01/01/2026;29;10543,45;Loja Norte;2026-01
PC000168;Arrefecimento;01/02/2026;34;12361,28;Loja Norte;2026-02
PC000168;Arrefecimento;01/03/2026;30;10907,01;Loja Norte;2026-03
PC000168;Arrefecimento;01/04/2026;29;10543,45;Loja Norte;2026-04
PC000168;Arrefecimento;01/05/2026;33;11997,72;Loja Norte;2026-05
PC000168;Arrefecimento;01/06/2026;36;13088,42;Loja Norte;2026-06
PC000168;Arrefecimento;01/07/2026;25;9089,18;Loja Norte;2026-07
PC000168;Arrefecimento;01/08/2026;31;11270,58;Loja Norte;2026-08
PC000169;Arrefecimento;01/09/2022;4;65,97;Loja Norte;2022-09
PC000169;Arrefecimento;01/10/2022;5;82,47;Loja Norte;2022-10
PC000169;Arrefecimento;01/11/2022;8;131,94;Loja Norte;2022-11
PC000169;Arrefecimento;01/12/2022;10;164,93;Loja Norte;2022-12
PC000169;Arrefecimento;01/01/2023;6;98,96;Loja Norte;2023-01
PC000169;Arrefecimento;01/02/2023;6;98,96;Loja Norte;2023-02
PC000169;Arrefecimento;01/03/2023;7;115,45;Loja Norte;2023-03
PC000169;Arrefecimento;01/04/2023;7;115,45;Loja Norte;2023-04
PC000169;Arrefecimento;01/05/2023;6;98,96;Loja Norte;2023-05
PC000169;Arrefecimento;01/06/2023;6;98,96;Loja Norte;2023-06
PC000169;Arrefecimento;01/07/2023;5;82,47;Loja Norte;2023-07
PC000169;Arrefecimento;01/08/2023;6;98,96;Loja Norte;2023-08
PC000169;Arrefecimento;01/09/2023;5;82,47;Loja Norte;2023-09
PC000169;Arrefecimento;01/10/2023;5;82,47;Loja Norte;2023-10
PC000169;Arrefecimento;01/11/2023;6;98,96;Loja Norte;2023-11
PC000169;Arrefecimento;01/12/2023;9;148,44;Loja Norte;2023-12
PC000169;Arrefecimento;01/01/2024;5;82,47;Loja Norte;2024-01
PC000169;Arrefecimento;01/02/2024;6;98,96;Loja Norte;2024-02
PC000169;Arrefecimento;01/03/2024;6;98,96;Loja Norte;2024-03
PC000169;Arrefecimento;01/04/2024;6;98,96;Loja Norte;2024-04
PC000169;Arrefecimento;01/05/2024;6;98,96;Loja Norte;2024-05
PC000169;Arrefecimento;01/06/2024;7;115,45;Loja Norte;2024-06
PC000169;Arrefecimento;01/07/2024;7;115,45;Loja Norte;2024-07
PC000169;Arrefecimento;01/08/2024;5;82,47;Loja Norte;2024-08
PC000169;Arrefecimento;01/09/2024;5;82,47;Loja Norte;2024-09
PC000169;Arrefecimento;01/10/2024;5;82,47;Loja Norte;2024-10
PC000169;Arrefecimento;01/11/2024;6;98,96;Loja Norte;2024-11
PC000169;Arrefecimento;01/12/2024;9;148,44;Loja Norte;2024-12
PC000169;Arrefecimento;01/01/2025;7;115,45;Loja Norte;2025-01
PC000169;Arrefecimento;01/02/2025;7;115,45;Loja Norte;2025-02
PC000169;Arrefecimento;01/03/2025;7;115,45;Loja Norte;2025-03
PC000169;Arrefecimento;01/04/2025;5;82,47;Loja Norte;2025-04
PC000169;Arrefecimento;01/05/2025;5;82,47;Loja Norte;2025-05
PC000169;Arrefecimento;01/06/2025;6;98,96;Loja Norte;2025-06
PC000169;Arrefecimento;01/07/2025;6;98,96;Loja Norte;2025-07
PC000169;Arrefecimento;01/08/2025;6;98,96;Loja Norte;2025-08
PC000169;Arrefecimento;01/09/2025;5;82,47;Loja Norte;2025-09
PC000169;Arrefecimento;01/10/2025;6;98,96;Loja Norte;2025-10
PC000169;Arrefecimento;01/11/2025;8;131,94;Loja Norte;2025-11
PC000169;Arrefecimento;01/12/2025;11;181,42;Loja Norte;2025-12
PC000169;Arrefecimento;01/01/2026;7;115,45;Loja Norte;2026-01
PC000169;Arrefecimento;01/02/2026;6;98,96;Loja Norte;2026-02
PC000169;Arrefecimento;01/03/2026;7;115,45;Loja Norte;2026-03
PC000169;Arrefecimento;01/04/2026;7;115,45;Loja Norte;2026-04
PC000169;Arrefecimento;01/05/2026;7;115,45;Loja Norte;2026-05
PC000169;Arrefecimento;01/06/2026;6;98,96;Loja Norte;2026-06
PC000169;Arrefecimento;01/07/2026;6;98,96;Loja Norte;2026-07
PC000169;Arrefecimento;01/08/2026;6;98,96;Loja Norte;2026-08
PC000172;Arrefecimento;01/09/2022;2;1276,73;Loja Norte;2022-09
PC000172;Arrefecimento;01/10/2022;3;1915,1;Loja Norte;2022-10
PC000172;Arrefecimento;01/11/2022;3;1915,1;Loja Norte;2022-11
PC000172;Arrefecimento;01/12/2022;5;3191,83;Loja Norte;2022-12
PC000172;Arrefecimento;01/01/2023;2;1276,73;Loja Norte;2023-01
PC000172;Arrefecimento;01/02/2023;3;1915,1;Loja Norte;2023-02
PC000172;Arrefecimento;01/03/2023;3;1915,1;Loja Norte;2023-03
PC000172;Arrefecimento;01/04/2023;3;1915,1;Loja Norte;2023-04
PC000172;Arrefecimento;01/05/2023;3;1915,1;Loja Norte;2023-05
PC000172;Arrefecimento;01/06/2023;2;1276,73;Loja Norte;2023-06
PC000172;Arrefecimento;01/07/2023;2;1276,73;Loja Norte;2023-07
PC000172;Arrefecimento;01/08/2023;2;1276,73;Loja Norte;2023-08
PC000172;Arrefecimento;01/09/2023;2;1276,73;Loja Norte;2023-09
PC000172;Arrefecimento;01/10/2023;3;1915,1;Loja Norte;2023-10
PC000172;Arrefecimento;01/11/2023;3;1915,1;Loja Norte;2023-11
PC000172;Arrefecimento;01/12/2023;4;2553,47;Loja Norte;2023-12
PC000172;Arrefecimento;01/01/2024;3;1915,1;Loja Norte;2024-01
PC000172;Arrefecimento;01/02/2024;3;1915,1;Loja Norte;2024-02
PC000172;Arrefecimento;01/03/2024;3;1915,1;Loja Norte;2024-03
PC000172;Arrefecimento;01/04/2024;2;1276,73;Loja Norte;2024-04
PC000172;Arrefecimento;01/05/2024;3;1915,1;Loja Norte;2024-05
PC000172;Arrefecimento;01/06/2024;3;1915,1;Loja Norte;2024-06
PC000172;Arrefecimento;01/07/2024;3;1915,1;Loja Norte;2024-07
PC000172;Arrefecimento;01/08/2024;2;1276,73;Loja Norte;2024-08
PC000172;Arrefecimento;01/09/2024;3;1915,1;Loja Norte;2024-09
PC000172;Arrefecimento;01/10/2024;3;1915,1;Loja Norte;2024-10
PC000172;Arrefecimento;01/11/2024;3;1915,1;Loja Norte;2024-11
PC000172;Arrefecimento;01/12/2024;4;2553,47;Loja Norte;2024-12
PC000172;Arrefecimento;01/01/2025;2;1276,73;Loja Norte;2025-01
PC000172;Arrefecimento;01/02/2025;3;1915,1;Loja Norte;2025-02
PC000172;Arrefecimento;01/03/2025;3;1915,1;Loja Norte;2025-03
PC000172;Arrefecimento;01/04/2025;3;1915,1;Loja Norte;2025-04
PC000172;Arrefecimento;01/05/2025;3;1915,1;Loja Norte;2025-05
PC000172;Arrefecimento;01/06/2025;2;1276,73;Loja Norte;2025-06
PC000172;Arrefecimento;01/07/2025;3;1915,1;Loja Norte;2025-07
PC000172;Arrefecimento;01/08/2025;3;1915,1;Loja Norte;2025-08
PC000172;Arrefecimento;01/09/2025;2;1276,73;Loja Norte;2025-09
PC000172;Arrefecimento;01/10/2025;3;1915,1;Loja Norte;2025-10
PC000172;Arrefecimento;01/11/2025;4;2553,47;Loja Norte;2025-11
PC000172;Arrefecimento;01/12/2025;4;2553,47;Loja Norte;2025-12
PC000172;Arrefecimento;01/01/2026;3;1915,1;Loja Norte;2026-01
PC000172;Arrefecimento;01/02/2026;3;1915,1;Loja Norte;2026-02
PC000172;Arrefecimento;01/03/2026;3;1915,1;Loja Norte;2026-03
PC000172;Arrefecimento;01/04/2026;3;1915,1;Loja Norte;2026-04
PC000172;Arrefecimento;01/05/2026;3;1915,1;Loja Norte;2026-05
PC000172;Arrefecimento;01/06/2026;3;1915,1;Loja Norte;2026-06
PC000172;Arrefecimento;01/07/2026;3;1915,1;Loja Norte;2026-07
PC000172;Arrefecimento;01/08/2026;3;1915,1;Loja Norte;2026-08
PC000176;Arrefecimento;01/09/2022;17;5712,04;Loja Norte;2022-09
PC000176;Arrefecimento;01/10/2022;16;5376,04;Loja Norte;2022-10
PC000176;Arrefecimento;01/11/2022;21;7056,05;Loja Norte;2022-11
PC000176;Arrefecimento;01/12/2022;26;8736,07;Loja Norte;2022-12
PC000176;Arrefecimento;01/01/2023;19;6384,05;Loja Norte;2023-01
PC000176;Arrefecimento;01/02/2023;22;7392,06;Loja Norte;2023-02
PC000176;Arrefecimento;01/03/2023;20;6720,05;Loja Norte;2023-03
PC000176;Arrefecimento;01/04/2023;21;7056,05;Loja Norte;2023-04
PC000176;Arrefecimento;01/05/2023;22;7392,06;Loja Norte;2023-05
PC000176;Arrefecimento;01/06/2023;20;6720,05;Loja Norte;2023-06
PC000176;Arrefecimento;01/07/2023;22;7392,06;Loja Norte;2023-07
PC000176;Arrefecimento;01/08/2023;18;6048,05;Loja Norte;2023-08
PC000176;Arrefecimento;01/09/2023;18;6048,05;Loja Norte;2023-09
PC000176;Arrefecimento;01/10/2023;17;5712,04;Loja Norte;2023-10
PC000176;Arrefecimento;01/11/2023;30;10080,08;Loja Norte;2023-11
PC000176;Arrefecimento;01/12/2023;34;11424,09;Loja Norte;2023-12
PC000176;Arrefecimento;01/01/2024;17;5712,04;Loja Norte;2024-01
PC000176;Arrefecimento;01/02/2024;25;8400,07;Loja Norte;2024-02
PC000176;Arrefecimento;01/03/2024;22;7392,06;Loja Norte;2024-03
PC000176;Arrefecimento;01/04/2024;22;7392,06;Loja Norte;2024-04
PC000176;Arrefecimento;01/05/2024;22;7392,06;Loja Norte;2024-05
PC000176;Arrefecimento;01/06/2024;18;6048,05;Loja Norte;2024-06
PC000176;Arrefecimento;01/07/2024;20;6720,05;Loja Norte;2024-07
PC000176;Arrefecimento;01/08/2024;18;6048,05;Loja Norte;2024-08
PC000176;Arrefecimento;01/09/2024;18;6048,05;Loja Norte;2024-09
PC000176;Arrefecimento;01/10/2024;21;7056,05;Loja Norte;2024-10
PC000176;Arrefecimento;01/11/2024;26;8736,07;Loja Norte;2024-11
PC000176;Arrefecimento;01/12/2024;32;10752,08;Loja Norte;2024-12
PC000176;Arrefecimento;01/01/2025;22;7392,06;Loja Norte;2025-01
PC000176;Arrefecimento;01/02/2025;24;8064,06;Loja Norte;2025-02
PC000176;Arrefecimento;01/03/2025;25;8400,07;Loja Norte;2025-03
PC000176;Arrefecimento;01/04/2025;22;7392,06;Loja Norte;2025-04
PC000176;Arrefecimento;01/05/2025;21;7056,05;Loja Norte;2025-05
PC000176;Arrefecimento;01/06/2025;25;8400,07;Loja Norte;2025-06
PC000176;Arrefecimento;01/07/2025;16;5376,04;Loja Norte;2025-07
PC000176;Arrefecimento;01/08/2025;21;7056,05;Loja Norte;2025-08
PC000176;Arrefecimento;01/09/2025;19;6384,05;Loja Norte;2025-09
