Produto;Descricao;Categoria;Emissao;Quantidade;Vlr.Unitario;Vlr.Total;Custo Total;Promocao
TEC-AC-10002852;Belkin Memory Card, Erganomic;Technology - Accessories;14/08/2013;2,0;59,69;119,38;144,18;1
OFF-LA-10003511;Avery Round Labels, Adjustable;Office Supplies - Labels;01/01/2013;2,0;5,04;10,08;8,4;0
OFF-AR-10002111;Sanford Highlighters, Easy-Erase;Office Supplies - Art;05/05/2014;3,0;16,02;48,06;46,17;0
OFF-CAR-10000687;Cardinal Binder Covers, Economy;Office Supplies - Binders;05/09/2012;4,0;12,0;48,0;46,08;0
OFF-SME-10001278;Smead Shipping Labels, Alphabetical;Office Supplies - Labels;30/10/2012;1,0;11,43;11,43;8,7;0
FUR-CH-10004606;Hon Rocking Chair, Red;Furniture - Chairs;05/08/2011;3,0;130,62;391,86;360,54;0
OFF-BI-10004275;Wilson Jones Index Tab, Recycled;Office Supplies - Binders;03/11/2012;3,0;4,54;13,62;7,14;0
OFF-AP-10002229;KitchenAid Coffee Grinder, Red;Office Supplies - Appliances;02/07/2012;3,0;70,47;211,41;175,5;0
TEC-MA-10003326;StarTech Calculator, Durable;Technology - Machines;11/08/2011;2,0;24,05;48,1;68,16;1
OFF-AR-10002665;Binney & Smith Markers, Easy-Erase;Office Supplies - Art;25/09/2014;3,0;24,36;73,08;68,76;0
OFF-BI-10000813;Cardinal Binding Machine, Economy;Office Supplies - Binders;20/06/2012;9,0;33,18;298,62;262,8;0
OFF-ST-10000872;Fellowes File Cart, Single Width;Office Supplies - Storage;17/11/2014;4,0;68,67;274,68;549,36;1
TEC-PH-10003481;Apple Office Telephone, Full Size;Technology - Phones;09/04/2014;1,0;59,91;59,91;55,92;1
OFF-ST-10001554;Eldon Folders, Industrial;Office Supplies - Storage;13/05/2013;2,0;17,46;34,92;33,9;0
OFF-ROG-10001418;Rogers Trays, Wire Frame;Office Supplies - Storage;22/05/2014;2,0;60,75;121,5;61,98;0
OFF-PA-10004294;Xerox Computer Printout Paper, 8.5 x 11;Office Supplies - Paper;19/10/2011;5,0;20,32;101,6;99,6;0
TEC-PH-10004908;Panasonic KX TS3282W Corded phone;Technology - Phones;31/08/2013;5,0;67,99;339,96;297,47;1
OFF-SU-10000294;Elite Trimmer, Serrated;Office Supplies - Supplies;15/09/2012;2,0;25,58;51,16;32,24;0
OFF-FA-10003749;Advantus Rubber Bands, 12 Pack;Office Supplies - Fasteners;04/07/2014;4,0;4,27;17,09;42,32;1
OFF-PA-10001686;SanDisk Memo Slips, Premium;Office Supplies - Paper;28/09/2012;4,0;16,98;67,92;42,12;0
OFF-PA-10000867;SanDisk Message Books, Multicolor;Office Supplies - Paper;31/01/2012;6,0;16,82;100,92;75,72;0
OFF-BI-10003022;Cardinal 3-Hole Punch, Economy;Office Supplies - Binders;06/12/2011;1,0;19,2;19,2;13,44;0
FUR-CH-10004478;Hon Steel Folding Chair, Adjustable;Furniture - Chairs;15/09/2012;7,0;55,94;391,58;317,24;0
OFF-FA-10001026;Stockwell Paper Clips, Assorted Sizes;Office Supplies - Fasteners;07/06/2013;8,0;12,15;97,2;97,2;1
OFF-ST-10002574;Smead Shelving, Blue;Office Supplies - Storage;20/12/2012;2,0;32,62;65,24;64,6;0
OFF-BI-10000308;Cardinal Binder Covers, Durable;Office Supplies - Binders;18/06/2013;2,0;13,5;27,0;18,36;0
OFF-TEN-10000025;Tenex Lockers, Blue;Office Supplies - Storage;14/05/2013;1,0;81,66;81,66;151,08;1
OFF-CAR-10001577;Cardinal Binding Machine, Economy;Office Supplies - Binders;09/12/2014;1,0;49,77;49,77;35,85;0
FUR-BO-10003159;Dania Stackable Bookrack, Pine;Furniture - Bookcases;08/07/2014;5,0;81,96;409,8;336,1;0
OFF-AP-10004711;Breville Refrigerator, Silver;Office Supplies - Appliances;06/11/2014;4,0;520,08;2080,32;1477,08;0
OFF-BI-10001544;Wilson Jones Hole Reinforcements, Clear;Office Supplies - Binders;09/06/2014;4,0;3,59;14,36;14,28;1
TEC-AC-10000203;SanDisk Router, Bluetooth;Technology - Accessories;09/10/2012;7,0;170,9;1196,3;622,16;0
OFF-ST-10000988;Fellowes Folders, Blue;Office Supplies - Storage;17/01/2011;4,0;23,76;95,04;52,8;1
OFF-PA-10003499;Xerox Parchment Paper, 8.5 x 11;Office Supplies - Paper;19/09/2012;2,0;17,4;34,8;18,48;0
OFF-AR-10000319;Binney & Smith Canvas, Fluorescent;Office Supplies - Art;30/08/2014;2,0;52,62;105,24;85,26;0
FUR-CH-10003746;Novimex Executive Leather Armchair, Black;Furniture - Chairs;02/09/2011;3,0;412,16;1236,46;934,29;1
FUR-CH-10000788;Hon Rocking Chair, Adjustable;Furniture - Chairs;12/11/2012;2,0;53,24;106,49;173,96;1
TEC-PH-10001002;Apple Signal Booster, Full Size;Technology - Phones;27/06/2013;4,0;137,94;551,76;336,6;0
OFF-BI-10003440;Avery Binder Covers, Economy;Office Supplies - Binders;13/11/2013;7,0;11,07;77,49;53,55;0
TEC-CO-10002601;Brother Fax and Copier, Digital;Technology - Copiers;13/12/2011;2,0;162,46;324,92;328,8;1
OFF-BI-10001622;Acco 3-Hole Punch, Durable;Office Supplies - Binders;19/12/2014;5,0;31,62;158,1;93,3;0
TEC-CO-10001142;Brother Ink, Digital;Technology - Copiers;28/12/2012;3,0;146,94;440,82;330,66;0
OFF-AP-10001606;KitchenAid Toaster, Black;Office Supplies - Appliances;23/10/2012;1,0;84,75;84,75;77,13;0
OFF-PA-10004946;SanDisk Note Cards, Multicolor;Office Supplies - Paper;24/07/2014;2,0;33,96;67,92;52,98;0
OFF-AR-10004656;Boston Sketch Pad, Easy-Erase;Office Supplies - Art;26/11/2013;2,0;48,87;97,74;76,26;0
TEC-CO-10002065;Hewlett Copy Machine, Laser;Technology - Copiers;21/12/2012;3,0;104,97;314,92;468,72;1
FUR-CH-10000258;Office Star Steel Folding Chair, Red;Furniture - Chairs;20/11/2012;7,0;91,71;641,97;603,54;0
FUR-FU-10002937;Rubbermaid Light Bulb, Durable;Furniture - Furnishings;01/12/2014;8,0;15,87;126,96;76,32;0
TEC-AC-10003548;Logitech Flash Drive, Bluetooth;Technology - Accessories;25/04/2013;2,0;12,2;24,41;29,32;1
OFF-PA-10000522;Xerox Computer Printout Paper, Recycled;Office Supplies - Paper;12/05/2011;4,0;13,12;52,5;70,44;1
FUR-FU-10003535;Howard Miller Distant Time Traveler Alarm Clock;Furniture - Furnishings;09/11/2014;10,0;27,42;274,2;161,78;0
OFF-BI-10000778;GBC VeloBinder Electric Binding Machine;Office Supplies - Binders;09/06/2014;2,0;36,29;72,59;120,98;1
OFF-SU-10004899;Acme Scissors, Easy Grip;Office Supplies - Supplies;22/04/2012;2,0;18,04;36,08;27,44;0
OFF-NOV-10000092;Novimex Color Coded Labels, 5000 Label Set;Office Supplies - Labels;24/07/2014;1,0;12,81;12,81;9,24;0
TEC-CO-10001595;Brother Copy Machine, Color;Technology - Copiers;17/11/2011;3,0;175,47;526,41;337,62;1
TEC-SHA-10000971;Sharp Fax Machine, Color;Technology - Copiers;15/09/2014;2,0;297,09;594,18;546,66;0
TEC-CO-10001204;Sharp Copy Machine, Color;Technology - Copiers;04/08/2011;4,0;240,84;963,36;809,28;0
OFF-FA-10003530;OIC Clamps, Bulk Pack;Office Supplies - Fasteners;06/08/2013;5,0;9,88;49,42;74,25;1
OFF-BIC-10003575;BIC Markers, Easy-Erase;Office Supplies - Art;24/08/2012;2,0;10,68;21,36;38,46;1
TEC-CO-10001001;HP Fax Machine, Digital;Technology - Copiers;22/08/2011;7,0;199,32;1395,24;1244,32;1
OFF-PA-10004854;Green Bar Cards & Envelopes, Recycled;Office Supplies - Paper;27/09/2011;3,0;25,76;77,28;78,3;1
OFF-BI-10000282;Ibico Binder, Durable;Office Supplies - Binders;17/06/2013;2,0;16,98;33,96;33,0;0
OFF-FA-10001650;OIC Push Pins, Metal;Office Supplies - Fasteners;30/03/2013;3,0;8,27;24,8;23,94;1
OFF-EN-10004404;Jiffy Manila Envelope, with clear poly window;Office Supplies - Envelopes;18/01/2014;1,0;29,55;29,55;29,28;0
FUR-CH-10002602;DMI Arturo Collection Mission-style Design Wood Chair;Furniture - Chairs;18/04/2011;3,0;105,69;317,06;335,18;1
OFF-AP-10001947;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;Office Supplies - Appliances;24/12/2014;8,0;3,66;29,31;104,06;1
OFF-ELD-10001318;Eldon Lockers, Industrial;Office Supplies - Storage;20/12/2013;1,0;198,39;198,39;101,19;0
TEC-PH-10000705;Apple Headset, Cordless;Technology - Phones;03/05/2011;7,0;76,11;532,77;421,05;0
OFF-GLO-10003650;GlobeWeis Mailers, with clear poly window;Office Supplies - Envelopes;14/01/2013;2,0;12,63;25,25;68,22;1
TEC-PH-10001712;Nokia Smart Phone, Full Size;Technology - Phones;25/12/2014;2,0;424,04;848,08;517,36;0
TEC-CO-10000679;Hewlett Personal Copier, High-Speed;Technology - Copiers;22/09/2014;9,0;142,47;1282,23;1269,54;0
OFF-AP-10004527;Hamilton Beach Toaster, White;Office Supplies - Appliances;28/05/2013;6,0;29,68;178,08;160,32;1
TEC-AC-10000865;Enermax Keyboard, Bluetooth;Technology - Accessories;10/09/2014;4,0;83,46;333,84;323,88;0
TEC-MA-10004929;Panasonic Printer, White;Technology - Machines;31/08/2013;3,0;264,9;794,7;619,92;0
FUR-TA-10002467;Lesro Conference Table, Adjustable Height;Furniture - Tables;26/12/2013;3,0;558,85;1676,55;1367,1;1
TEC-PH-10004667;Cisco 8x8 Inc. 6753i IP Business Phone System;Technology - Phones;29/06/2012;2,0;134,99;269,98;197,09;0
FUR-BO-10004162;Ikea Floating Shelf Set, Pine;Furniture - Bookcases;29/12/2011;4,0;114,46;457,84;270,16;0
FUR-FU-10000222;"Seth Thomas 16"" Steel Case Clock";Furniture - Furnishings;15/09/2011;4,0;25,98;103,94;87,05;1
OFF-AR-10001246;Newell 317;Office Supplies - Art;22/12/2014;2,0;2,94;5,88;4,17;0
FUR-CH-10002117;Hon Steel Folding Chair, Red;Furniture - Chairs;29/10/2014;3,0;59,44;178,31;151,47;1
OFF-KLE-10002118;Kleencut Ruler, Serrated;Office Supplies - Supplies;29/10/2013;1,0;10,26;10,26;7,71;0
OFF-SU-10002337;Elite Trimmer, High Speed;Office Supplies - Supplies;02/06/2012;6,0;41,67;250,02;237,6;0
OFF-PA-10001667;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);Office Supplies - Paper;09/08/2011;1,0;5,98;5,98;3,29;0
FUR-FU-10003662;Tenex Door Stop, Erganomic;Furniture - Furnishings;08/11/2011;2,0;42,51;85,02;71,46;0
OFF-FA-10003885;Stockwell Rubber Bands, Metal;Office Supplies - Fasteners;12/01/2012;7,0;6,5;45,53;54,74;1
OFF-AP-10002457;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;Office Supplies - Appliances;05/11/2014;2,0;83,72;167,44;152,79;1
OFF-SU-10003717;Stiletto Ruler, Serrated;Office Supplies - Supplies;06/12/2011;7,0;10,42;72,95;75,39;1
FUR-FU-10001588;Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black;Furniture - Furnishings;09/07/2014;5,0;29,18;145,9;83,16;0
TEC-AC-10003951;Logitech Numeric Keypad, USB;Technology - Accessories;07/08/2012;4,0;24,66;98,64;93,12;1
FUR-FU-10001196;DAX Cubicle Frames - 8x10;Furniture - Furnishings;11/10/2011;11,0;5,77;63,47;44,43;0
OFF-SU-10000979;Acme Letter Opener, Easy Grip;Office Supplies - Supplies;07/05/2014;8,0;21,22;169,76;95,2;0
OFF-ELD-10001318;Eldon Lockers, Industrial;Office Supplies - Storage;11/06/2014;1,0;59,52;59,52;101,19;1
FUR-FU-10001473;Eldon Executive Woodline II Desk Accessories, Mahogany;Furniture - Furnishings;29/06/2012;1,0;20,1;20,1;18,34;1
OFF-AR-10000319;Binney & Smith Canvas, Fluorescent;Office Supplies - Art;25/09/2013;2,0;26,31;52,62;85,26;1
OFF-EN-10001882;Jiffy Manila Envelope, with clear poly window;Office Supplies - Envelopes;11/10/2013;6,0;29,55;177,3;90,54;0
OFF-ACC-10003422;Acco Binder, Durable;Office Supplies - Binders;14/04/2014;1,0;6,66;6,66;12,0;1
FUR-FU-10000110;Deflect-O Door Stop, Black;Furniture - Furnishings;04/03/2014;7,0;17,58;123,06;205,1;1
OFF-ST-10001025;Tenex Trays, Single Width;Office Supplies - Storage;04/01/2013;3,0;32,54;97,63;100,89;1
FUR-DAN-10002028;Dania Classic Bookcase, Mobile;Furniture - Bookcases;13/11/2012;1,0;165,31;165,31;338,91;1
FUR-FU-10000723;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;Furniture - Furnishings;11/05/2011;4,0;16,53;66,11;150,4;1
FUR-FU-10000550;Stacking Trays by OIC;Furniture - Furnishings;21/06/2011;1,0;3,98;3,98;3,34;1
TEC-AC-10000097;Belkin Mouse, Programmable;Technology - Accessories;18/11/2013;8,0;28,14;225,12;184,64;0
FUR-CH-10001972;Hon Chairmat, Adjustable;Furniture - Chairs;27/05/2014;3,0;23,21;69,62;89,4;1
FUR-FU-10002928;Rubbermaid Clock, Durable;Furniture - Furnishings;20/05/2011;2,0;35,39;70,78;61,38;1
FUR-TA-10004801;Hon Conference Table, Rectangular;Furniture - Tables;02/07/2014;3,0;612,7;1838,1;1305,06;0
OFF-ST-10001590;Eldon Folders, Blue;Office Supplies - Storage;08/09/2014;2,0;11,32;22,64;22,64;0
TEC-MA-10003223;StarTech Inkjet, Durable;Technology - Machines;25/12/2013;2,0;270,16;540,32;534,36;1
OFF-CAR-10001746;Cardinal Index Tab, Clear;Office Supplies - Binders;25/02/2013;2,0;2,02;4,03;7,8;1
OFF-SU-10003632;Acme Letter Opener, Easy Grip;Office Supplies - Supplies;02/05/2013;6,0;28,65;171,88;137,52;1
OFF-AR-10000703;BIC Pens, Water Color;Office Supplies - Art;17/11/2014;2,0;17,46;34,92;20,64;0
OFF-PA-10001970;Xerox 1908;Office Supplies - Paper;09/12/2014;1,0;55,98;55,98;28,55;0
OFF-AP-10003598;Breville Refrigerator, Red;Office Supplies - Appliances;06/10/2011;4,0;519,33;2077,32;1495,68;0
OFF-AR-10004486;Sanford Canvas, Blue;Office Supplies - Art;09/05/2013;2,0;45,47;90,94;74,82;1
TEC-AC-10001735;Logitech Mouse, Bluetooth;Technology - Accessories;30/05/2013;5,0;16,1;80,52;126,0;1
TEC-HP -10003618;HP Fax Machine, Digital;Technology - Copiers;03/09/2013;2,0;299,58;599,16;599,16;0
OFF-IBI-10000440;Ibico Binder Covers, Clear;Office Supplies - Binders;16/08/2011;2,0;13,11;26,22;24,42;0
FUR-RUB-10001094;Rubbermaid Door Stop, Duo Pack;Furniture - Furnishings;29/03/2013;1,0;43,86;43,86;40,8;0
FUR-BO-10002383;Sauder Floating Shelf Set, Pine;Furniture - Bookcases;16/05/2013;7,0;78,37;548,6;612,64;1
TEC-CO-10001933;HP Fax Machine, High-Speed;Technology - Copiers;09/11/2013;6,0;118,86;713,15;978,0;1
OFF-BOS-10002472;Boston Sketch Pad, Blue;Office Supplies - Art;22/11/2013;8,0;48,6;388,8;221,76;0
FUR-BO-10001749;Bush Classic Bookcase, Traditional;Furniture - Bookcases;11/07/2013;7,0;412,68;2888,76;2715,51;0
TEC-AC-10000158;Sony 64GB Class 10 Micro SDHC R40 Memory Card;Technology - Accessories;27/11/2012;3,0;35,99;107,97;85,3;0
FUR-HAR-10004129;Harbour Creations Swivel Stool, Set of Two;Furniture - Chairs;09/10/2013;1,0;182,37;182,37;129,51;0
FUR-FU-10003826;Eldon Door Stop, Duo Pack;Furniture - Furnishings;08/04/2014;3,0;50,22;150,66;96,48;0
OFF-BI-10000591;Avery Binder Labels;Office Supplies - Binders;31/05/2014;1,0;3,89;3,89;2,02;0
OFF-FA-10003836;Stockwell Rubber Bands, 12 Pack;Office Supplies - Fasteners;20/02/2013;3,0;15,96;47,88;43,11;0
FUR-NOV-10002333;Novimex Steel Folding Chair, Black;Furniture - Chairs;25/08/2014;1,0;79,8;79,8;66,24;0
TEC-CO-10002240;Canon Copy Machine, High-Speed;Technology - Copiers;31/12/2013;3,0;260,34;781,02;640,44;0
OFF-PA-10002488;Xerox Message Books, Multicolor;Office Supplies - Paper;11/12/2013;5,0;8,71;43,56;59,6;1
TEC-BRO-10000381;Brother Fax and Copier, Laser;Technology - Copiers;15/02/2012;2,0;76,6;153,19;287,28;1
TEC-MA-10002267;Konica Calculator, White;Technology - Machines;16/01/2014;1,0;50,04;50,04;35,55;0
OFF-BI-10003727;Avery Durable Slant Ring Binders With Label Holder;Office Supplies - Binders;07/12/2013;4,0;3,34;13,38;8,69;1
OFF-BI-10000545;GBC Ibimaster 500 Manual ProClick Binding System;Office Supplies - Binders;04/09/2013;5,0;228,29;1141,47;1902,45;1
TEC-AC-10002402;Razer Kraken PRO Over Ear PC and Music Headset;Technology - Accessories;12/06/2013;3,0;79,99;239,97;167,98;0
OFF-ROG-10002682;Rogers Box, Industrial;Office Supplies - Storage;03/04/2012;4,0;9,78;39,12;97,8;1
TEC-AC-10002601;SanDisk Router, Bluetooth;Technology - Accessories;04/06/2013;2,0;135,87;271,73;333,3;1
OFF-AVE-10002102;Avery 3-Hole Punch, Economy;Office Supplies - Binders;03/09/2012;1,0;27,87;27,87;13,95;0
TEC-AC-10004853;Logitech Memory Card, Programmable;Technology - Accessories;21/02/2012;3,0;69,92;209,76;190,92;0
OFF-AP-10002578;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;Office Supplies - Appliances;11/03/2011;3,0;48,92;146,76;108,6;0
OFF-SME-10004370;Smead File Cart, Blue;Office Supplies - Storage;06/09/2012;1,0;127,47;127,47;126,21;0
TEC-CO-10001756;Canon Personal Copier, Color;Technology - Copiers;07/08/2014;3,0;95,93;287,78;175,92;1
OFF-PA-10002974;Enermax Note Cards, 8.5 x 11;Office Supplies - Paper;22/02/2012;3,0;28,41;85,23;69,12;0
OFF-EN-10003904;Jiffy Business Envelopes, Recycled;Office Supplies - Envelopes;03/02/2014;2,0;14,76;29,52;24,84;0
TEC-MOT-10004345;Motorola Office Telephone, Full Size;Technology - Phones;04/06/2013;2,0;73,05;146,1;99,36;0
FUR-CH-10003623;SAFCO Steel Folding Chair, Black;Furniture - Chairs;31/07/2012;5,0;55,52;277,6;274,9;0
OFF-FA-10003980;OIC Paper Clips, Metal;Office Supplies - Fasteners;26/09/2013;5,0;8,73;43,65;67,05;1
OFF-FA-10001561;Stockwell Push Pins;Office Supplies - Fasteners;29/09/2011;4,0;2,18;8,72;5,84;0
OFF-LA-10003510;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;Office Supplies - Labels;16/10/2014;5,0;30,53;152,65;82,43;0
OFF-IBI-10000099;Ibico Binder, Clear;Office Supplies - Binders;15/08/2014;1,0;5,98;5,98;13,62;1
FUR-BO-10001831;Sauder Floating Shelf Set, Metal;Furniture - Bookcases;07/08/2012;3,0;194,04;582,12;442,44;0
OFF-AR-10001533;Sanford Sketch Pad, Easy-Erase;Office Supplies - Art;06/11/2014;2,0;45,75;91,5;49,44;0
OFF-AVE-10004909;Avery 3-Hole Punch, Durable;Office Supplies - Binders;26/12/2014;2,0;8,81;17,62;38,22;1
TEC-AC-10004171;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;Technology - Accessories;16/12/2011;4,0;79,99;319,97;223,98;1
OFF-BIC-10001823;BIC Canvas, Fluorescent;Office Supplies - Art;19/03/2012;2,0;54,96;109,92;71,46;0
FUR-FU-10003605;Eldon Light Bulb, Durable;Furniture - Furnishings;09/12/2014;2,0;20,01;40,01;24,48;1
OFF-BI-10004903;Ibico Hole Reinforcements, Durable;Office Supplies - Binders;16/11/2011;1,0;4,24;4,25;6,12;1
OFF-BI-10004700;Cardinal Binder, Durable;Office Supplies - Binders;12/06/2014;3,0;15,33;45,99;32,67;0
TEC-PH-10000087;Apple Signal Booster, Cordless;Technology - Phones;21/04/2014;6,0;55,8;334,8;524,52;1
OFF-LA-10003617;Smead Legal Exhibit Labels, Adjustable;Office Supplies - Labels;24/09/2013;2,0;4,77;9,54;10,26;1
OFF-BI-10001900;DXL Angle-View Binders with Locking Rings, Black;Office Supplies - Binders;17/04/2012;13,0;4,79;62,3;41,27;1
TEC-PH-10002312;Samsung Audio Dock, with Caller ID;Technology - Phones;26/04/2012;1,0;150,15;150,15;161,85;1
FUR-CH-10004844;Novimex Swivel Stool, Adjustable;Furniture - Chairs;03/04/2014;4,0;66,78;267,12;445,2;1
OFF-ST-10002463;Eldon Trays, Single Width;Office Supplies - Storage;21/05/2011;3,0;19,2;57,6;67,2;1
TEC-CO-10001093;HP Personal Copier, Digital;Technology - Copiers;21/10/2013;3,0;82,45;247,36;151,2;1
OFF-AR-10001072;Sanford Pens, Fluorescent;Office Supplies - Art;29/07/2013;5,0;8,24;41,2;35,5;0
OFF-LA-10002765;Harbour Creations Legal Exhibit Labels, Adjustable;Office Supplies - Labels;23/06/2014;3,0;7,35;22,04;23,4;1
OFF-HON-10001508;Hon Removable Labels, 5000 Label Set;Office Supplies - Labels;24/08/2011;1,0;10,26;10,26;10,08;0
TEC-PH-10001163;Motorola Speaker Phone, Cordless;Technology - Phones;04/03/2014;2,0;132,63;265,26;252,0;0
OFF-BI-10002429;Premier Elliptical Ring Binder, Black;Office Supplies - Binders;08/06/2012;2,0;9,13;18,26;31,66;1
TEC-PH-10002138;Apple Audio Dock, Cordless;Technology - Phones;26/06/2014;2,0;169,74;339,48;312,36;0
FUR-FU-10003664;Tenex Frame, Erganomic;Furniture - Furnishings;27/06/2014;3,0;108,6;325,8;218,34;0
OFF-ST-10001195;Smead Box, Wire Frame;Office Supplies - Storage;12/11/2012;2,0;3,94;7,87;16,38;1
OFF-BIN-10000837;Binney & Smith Markers, Easy-Erase;Office Supplies - Art;09/04/2014;4,0;24,36;97,44;58,56;0
OFF-BI-10001833;Ibico Hole Reinforcements, Recycled;Office Supplies - Binders;27/05/2011;6,0;7,35;44,1;30,6;0
TEC-AC-10002335;Belkin Memory Card, USB;Technology - Accessories;14/11/2014;2,0;103,52;207,04;223,14;1
OFF-ST-10003810;Tenex Box, Single Width;Office Supplies - Storage;18/02/2014;3,0;9,09;27,27;32,31;1
FUR-CH-10004047;SAFCO Rocking Chair, Adjustable;Furniture - Chairs;29/06/2012;7,0;109,92;769,44;615,72;1
OFF-LA-10004747;Hon Color Coded Labels, Alphabetical;Office Supplies - Labels;03/11/2014;2,0;8,42;16,84;8,76;0
FUR-DEF-10002865;Deflect-O Light Bulb, Erganomic;Furniture - Furnishings;09/06/2014;1,0;17,61;17,61;8,82;0
OFF-PA-10003177;Xerox 1999;Office Supplies - Paper;28/03/2012;3,0;5,18;15,55;10,11;1
OFF-BOS-10004262;Boston Highlighters, Easy-Erase;Office Supplies - Art;26/12/2014;4,0;7,66;30,62;59,76;1
TEC-STA-10003925;StarTech Card Printer, Durable;Technology - Machines;31/07/2012;1,0;163,62;163,62;122,73;0
OFF-FA-10004076;Translucent Push Pins by OIC;Office Supplies - Fasteners;29/11/2013;8,0;1,58;12,67;9,98;1
OFF-BI-10003724;Cardinal Index Tab, Economy;Office Supplies - Binders;02/03/2013;5,0;8,76;43,8;23,7;0
FUR-CH-10004783;Novimex Chairmat, Red;Furniture - Chairs;27/06/2013;2,0;30,05;60,1;64,64;1
TEC-AC-10000023;Maxell 74 Minute CD-R Spindle, 50/Pack;Technology - Accessories;08/09/2011;4,0;20,97;83,88;53,68;0
TEC-CAN-10001981;Canon Ink, High-Speed;Technology - Copiers;13/03/2014;1,0;145,35;145,35;98,85;0
OFF-AP-10002090;Hamilton Beach Refrigerator, Red;Office Supplies - Appliances;02/10/2013;6,0;500,13;3000,78;1920,6;0
OFF-OIC-10001155;OIC Paper Clips, Bulk Pack;Office Supplies - Fasteners;23/11/2013;1,0;14,43;14,43;7,38;0
OFF-AR-10001461;BIC Canvas, Water Color;Office Supplies - Art;11/01/2012;2,0;56,88;113,76;112,68;0
TEC-CO-10000269;HP Ink, Laser;Technology - Copiers;26/10/2011;3,0;115,83;347,49;359,1;1
TEC-MOT-10001196;Motorola Audio Dock, Cordless;Technology - Phones;07/02/2013;1,0;176,22;176,22;130,41;0
OFF-STA-10001791;Stanley Highlighters, Water Color;Office Supplies - Art;02/02/2013;2,0;17,88;35,76;23,64;0
OFF-LA-10002625;Harbour Creations Round Labels, Adjustable;Office Supplies - Labels;14/03/2011;3,0;4,65;13,95;10,08;0
OFF-ACC-10001028;Accos Push Pins, Metal;Office Supplies - Fasteners;12/09/2012;1,0;14,64;14,64;12,18;0
OFF-BI-10004227;Avery Binding Machine, Economy;Office Supplies - Binders;13/08/2013;5,0;48,84;244,2;214,95;0
FUR-BO-10000746;Ikea Corner Shelving, Mobile;Furniture - Bookcases;22/10/2014;3,0;83,72;251,16;143,22;0
OFF-STO-10004841;Stockwell Paper Clips, Assorted Sizes;Office Supplies - Fasteners;29/01/2014;2,0;3,28;6,57;13,38;1
FUR-FU-10001169;Rubbermaid Clock, Duo Pack;Furniture - Furnishings;03/06/2014;2,0;50,22;100,44;84,42;0
TEC-MA-10004896;StarTech Phone, White;Technology - Machines;18/09/2011;1,0;72,93;72,93;43,05;0
OFF-PA-10004381;14-7/8 x 11 Blue Bar Computer Printout Paper;Office Supplies - Paper;04/02/2014;3,0;38,43;115,3;74,94;1
FUR-CH-10001797;Harbour Creations Bag Chairs, Adjustable;Furniture - Chairs;22/08/2014;2,0;64,11;128,22;79,5;0
FUR-BO-10002325;Bush Classic Bookcase, Metal;Furniture - Bookcases;25/11/2011;3,0;219,81;659,42;659,46;1
OFF-AR-10000539;Boston Markers, Easy-Erase;Office Supplies - Art;14/05/2013;2,0;19,45;38,89;49,56;1
TEC-PH-10002042;Cisco Audio Dock, Full Size;Technology - Phones;06/11/2014;4,0;137,52;550,08;616,2;1
OFF-TEN-10001129;Tenex Shelving, Blue;Office Supplies - Storage;28/07/2014;1,0;54,66;54,66;51,93;0
TEC-PH-10001254;Jabra BIZ 2300 Duo QD Duo Corded Headset;Technology - Phones;14/03/2013;2,0;101,59;203,18;187,95;1
FUR-BO-10000002;Bush Classic Bookcase, Mobile;Furniture - Bookcases;24/02/2011;5,0;415,2;2076,0;1972,2;0
OFF-BI-10002412;Avery Hole Reinforcements, Economy;Office Supplies - Binders;14/07/2014;2,0;4,41;8,82;8,82;0
OFF-LA-10002868;Hon Removable Labels, 5000 Label Set;Office Supplies - Labels;03/01/2013;7,0;6,84;47,88;41,3;0
OFF-BI-10003184;Avery Index Tab, Clear;Office Supplies - Binders;20/06/2012;3,0;2,32;6,95;7,32;1
TEC-EPS-10004171;Epson Calculator, Red;Technology - Machines;24/12/2014;1,0;43,56;43,56;27,9;0
TEC-ENE-10004192;Enermax Keyboard, Bluetooth;Technology - Accessories;26/12/2013;1,0;25,04;25,04;43,41;1
TEC-PH-10004933;Samsung Headset, VoIP;Technology - Phones;22/08/2013;4,0;73,29;293,16;170,04;0
OFF-AVE-10000357;Avery Binder Covers, Clear;Office Supplies - Binders;15/12/2011;8,0;10,53;84,24;65,04;0
OFF-BI-10004995;GBC DocuBind P400 Electric Binding System;Office Supplies - Binders;26/07/2011;8,0;272,2;2177,58;5879,48;1
FUR-SAF-10003160;SAFCO Rocking Chair, Adjustable;Furniture - Chairs;04/09/2012;2,0;137,4;274,8;175,92;0
TEC-PH-10000571;Apple Audio Dock, with Caller ID;Technology - Phones;25/03/2013;2,0;166,89;333,78;257,04;0
