Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido
PC007378;Não informado;A;Baixa;261,0;90,2;86,8;15;30;15;4,2;16,22;🟡 Estoque excessivo;0,0;1280,72;0,0
PC008187;Não informado;A;Média;60,0;112,6;16,0;15;30;15;22,84;16,22;🟢 OK;0,0;1420,26;0,0
PC007117;Não informado;A;Baixa;67,0;33,5;59,9;15;30;15;6,09;16,22;🟡 Estoque excessivo;0,0;4604,93;0,0
PC007949;Não informado;A;Baixa;17,0;17,7;28,9;15;30;15;12,65;16,22;🟢 OK;0,0;5463,77;0,0
PC001473;Não informado;A;Baixa;30,0;13,8;65,2;15;30;15;5,6;16,22;🟡 Estoque excessivo;0,0;6454,34;0,0
PC003795;Não informado;A;Baixa;417,0;137,7;90,9;15;30;15;4,02;16,22;🟡 Estoque excessivo;0,0;571,2;0,0
PC000747;Não informado;A;Média;63,0;120,3;15,7;15;30;15;23,23;16,22;🟢 OK;0,0;1316,23;0,0
PC009290;Não informado;A;Baixa;173,0;81,7;63,5;15;30;15;5,75;16,22;🟡 Estoque excessivo;0,0;1144,09;0,0
PC009918;Não informado;A;Baixa;91,0;35,2;77,7;15;30;15;4,7;16,22;🟡 Estoque excessivo;0,0;2391,87;0,0
PC003034;Não informado;A;Baixa;31,0;20,1;46,2;15;30;15;7,91;16,22;🟡 Estoque excessivo;0,0;3984,41;0,0
PC008700;Não informado;A;Baixa;46,0;23,8;58,0;15;30;15;6,29;16,22;🟡 Estoque excessivo;0,0;5907,32;0,0
PC006216;Não informado;A;Baixa;130,0;123,0;31,7;15;30;15;11,51;16,22;🟡 Estoque excessivo;0,0;696,64;0,0
PC009877;Não informado;A;Baixa;141,0;104,4;40,5;15;30;15;9,01;16,22;🟡 Estoque excessivo;0,0;670,74;0,0
PC008614;Não informado;A;Baixa;339,0;102,3;99,4;15;30;15;3,67;16,22;🟡 Estoque excessivo;0,0;656,15;0,0
PC000769;Não informado;A;Baixa;57,0;56,1;30,5;15;30;15;11,98;16,22;🟡 Estoque excessivo;0,0;6518,16;0,0
PC002423;Não informado;A;Média;243,0;245,2;29,7;15;30;15;12,28;16,22;🟢 OK;0,0;595,6;0,0
PC008916;Não informado;A;Baixa;52,0;31,3;49,9;15;30;15;7,32;16,22;🟡 Estoque excessivo;0,0;2748,53;0,0
PC005436;Não informado;A;Baixa;91,0;65,3;41,8;15;30;15;8,73;16,22;🟡 Estoque excessivo;0,0;1700,86;0,0
PC001662;Não informado;A;Baixa;32,0;46,2;20,8;15;30;15;17,58;16,22;🟢 OK;0,0;3144,13;0,0
PC007028;Não informado;A;Baixa;24,0;12,5;57,6;15;30;15;6,34;16,22;🟡 Estoque excessivo;0,0;6961,03;0,0
PC009874;Não informado;A;Baixa;550,0;286,7;57,6;15;30;15;6,34;16,22;🟡 Estoque excessivo;0,0;413,67;0,0
PC009089;Não informado;A;Baixa;60,0;18,8;96,0;15;30;15;3,8;16,22;🟡 Estoque excessivo;0,0;4456,55;0,0
PC006370;Não informado;A;Baixa;56,0;164,4;10,2;15;30;15;35,72;16,22;🚨 RUPTURA IMINENTE;108,0;841,23;91188,58
PC006362;Não informado;A;Baixa;110,0;33,6;98,1;15;30;15;3,72;16,22;🟡 Estoque excessivo;0,0;1970,57;0,0
PC005569;Não informado;A;Baixa;28,0;21,0;40,0;15;30;15;9,13;16,22;🟡 Estoque excessivo;0,0;3302,75;0,0
PC005825;Não informado;A;Baixa;132,0;44,8;88,5;15;30;15;4,13;16,22;🟡 Estoque excessivo;0,0;2000,74;0,0
PC004164;Não informado;A;Baixa;8,0;20,8;11,5;15;30;15;31,69;16,22;🚨 RUPTURA IMINENTE;13,0;5072,25;65110,01
PC004525;Não informado;A;Baixa;23,0;20,3;34,0;15;30;15;10,73;16,22;🟡 Estoque excessivo;0,0;4741,25;0,0
PC007770;Não informado;A;Baixa;64,0;27,9;68,7;15;30;15;5,31;16,22;🟡 Estoque excessivo;0,0;3753,41;0,0
PC003885;Não informado;A;Baixa;13,0;17,2;22,7;15;30;15;16,1;16,22;🟢 OK;0,0;5945,46;0,0
PC003551;Não informado;A;Baixa;254,0;77,0;99,0;15;30;15;3,69;16,22;🟡 Estoque excessivo;0,0;1208,9;0,0
PC000644;Não informado;A;Baixa;39,0;27,2;43,0;15;30;15;8,48;16,22;🟡 Estoque excessivo;0,0;3911,43;0,0
PC009765;Não informado;A;Baixa;110,0;40,0;82,4;15;30;15;4,43;16,22;🟡 Estoque excessivo;0,0;1980,84;0,0
PC005758;Não informado;A;Baixa;45,0;39,1;34,6;15;30;15;10,56;16,22;🟡 Estoque excessivo;0,0;2976,22;0,0
PC006727;Não informado;A;Baixa;111,0;38,5;86,4;15;30;15;4,22;16,22;🟡 Estoque excessivo;0,0;2741,47;0,0
PC002009;Não informado;A;Baixa;90,0;47,1;57,4;15;30;15;6,36;16,22;🟡 Estoque excessivo;0,0;1813,52;0,0
PC001276;Não informado;A;Baixa;15,0;23,1;19,5;15;30;15;18,73;16,22;🟢 OK;0,0;6088,72;0,0
PC006019;Não informado;A;Baixa;741,0;372,5;59,7;15;30;15;6,12;16,22;🟡 Estoque excessivo;0,0;383,56;0,0
PC009702;Não informado;A;Baixa;139,0;93,9;44,4;15;30;15;8,22;16,22;🟡 Estoque excessivo;0,0;1045,76;0,0
PC008431;Não informado;A;Baixa;23,0;12,8;54,0;15;30;15;6,76;16,22;🟡 Estoque excessivo;0,0;6648,8;0,0
PC009854;Não informado;A;Baixa;35,0;14,4;72,9;15;30;15;5,01;16,22;🟡 Estoque excessivo;0,0;5468,28;0,0
PC004298;Não informado;A;Média;127,0;162,7;23,4;15;30;15;15,59;16,22;🟢 OK;0,0;911,45;0,0
PC005702;Não informado;A;Baixa;195,0;113,0;51,8;15;30;15;7,05;16,22;🟡 Estoque excessivo;0,0;569,55;0,0
PC003053;Não informado;A;Baixa;26,0;19,5;39,9;15;30;15;9,14;16,22;🟡 Estoque excessivo;0,0;3724,77;0,0
PC005658;Não informado;A;Baixa;29,0;22,3;39,0;15;30;15;9,35;16,22;🟡 Estoque excessivo;0,0;3625,77;0,0
PC003537;Não informado;A;Baixa;40,0;28,7;41,9;15;30;15;8,72;16,22;🟡 Estoque excessivo;0,0;2214,56;0,0
PC000984;Não informado;A;Baixa;18,0;17,6;30,7;15;30;15;11,89;16,22;🟡 Estoque excessivo;0,0;5212,13;0,0
PC000281;Não informado;A;Baixa;56,0;20,3;83,0;15;30;15;4,4;16,22;🟡 Estoque excessivo;0,0;3940,25;0,0
PC005355;Não informado;A;Média;123,0;100,0;36,9;15;30;15;9,89;16,22;🟡 Estoque excessivo;0,0;1174,02;0,0
PC000956;Não informado;A;Baixa;36,0;20,3;53,1;15;30;15;6,87;16,22;🟡 Estoque excessivo;0,0;3181,53;0,0
PC000343;Não informado;A;Baixa;27,0;44,6;18,2;15;30;15;20,1;16,22;🟢 OK;0,0;1808,07;0,0
PC007450;Não informado;A;Baixa;19,0;55,4;10,3;15;30;15;35,48;16,22;🚨 RUPTURA IMINENTE;36,0;3926,39;142922,99
PC000154;Não informado;A;Baixa;80,0;62,1;38,7;15;30;15;9,44;16,22;🟡 Estoque excessivo;0,0;1110,71;0,0
PC000175;Não informado;A;Baixa;31,0;12,6;73,6;15;30;15;4,96;16,22;🟡 Estoque excessivo;0,0;7760,56;0,0
PC000903;Não informado;A;Baixa;19,0;48,8;11,7;15;30;15;31,27;16,22;🚨 RUPTURA IMINENTE;30,0;4754,1;141855,36
PC006132;Não informado;A;Baixa;62,0;51,5;36,1;15;30;15;10,1;16,22;🟡 Estoque excessivo;0,0;2733,92;0,0
PC005969;Não informado;A;Baixa;106,0;51,4;61,9;15;30;15;5,89;16,22;🟡 Estoque excessivo;0,0;2425,93;0,0
PC000764;Não informado;A;Baixa;41,0;20,5;60,0;15;30;15;6,08;16,22;🟡 Estoque excessivo;0,0;4369,08;0,0
PC003799;Não informado;A;Baixa;34,0;36,7;27,8;15;30;15;13,12;16,22;🟢 OK;0,0;2322,01;0,0
PC006666;Não informado;A;Baixa;65,0;59,7;32,7;15;30;15;11,17;16,22;🟡 Estoque excessivo;0,0;1474,31;0,0
PC006093;Não informado;A;Baixa;45,0;58,2;23,2;15;30;15;15,73;16,22;🟢 OK;0,0;3929,45;0,0
PC008215;Não informado;A;Baixa;16,0;27,4;17,5;15;30;15;20,86;16,22;🟢 OK;0,0;2720,63;0,0
PC003284;Não informado;A;Baixa;11,0;17,5;18,9;15;30;15;19,32;16,22;🟢 OK;0,0;5489,28;0,0
PC001281;Não informado;A;Baixa;33,0;18,1;54,6;15;30;15;6,69;16,22;🟡 Estoque excessivo;0,0;3569,48;0,0
PC005423;Não informado;A;Baixa;14,0;16,9;24,8;15;30;15;14,71;16,22;🟢 OK;0,0;6255,41;0,0
PC001119;Não informado;A;Baixa;202,0;65,6;92,4;15;30;15;3,95;16,22;🟡 Estoque excessivo;0,0;950,25;0,0
PC005505;Não informado;A;Baixa;66,0;69,5;28,5;15;30;15;12,81;16,22;🟢 OK;0,0;1393,67;0,0
PC006161;Não informado;A;Baixa;30,0;14,6;61,5;15;30;15;5,94;16,22;🟡 Estoque excessivo;0,0;6358,94;0,0
PC006228;Não informado;A;Baixa;35,0;23,1;45,5;15;30;15;8,03;16,22;🟡 Estoque excessivo;0,0;4410,8;0,0
PC002981;Não informado;A;Baixa;96,0;56,1;51,4;15;30;15;7,1;16,22;🟡 Estoque excessivo;0,0;1393,56;0,0
PC005338;Não informado;A;Baixa;49,0;90,7;16,2;15;30;15;22,52;16,22;🟢 OK;0,0;2727,98;0,0
PC008523;Não informado;A;Baixa;190,0;111,9;50,9;15;30;15;7,17;16,22;🟡 Estoque excessivo;0,0;896,53;0,0
PC002520;Não informado;A;Baixa;50,0;16,5;91,1;15;30;15;4,01;16,22;🟡 Estoque excessivo;0,0;4824,49;0,0
PC003417;Não informado;A;Baixa;35,0;11,4;92,2;15;30;15;3,96;16,22;🟡 Estoque excessivo;0,0;5620,57;0,0
PC005039;Não informado;A;Baixa;24,0;10,3;70,1;15;30;15;5,2;16,22;🟡 Estoque excessivo;0,0;7655,24;0,0
PC008082;Não informado;A;Baixa;147,0;73,9;59,7;15;30;15;6,11;16,22;🟡 Estoque excessivo;0,0;1141,4;0,0
PC008776;Não informado;A;Baixa;85,0;81,5;31,3;15;30;15;11,67;16,22;🟡 Estoque excessivo;0,0;1651,27;0,0
PC009281;Não informado;A;Baixa;33,0;21,9;45,1;15;30;15;8,09;16,22;🟡 Estoque excessivo;0,0;2898,07;0,0
PC003921;Não informado;A;Baixa;17,0;33,6;15,2;15;30;15;24,08;16,22;🟢 OK;0,0;3587,56;0,0
PC006268;Não informado;A;Baixa;27,0;10,9;74,4;15;30;15;4,91;16,22;🟡 Estoque excessivo;0,0;6144,87;0,0
PC007053;Não informado;A;Baixa;6,0;11,1;16,2;15;30;15;22,51;16,22;🟢 OK;0,0;7622,99;0,0
PC008047;Não informado;A;Baixa;18,0;10,1;53,6;15;30;15;6,8;16,22;🟡 Estoque excessivo;0,0;7321,45;0,0
PC005677;Não informado;A;Baixa;33,0;12,6;78,4;15;30;15;4,65;16,22;🟡 Estoque excessivo;0,0;5444,25;0,0
PC006551;Não informado;A;Baixa;26,0;28,9;27,0;15;30;15;13,54;16,22;🟢 OK;0,0;2635,56;0,0
PC002177;Não informado;A;Baixa;13,0;51,4;7,6;15;30;15;48,1;16,22;🚨 RUPTURA IMINENTE;38,0;5687,74;218364,18
PC002446;Não informado;A;Baixa;119,0;55,2;64,7;15;30;15;5,64;16,22;🟡 Estoque excessivo;0,0;1100,58;0,0
PC004612;Não informado;A;Baixa;27,0;10,9;74,5;15;30;15;4,9;16,22;🟡 Estoque excessivo;0,0;7523,51;0,0
PC003874;Não informado;A;Baixa;120,0;166,3;21,6;15;30;15;16,87;16,22;🟢 OK;0,0;399,33;0,0
PC001034;Não informado;A;Baixa;185,0;62,3;89,1;15;30;15;4,1;16,22;🟡 Estoque excessivo;0,0;1449,62;0,0
PC000388;Não informado;A;Baixa;38,0;13,2;86,6;15;30;15;4,22;16,22;🟡 Estoque excessivo;0,0;4626,28;0,0
PC009571;Não informado;A;Baixa;155,0;93,5;49,8;15;30;15;7,34;16,22;🟡 Estoque excessivo;0,0;889,76;0,0
PC003179;Não informado;A;Baixa;43,0;57,9;22,3;15;30;15;16,39;16,22;🟢 OK;0,0;1129,95;0,0
PC000194;Não informado;A;Baixa;48,0;40,1;35,9;15;30;15;10,17;16,22;🟡 Estoque excessivo;0,0;2429,8;0,0
PC006127;Não informado;A;Baixa;72,0;27,8;77,8;15;30;15;4,69;16,22;🟡 Estoque excessivo;0,0;2611,03;0,0
PC007551;Não informado;A;Baixa;121,0;287,1;12,6;15;30;15;28,87;16,22;🚨 RUPTURA IMINENTE;166,0;921,58;153093,7
PC001169;Não informado;A;Baixa;45,0;24,5;55,1;15;30;15;6,62;16,22;🟡 Estoque excessivo;0,0;3521,98;0,0
PC004442;Não informado;A;Baixa;53,0;18,5;85,9;15;30;15;4,25;16,22;🟡 Estoque excessivo;0,0;4913,19;0,0
PC009090;Não informado;A;Baixa;41,0;14,3;86,1;15;30;15;4,24;16,22;🟡 Estoque excessivo;0,0;5142,25;0,0
PC006893;Não informado;A;Baixa;39,0;14,2;82,2;15;30;15;4,44;16,22;🟡 Estoque excessivo;0,0;4951,43;0,0
PC006639;Não informado;A;Baixa;25,0;11,8;63,8;15;30;15;5,72;16,22;🟡 Estoque excessivo;0,0;7475,32;0,0
PC006438;Não informado;A;Baixa;66,0;89,9;22,0;15;30;15;16,57;16,22;🟢 OK;0,0;900,65;0,0
PC005567;Não informado;A;Baixa;358,0;200,1;53,7;15;30;15;6,8;16,22;🟡 Estoque excessivo;0,0;314,82;0,0
PC003455;Não informado;A;Baixa;204,0;301,1;20,3;15;30;15;17,96;16,22;🟢 OK;0,0;808,56;0,0
PC000833;Não informado;A;Baixa;47,0;14,4;97,9;15;30;15;3,73;16,22;🟡 Estoque excessivo;0,0;4268,96;0,0
PC007428;Não informado;A;Baixa;34,0;11,3;90,2;15;30;15;4,05;16,22;🟡 Estoque excessivo;0,0;7231,0;0,0
PC006041;Não informado;A;Baixa;66,0;40,8;48,5;15;30;15;7,53;16,22;🟡 Estoque excessivo;0,0;1737,95;0,0
PC005991;Não informado;A;Baixa;93,0;85,9;32,5;15;30;15;11,23;16,22;🟡 Estoque excessivo;0,0;955,8;0,0
PC001305;Não informado;A;Baixa;33,0;25,7;38,5;15;30;15;9,48;16,22;🟡 Estoque excessivo;0,0;2464,76;0,0
PC005357;Não informado;A;Baixa;37,0;75,0;14,8;15;30;15;24,66;16,22;🚨 RUPTURA IMINENTE;38,0;2354,57;89456,0
PC009625;Não informado;A;Baixa;18,0;12,0;45,2;15;30;15;8,08;16,22;🟡 Estoque excessivo;0,0;5778,95;0,0
PC007284;Não informado;A;Baixa;39,0;16,7;69,9;15;30;15;5,22;16,22;🟡 Estoque excessivo;0,0;5463,63;0,0
PC006349;Não informado;A;Baixa;30,0;57,8;15,6;15;30;15;23,46;16,22;🟢 OK;0,0;1656,7;0,0
PC007992;Não informado;A;Baixa;140,0;190,6;22,0;15;30;15;16,56;16,22;🟢 OK;0,0;741,92;0,0
PC008706;Não informado;A;Baixa;14,0;14,0;29,9;15;30;15;12,19;16,22;🟢 OK;0,0;4803,05;0,0
PC003278;Não informado;A;Baixa;83,0;64,3;38,7;15;30;15;9,43;16,22;🟡 Estoque excessivo;0,0;821,13;0,0
PC005721;Não informado;A;Baixa;9,0;20,0;13,5;15;30;15;26,99;16,22;🚨 RUPTURA IMINENTE;11,0;5335,87;58503,88
PC001478;Não informado;A;Baixa;43,0;134,6;9,6;15;30;15;38,08;16,22;🚨 RUPTURA IMINENTE;92,0;984,45;90142,73
PC004496;Não informado;A;Baixa;164,0;53,9;91,3;15;30;15;4,0;16,22;🟡 Estoque excessivo;0,0;1236,37;0,0
PC003936;Não informado;A;Baixa;235,0;66,5;106,0;15;30;15;3,44;16,22;🟡 Estoque excessivo;0,0;1084,59;0,0
PC004362;Não informado;A;Baixa;313,0;131,4;71,4;15;30;15;5,11;16,22;🟡 Estoque excessivo;0,0;561,94;0,0
PC007173;Não informado;A;Baixa;48,0;109,6;13,1;15;30;15;27,77;16,22;🚨 RUPTURA IMINENTE;62,0;1213,88;74742,11
PC008276;Não informado;A;Baixa;35,0;15,1;69,4;15;30;15;5,26;16,22;🟡 Estoque excessivo;0,0;5901,86;0,0
PC009079;Não informado;A;Baixa;125,0;100,7;37,2;15;30;15;9,8;16,22;🟡 Estoque excessivo;0,0;794,23;0,0
PC007868;Não informado;A;Baixa;15,0;36,7;12,2;15;30;15;29,8;16,22;🚨 RUPTURA IMINENTE;22,0;6084,06;132270,95
PC009809;Não informado;A;Baixa;11,0;16,4;20,1;15;30;15;18,15;16,22;🟢 OK;0,0;5313,13;0,0
PC000337;Não informado;A;Baixa;56,0;34,1;49,2;15;30;15;7,42;16,22;🟡 Estoque excessivo;0,0;2180,42;0,0
PC008143;Não informado;A;Baixa;76,0;64,3;35,5;15;30;15;10,29;16,22;🟡 Estoque excessivo;0,0;842,62;0,0
PC005465;Não informado;A;Baixa;17,0;9,3;54,7;15;30;15;6,68;16,22;🟡 Estoque excessivo;0,0;6638,79;0,0
PC000222;Não informado;A;Baixa;142,0;55,8;76,3;15;30;15;4,78;16,22;🟡 Estoque excessivo;0,0;1061,51;0,0
PC000237;Não informado;A;Baixa;89,0;39,7;67,2;15;30;15;5,43;16,22;🟡 Estoque excessivo;0,0;1856,72;0,0
PC001924;Não informado;A;Baixa;121,0;39,5;92,0;15;30;15;3,97;16,22;🟡 Estoque excessivo;0,0;1934,48;0,0
PC005541;Não informado;A;Baixa;141,0;54,9;77,1;15;30;15;4,73;16,22;🟡 Estoque excessivo;0,0;1103,82;0,0
PC009813;Não informado;A;Baixa;192,0;155,6;37,0;15;30;15;9,86;16,22;🟡 Estoque excessivo;0,0;792,37;0,0
PC006353;Não informado;A;Média;28,0;50,0;16,8;15;30;15;21,72;16,22;🟢 OK;0,0;2352,25;0,0
PC003713;Não informado;A;Baixa;65,0;37,7;51,7;15;30;15;7,06;16,22;🟡 Estoque excessivo;0,0;1916,91;0,0
PC006849;Não informado;A;Baixa;25,0;14,7;51,0;15;30;15;7,15;16,22;🟡 Estoque excessivo;0,0;4891,3;0,0
PC004692;Não informado;A;Baixa;18,0;18,4;29,4;15;30;15;12,44;16,22;🟢 OK;0,0;2920,48;0,0
PC004173;Não informado;A;Baixa;33,0;20,5;48,2;15;30;15;7,57;16,22;🟡 Estoque excessivo;0,0;4433,95;0,0
PC008512;Não informado;A;Baixa;536,0;307,1;52,4;15;30;15;6,97;16,22;🟡 Estoque excessivo;0,0;384,63;0,0
PC003063;Não informado;A;Baixa;187,0;73,7;76,1;15;30;15;4,79;16,22;🟡 Estoque excessivo;0,0;1134,91;0,0
PC008535;Não informado;A;Baixa;70,0;30,3;69,3;15;30;15;5,26;16,22;🟡 Estoque excessivo;0,0;1839,88;0,0
PC008450;Não informado;A;Baixa;42,0;14,6;86,6;15;30;15;4,22;16,22;🟡 Estoque excessivo;0,0;5696,73;0,0
PC002393;Não informado;A;Média;46,0;51,0;27,1;15;30;15;13,49;16,22;🟢 OK;0,0;1976,16;0,0
PC002812;Não informado;A;Baixa;9,0;17,7;15,2;15;30;15;23,97;16,22;🟢 OK;0,0;3470,94;0,0
PC008337;Não informado;A;Baixa;20,0;18,6;32,2;15;30;15;11,34;16,22;🟡 Estoque excessivo;0,0;3145,03;0,0
PC006658;Não informado;A;Baixa;12,0;11,8;30,5;15;30;15;11,96;16,22;🟡 Estoque excessivo;0,0;5068,64;0,0
PC005439;Não informado;A;Baixa;95,0;57,9;49,2;15;30;15;7,41;16,22;🟡 Estoque excessivo;0,0;864,82;0,0
PC003646;Não informado;A;Baixa;43,0;25,7;50,1;15;30;15;7,28;16,22;🟡 Estoque excessivo;0,0;3683,7;0,0
PC006630;Não informado;A;Baixa;396,0;303,5;39,1;15;30;15;9,32;16,22;🟡 Estoque excessivo;0,0;252,72;0,0
PC001029;Não informado;A;Média;28,0;52,6;16,0;15;30;15;22,85;16,22;🟢 OK;0,0;2303,6;0,0
PC008020;Não informado;A;Baixa;49,0;24,5;60,0;15;30;15;6,09;16,22;🟡 Estoque excessivo;0,0;3742,55;0,0
PC002128;Não informado;A;Baixa;130,0;217,7;17,9;15;30;15;20,37;16,22;🟢 OK;0,0;590,69;0,0
PC004197;Não informado;A;Baixa;86,0;35,8;72,1;15;30;15;5,06;16,22;🟡 Estoque excessivo;0,0;1766,37;0,0
PC003311;Não informado;A;Baixa;30,0;22,5;40,0;15;30;15;9,13;16,22;🟡 Estoque excessivo;0,0;3346,46;0,0
PC008638;Não informado;A;Baixa;32,0;12,2;78,6;15;30;15;4,64;16,22;🟡 Estoque excessivo;0,0;5332,94;0,0
PC003073;Não informado;A;Baixa;103,0;71,3;43,4;15;30;15;8,42;16,22;🟡 Estoque excessivo;0,0;775,36;0,0
PC004629;Não informado;A;Baixa;93,0;127,4;21,9;15;30;15;16,66;16,22;🟢 OK;0,0;951,66;0,0
PC000002;Não informado;A;Baixa;43,0;13,9;92,5;15;30;15;3,94;16,22;🟡 Estoque excessivo;0,0;4752,68;0,0
PC002000;Não informado;A;Baixa;134,0;63,7;63,1;15;30;15;5,78;16,22;🟡 Estoque excessivo;0,0;952,91;0,0
PC000587;Não informado;A;Baixa;140,0;73,5;57,1;15;30;15;6,39;16,22;🟡 Estoque excessivo;0,0;847,54;0,0
PC004461;Não informado;A;Baixa;21,0;12,0;52,6;15;30;15;6,94;16,22;🟡 Estoque excessivo;0,0;4716,5;0,0
PC001860;Não informado;A;Baixa;7,0;10,6;19,7;15;30;15;18,49;16,22;🟢 OK;0,0;6714,75;0,0
PC004376;Não informado;A;Baixa;5,0;9,0;16,6;15;30;15;22,02;16,22;🟢 OK;0,0;7994,19;0,0
PC004171;Não informado;A;Baixa;217,0;101,1;64,4;15;30;15;5,67;16,22;🟡 Estoque excessivo;0,0;737,69;0,0
PC001498;Não informado;A;Baixa;53,0;21,8;72,8;15;30;15;5,01;16,22;🟡 Estoque excessivo;0,0;3281,74;0,0
PC005249;Não informado;A;Baixa;63,0;48,9;38,6;15;30;15;9,45;16,22;🟡 Estoque excessivo;0,0;3150,72;0,0
PC005316;Não informado;A;Baixa;26,0;31,8;24,6;15;30;15;14,86;16,22;🟢 OK;0,0;1834,79;0,0
PC000199;Não informado;A;Baixa;26,0;18,0;43,5;15;30;15;8,4;16,22;🟡 Estoque excessivo;0,0;2980,92;0,0
PC003929;Não informado;A;Baixa;13,0;12,9;30,2;15;30;15;12,09;16,22;🟡 Estoque excessivo;0,0;4752,4;0,0
PC005578;Não informado;A;Baixa;137,0;44,9;91,6;15;30;15;3,99;16,22;🟡 Estoque excessivo;0,0;1633,39;0,0
PC001607;Não informado;A;Baixa;34,0;23,6;43,1;15;30;15;8,46;16,22;🟡 Estoque excessivo;0,0;4119,23;0,0
PC004937;Não informado;A;Baixa;181,0;71,2;76,3;15;30;15;4,78;16,22;🟡 Estoque excessivo;0,0;1019,11;0,0
PC004930;Não informado;A;Baixa;11,0;49,4;6,7;15;30;15;54,66;16,22;🚨 RUPTURA IMINENTE;38,0;4027,63;154718,61
PC001165;Não informado;A;Baixa;30,0;16,7;53,7;15;30;15;6,79;16,22;🟡 Estoque excessivo;0,0;3054,57;0,0
PC009058;Não informado;A;Baixa;116,0;86,3;40,3;15;30;15;9,05;16,22;🟡 Estoque excessivo;0,0;848,94;0,0
PC002136;Não informado;A;Baixa;10,0;13,9;21,5;15;30;15;16,96;16,22;🟢 OK;0,0;5173,82;0,0
PC006434;Não informado;A;Baixa;344,0;106,0;97,4;15;30;15;3,75;16,22;🟡 Estoque excessivo;0,0;668,81;0,0
PC007837;Não informado;A;Baixa;418,0;320,2;39,2;15;30;15;9,32;16,22;🟡 Estoque excessivo;0,0;359,23;0,0
PC005645;Não informado;A;Baixa;10,0;36,1;8,3;15;30;15;43,96;16,22;🚨 RUPTURA IMINENTE;26,0;7334,36;191657,05
PC003137;Não informado;A;Baixa;43,0;15,8;81,8;15;30;15;4,46;16,22;🟡 Estoque excessivo;0,0;3503,13;0,0
PC000004;Não informado;A;Baixa;20,0;9,3;64,4;15;30;15;5,67;16,22;🟡 Estoque excessivo;0,0;8285,64;0,0
PC000514;Não informado;A;Baixa;29,0;12,1;72,0;15;30;15;5,07;16,22;🟡 Estoque excessivo;0,0;6371,34;0,0
PC003464;Não informado;A;Baixa;112,0;38,8;86,7;15;30;15;4,21;16,22;🟡 Estoque excessivo;0,0;1735,72;0,0
PC002904;Não informado;A;Baixa;27,0;12,2;66,5;15;30;15;5,49;16,22;🟡 Estoque excessivo;0,0;4265,63;0,0
PC005940;Não informado;A;Baixa;33,0;56,4;17,6;15;30;15;20,78;16,22;🟢 OK;0,0;1162,48;0,0
PC002101;Não informado;A;Baixa;218,0;83,2;78,6;15;30;15;4,64;16,22;🟡 Estoque excessivo;0,0;735,86;0,0
PC007169;Não informado;A;Baixa;41,0;38,8;31,7;15;30;15;11,51;16,22;🟡 Estoque excessivo;0,0;1638,38;0,0
PC009150;Não informado;A;Baixa;112,0;33,2;101,3;15;30;15;3,6;16,22;🟡 Estoque excessivo;0,0;1982,68;0,0
PC000756;Não informado;A;Baixa;46,0;15,6;88,6;15;30;15;4,12;16,22;🟡 Estoque excessivo;0,0;3602,38;0,0
PC009573;Não informado;A;Baixa;164,0;104,3;47,2;15;30;15;7,74;16,22;🟡 Estoque excessivo;0,0;1587,21;0,0
PC008505;Não informado;A;Baixa;197,0;58,9;100,3;15;30;15;3,64;16,22;🟡 Estoque excessivo;0,0;1095,53;0,0
PC004279;Não informado;A;Média;129,0;100,7;38,4;15;30;15;9,5;16,22;🟡 Estoque excessivo;0,0;985,22;0,0
PC008280;Não informado;A;Baixa;46,0;31,1;44,4;15;30;15;8,22;16,22;🟡 Estoque excessivo;0,0;6527,59;0,0
PC005048;Não informado;A;Média;143,0;113,0;38,0;15;30;15;9,61;16,22;🟡 Estoque excessivo;0,0;858,61;0,0
PC004775;Não informado;A;Baixa;160,0;64,0;75,0;15;30;15;4,86;16,22;🟡 Estoque excessivo;0,0;1188,93;0,0
PC003690;Não informado;A;Baixa;307,0;165,3;55,7;15;30;15;6,55;16,22;🟡 Estoque excessivo;0,0;556,72;0,0
PC000102;Não informado;A;Baixa;114,0;150,9;22,7;15;30;15;16,11;16,22;🟢 OK;0,0;422,17;0,0
PC003153;Não informado;A;Baixa;39,0;32,6;35,8;15;30;15;10,18;16,22;🟡 Estoque excessivo;0,0;1717,59;0,0
PC001238;Não informado;A;Baixa;151,0;52,5;86,3;15;30;15;4,23;16,22;🟡 Estoque excessivo;0,0;947,05;0,0
PC007348;Não informado;A;Baixa;34,0;16,6;61,5;15;30;15;5,93;16,22;🟡 Estoque excessivo;0,0;3005,44;0,0
PC000057;Não informado;A;Baixa;124,0;90,8;41,0;15;30;15;8,91;16,22;🟡 Estoque excessivo;0,0;1295,12;0,0
PC003594;Não informado;A;Média;163,0;132,5;36,9;15;30;15;9,89;16,22;🟡 Estoque excessivo;0,0;788,41;0,0
PC005044;Não informado;A;Baixa;27,0;10,4;78,0;15;30;15;4,68;16,22;🟡 Estoque excessivo;0,0;5561,15;0,0
PC001464;Não informado;A;Média;197,0;258,6;22,9;15;30;15;15,97;16,22;🟢 OK;0,0;467,66;0,0
