Produto;Filial;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido;FontePrevisao;ModeloUsado
PC000388;Loja Norte;Fornecedor Gamma;D;Baixa;23,0;15,5;44,6;40;75;10,0;8,18;6,35;🟢 OK;0,0;65,85;0,0;1-Config ML (Painel);Ensemble
PC000450;Loja Norte;Fornecedor Alfa;D;Baixa;27,0;3,8;212,1;40;75;10,0;1,72;6,35;🟡 Estoque excessivo;0,0;310,0;0,0;1-Config ML (Painel);ARIMA
PC000260;Loja Norte;Fornecedor Gamma;D;Baixa;34,0;5,1;200,8;40;75;10,0;1,82;6,35;🟡 Estoque excessivo;0,0;265,23;0,0;1-Config ML (Painel);Holt
PC000437;Loja Norte;Fornecedor Gamma;D;Baixa;55,0;7,6;218,3;40;75;10,0;1,67;6,35;🟡 Estoque excessivo;0,0;144,11;0,0;1-Config ML (Painel);Prophet
PC000731;Loja Norte;Fornecedor Beta;D;Baixa;27,0;7,6;106,1;40;75;10,0;3,44;6,35;🟡 Estoque excessivo;0,0;143,36;0,0;1-Config ML (Painel);Prophet
PC000607;Loja Norte;Fornecedor Gamma;D;Baixa;47,0;29,0;48,6;40;75;10,0;7,51;6,35;🟢 OK;0,0;37,88;0,0;1-Config ML (Painel);ARIMA
PC000593;Loja Norte;Fornecedor Beta;D;Baixa;90,0;13,6;198,0;40;75;10,0;1,84;6,35;🟡 Estoque excessivo;0,0;64,75;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000030;Loja Norte;Fornecedor Beta;D;Baixa;14,0;2,2;191,5;40;75;10,0;1,91;6,35;🟡 Estoque excessivo;0,0;374,38;0,0;1-Config ML (Painel);ARIMA
PC000112;Loja Norte;Fornecedor Beta;D;Baixa;21,0;7,1;88,6;40;75;10,0;4,12;6,35;🟡 Estoque excessivo;0,0;107,2;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000765;Loja Norte;Fornecedor Gamma;D;Baixa;57,0;8,2;208,4;40;75;10,0;1,75;6,35;🟡 Estoque excessivo;0,0;74,32;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000263;Loja Norte;Fornecedor Gamma;D;Baixa;133,0;5,0;801,5;40;75;10,0;0,46;6,35;🟡 Estoque excessivo;0,0;145,18;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000370;Loja Norte;Fornecedor Delta;D;Baixa;130,0;5,7;678,4;40;75;10,0;0,54;6,35;🟡 Estoque excessivo;0,0;112,99;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000292;Loja Norte;Fornecedor Delta;D;Baixa;16,0;13,7;34,9;40;75;10,0;10,45;6,35;🔴 Comprar agora;18,0;66,66;1223,41;1-Config ML (Painel);ARIMA
PC000727;Loja Norte;Fornecedor Alfa;D;Baixa;58,0;3,6;482,0;40;75;10,0;0,76;6,35;🟡 Estoque excessivo;0,0;233,16;0,0;1-Config ML (Painel);ARIMA
PC000371;Loja Norte;Fornecedor Beta;D;Baixa;24,0;1,9;379,2;40;75;10,0;0,96;6,35;🟡 Estoque excessivo;0,0;437,36;0,0;1-Config ML (Painel);ARIMA
PC000588;Loja Norte;Fornecedor Alfa;D;Baixa;72,0;3,5;618,3;40;75;10,0;0,59;6,35;🟡 Estoque excessivo;0,0;186,71;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000722;Loja Norte;Fornecedor Alfa;D;Baixa;22,0;10,4;63,4;40;75;10,0;5,76;6,35;🟢 OK;0,0;61,65;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000920;Loja Norte;Fornecedor Alfa;D;Baixa;34,0;4,7;218,2;40;75;10,0;1,67;6,35;🟡 Estoque excessivo;0,0;190,38;0,0;1-Config ML (Painel);Ensemble
PC000494;Loja Norte;Fornecedor Delta;D;Baixa;45,0;17,4;77,8;40;75;10,0;4,69;6,35;🟡 Estoque excessivo;0,0;40,35;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000547;Loja Norte;Fornecedor Beta;D;Baixa;62,0;2,0;930,0;40;75;10,0;0,39;6,35;🟡 Estoque excessivo;0,0;364,25;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000408;Loja Norte;Fornecedor Delta;D;Baixa;11,0;2,0;167,4;40;75;10,0;2,18;6,35;🟡 Estoque excessivo;0,0;364,11;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000562;Loja Norte;Fornecedor Beta;D;Baixa;56,0;5,8;291,6;40;75;10,0;1,25;6,35;🟡 Estoque excessivo;0,0;112,7;0,0;1-Config ML (Painel);Prophet
PC000690;Loja Norte;Fornecedor Beta;D;Baixa;23,0;2,1;335,9;40;75;10,0;1,09;6,35;🟡 Estoque excessivo;0,0;346,05;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000755;Loja Norte;Fornecedor Beta;D;Baixa;27,0;4,1;195,5;40;75;10,0;1,87;6,35;🟡 Estoque excessivo;0,0;439,34;0,0;1-Config ML (Painel);ARIMA
PC000100;Loja Norte;Fornecedor Beta;D;Baixa;11,0;4,3;77,4;40;75;10,0;4,72;6,35;🟡 Estoque excessivo;0,0;162,76;0,0;1-Config ML (Painel);ARIMA
PC000791;Loja Norte;Fornecedor Alfa;D;Baixa;37,0;8,5;130,8;40;75;10,0;2,79;6,35;🟡 Estoque excessivo;0,0;74,37;0,0;1-Config ML (Painel);ARIMA
PC000014;Loja Norte;Fornecedor Alfa;D;Baixa;48,0;23,4;61,5;40;75;10,0;5,94;6,35;🟢 OK;0,0;25,43;0,0;1-Config ML (Painel);Holt
PC000431;Loja Norte;Fornecedor Gamma;D;Baixa;30,0;3,1;293,8;40;75;10,0;1,24;6,35;🟡 Estoque excessivo;0,0;209,0;0,0;1-Config ML (Painel);SARIMAX
PC000067;Loja Norte;Fornecedor Alfa;D;Baixa;39,0;5,3;219,3;40;75;10,0;1,66;6,35;🟡 Estoque excessivo;0,0;113,54;0,0;1-Config ML (Painel);ARIMA
PC000975;Loja Norte;Fornecedor Delta;D;Baixa;60,0;4,4;406,6;40;75;10,0;0,9;6,35;🟡 Estoque excessivo;0,0;140,04;0,0;1-Config ML (Painel);Ensemble
PC000704;Loja Norte;Fornecedor Alfa;D;Baixa;32,0;2,8;342,2;40;75;10,0;1,07;6,35;🟡 Estoque excessivo;0,0;231,71;0,0;1-Config ML (Painel);ARIMA
PC000401;Loja Norte;Fornecedor Beta;D;Baixa;78,0;7,9;295,9;40;75;10,0;1,23;6,35;🟡 Estoque excessivo;0,0;81,83;0,0;1-Config ML (Painel);ARIMA
PC000604;Loja Norte;Fornecedor Delta;D;Baixa;26,0;3,2;242,3;40;75;10,0;1,51;6,35;🟡 Estoque excessivo;0,0;164,91;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000133;Loja Norte;Fornecedor Delta;D;Baixa;39,0;11,3;103,9;40;75;10,0;3,51;6,35;🟡 Estoque excessivo;0,0;43,82;0,0;1-Config ML (Painel);ARIMA
PC000319;Loja Norte;Fornecedor Beta;D;Baixa;58,0;14,5;119,7;40;75;10,0;3,05;6,35;🟡 Estoque excessivo;0,0;44,08;0,0;1-Config ML (Painel);ARIMA
PC000487;Loja Norte;Fornecedor Delta;E;Baixa;37,0;3,2;342,1;55;100;10,0;1,07;4,71;🟡 Estoque excessivo;0,0;183,11;0,0;1-Config ML (Painel);Ensemble
PC000129;Loja Norte;Fornecedor Delta;E;Baixa;42,0;3,0;425,0;55;100;10,0;0,86;4,71;🟡 Estoque excessivo;0,0;172,73;0,0;1-Config ML (Painel);ARIMA
PC000191;Loja Norte;Fornecedor Delta;E;Baixa;46,0;12,3;112,1;55;100;10,0;3,25;4,71;🟡 Estoque excessivo;0,0;37,77;0,0;1-Config ML (Painel);SARIMAX
PC000589;Loja Norte;Fornecedor Beta;E;Baixa;31,0;2,7;343,5;55;100;10,0;1,06;4,71;🟡 Estoque excessivo;0,0;197,26;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000771;Loja Norte;Fornecedor Delta;E;Baixa;104,0;9,0;346,7;55;100;10,0;1,05;4,71;🟡 Estoque excessivo;0,0;211,08;0,0;1-Config ML (Painel);Média Móvel
PC000677;Loja Norte;Fornecedor Gamma;E;Baixa;23,0;7,6;90,7;55;100;10,0;4,03;4,71;🟢 OK;0,0;43,77;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000998;Loja Norte;Fornecedor Gamma;E;Baixa;30,0;10,3;87,6;55;100;10,0;4,17;4,71;🟢 OK;0,0;38,48;0,0;1-Config ML (Painel);ARIMA
PC000903;Loja Norte;Fornecedor Delta;E;Baixa;53,0;10,0;159,0;55;100;10,0;2,3;4,71;🟡 Estoque excessivo;0,0;344,36;0,0;1-Config ML (Painel);Média Móvel
PC000605;Loja Norte;Fornecedor Beta;E;Baixa;66,0;11,0;180,7;55;100;10,0;2,02;4,71;🟡 Estoque excessivo;0,0;38,69;0,0;1-Config ML (Painel);Holt
PC000058;Loja Norte;Fornecedor Alfa;E;Baixa;26,0;1,4;566,3;55;100;10,0;0,64;4,71;🟡 Estoque excessivo;0,0;185,65;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000540;Loja Norte;Fornecedor Delta;E;Média;6,0;1,8;102,5;55;100;10,0;3,56;4,71;🟡 Estoque excessivo;0,0;240,12;0,0;1-Config ML (Painel);Ensemble
PC000669;Loja Norte;Fornecedor Beta;E;Baixa;112,0;6,2;545,9;55;100;10,0;0,67;4,71;🟡 Estoque excessivo;0,0;59,43;0,0;1-Config ML (Painel);ARIMA
PC000776;Loja Norte;Fornecedor Beta;E;Baixa;5,0;2,4;62,7;55;100;10,0;5,82;4,71;🟢 OK;0,0;147,41;0,0;1-Config ML (Painel);Prophet
PC000022;Loja Norte;Fornecedor Gamma;E;Baixa;55,0;8,1;204,9;55;100;10,0;1,78;4,71;🟡 Estoque excessivo;0,0;139,43;0,0;1-Config ML (Painel);ARIMA
PC000381;Loja Norte;Fornecedor Beta;E;Baixa;20,0;5,0;119,7;55;100;10,0;3,05;4,71;🟡 Estoque excessivo;0,0;80,28;0,0;1-Config ML (Painel);Ensemble
PC000939;Loja Norte;Fornecedor Delta;E;Baixa;144,0;11,7;370,3;55;100;10,0;0,99;4,71;🟡 Estoque excessivo;0,0;228,23;0,0;1-Config ML (Painel);Média Móvel
PC000298;Loja Norte;Fornecedor Beta;E;Baixa;19,0;6,4;89,0;55;100;10,0;4,1;4,71;🟢 OK;0,0;54,22;0,0;1-Config ML (Painel);ARIMA
PC000645;Loja Norte;Fornecedor Delta;E;Baixa;25,0;7,4;100,8;55;100;10,0;3,62;4,71;🟡 Estoque excessivo;0,0;47,39;0,0;1-Config ML (Painel);ARIMA
PC000038;Loja Norte;Fornecedor Delta;E;Baixa;5,0;1,0;150,0;55;100;10,0;2,43;4,71;🟡 Estoque excessivo;0,0;328,35;0,0;1-Config ML (Painel);ARIMA
PC000033;Loja Norte;Fornecedor Gamma;E;Baixa;17,0;3,3;155,2;55;100;10,0;2,35;4,71;🟡 Estoque excessivo;0,0;109,66;0,0;1-Config ML (Painel);Holt
PC000110;Loja Norte;Fornecedor Alfa;E;Baixa;35,0;4,1;253,3;55;100;10,0;1,44;4,71;🟡 Estoque excessivo;0,0;76,02;0,0;1-Config ML (Painel);ARIMA
PC000032;Loja Norte;Fornecedor Gamma;E;Média;29,0;1,2;713,9;55;100;10,0;0,51;4,71;🟡 Estoque excessivo;0,0;271,55;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000705;Loja Norte;Fornecedor Alfa;E;Baixa;47,0;8,7;162,7;55;100;10,0;2,24;4,71;🟡 Estoque excessivo;0,0;202,26;0,0;1-Config ML (Painel);Média Móvel
PC000073;Loja Norte;Fornecedor Alfa;E;Baixa;29,0;11,8;73,5;55;100;10,0;4,97;4,71;🟢 OK;0,0;26,61;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000983;Loja Norte;Fornecedor Alfa;E;Baixa;17,0;6,3;80,5;55;100;10,0;4,53;4,71;🟢 OK;0,0;210,52;0,0;1-Config ML (Painel);Média Móvel
PC000598;Loja Norte;Fornecedor Alfa;E;Baixa;63,0;7,4;256,0;55;100;10,0;1,43;4,71;🟡 Estoque excessivo;0,0;43,1;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000091;Loja Norte;Fornecedor Beta;E;Baixa;15,0;6,3;71,1;55;100;10,0;5,14;4,71;🟢 OK;0,0;424,69;0,0;1-Config ML (Painel);Média Móvel
PC000926;Loja Norte;Fornecedor Beta;E;Baixa;65,0;7,2;270,5;55;100;10,0;1,35;4,71;🟡 Estoque excessivo;0,0;49,1;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000372;Loja Norte;Fornecedor Delta;E;Baixa;70,0;17,0;123,5;55;100;10,0;2,95;4,71;🟡 Estoque excessivo;0,0;87,99;0,0;1-Config ML (Painel);Média Móvel
PC000958;Loja Norte;Fornecedor Alfa;E;Baixa;64,0;6,7;288,0;55;100;10,0;1,27;4,71;🟡 Estoque excessivo;0,0;194,19;0,0;1-Config ML (Painel);Média Móvel
PC000867;Loja Norte;Fornecedor Alfa;E;Baixa;36,0;10,4;104,0;55;100;10,0;3,51;4,71;🟡 Estoque excessivo;0,0;27,08;0,0;1-Config ML (Painel);Ensemble
PC000498;Loja Norte;Fornecedor Delta;E;Baixa;7,0;1,0;213,0;55;100;10,0;1,71;4,71;🟡 Estoque excessivo;0,0;212,86;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000423;Loja Norte;Fornecedor Alfa;E;Baixa;14,0;7,3;57,5;55;100;10,0;6,35;4,71;🟢 OK;0,0;26,38;0,0;1-Config ML (Painel);Prophet
PC000455;Loja Norte;Fornecedor Gamma;E;Baixa;9,0;11,0;24,6;55;100;10,0;14,86;4,71;🔴 Comprar agora;28,0;21,43;592,42;1-Config ML (Painel);ExponentialSmoothing
PC000847;Loja Norte;Fornecedor Gamma;E;Baixa;40,0;17,3;69,2;55;100;10,0;5,27;4,71;🟢 OK;0,0;61,7;0,0;1-Config ML (Painel);Média Móvel
PC000599;Loja Norte;Fornecedor Beta;E;Baixa;15,0;5,5;81,2;55;100;10,0;4,49;4,71;🟢 OK;0,0;45,86;0,0;1-Config ML (Painel);Holt
PC000084;Loja Norte;Fornecedor Alfa;E;Baixa;17,0;3,0;170,0;55;100;10,0;2,15;4,71;🟡 Estoque excessivo;0,0;396,57;0,0;1-Config ML (Painel);Média Móvel
PC000202;Loja Norte;Fornecedor Beta;E;Baixa;14,0;10,2;41,0;55;100;10,0;8,9;4,71;🔴 Comprar agora;20,0;18,87;379,63;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000182;Loja Norte;Fornecedor Alfa;E;Baixa;76,0;1,1;;55;100;10,0;0,17;4,71;🟡 Estoque excessivo;0,0;159,11;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000101;Loja Norte;Fornecedor Beta;E;Baixa;23,0;5,4;127,5;55;100;10,0;2,86;4,71;🟡 Estoque excessivo;0,0;33,57;0,0;1-Config ML (Painel);SARIMAX
PC000435;Loja Norte;Fornecedor Delta;E;Baixa;153,0;11,3;405,0;55;100;10,0;0,9;4,71;🟡 Estoque excessivo;0,0;69,73;0,0;1-Config ML (Painel);Média Móvel
PC000369;Loja Norte;Fornecedor Beta;E;Baixa;44,0;12,3;107,0;55;100;10,0;3,41;4,71;🟡 Estoque excessivo;0,0;87,42;0,0;1-Config ML (Painel);Média Móvel
PC000506;Loja Norte;Fornecedor Gamma;E;Baixa;20,0;2,7;225,0;55;100;10,0;1,62;4,71;🟡 Estoque excessivo;0,0;184,28;0,0;1-Config ML (Painel);Média Móvel
PC000301;Loja Norte;Fornecedor Delta;E;Baixa;11,0;7,3;45,4;55;100;10,0;8,04;4,71;🔴 Comprar agora;13,0;21,96;290,53;1-Config ML (Painel);ARIMA
PC000357;Loja Norte;Fornecedor Delta;E;Baixa;42,0;3,0;420,0;55;100;10,0;0,87;4,71;🟡 Estoque excessivo;0,0;406,11;0,0;1-Config ML (Painel);Média Móvel
PC000622;Loja Norte;Fornecedor Gamma;E;Baixa;47,0;3,7;377,5;55;100;10,0;0,97;4,71;🟡 Estoque excessivo;0,0;34,58;0,0;1-Config ML (Painel);Holt
PC000459;Loja Norte;Fornecedor Gamma;E;Baixa;54,0;3,0;540,0;55;100;10,0;0,68;4,71;🟡 Estoque excessivo;0,0;103,33;0,0;1-Config ML (Painel);Média Móvel
PC000284;Loja Norte;Fornecedor Beta;E;Baixa;50,0;7,6;197,0;55;100;10,0;1,85;4,71;🟡 Estoque excessivo;0,0;12,32;0,0;1-Config ML (Painel);Prophet
PC000902;Loja Norte;Fornecedor Alfa;E;Baixa;51,0;11,6;132,4;55;100;10,0;2,76;4,71;🟡 Estoque excessivo;0,0;10,31;0,0;1-Config ML (Painel);ARIMA
PC000961;Loja Norte;Fornecedor Delta;E;Baixa;27,0;6,0;135,0;55;100;10,0;2,7;4,71;🟡 Estoque excessivo;0,0;60,3;0,0;1-Config ML (Painel);Média Móvel
PC000050;Loja Norte;Fornecedor Delta;E;Baixa;23,0;5,7;122,0;55;100;10,0;2,99;4,71;🟡 Estoque excessivo;0,0;17,4;0,0;1-Config ML (Painel);Ensemble
PC000795;Loja Norte;Fornecedor Alfa;E;Baixa;16,0;4,1;118,5;55;100;10,0;3,08;4,71;🟡 Estoque excessivo;0,0;26,42;0,0;1-Config ML (Painel);ARIMA
PC000203;Loja Norte;Fornecedor Delta;E;Baixa;8,0;19,3;12,4;55;100;10,0;29,4;4,71;🔴 Comprar agora;56,0;17,78;1003,59;1-Config ML (Painel);Média Móvel
PC000651;Loja Norte;Fornecedor Gamma;E;Baixa;19,0;3,9;144,8;55;100;10,0;2,52;4,71;🟡 Estoque excessivo;0,0;23,98;0,0;1-Config ML (Painel);ARIMA
PC000516;Loja Norte;Fornecedor Delta;E;Baixa;43,0;6,9;187,8;55;100;10,0;1,94;4,71;🟡 Estoque excessivo;0,0;11,34;0,0;1-Config ML (Painel);ARIMA
PC000629;Loja Norte;Fornecedor Gamma;E;Média;85,0;1,2;;55;100;10,0;0,17;4,71;🟡 Estoque excessivo;0,0;50,73;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000340;Loja Norte;Fornecedor Gamma;E;Baixa;18,0;13,7;39,5;55;100;10,0;9,24;4,71;🔴 Comprar agora;28,0;21,55;593,83;1-Config ML (Painel);Média Móvel
PC000169;Loja Norte;Fornecedor Alfa;E;Baixa;45,0;5,1;262,3;55;100;10,0;1,39;4,71;🟡 Estoque excessivo;0,0;10,82;0,0;1-Config ML (Painel);Prophet
PC000810;Loja Norte;Fornecedor Delta;E;Baixa;14,0;6,3;66,3;55;100;10,0;5,5;4,71;🟢 OK;0,0;51,49;0,0;1-Config ML (Painel);Média Móvel
PC000577;Loja Norte;Fornecedor Alfa;E;Baixa;62,0;3,0;620,0;55;100;10,0;0,59;4,71;🟡 Estoque excessivo;0,0;18,45;0,0;1-Config ML (Painel);Holt
