Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido
PC007872;Não informado;D;Baixa;58,0;27,0;64,4;40;75;15;5,66;6,35;🟢 OK;0,0;367,28;0,0
PC001675;Não informado;D;Baixa;26,0;10,7;72,7;40;75;15;5,02;6,35;🟢 OK;0,0;1031,35;0,0
PC004373;Não informado;D;Baixa;53,0;20,8;76,5;40;75;15;4,77;6,35;🟡 Estoque excessivo;0,0;570,22;0,0
PC002763;Não informado;D;Baixa;10,0;11,5;26,1;40;75;15;14,01;6,35;🔴 Comprar agora;19,0;886,9;16664,43
PC005664;Não informado;D;Baixa;20,0;14,0;42,8;40;75;15;8,52;6,35;🟢 OK;0,0;730,46;0,0
PC007018;Não informado;D;Baixa;108,0;35,0;92,5;40;75;15;3,95;6,35;🟡 Estoque excessivo;0,0;262,25;0,0
PC005792;Não informado;D;Média;30,0;25,4;35,5;40;75;15;10,29;6,35;🔴 Comprar agora;33,0;669,72;22409,36
PC009683;Não informado;D;Baixa;23,0;11,4;60,4;40;75;15;6,05;6,35;🟢 OK;0,0;943,4;0,0
PC005024;Não informado;D;Baixa;32,0;59,9;16,0;40;75;15;22,77;6,35;🔴 Comprar agora;118,0;140,6;16554,34
PC001483;Não informado;D;Baixa;73,0;57,7;38,0;40;75;15;9,61;6,35;🔴 Comprar agora;71,0;285,58;20324,9
PC001066;Não informado;D;Baixa;35,0;16,2;65,0;40;75;15;5,62;6,35;🟢 OK;0,0;581,95;0,0
PC001557;Não informado;D;Baixa;20,0;13,7;43,8;40;75;15;8,33;6,35;🟢 OK;0,0;726,84;0,0
PC007627;Não informado;D;Baixa;19,0;27,1;21,0;40;75;15;17,34;6,35;🔴 Comprar agora;49,0;458,85;22349,98
PC004586;Não informado;D;Baixa;73,0;74,5;29,4;40;75;15;12,41;6,35;🔴 Comprar agora;113,0;173,75;19669,56
PC001035;Não informado;D;Baixa;31,0;19,5;47,7;40;75;15;7,65;6,35;🟢 OK;0,0;856,66;0,0
PC003155;Não informado;D;Baixa;51,0;15,5;98,9;40;75;15;3,69;6,35;🟡 Estoque excessivo;0,0;613,7;0,0
PC004544;Não informado;D;Baixa;51,0;23,3;65,6;40;75;15;5,56;6,35;🟢 OK;0,0;383,45;0,0
PC009547;Não informado;D;Baixa;29,0;19,3;45,1;40;75;15;8,1;6,35;🟢 OK;0,0;681,2;0,0
PC005845;Não informado;D;Baixa;13,0;38,1;10,2;40;75;15;35,63;6,35;🚨 RUPTURA IMINENTE;82,0;703,19;57784,14
PC007232;Não informado;D;Baixa;15,0;13,9;32,3;40;75;15;11,3;6,35;🔴 Comprar agora;20,0;813,84;16131,01
PC001514;Não informado;D;Baixa;16,0;40,1;12,0;40;75;15;30,52;6,35;🚨 RUPTURA IMINENTE;84,0;897,22;75664,07
PC004448;Não informado;D;Baixa;16,0;73,2;6,6;40;75;15;55,7;6,35;🚨 RUPTURA IMINENTE;167,0;882,8;147530,51
PC000800;Não informado;D;Baixa;30,0;12,5;71,9;40;75;15;5,08;6,35;🟢 OK;0,0;885,52;0,0
PC006890;Não informado;D;Baixa;55,0;30,2;54,7;40;75;15;6,68;6,35;🟢 OK;0,0;286,64;0,0
PC002986;Não informado;D;Baixa;47,0;35,7;39,5;40;75;15;9,24;6,35;🔴 Comprar agora;42,0;496,35;20947,8
PC001685;Não informado;D;Baixa;106,0;44,0;72,2;40;75;15;5,06;6,35;🟢 OK;0,0;235,9;0,0
PC004883;Não informado;D;Baixa;27,0;19,8;40,9;40;75;15;8,92;6,35;🟢 OK;0,0;693,25;0,0
PC000979;Não informado;D;Baixa;29,0;15,3;57,0;40;75;15;6,41;6,35;🟢 OK;0,0;1047,98;0,0
PC001792;Não informado;D;Baixa;23,0;16,3;42,3;40;75;15;8,64;6,35;🟢 OK;0,0;622,26;0,0
PC002771;Não informado;D;Baixa;12,0;10,4;34,6;40;75;15;10,54;6,35;🔴 Comprar agora;14,0;784,8;10986,27
PC004115;Não informado;D;Média;11,0;19,9;16,6;40;75;15;21,97;6,35;🔴 Comprar agora;39,0;879,41;33990,31
PC007893;Não informado;D;Baixa;44,0;25,0;52,8;40;75;15;6,91;6,35;🟢 OK;0,0;692,25;0,0
PC006176;Não informado;D;Baixa;60,0;28,0;64,2;40;75;15;5,69;6,35;🟢 OK;0,0;306,63;0,0
PC001867;Não informado;D;Baixa;27,0;17,4;46,5;40;75;15;7,84;6,35;🟢 OK;0,0;574,21;0,0
PC006336;Não informado;D;Baixa;9,0;30,5;8,9;40;75;15;41,21;6,35;🚨 RUPTURA IMINENTE;67,0;775,76;52133,53
PC005003;Não informado;D;Média;528,0;269,1;58,9;40;75;15;6,2;6,35;🟢 OK;0,0;50,72;0,0
PC007763;Não informado;D;Média;37,0;45,8;24,2;40;75;15;15,06;6,35;🔴 Comprar agora;77,0;402,26;31168,62
PC008661;Não informado;D;Baixa;10,0;20,1;14,9;40;75;15;24,45;6,35;🚨 RUPTURA IMINENTE;40,0;469,4;18887,04
PC009235;Não informado;D;Baixa;12,0;10,2;35,2;40;75;15;10,38;6,35;🔴 Comprar agora;14,0;851,19;11565,31
PC007168;Não informado;D;Baixa;32,0;10,5;91,2;40;75;15;4,0;6,35;🟡 Estoque excessivo;0,0;1011,1;0,0
PC008459;Não informado;D;Baixa;126,0;54,4;69,5;40;75;15;5,25;6,35;🟢 OK;0,0;128,25;0,0
PC008075;Não informado;D;Baixa;40,0;15,9;75,6;40;75;15;4,83;6,35;🟡 Estoque excessivo;0,0;610,51;0,0
PC006931;Não informado;D;Baixa;24,0;16,3;44,3;40;75;15;8,25;6,35;🟢 OK;0,0;838,09;0,0
PC007755;Não informado;D;Baixa;13,0;42,8;9,1;40;75;15;40,02;6,35;🚨 RUPTURA IMINENTE;94,0;700,38;65775,05
PC002410;Não informado;D;Baixa;125,0;56,0;67,0;40;75;15;5,45;6,35;🟢 OK;0,0;161,93;0,0
PC003787;Não informado;D;Baixa;13,0;29,3;13,3;40;75;15;27,46;6,35;🚨 RUPTURA IMINENTE;60,0;533,1;32172,76
PC001931;Não informado;D;Baixa;35,0;10,2;103,0;40;75;15;3,54;6,35;🟡 Estoque excessivo;0,0;825,59;0,0
PC000659;Não informado;D;Baixa;7,0;12,3;17,1;40;75;15;21,35;6,35;🔴 Comprar agora;24,0;788,71;18696,85
PC007243;Não informado;D;Baixa;79,0;39,9;59,4;40;75;15;6,14;6,35;🟢 OK;0,0;262,87;0,0
PC006229;Não informado;D;Baixa;17,0;33,6;15,2;40;75;15;24,02;6,35;🔴 Comprar agora;67,0;1093,54;73175,22
PC002965;Não informado;D;Baixa;7,0;10,4;20,2;40;75;15;18,1;6,35;🔴 Comprar agora;19,0;598,98;11403,19
PC006923;Não informado;D;Média;27,0;17,6;46,0;40;75;15;7,93;6,35;🟢 OK;0,0;769,75;0,0
PC003349;Não informado;D;Baixa;14,0;43,6;9,6;40;75;15;37,88;6,35;🚨 RUPTURA IMINENTE;95,0;683,39;64897,31
PC002707;Não informado;D;Baixa;5,0;9,5;15,8;40;75;15;23,08;6,35;🔴 Comprar agora;19,0;803,26;15030,76
PC009888;Não informado;D;Baixa;40,0;51,3;23,4;40;75;15;15,61;6,35;🔴 Comprar agora;88,0;211,62;18689,95
PC000021;Não informado;D;Baixa;224,0;99,4;67,6;40;75;15;5,4;6,35;🟢 OK;0,0;82,8;0,0
PC005610;Não informado;D;Baixa;16,0;10,1;47,7;40;75;15;7,65;6,35;🟢 OK;0,0;709,49;0,0
PC002643;Não informado;D;Baixa;10,0;13,9;21,6;40;75;15;16,9;6,35;🔴 Comprar agora;25,0;546,03;13500,72
PC002752;Não informado;D;Baixa;25,0;14,3;52,3;40;75;15;6,98;6,35;🟢 OK;0,0;535,38;0,0
PC005333;Não informado;D;Baixa;28,0;30,7;27,4;40;75;15;13,34;6,35;🔴 Comprar agora;49,0;263,1;12830,82
PC008021;Não informado;D;Baixa;20,0;9,6;62,5;40;75;15;5,84;6,35;🟢 OK;0,0;774,85;0,0
PC006442;Não informado;D;Baixa;28,0;16,2;51,8;40;75;15;7,04;6,35;🟢 OK;0,0;774,91;0,0
PC000832;Não informado;D;Baixa;12,0;14,3;25,2;40;75;15;14,49;6,35;🔴 Comprar agora;24,0;516,79;12259,3
PC004243;Não informado;D;Baixa;85,0;26,2;97,5;40;75;15;3,74;6,35;🟡 Estoque excessivo;0,0;337,93;0,0
PC009109;Não informado;D;Baixa;17,0;17,2;29,6;40;75;15;12,34;6,35;🔴 Comprar agora;26,0;586,97;15322,64
PC005205;Não informado;D;Baixa;42,0;31,2;40,4;40;75;15;9,03;6,35;🟢 OK;0,0;357,07;0,0
PC001621;Não informado;D;Baixa;28,0;16,0;52,6;40;75;15;6,94;6,35;🟢 OK;0,0;613,68;0,0
PC001429;Não informado;D;Baixa;12,0;8,2;44,2;40;75;15;8,27;6,35;🟢 OK;0,0;884,35;0,0
PC003434;Não informado;D;Baixa;13,0;8,2;47,4;40;75;15;7,7;6,35;🟢 OK;0,0;847,07;0,0
PC009557;Não informado;D;Baixa;11,0;8,4;39,5;40;75;15;9,25;6,35;🔴 Comprar agora;10,0;828,24;8201,68
PC003851;Não informado;D;Baixa;29,0;32,4;26,9;40;75;15;13,58;6,35;🔴 Comprar agora;52,0;332,63;17267,1
PC001664;Não informado;D;Baixa;11,0;15,0;22,1;40;75;15;16,54;6,35;🔴 Comprar agora;26,0;461,19;12170,85
PC007443;Não informado;D;Baixa;34,0;21,7;46,9;40;75;15;7,78;6,35;🟢 OK;0,0;376,06;0,0
PC005216;Não informado;D;Baixa;70,0;48,2;43,6;40;75;15;8,37;6,35;🟢 OK;0,0;449,95;0,0
PC004875;Não informado;D;Baixa;26,0;14,1;55,5;40;75;15;6,58;6,35;🟢 OK;0,0;852,98;0,0
PC001258;Não informado;D;Baixa;24,0;10,1;71,1;40;75;15;5,13;6,35;🟢 OK;0,0;747,0;0,0
PC003360;Não informado;D;Baixa;25,0;20,6;36,4;40;75;15;10,04;6,35;🔴 Comprar agora;27,0;395,84;10514,19
PC003475;Não informado;D;Média;26,0;14,7;53,1;40;75;15;6,87;6,35;🟢 OK;0,0;958,92;0,0
PC006400;Não informado;D;Média;26,0;13,3;58,6;40;75;15;6,23;6,35;🟢 OK;0,0;773,27;0,0
PC004202;Não informado;D;Baixa;69,0;40,8;50,7;40;75;15;7,19;6,35;🟢 OK;0,0;246,04;0,0
PC009173;Não informado;D;Baixa;12,0;13,2;27,3;40;75;15;13,39;6,35;🔴 Comprar agora;21,0;597,18;12546,11
PC004053;Não informado;D;Baixa;28,0;11,6;72,1;40;75;15;5,06;6,35;🟢 OK;0,0;626,09;0,0
PC000384;Não informado;D;Baixa;9,0;24,9;10,8;40;75;15;33,67;6,35;🚨 RUPTURA IMINENTE;53,0;901,35;48012,5
PC000907;Não informado;D;Baixa;10,0;8,1;37,0;40;75;15;9,86;6,35;🔴 Comprar agora;10,0;862,87;8848,65
PC000512;Não informado;D;Baixa;34,0;9,4;108,3;40;75;15;3,37;6,35;🟡 Estoque excessivo;0,0;562,19;0,0
PC004192;Não informado;D;Baixa;12,0;9,5;37,8;40;75;15;9,66;6,35;🔴 Comprar agora;12,0;679,03;8029,45
PC002517;Não informado;D;Baixa;7,0;8,7;24,1;40;75;15;15,17;6,35;🔴 Comprar agora;15,0;754,87;11186,27
PC000843;Não informado;D;Baixa;31,0;17,9;51,9;40;75;15;7,04;6,35;🟢 OK;0,0;642,42;0,0
PC009621;Não informado;D;Baixa;12,0;14,4;25,0;40;75;15;14,59;6,35;🔴 Comprar agora;24,0;485,35;11631,93
PC006048;Não informado;D;Baixa;15,0;14,7;30,5;40;75;15;11,95;6,35;🔴 Comprar agora;22,0;793,06;17322,96
PC001760;Não informado;D;Baixa;41,0;19,5;63,2;40;75;15;5,78;6,35;🟢 OK;0,0;395,83;0,0
PC000938;Não informado;D;Baixa;150,0;52,4;85,9;40;75;15;4,25;6,35;🟡 Estoque excessivo;0,0;128,92;0,0
PC009184;Não informado;D;Baixa;62,0;23,9;77,7;40;75;15;4,69;6,35;🟡 Estoque excessivo;0,0;316,81;0,0
PC005131;Não informado;D;Baixa;50,0;16,2;92,5;40;75;15;3,95;6,35;🟡 Estoque excessivo;0,0;388,27;0,0
PC005459;Não informado;D;Baixa;4,0;6,0;19,8;40;75;15;18,39;6,35;🔴 Comprar agora;11,0;1094,66;12169,13
PC005651;Não informado;D;Baixa;12,0;7,5;47,9;40;75;15;7,61;6,35;🟢 OK;0,0;1002,59;0,0
PC009376;Não informado;D;Baixa;27,0;23,5;34,5;40;75;15;10,59;6,35;🔴 Comprar agora;32,0;354,28;11250,79
PC008448;Não informado;D;Baixa;5,0;7,2;20,8;40;75;15;17,55;6,35;🔴 Comprar agora;13,0;1044,68;13614,67
PC005120;Não informado;D;Baixa;22,0;7,2;91,1;40;75;15;4,01;6,35;🟡 Estoque excessivo;0,0;831,23;0,0
PC008000;Não informado;D;Baixa;14,0;14,6;28,8;40;75;15;12,66;6,35;🔴 Comprar agora;22,0;478,19;10725,1
PC008682;Não informado;D;Baixa;20,0;11,0;54,8;40;75;15;6,66;6,35;🟢 OK;0,0;877,72;0,0
PC008851;Não informado;D;Baixa;64,0;20,5;93,9;40;75;15;3,89;6,35;🟡 Estoque excessivo;0,0;340,12;0,0
PC006122;Não informado;D;Baixa;8,0;14,5;16,5;40;75;15;22,11;6,35;🔴 Comprar agora;28,0;659,6;18700,04
PC008554;Não informado;D;Baixa;10,0;8,9;33,9;40;75;15;10,77;6,35;🔴 Comprar agora;12,0;726,06;8807,16
PC009056;Não informado;D;Baixa;8,0;8,1;29,7;40;75;15;12,29;6,35;🔴 Comprar agora;12,0;746,02;9106,23
PC005013;Não informado;D;Baixa;5,0;6,7;22,3;40;75;15;16,35;6,35;🔴 Comprar agora;12,0;1065,68;12576,63
PC009984;Não informado;D;Baixa;27,0;13,3;60,8;40;75;15;6,0;6,35;🟢 OK;0,0;400,31;0,0
PC007104;Não informado;D;Baixa;151,0;95,1;47,6;40;75;15;7,66;6,35;🟢 OK;0,0;92,28;0,0
PC002496;Não informado;D;Baixa;18,0;7,9;68,6;40;75;15;5,32;6,35;🟢 OK;0,0;815,59;0,0
PC004363;Não informado;D;Baixa;11,0;7,2;46,1;40;75;15;7,93;6,35;🟢 OK;0,0;928,8;0,0
PC004555;Não informado;D;Baixa;7,0;11,0;19,1;40;75;15;19,07;6,35;🔴 Comprar agora;20,0;871,53;17799,5
PC002666;Não informado;D;Baixa;36,0;23,1;46,8;40;75;15;7,8;6,35;🟢 OK;0,0;952,56;0,0
PC001493;Não informado;D;Baixa;9,0;11,3;23,9;40;75;15;15,26;6,35;🔴 Comprar agora;19,0;544,33;10460,51
PC006464;Não informado;D;Baixa;14,0;13,8;30,5;40;75;15;11,95;6,35;🔴 Comprar agora;20,0;368,58;7513,13
PC009939;Não informado;D;Baixa;13,0;64,4;6,1;40;75;15;60,24;6,35;🚨 RUPTURA IMINENTE;148,0;322,23;47666,47
PC000779;Não informado;D;Baixa;38,0;12,6;90,8;40;75;15;4,02;6,35;🟡 Estoque excessivo;0,0;504,55;0,0
PC000851;Não informado;D;Baixa;40,0;15,3;78,2;40;75;15;4,66;6,35;🟡 Estoque excessivo;0,0;400,27;0,0
PC005835;Não informado;D;Baixa;30,0;9,1;99,2;40;75;15;3,68;6,35;🟡 Estoque excessivo;0,0;578,85;0,0
PC007264;Não informado;D;Baixa;164,0;93,0;52,9;40;75;15;6,9;6,35;🟢 OK;0,0;195,0;0,0
PC009107;Não informado;D;Baixa;8,0;11,6;20,8;40;75;15;17,58;6,35;🔴 Comprar agora;21,0;861,01;17994,53
PC007051;Não informado;D;Baixa;65,0;53,0;36,8;40;75;15;9,91;6,35;🔴 Comprar agora;67,0;181,28;12215,61
PC006752;Não informado;D;Baixa;9,0;8,9;30,2;40;75;15;12,08;6,35;🔴 Comprar agora;13,0;796,82;10626,88
PC008019;Não informado;D;Baixa;63,0;43,2;43,8;40;75;15;8,33;6,35;🟢 OK;0,0;137,18;0,0
PC008341;Não informado;D;Média;19,0;12,1;47,0;40;75;15;7,77;6,35;🟢 OK;0,0;776,17;0,0
PC003539;Não informado;D;Baixa;22,0;6,0;110,3;40;75;15;3,31;6,35;🟡 Estoque excessivo;0,0;937,48;0,0
PC006741;Não informado;D;Baixa;19,0;8,1;70,0;40;75;15;5,21;6,35;🟢 OK;0,0;518,47;0,0
PC001728;Não informado;D;Baixa;42,0;22,0;57,1;40;75;15;6,39;6,35;🟢 OK;0,0;360,32;0,0
PC006560;Não informado;D;Baixa;16,0;6,9;69,6;40;75;15;5,25;6,35;🟢 OK;0,0;913,89;0,0
PC006027;Não informado;D;Baixa;117,0;58,6;59,9;40;75;15;6,1;6,35;🟢 OK;0,0;139,52;0,0
PC007424;Não informado;D;Baixa;40,0;14,0;85,7;40;75;15;4,26;6,35;🟡 Estoque excessivo;0,0;527,96;0,0
PC009568;Não informado;D;Baixa;16,0;12,1;39,8;40;75;15;9,18;6,35;🔴 Comprar agora;14,0;860,33;12192,91
PC005248;Não informado;D;Baixa;2,0;19,6;3,1;40;75;15;119,4;6,35;🚨 RUPTURA IMINENTE;47,0;1026,38;48309,1
PC009237;Não informado;D;Baixa;14,0;6,2;68,3;40;75;15;5,35;6,35;🟢 OK;0,0;917,57;0,0
PC000723;Não informado;D;Baixa;7,0;14,2;14,8;40;75;15;24,67;6,35;🚨 RUPTURA IMINENTE;28,0;621,17;17697,27
PC008170;Não informado;D;Baixa;19,0;9,2;61,8;40;75;15;5,91;6,35;🟢 OK;0,0;943,52;0,0
PC002891;Não informado;D;Baixa;115,0;39,8;86,7;40;75;15;4,21;6,35;🟡 Estoque excessivo;0,0;156,66;0,0
PC000320;Não informado;D;Baixa;4,0;6,1;19,7;40;75;15;18,54;6,35;🔴 Comprar agora;11,0;997,99;11216,25
PC005354;Não informado;D;Baixa;21,0;9,8;64,3;40;75;15;5,67;6,35;🟢 OK;0,0;555,41;0,0
PC004437;Não informado;D;Baixa;40,0;12,3;97,2;40;75;15;3,76;6,35;🟡 Estoque excessivo;0,0;544,56;0,0
PC003339;Não informado;D;Baixa;33,0;25,3;39,1;40;75;15;9,35;6,35;🔴 Comprar agora;30,0;696,68;21157,25
PC006293;Não informado;D;Baixa;44,0;80,3;16,4;40;75;15;22,21;6,35;🔴 Comprar agora;157,0;404,68;63452,61
PC003882;Não informado;D;Baixa;48,0;30,0;47,9;40;75;15;7,62;6,35;🟢 OK;0,0;197,68;0,0
PC004288;Não informado;D;Baixa;12,0;6,2;58,3;40;75;15;6,26;6,35;🟢 OK;0,0;919,38;0,0
PC001163;Não informado;D;Baixa;4,0;6,0;20,0;40;75;15;18,27;6,35;🔴 Comprar agora;11,0;907,6;9999,89
PC004117;Não informado;D;Baixa;5,0;23,5;6,4;40;75;15;57,13;6,35;🚨 RUPTURA IMINENTE;54,0;706,48;37936,97
PC006624;Não informado;D;Baixa;13,0;6,9;56,4;40;75;15;6,47;6,35;🟢 OK;0,0;959,54;0,0
PC004800;Não informado;D;Baixa;14,0;14,6;28,8;40;75;15;12,65;6,35;🔴 Comprar agora;22,0;665,66;14911,71
PC005451;Não informado;D;Baixa;30,0;11,9;75,9;40;75;15;4,81;6,35;🟡 Estoque excessivo;0,0;439,97;0,0
PC001749;Não informado;D;Baixa;27,0;11,9;68,0;40;75;15;5,37;6,35;🟢 OK;0,0;475,93;0,0
PC006675;Não informado;D;Baixa;11,0;14,7;22,5;40;75;15;16,21;6,35;🔴 Comprar agora;26,0;659,21;16896,02
PC006227;Não informado;D;Baixa;5,0;10,0;14,9;40;75;15;24,42;6,35;🚨 RUPTURA IMINENTE;20,0;475,73;9557,81
PC005067;Não informado;D;Baixa;33,0;12,5;79,2;40;75;15;4,61;6,35;🟡 Estoque excessivo;0,0;399,59;0,0
PC009536;Não informado;D;Baixa;10,0;6,1;49,3;40;75;15;7,41;6,35;🟢 OK;0,0;799,07;0,0
PC004107;Não informado;D;Baixa;33,0;12,5;79,5;40;75;15;4,59;6,35;🟡 Estoque excessivo;0,0;438,83;0,0
PC004821;Não informado;D;Baixa;32,0;10,1;95,1;40;75;15;3,84;6,35;🟡 Estoque excessivo;0,0;498,49;0,0
PC005280;Não informado;D;Baixa;14,0;9,5;44,3;40;75;15;8,23;6,35;🟢 OK;0,0;737,06;0,0
PC006859;Não informado;D;Média;15,0;9,8;45,9;40;75;15;7,95;6,35;🟢 OK;0,0;925,37;0,0
PC001824;Não informado;D;Baixa;20,0;11,1;54,1;40;75;15;6,74;6,35;🟢 OK;0,0;611,4;0,0
PC002067;Não informado;D;Baixa;7,0;8,1;25,8;40;75;15;14,15;6,35;🔴 Comprar agora;13,0;554,29;7400,7
PC005259;Não informado;D;Baixa;13,0;9,2;42,4;40;75;15;8,6;6,35;🟢 OK;0,0;857,65;0,0
PC009696;Não informado;D;Baixa;18,0;20,3;26,6;40;75;15;13,71;6,35;🔴 Comprar agora;33,0;289,15;9458,08
PC007563;Não informado;D;Baixa;27,0;24,3;33,3;40;75;15;10,95;6,35;🔴 Comprar agora;34,0;563,62;19035,27
PC007957;Não informado;D;Baixa;14,0;12,9;32,6;40;75;15;11,21;6,35;🔴 Comprar agora;18,0;322,4;5884,21
PC007307;Não informado;D;Baixa;6,0;5,4;33,2;40;75;15;10,99;6,35;🔴 Comprar agora;8,0;635,79;4800,37
PC003904;Não informado;D;Baixa;26,0;38,7;20,1;40;75;15;18,13;6,35;🔴 Comprar agora;71,0;197,82;14016,85
PC006528;Não informado;D;Baixa;102,0;32,8;93,3;40;75;15;3,91;6,35;🟡 Estoque excessivo;0,0;134,12;0,0
PC005984;Não informado;D;Baixa;14,0;16,6;25,3;40;75;15;14,43;6,35;🔴 Comprar agora;28,0;356,98;9819,47
PC002069;Não informado;D;Baixa;22,0;9,4;70,6;40;75;15;5,17;6,35;🟢 OK;0,0;508,25;0,0
PC002720;Não informado;D;Baixa;23,0;45,9;15,0;40;75;15;24,29;6,35;🔴 Comprar agora;92,0;343,87;31573,47
PC009728;Não informado;D;Baixa;17,0;5,1;100,6;40;75;15;3,63;6,35;🟡 Estoque excessivo;0,0;924,4;0,0
PC008640;Não informado;D;Baixa;18,0;15,7;34,3;40;75;15;10,63;6,35;🔴 Comprar agora;21,0;499,41;10652,12
PC008011;Não informado;D;Baixa;14,0;5,0;84,0;40;75;15;4,34;6,35;🟡 Estoque excessivo;0,0;801,83;0,0
PC005843;Não informado;D;Baixa;68,0;62,7;32,6;40;75;15;11,21;6,35;🔴 Comprar agora;89,0;102,22;9061,13
PC004427;Não informado;D;Baixa;11,0;8,7;38,0;40;75;15;9,6;6,35;🔴 Comprar agora;11,0;511,9;5481,2
PC002474;Não informado;D;Baixa;16,0;22,9;21,0;40;75;15;17,41;6,35;🔴 Comprar agora;41,0;755,97;31172,36
PC002005;Não informado;D;Baixa;14,0;5,9;70,6;40;75;15;5,17;6,35;🟢 OK;0,0;805,66;0,0
PC000467;Não informado;D;Baixa;11,0;13,5;24,5;40;75;15;14,89;6,35;🔴 Comprar agora;23,0;378,25;8571,72
PC009130;Não informado;D;Baixa;16,0;29,8;16,1;40;75;15;22,7;6,35;🔴 Comprar agora;59,0;981,68;57543,03
PC000298;Não informado;D;Baixa;23,0;7,7;89,3;40;75;15;4,09;6,35;🟡 Estoque excessivo;0,0;593,19;0,0
PC006144;Não informado;D;Baixa;11,0;4,8;68,9;40;75;15;5,3;6,35;🟢 OK;0,0;796,87;0,0
PC006603;Não informado;D;Baixa;17,0;7,1;71,6;40;75;15;5,1;6,35;🟢 OK;0,0;554,87;0,0
PC008587;Não informado;D;Baixa;10,0;39,1;7,7;40;75;15;47,56;6,35;🚨 RUPTURA IMINENTE;88,0;475,07;41672,98
PC008979;Não informado;D;Baixa;14,0;5,9;70,9;40;75;15;5,15;6,35;🟢 OK;0,0;835,82;0,0
PC001491;Não informado;D;Baixa;17,0;10,9;46,9;40;75;15;7,78;6,35;🟢 OK;0,0;514,64;0,0
PC001120;Não informado;D;Baixa;11,0;6,2;53,3;40;75;15;6,84;6,35;🟢 OK;0,0;629,18;0,0
PC004522;Não informado;D;Baixa;6,0;16,8;10,7;40;75;15;34,06;6,35;🚨 RUPTURA IMINENTE;36,0;806,54;29028,09
PC002528;Não informado;D;Baixa;16,0;17,4;27,7;40;75;15;13,2;6,35;🔴 Comprar agora;27,0;318,63;8725,54
PC008384;Não informado;D;Baixa;23,0;12,7;54,5;40;75;15;6,7;6,35;🟢 OK;0,0;383,59;0,0
PC004619;Não informado;D;Baixa;48,0;17,4;82,7;40;75;15;4,41;6,35;🟡 Estoque excessivo;0,0;285,77;0,0
PC006739;Não informado;D;Média;19,0;51,4;11,1;40;75;15;32,92;6,35;🚨 RUPTURA IMINENTE;110,0;138,32;15150,14
PC002272;Não informado;D;Baixa;9,0;11,4;23,7;40;75;15;15,42;6,35;🔴 Comprar agora;20,0;697,26;13606,25
PC003168;Não informado;D;Baixa;5,0;5,1;29,6;40;75;15;12,35;6,35;🔴 Comprar agora;8,0;682,12;5242,29
PC004736;Não informado;D;Baixa;7,0;20,0;10,5;40;75;15;34,76;6,35;🚨 RUPTURA IMINENTE;43,0;855,6;36782,79
PC003552;Não informado;D;Baixa;12,0;10,0;36,0;40;75;15;10,14;6,35;🔴 Comprar agora;13,0;360,72;4686,96
PC007914;Não informado;D;Baixa;3,0;5,4;16,7;40;75;15;21,8;6,35;🔴 Comprar agora;10,0;855,63;8928,75
PC004693;Não informado;E;Baixa;13,0;9,9;39,5;55;100;15;9,24;4,71;🔴 Comprar agora;20,0;340,31;6776,37
PC002123;Não informado;E;Baixa;55,0;26,6;62,0;55;100;15;5,89;4,71;🟢 OK;0,0;554,28;0,0
PC002144;Não informado;E;Média;14,0;25,2;16,7;55;100;15;21,9;4,71;🔴 Comprar agora;70,0;285,76;19999,96
PC006112;Não informado;E;Baixa;12,0;37,3;9,7;55;100;15;37,82;4,71;🚨 RUPTURA IMINENTE;112,0;303,12;34055,25
PC002336;Não informado;E;Baixa;12,0;26,0;13,8;55;100;15;26,4;4,71;🚨 RUPTURA IMINENTE;75,0;277,82;20783,83
PC003840;Não informado;E;Baixa;14,0;9,9;42,6;55;100;15;8,57;4,71;🔴 Comprar agora;19,0;771,64;14547,72
PC000618;Não informado;E;Baixa;9,0;6,5;41,6;55;100;15;8,77;4,71;🔴 Comprar agora;13,0;454,64;5735,72
PC009450;Não informado;E;Baixa;58,0;32,4;53,7;55;100;15;6,8;4,71;🔴 Comprar agora;50,0;124,76;6242,2
PC007507;Não informado;E;Baixa;60,0;21,6;83,2;55;100;15;4,38;4,71;🟢 OK;0,0;159,51;0,0
PC008277;Não informado;E;Baixa;11,0;4,2;77,7;55;100;15;4,7;4,71;🟢 OK;0,0;931,99;0,0
PC008339;Não informado;E;Baixa;7,0;6,1;34,3;55;100;15;10,63;4,71;🔴 Comprar agora;13,0;669,15;8959,08
PC002899;Não informado;E;Baixa;23,0;32,8;21,0;55;100;15;17,37;4,71;🔴 Comprar agora;86,0;495,46;42843,93
PC006016;Não informado;E;Baixa;46,0;16,7;82,8;55;100;15;4,41;4,71;🟢 OK;0,0;230,34;0,0
PC009363;Não informado;E;Baixa;28,0;10,0;83,6;55;100;15;4,37;4,71;🟢 OK;0,0;367,28;0,0
PC005888;Não informado;E;Baixa;21,0;7,1;89,2;55;100;15;4,09;4,71;🟢 OK;0,0;579,83;0,0
PC006677;Não informado;E;Baixa;16,0;7,5;63,8;55;100;15;5,72;4,71;🟢 OK;0,0;555,57;0,0
