Ano;mês;Filial;disponibilidades saldo;contas a receber saldo;estoque inicial do mês de mercadorias para revenda saldo;estoque final do mês de mercadorias para revenda saldo;Outros AC;Ativo NC;contas a pagar de fornecedores saldo;Passivos Financeiros;Outros PC;Passivo NC;Aporte;despesas administrativas;CMV (custo da mercadoria vendida);provisão para contribuição social;despesas comerciais;despesas com depreciações e amortizações;despesas financeiras líquidas;devoluções de vendas;provisão para imposto de renda;receitas não operacionais;receita bruta de vendas;pró-labore/distribuição de lucro;Disponibilidades entradas;Disponibilidades Saida;Centro de Custos Entradas 3;Centro de Custos Entradas 2;Centro de Custos Entradas 1;numero de vendas;impostos sobre vendas;Centro de Custos Entradas 4;Centro de Custos Saidas 1;Centro de Custos Saidas 3;Centro de Custos Saidas 4;despesas não operacionais;Centro de Custos Saidas 2;Data
2025;mai;Loja Centro;9809479,44;16441960,89;0,0;7630883,76;935639,37;0,0;11422759,08;0,0;4945954,359999999;0,0;0,0;609613,7899999999;4482832,38;63625,24;571391,76;63673,81;41477,75;62951,73;190097,62;24938,870000000003;6224007,409999999;0,0;6483785,59;5295780,59;1577413,8;1065266,43;3636246,34;0,0;0,0;204859,02;1946159,96;1464741,4100000001;184373,08;0,0;1700506,14;2025-05-01
2025;mai;(Todas as filiais);16727407,39;0,0;0,0;0,0;0,0;82653028,48;0,0;14759477,11;0,0;43294444,52;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-05-01
2025;jun;Loja Centro;9567664,56;16196454,41;0,0;7536416,94;922296,55;0,0;11297173,06;0,0;4758814,87;0,0;0,0;568898,5499999999;4323302,579999999;59025,32;533758,66;59764,67;38578,88;59120,69;177864,03;24410,07;6051882,86;0,0;6914980,33;5772607,18;1676358,81;1131542,3;3876579,87;0,0;0,0;230499,34999999998;2043062,39;1529677,46;314317,35;0,0;1885549,98;2025-06-01
2025;jun;Loja Sul;7410065,83;12468400,7;0,0;5839457,14;705909,98;0,0;8856755,27;0,0;3675875,67;0,0;0,0;437392,45;3321825,2699999996;45663,21;410171,18;45038,15;29504,93;45455,83;135252,97;18631,739999999998;4684403,0600000005;0,0;5184112,93;4329010,01;1256754,59;848309,41;2906245,17;0,0;0,0;172803,76;1531669,65;1146788,48;235641,42;0,0;1414910,46;2025-06-01
2025;jun;Loja Norte;6277666,28;10363558,78;0,0;4840370,48;604120,95;0,0;7953726,03;0,0;3127519,34;0,0;0,0;347804,66000000003;2779699,94;36416,53;325388,71;36187,91;23601,160000000003;36536,14;110265,01;15738,039999999999;3969305,4499999997;0,0;4383192,92;3744549,05;1062592,25;717249,81;2457244,46;0,0;0,0;146106,4;1295034,2;969615,47;199236,03;0,0;1280663,35;2025-06-01
2025;jun;(Todas as filiais);16228604,7;0,0;0,0;0,0;0,0;80188430,33;0,0;14319355,86;0,0;42003453,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-06-01
2025;jul;Loja Norte;6361294,14;10484351,26;0,0;4912879,98;603032,39;0,0;7587510,83;0,0;3084605,3600000003;0,0;0,0;351885,74;2731229,7399999998;36526,94;327773,66;36230,13;23706,420000000002;36532,8;109946,94;15922,1;3879301,84;0,0;5226580,7299999995;4340921,34;1268214,45;860848,63;2920736,34;0,0;0,0;176781,31;1521857,34;1160608,52;169095,34;0,0;1489360,14;2025-07-01
2025;jul;Loja Centro;9236225,73;15580962,79;0,0;7330137,53;888457,34;0,0;11035470,85;0,0;4583201,5;0,0;0,0;548024,95;4205181,33;57317,58;517524,75;57145,43;37220,229999999996;57280,41;171975,48;23360,75;5887221,95;0,0;6637796,71;5446790,28;1610641,83;1093284,18;3709357,05;0,0;0,0;224513,65;1932770,27;1473981,31;214752,17;0,0;1825286,53;2025-07-01
2025;jul;(Todas as filiais);15800444,84;0,0;0,0;0,0;0,0;78072824,19;0,0;13941584,38;0,0;40895292,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-07-01
2025;jul;Loja Sul;7161607,22;12127120,25;0,0;5576819,08;691833,11;0,0;8542083,2;0,0;3578072,71;0,0;0,0;427095,86000000004;3232456,71;44336,06;397964,31999999995;44773,24;28888,28;44373,11;132680,95;18172,33;4574102,93;0,0;4712841,9399999995;3869971,32;1143557,25;776232,74;2633647,05;0,0;0,0;159404,9;1372268,62;1046528,23;152474,31;0,0;1298700,16;2025-07-01
2025;ago;Loja Sul;7446971,8;12331566,74;0,0;5742998,2;718127,25;0,0;8168387,8;0,0;3623562,9699999997;0,0;0,0;442515,36000000004;3213585,17;45588,66;411657,26999999996;45324,26;29888,769999999997;45671,57;136119,56;18049,97;4508104,57;0,0;4964401,58;3964413,0100000002;1205640,39;815580,21;2765880,91;0,0;0,0;177300,07;1418400,51;1092168,3900000001;177300,06;0,0;1276544,05;2025-08-01
2025;ago;(Todas as filiais);15466491,27;0,0;0,0;0,0;0,0;76422686,89;0,0;13646913,26;0,0;40030931,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-08-01
2025;ago;Loja Centro;9447210,27;15919351,02;0,0;7423870,68;905540,55;0,0;10632297,09;0,0;4591725,68;0,0;0,0;565048,9500000001;4168512,2600000002;58650,85;530134,3200000001;59073,0;38251,1;58824,19;177376,63;23179,51;5780410,44;0,0;6905071,93;5564338,98;1676946,04;1134404,75;3847111,57;0,0;0,0;246609,57;1972877,77;1519115,87;246609,74;0,0;1825735,6;2025-08-01
2025;ago;Loja Norte;6152220,26;10480991,25;0,0;4911456,53;588702,84;0,0;7171768,24;0,0;2979051,81;0,0;0,0;345393,01;2667649,38;36837,44;326993,25;36593,75;23480,229999999996;36515,35;109405,13;14981,19;3769243,83;0,0;4554935,86;3710472,3899999997;1106198,75;748310,89;2537749,98;0,0;0,0;162676,24;1301410,15;1002086,0700000001;162676,24;0,0;1244299,93;2025-08-01
2025;set;(Todas as filiais);15569487,35;0,0;0,0;0,0;0,0;76931537,46;0,0;13737766,88;0,0;40297479,44;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-09-01
2025;set;Loja Centro;9172169,76;15349199,05;0,0;7121938,28;877557,39;0,0;10568403,63;0,0;4635597,79;0,0;0,0;575011,84;4199058,26;59253,71;538962,1399999999;60045,91;38730,24;59741,61;179728,02;23188,739999999998;5806797,27;0,0;7209424,19;5720458,12;1746508,42;1198186,02;4010876,79;0,0;0,0;253852,96000000002;2051131,9;1584042,47;203082,44;0,0;1882201,31;2025-09-01
2025;set;Loja Norte;5950460,56;9910596,41;0,0;4661810,59;567383,92;0,0;7106819,35;0,0;3011823,12;0,0;0,0;354093,85;2670811,71;37487,45;330441,3;37108,36;23909,81;36948,87;110814,72;15378,58;3775804,77;0,0;4577555,68;3657540,4499999997;1108929,06;760776,79;2546668,3;0,0;0,0;161181,53;1302346,94;1005772,87;128945,18;0,0;1220475,46;2025-09-01
2025;set;Loja Sul;7133582,16;12127048,68;0,0;5673766,61;691524,03;0,0;8242512,46;0,0;3635786,5300000003;0,0;0,0;449314,84;3286000,2600000002;47009,47;422677,24;46441,41;30708,43;46923,97;140230,11;18153,93;4587250,37;0,0;4815267,71;3804572,68;1166515,51;800283,99;2678916,7;0,0;0,0;169551,51;1369977,6;1058002,49;135641,32;0,0;1240951,27;2025-09-01
2025;out;(Todas as filiais);15847472,97;0,0;0,0;0,0;0,0;78305196,5;0,0;13983077,14;0,0;41017003,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-10-01
2025;out;Loja Centro;9405856,85;15785974,02;0,0;7344804,67;903983,19;0,0;10513376,62;0,0;4678777,83;0,0;0,0;587940,6600000001;4296832,46;61338,64;549837,83;61719,38;39906,43;61763,8;184797,47;24046,190000000002;5949258,98;0,0;6612492,49;5300789,07;1596118,87;1094481,57;3693875,02;0,0;0,0;228017,03000000003;1869739,12;1459308,6400000001;255379,04;0,0;1716362,27;2025-10-01
2025;out;Loja Norte;6065535,29;10186177,53;0,0;4793554,49;583193,7;0,0;7477735,09;0,0;3007967,57;0,0;0,0;359851,05;2754065,54;37152,56;335610,74;37046,15;24257,870000000003;36794,33;111653,2;15296,859999999999;3891463,02;0,0;4763434,42;3918767,8899999997;1149794,46;788430,58;2660953,03;0,0;0,0;164256,35;1346902,22;1051240,7;183967,24;0,0;1336657,73;2025-10-01
2025;out;Loja Sul;7272880,75;12239411,81;0,0;5701692,58;696288,86;0,0;8099789,39;0,0;3595965,7199999997;0,0;0,0;451976,16000000003;3291223,81;47261,11;426735,96;46930,81;30586,03;47097,95;140749,15;18351,43;4599114,56;0,0;5843904,48;4672293,88;1410597,65;967267,0;3264525,74;0,0;0,0;201514,09;1652414,4;1289689,2799999998;225695,69;0,0;1504494,51;2025-10-01
2025;nov;Loja Norte;8802390,03;15027598,95;0,0;6885781,36;828529,37;0,0;10499959,58;0,0;4321210,25;0,0;0,0;494740,79;3821084,44;52145,88;466998,34;51474,22;33619,909999999996;51100,54;152245,84;22101,600000000002;5414461,739999999;0,0;6371859,6;5169229,06;1525179,24;1059152,15;3558751,34;0,0;0,0;228776,87;1762429,13;1389607,59;254196,59;0,0;1762995,75;2025-11-01
2025;nov;Loja Sul;10391729,68;17219612,2;0,0;8151118,5;1004390,76;0,0;11827894,39;0,0;5084578,15;0,0;0,0;620461,61;4626334,859999999;64114,97;582383,66;64864,58;42267,45;64050,29;194317,23;25772,980000000003;6513578,55;0,0;8408662,0;6718402,99;2012711,7;1397716,39;4696327,38;0,0;0,0;301906,53;2325800,19;1833803,94;335451,86;0,0;2223347,0;2025-11-01
2025;nov;(Todas as filiais);22302122,9;0,0;0,0;0,0;0,0;110198755,7;0,0;19678350,21;0,0;57723164,29;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-11-01
2025;nov;Loja Centro;13327924,62;22421988,91;0,0;10457162,95;1285976,39;0,0;15434425,1;0,0;6512555,119999999;0,0;0,0;801995,2599999999;6039603,73;83538,68;748821,77;83379,1;53978,630000000005;84392,78;252042,61;33588,92;8418817,65;0,0;10049607,600000001;8056614,78;2405491,14;1670480,09;5612812,73;0,0;0,0;360823,64;2779678,8;2191669,8600000003;400915,23;0,0;2684350,89;2025-11-01
2025;dez;(Todas as filiais);27009112,85;0,0;0,0;0,0;0,0;133456709,3;0,0;23831568,22;0,0;69905915,81;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2025-12-01
2025;dez;Loja Sul;12573879,86;20717130,13;0,0;9733672,88;1189850,75;0,0;14604651,56;0,0;6168906,33;0,0;0,0;739529,1599999999;5579424,45;77080,81;689793,66;77481,52;50186,509999999995;76492,82;231544,21;31536,39;7856314,61;0,0;9292061,05;7395288,37;2193157,38;1558295,9;5194319,87;0,0;0,0;346287,9;2539445,29;1996927,7000000002;461717,2;0,0;2397198,18;2025-12-01
2025;dez;Loja Norte;10270323,79;17523293,23;0,0;8022190,24;995471,33;0,0;12700024,12;0,0;5221635,03;0,0;0,0;587415,53;4600308,050000001;60351,36;550419,38;60177,15;39428,950000000004;61704,2;184039,57;26227,39;6550434,07;0,0;7374404,09;5986289,4;1740542,57;1236701,39;4122337,59;0,0;0,0;274822,54;2015365,1;1584809,75;366429,91;0,0;2019684,64;2025-12-01
2025;dez;Loja Centro;16227215,9;27422876,97;0,0;12859347,36;1566117,46;0,0;19221862,98;0,0;8076577,24;0,0;0,0;978451,61;7356665,82;102538,0;920741,01;102307,96;66415,66;102012,75;304990,46;40921,18;10260788,75;0,0;14968141,43;11989205,98;3532853,23;2510185,24;8367283,94;0,0;0,0;557819,02;4090672,24;3216755,7;743758,48;0,0;3938019,56;2025-12-01
2026;jan;Loja Sul;8865734,35;14753155,87;0,0;6965630,03;854706,07;0,0;10319847,71;0,0;4426348,92;0,0;0,0;508185,97000000003;3803385,22;53377,62;476520,61;53257,09;34705,55;53043,94;159949,66;21470,29;5361102,32;0,0;5682806,600000001;4963985,74;1383639,85;938898,48;3162605,56;0,0;0,0;197662,71;1778965,49;1284808,38;345909,9;0,0;1554301,97;2026-01-01
2026;jan;(Todas as filiais);18485960,51;0,0;0,0;0,0;0,0;91342366,71;0,0;16311133,71;0,0;47846010,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2026-01-01
2026;jan;Loja Centro;11250010,7;18995057,68;0,0;8799242,44;1081919,64;0,0;13216076,83;0,0;5616294,01;0,0;0,0;656546,1499999999;4951750,71;67988,14;615861,94;68270,26;44363,01;68291,45;204070,95;27511,52;6897673,649999999;0,0;7675941,53;6722529,350000001;1868924,83;1268199,02;4271828,48;0,0;0,0;266989,2;2402903,45;1735430,4300000002;467231,21;0,0;2116964,26;2026-01-01
2026;jan;Loja Norte;7219595,69;12168243,57;0,0;5669736,49;686555,75;0,0;9150586,89;0,0;3602008,24;0,0;0,0;397843,95999999996;3127425,15;41453,42;372421,22;41230,02;26714,52;41445,62;124432,04;17857,18;4446514,08;0,0;5421197,24;4864769,84;1319943,58;895676,13;3017014,16;0,0;0,0;188563,37;1697070,32;1225661,9;329986,03;0,0;1612051,59;2026-01-01
2026;fev;(Todas as filiais);19148012,55;0,0;0,0;0,0;0,0;94613737,57;0,0;16895316,05;0,0;49559576,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2026-02-01
2026;fev;Loja Centro;11411970,42;19175456,68;0,0;8950128,62;1103906,57;0,0;13800809,48;0,0;5822983,97;0,0;0,0;685954,15;5145545,050000001;71342,64;642397,38;71882,45;46476,579999999994;71076,6;214502,42;28478,21;7167154,8;0,0;8309282,43;6992863,15;2038656,34;1377850,58;4639700,85;0,0;0,0;253074,65999999997;2530745,81;1883999,69;281193,98;0,0;2296923,67;2026-02-01
2026;fev;Loja Norte;7400460,43;12505109,22;0,0;5780993,65;713153,65;0,0;9258635,17;0,0;3833318,71;0,0;0,0;417408,2199999999;3252614,96;43203,86;396463,81;43388,22;28591,55;43931,01;130487,4;18520,5;4601078,03;0,0;4736838,16;4008843,49;1162168,48;785465,64;2644934,99;0,0;0,0;144269,05;1442691,79;1074003,99;160299,15;0,0;1331848,56;2026-02-01
2026;fev;Loja Sul;8992135,18;15040332,18;0,0;7064479,32;851504,15;0,0;10547270,21;0,0;4564121,27;0,0;0,0;535880,9199999999;3961489,91;56184,74;498699,8;55418,85;35962,13;55853,45;167262,81;22393,54;5570111,53;0,0;6642026,84;5552871,45;1629600,54;1101385,06;3708745,97;0,0;0,0;202295,27;2022952,26;1505975,8399999999;224772,45;0,0;1799170,9;2026-02-01
2026;mar;Loja Centro;11757975,39;19575177,18;0,0;9207109,04;1132728,94;0,0;14080374,15;0,0;6133581,77;0,0;0,0;724446,0100000001;5345736,32;75041,42;677474,75;75634,35;48960,07;75290,1;224898,55;29572,8;7409170,539999999;0,0;8611610,95;6954482,609999999;2076754,91;1412193,48;4845761,74;0,0;0,0;276900,82;2561331,28;1924459,69;207675,56;0,0;2261016,08;2026-03-01
2026;mar;(Todas as filiais);19622168,68;0,0;0,0;0,0;0,0;96956639,6;0,0;17313690,67;0,0;50786821,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2026-03-01
2026;mar;Loja Norte;7447516,23;12431981,48;0,0;5836420,17;712978,67;0,0;9584957,63;0,0;3918214,0300000003;0,0;0,0;432668,9;3308002,2399999998;45577,98;406028,45999999996;44875,49;29080,660000000003;44800,18;134020,22;18730,92;4689508,72;0,0;5263045,739999999;4351591,720000001;1269223,18;863071,84;2961521,01;0,0;0,0;169229,71000000002;1565375,36;1176146,8;126922,21;0,0;1483147,35;2026-03-01
2026;mar;Loja Sul;8978123,42;15348699,44;0,0;7053225,27;859269,3;0,0;10846808,85;0,0;4721333,95;0,0;0,0;549033,6000000001;4067585,6799999997;57212,95;516234,23;57171,37;37460,649999999994;57615,31;174246,53;22904,79;5702855,2299999995;0,0;7260592,24;5857277,100000001;1750946,72;1190643,71;4085542,35;0,0;0,0;233459,46;2159500,91;1622544,04;175094,72;0,0;1900137,43;2026-03-01
2026;abr;Loja Norte;7589048,88;12784992,33;0,0;5920091,67;736266,64;0,0;9165349,07;0,0;3790891,74;0,0;0,0;429535,82999999996;3309576,55;45486,4;406036,17000000004;44889,49;29123,829999999998;45442,64;136514,65;18719,77;4681481,93;0,0;5039735,109999999;4325643,44;1241066,14;805015,95;2851098,05;0,0;0,0;142554,97;1551332,75;1157210,32;209639,68;0,0;1407460,69;2026-04-01
2026;abr;Loja Centro;11567075,17;19389289,92;0,0;9068558,6;1102450,82;0,0;13724358,32;0,0;5813983,73;0,0;0,0;707301,3300000001;5314479,88;73841,0;666782,88;73993,85;47989,990000000005;73864,63;221804,86;29329,07;7390067,5200000005;0,0;7934299,92;6774029,6899999995;1953870,8;1267375,68;4488622,37;0,0;0,0;224431,07;2442338,5;1821852,5899999999;330045,85;0,0;2179792,75;2026-04-01
2026;abr;(Todas as filiais);19541001,73;0,0;0,0;0,0;0,0;96555502,52;0,0;17242058,99;0,0;50576694,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2026-04-01
2026;abr;Loja Sul;9119549,19;15339142,25;0,0;7175606,16;877785,74;0,0;10361253,6;0,0;4632357,09;0,0;0,0;563661,53;4067504,7899999996;57883,05;521351,05;58229,65;38016,56;57894,4;173282,46;23025,370000000003;5689702,359999999;0,0;7248254,390000001;6106106,04;1784927,82;1157791,08;4100509,99;0,0;0,0;205025,5;2231159,78;1664324,71;301508,13;0,0;1909113,42;2026-04-01
2026;mai;(Todas as filiais);19315452,14;0,0;0,0;0,0;0,0;95441108,45;0,0;17043056,7;0,0;49992949,67;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2026-05-01
2026;mai;Loja Centro;11173000,52;18907609,29;0,0;8813002,35;1071505,13;0,0;13282045,84;0,0;5759844,699999999;0,0;0,0;717310,8400000001;5289193,6899999995;74389,07;669996,24;74702,6;48410,08;74487,0;222337,95;28956,02;7314665,38;0,0;9366288,03;7676545,13;2278686,28;1538853,02;5252815,59;0,0;0,0;295933,14;2811366,06;2115922,83;266339,99;0,0;2482916,25;2026-05-01
2026;mai;Loja Norte;7426014,2;12213143,09;0,0;5664990,02;699384,57;0,0;8801768,2;0,0;3712286,48;0,0;0,0;438296,5400000001;3301249,2500000005;45909,78;409453,13;45027,06;29795,78;45521,74;136362,83;18806,58;4644277,16;0,0;5933930,2700000005;4886368,67;1443641,67;974927,02;3327875,62;0,0;0,0;187485,96;1781116,41;1340524,6600000001;168737,37;0,0;1595990,23;2026-05-01
2026;mai;Loja Sul;8704118,0;14697173,9;0,0;6900464,42;848572,67;0,0;9901483,2;0,0;4437399,03;0,0;0,0;555160,7;4019128,8000000003;57979,92;524508,1;58394,49;37662,329999999994;58206,95;176057,86;22643,079999999998;5625589,98;0,0;5530261,819999999;4466365,29;1345434,96;908605,33;3101489,59;0,0;0,0;174731,94;1659952,09;1249332,41;157258,57;0,0;1399822,22;2026-05-01
2026;jun;(Todas as filiais);18583847,49;0,0;0,0;0,0;0,0;91826096,73;0,0;16397522,7;0,0;48099384,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2026-06-01
2026;jun;Loja Centro;11333226,76;19145957,69;0,0;8904805,16;1089918,04;0,0;13171435,56;0,0;5729576,02;0,0;0,0;686018,8099999999;5087771,07;71948,69;648360,27;72039,85;46438,57;71777,72;215545,13;28332,510000000002;7054182,4399999995;0,0;8884324,17;7333301,21;2153775,6;1453798,54;4980605,93;0,0;0,0;296144,1;2624913,85;1965320,17;403832,96;0,0;2339234,23;2026-06-01
2026;jun;Loja Norte;7167549,34;11829445,91;0,0;5573685,55;682537,25;0,0;8663389,63;0,0;3587096,29;0,0;0,0;410742,87999999995;3163190,35;42320,82;378035,66000000003;42801,52;27878,130000000005;42256,22;127726,07;17709,22;4478248,49;0,0;5590805,15;4689891,46;1355346,73;914858,97;3134239,14;0,0;0,0;186360,31;1651828,8;1236753,8;254127,45;0,0;1547181,41;2026-06-01
2026;jun;Loja Sul;8654439,66;14607910,56;0,0;6803462,04;833552,76;0,0;10083898,42;0,0;4330981,55;0,0;0,0;524053,48999999993;3856721,1799999997;54458,65;491712,07999999996;53939,46;35435,43;54702,43;163040,3;21693,85;5410685,74;0,0;6270872,470000001;5188722,39;1520211,6;1026142,73;3515489,14;0,0;0,0;209029,0;1852757,82;1387193,02;285039,65;0,0;1663731,9;2026-06-01
2026;jul;Loja Centro;11115398,48;18509701,67;0,0;8688278,48;1064490,73;0,0;12936271,94;0,0;5408136,0600000005;0,0;0,0;637545,19;4867080,649999999;66596,3;599715,17;66728,66;43105,280000000006;66404,75;200293,76;26903,550000000003;6802531,18;0,0;7256897,44;5956677,05;1760864,89;1195253,68;4055324,97;0,0;0,0;245453,9;2113037,83;1611458,08;234781,96;0,0;1997399,18;2026-07-01
2026;jul;Loja Norte;6988166,55;11965478,54;0,0;5539869,86;687991,59;0,0;8784704,07;0,0;3366182,45;0,0;0,0;379069,95999999996;3038263,53;39246,36;356373,91;38794,76;25701,66;39918,75;118428,65;17335,57;4326236,2;0,0;5841362,49;4923881,14;1417389,44;962106,72;3264290,96;0,0;0,0;197575,37;1700867,42;1297126,22;188985,16;0,0;1736902,34;2026-07-01
2026;jul;Loja Sul;8550883,99;14349569,38;0,0;6679250,11;808713,8;0,0;9709183,05;0,0;4168090,22;0,0;0,0;489283,22000000003;3669521,48;50972,39;455596,06999999995;51222,01;33165,729999999996;50594,4;151753,25;21056,309999999998;5185914,609999999;0,0;7486388,72;6099441,46;1816550,12;1233052,31;4183570,11;0,0;0,0;253216,18;2179860,31;1662418,58;242206,79;0,0;2014955,78;2026-07-01
2026;jul;(Todas as filiais);17866154,7;0,0;0,0;0,0;0,0;88279852,41;0,0;15764250,49;0,0;46241830,41;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2026-07-01
