Produto;Filial;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido;FontePrevisao;ModeloUsado
PC000313;Loja Sul;Fornecedor Delta;D;Baixa;23,0;19,3;35,7;40;75;10,0;10,23;6,35;🔴 Comprar agora;25,0;250,04;6334,35;1-Config ML (Painel);Média Móvel
PC000487;Loja Sul;Fornecedor Delta;D;Baixa;105,0;17,5;180,0;40;75;10,0;2,03;6,35;🟡 Estoque excessivo;0,0;183,11;0,0;1-Config ML (Painel);Ensemble
PC000671;Loja Sul;Fornecedor Beta;D;Baixa;21,0;7,1;88,6;40;75;10,0;4,12;6,35;🟡 Estoque excessivo;0,0;176,24;0,0;1-Config ML (Painel);ARIMA
PC000761;Loja Sul;Fornecedor Gamma;D;Baixa;23,0;4,8;144,1;40;75;10,0;2,53;6,35;🟡 Estoque excessivo;0,0;208,83;0,0;1-Config ML (Painel);Ensemble
PC000719;Loja Sul;Fornecedor Delta;D;Baixa;25,0;16,3;45,9;40;75;10,0;7,95;6,35;🟢 OK;0,0;442,79;0,0;1-Config ML (Painel);Média Móvel
PC000235;Loja Sul;Fornecedor Beta;D;Baixa;26,0;4,5;173,6;40;75;10,0;2,1;6,35;🟡 Estoque excessivo;0,0;296,04;0,0;1-Config ML (Painel);ARIMA
PC000635;Loja Sul;Fornecedor Alfa;D;Baixa;60,0;3,1;579,5;40;75;10,0;0,63;6,35;🟡 Estoque excessivo;0,0;417,81;0,0;1-Config ML (Painel);ARIMA
PC000588;Loja Sul;Fornecedor Alfa;D;Baixa;53,0;6,6;240,0;40;75;10,0;1,52;6,35;🟡 Estoque excessivo;0,0;186,71;0,0;1-Config ML (Painel);Holt
PC000900;Loja Sul;Fornecedor Gamma;D;Baixa;38,0;2,9;399,6;40;75;10,0;0,91;6,35;🟡 Estoque excessivo;0,0;354,44;0,0;1-Config ML (Painel);ARIMA
PC000751;Loja Sul;Fornecedor Gamma;D;Baixa;68,0;4,5;455,9;40;75;10,0;0,8;6,35;🟡 Estoque excessivo;0,0;244,61;0,0;1-Config ML (Painel);ARIMA
PC000937;Loja Sul;Fornecedor Alfa;D;Baixa;38,0;6,9;165,6;40;75;10,0;2,2;6,35;🟡 Estoque excessivo;0,0;127,26;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000072;Loja Sul;Fornecedor Alfa;D;Baixa;67,0;8,5;237,2;40;75;10,0;1,54;6,35;🟡 Estoque excessivo;0,0;111,25;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000851;Loja Sul;Fornecedor Alfa;D;Baixa;40,0;27,0;44,4;40;75;10,0;8,22;6,35;🟢 OK;0,0;134,37;0,0;1-Config ML (Painel);Croston
PC000607;Loja Sul;Fornecedor Gamma;D;Baixa;50,0;23,0;65,2;40;75;10,0;5,6;6,35;🟢 OK;0,0;37,88;0,0;1-Config ML (Painel);Ensemble
PC000847;Loja Sul;Fornecedor Gamma;D;Baixa;58,0;17,5;99,5;40;75;10,0;3,67;6,35;🟡 Estoque excessivo;0,0;61,7;0,0;1-Config ML (Painel);SARIMAX
PC000291;Loja Sul;Fornecedor Gamma;D;Baixa;41,0;5,9;207,5;40;75;10,0;1,76;6,35;🟡 Estoque excessivo;0,0;183,44;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000300;Loja Sul;Fornecedor Delta;D;Baixa;34,0;4,1;251,6;40;75;10,0;1,45;6,35;🟡 Estoque excessivo;0,0;320,26;0,0;1-Config ML (Painel);Holt
PC000975;Loja Sul;Fornecedor Delta;D;Baixa;26,0;6,8;114,8;40;75;10,0;3,18;6,35;🟡 Estoque excessivo;0,0;140,04;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000286;Loja Sul;Fornecedor Delta;D;Baixa;116,0;4,7;734,5;40;75;10,0;0,5;6,35;🟡 Estoque excessivo;0,0;236,83;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000372;Loja Sul;Fornecedor Delta;D;Baixa;25,0;11,8;63,7;40;75;10,0;5,73;6,35;🟢 OK;0,0;87,99;0,0;1-Config ML (Painel);ARIMA
PC000587;Loja Sul;Fornecedor Alfa;D;Baixa;28,0;3,0;278,6;40;75;10,0;1,31;6,35;🟡 Estoque excessivo;0,0;315,25;0,0;1-Config ML (Painel);Prophet
PC000603;Loja Sul;Fornecedor Alfa;D;Baixa;66,0;7,9;249,8;40;75;10,0;1,46;6,35;🟡 Estoque excessivo;0,0;108,18;0,0;1-Config ML (Painel);Ensemble
PC000033;Loja Sul;Fornecedor Gamma;D;Baixa;51,0;7,4;206,4;40;75;10,0;1,77;6,35;🟡 Estoque excessivo;0,0;109,66;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000669;Loja Sul;Fornecedor Beta;D;Baixa;118,0;16,1;220,4;40;75;10,0;1,66;6,35;🟡 Estoque excessivo;0,0;59,43;0,0;1-Config ML (Painel);ARIMA
PC000791;Loja Sul;Fornecedor Alfa;D;Baixa;4,0;10,5;11,5;40;75;10,0;31,83;6,35;🔴 Comprar agora;22,0;74,37;1648,01;1-Config ML (Painel);Ensemble
PC000172;Loja Sul;Fornecedor Gamma;D;Baixa;17,0;2,1;246,4;40;75;10,0;1,48;6,35;🟡 Estoque excessivo;0,0;441,68;0,0;1-Config ML (Painel);SARIMAX
PC000856;Loja Sul;Fornecedor Delta;D;Baixa;31,0;6,6;140,1;40;75;10,0;2,6;6,35;🟡 Estoque excessivo;0,0;119,49;0,0;1-Config ML (Painel);ARIMA
PC000666;Loja Sul;Fornecedor Delta;D;Baixa;146,0;2,1;;40;75;10,0;0,17;6,35;🟡 Estoque excessivo;0,0;384,33;0,0;1-Config ML (Painel);SARIMAX
PC000401;Loja Sul;Fornecedor Beta;D;Baixa;18,0;8,6;62,8;40;75;10,0;5,81;6,35;🟢 OK;0,0;81,83;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000529;Loja Sul;Fornecedor Delta;D;Baixa;72,0;6,7;323,8;40;75;10,0;1,13;6,35;🟡 Estoque excessivo;0,0;362,94;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000381;Loja Sul;Fornecedor Beta;D;Baixa;55,0;10,5;156,5;40;75;10,0;2,33;6,35;🟡 Estoque excessivo;0,0;80,28;0,0;1-Config ML (Painel);Ensemble
PC000437;Loja Sul;Fornecedor Gamma;D;Baixa;6,0;4,8;37,1;40;75;10,0;9,83;6,35;🔴 Comprar agora;6,0;144,11;881,47;1-Config ML (Painel);ARIMA
PC000974;Loja Sul;Fornecedor Delta;D;Baixa;23,0;13,0;53,1;40;75;10,0;6,88;6,35;🟢 OK;0,0;236,99;0,0;1-Config ML (Painel);Média Móvel
PC000515;Loja Sul;Fornecedor Gamma;D;Baixa;34,0;8,3;123,1;40;75;10,0;2,96;6,35;🟡 Estoque excessivo;0,0;94,53;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000822;Loja Sul;Fornecedor Alfa;D;Baixa;2,0;12,8;4,7;40;75;10,0;78,16;6,35;🚨 RUPTURA IMINENTE;30,0;61,65;1856,95;1-Config ML (Painel);ARIMA
PC000926;Loja Sul;Fornecedor Beta;D;Baixa;60,0;16,2;111,3;40;75;10,0;3,28;6,35;🟡 Estoque excessivo;0,0;49,1;0,0;1-Config ML (Painel);Prophet
PC000461;Loja Sul;Fornecedor Beta;D;Baixa;14,0;4,1;103,4;40;75;10,0;3,53;6,35;🟡 Estoque excessivo;0,0;182,09;0,0;1-Config ML (Painel);Holt
PC000176;Loja Sul;Fornecedor Gamma;D;Baixa;5,0;3,6;42,1;40;75;10,0;8,67;6,35;🟢 OK;0,0;246,67;0,0;1-Config ML (Painel);Holt
PC000057;Loja Sul;Fornecedor Beta;D;Baixa;27,0;2,0;405,0;40;75;10,0;0,9;6,35;🟡 Estoque excessivo;0,0;347,1;0,0;1-Config ML (Painel);Holt
PC000935;Loja Sul;Fornecedor Delta;D;Baixa;44,0;2,5;517,8;40;75;10,0;0,7;6,35;🟡 Estoque excessivo;0,0;307,0;0,0;1-Config ML (Painel);Prophet
PC000457;Loja Sul;Fornecedor Gamma;D;Baixa;48,0;2,6;557,8;40;75;10,0;0,65;6,35;🟡 Estoque excessivo;0,0;312,77;0,0;1-Config ML (Painel);Prophet
PC000369;Loja Sul;Fornecedor Beta;D;Baixa;24,0;7,6;94,1;40;75;10,0;3,88;6,35;🟡 Estoque excessivo;0,0;87,42;0,0;1-Config ML (Painel);Holt
PC000333;Loja Sul;Fornecedor Gamma;D;Baixa;27,0;6,1;133,8;40;75;10,0;2,73;6,35;🟡 Estoque excessivo;0,0;108,98;0,0;1-Config ML (Painel);Ensemble
PC000450;Loja Sul;Fornecedor Alfa;E;Baixa;44,0;6,3;208,4;55;100;10,0;1,75;4,71;🟡 Estoque excessivo;0,0;310,0;0,0;1-Config ML (Painel);Média Móvel
PC000953;Loja Sul;Fornecedor Alfa;E;Baixa;49,0;10,3;142,3;55;100;10,0;2,57;4,71;🟡 Estoque excessivo;0,0;272,42;0,0;1-Config ML (Painel);Média Móvel
PC000722;Loja Sul;Fornecedor Alfa;E;Baixa;14,0;9,1;46,2;55;100;10,0;7,9;4,71;🔴 Comprar agora;16,0;61,65;1005,82;1-Config ML (Painel);SARIMAX
PC000622;Loja Sul;Fornecedor Gamma;E;Baixa;4,0;17,5;6,8;55;100;10,0;53,29;4,71;🚨 RUPTURA IMINENTE;54,0;34,58;1880,97;1-Config ML (Painel);ExponentialSmoothing
PC000319;Loja Sul;Fornecedor Beta;E;Baixa;8,0;14,0;17,1;55;100;10,0;21,31;4,71;🔴 Comprar agora;39,0;44,08;1706,1;1-Config ML (Painel);ARIMA
PC000182;Loja Sul;Fornecedor Alfa;E;Baixa;21,0;3,1;203,4;55;100;10,0;1,79;4,71;🟡 Estoque excessivo;0,0;159,11;0,0;1-Config ML (Painel);Ensemble
PC000629;Loja Sul;Fornecedor Gamma;E;Baixa;43,0;11,4;113,4;55;100;10,0;3,22;4,71;🟡 Estoque excessivo;0,0;50,73;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000961;Loja Sul;Fornecedor Delta;E;Baixa;34,0;7,9;129,7;55;100;10,0;2,81;4,71;🟡 Estoque excessivo;0,0;60,3;0,0;1-Config ML (Painel);ARIMA
PC000112;Loja Sul;Fornecedor Beta;E;Baixa;32,0;5,3;181,3;55;100;10,0;2,01;4,71;🟡 Estoque excessivo;0,0;107,2;0,0;1-Config ML (Painel);Prophet
PC000100;Loja Sul;Fornecedor Beta;E;Baixa;9,0;3,1;88,2;55;100;10,0;4,14;4,71;🟢 OK;0,0;162,76;0,0;1-Config ML (Painel);Ensemble
PC000110;Loja Sul;Fornecedor Alfa;E;Baixa;20,0;7,1;84,0;55;100;10,0;4,35;4,71;🟢 OK;0,0;76,02;0,0;1-Config ML (Painel);Holt
PC000810;Loja Sul;Fornecedor Delta;E;Baixa;52,0;9,2;169,0;55;100;10,0;2,16;4,71;🟡 Estoque excessivo;0,0;51,49;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000011;Loja Sul;Fornecedor Beta;E;Baixa;80,0;3,9;610,4;55;100;10,0;0,6;4,71;🟡 Estoque excessivo;0,0;105,77;0,0;1-Config ML (Painel);Ensemble
PC000209;Loja Sul;Fornecedor Delta;E;Baixa;47,0;3,4;410,9;55;100;10,0;0,89;4,71;🟡 Estoque excessivo;0,0;128,94;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000455;Loja Sul;Fornecedor Gamma;E;Baixa;9,0;21,2;12,7;55;100;10,0;28,69;4,71;🔴 Comprar agora;62,0;21,43;1323,38;1-Config ML (Painel);ARIMA
PC000494;Loja Sul;Fornecedor Delta;E;Baixa;38,0;8,7;131,5;55;100;10,0;2,78;4,71;🟡 Estoque excessivo;0,0;40,35;0,0;1-Config ML (Painel);ARIMA
PC000599;Loja Sul;Fornecedor Beta;E;Baixa;73,0;6,8;321,0;55;100;10,0;1,14;4,71;🟡 Estoque excessivo;0,0;45,86;0,0;1-Config ML (Painel);Ensemble
PC000284;Loja Sul;Fornecedor Beta;E;Baixa;10,0;33,1;9,1;55;100;10,0;40,29;4,71;🚨 RUPTURA IMINENTE;100,0;12,32;1236,56;1-Config ML (Painel);Ensemble
PC000677;Loja Sul;Fornecedor Gamma;E;Baixa;34,0;7,3;139,7;55;100;10,0;2,61;4,71;🟡 Estoque excessivo;0,0;43,77;0,0;1-Config ML (Painel);ARIMA
PC000388;Loja Sul;Fornecedor Gamma;E;Baixa;47,0;4,9;285,5;55;100;10,0;1,28;4,71;🟡 Estoque excessivo;0,0;65,85;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000795;Loja Sul;Fornecedor Alfa;E;Baixa;37,0;11,6;95,8;55;100;10,0;3,81;4,71;🟢 OK;0,0;26,42;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000730;Loja Sul;Fornecedor Gamma;E;Baixa;24,0;4,3;166,2;55;100;10,0;2,2;4,71;🟡 Estoque excessivo;0,0;279,93;0,0;1-Config ML (Painel);Média Móvel
PC000067;Loja Sul;Fornecedor Alfa;E;Baixa;62,0;11,7;159,4;55;100;10,0;2,29;4,71;🟡 Estoque excessivo;0,0;113,54;0,0;1-Config ML (Painel);Média Móvel
PC000014;Loja Sul;Fornecedor Alfa;E;Baixa;17,0;10,6;48,3;55;100;10,0;7,55;4,71;🔴 Comprar agora;18,0;25,43;462,07;1-Config ML (Painel);ExponentialSmoothing
PC000459;Loja Sul;Fornecedor Gamma;E;Baixa;32,0;2,7;357,9;55;100;10,0;1,02;4,71;🟡 Estoque excessivo;0,0;103,33;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000802;Loja Sul;Fornecedor Gamma;E;Baixa;34,0;7,0;145,7;55;100;10,0;2,5;4,71;🟡 Estoque excessivo;0,0;333,98;0,0;1-Config ML (Painel);Média Móvel
PC000656;Loja Sul;Fornecedor Alfa;E;Baixa;43,0;5,0;258,0;55;100;10,0;1,41;4,71;🟡 Estoque excessivo;0,0;422,14;0,0;1-Config ML (Painel);Média Móvel
PC000022;Loja Sul;Fornecedor Gamma;E;Baixa;11,0;2,9;112,5;55;100;10,0;3,24;4,71;🟡 Estoque excessivo;0,0;139,43;0,0;1-Config ML (Painel);ARIMA
PC000695;Loja Sul;Fornecedor Beta;E;Baixa;55,0;11,0;150,0;55;100;10,0;2,43;4,71;🟡 Estoque excessivo;0,0;170,45;0,0;1-Config ML (Painel);Média Móvel
PC000690;Loja Sul;Fornecedor Beta;E;Baixa;68,0;1,0;;55;100;10,0;0,18;4,71;🟡 Estoque excessivo;0,0;346,05;0,0;1-Config ML (Painel);ARIMA
PC000101;Loja Sul;Fornecedor Beta;E;Baixa;62,0;10,7;174,1;55;100;10,0;2,1;4,71;🟡 Estoque excessivo;0,0;33,57;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000598;Loja Sul;Fornecedor Alfa;E;Baixa;18,0;8,2;66,2;55;100;10,0;5,51;4,71;🟢 OK;0,0;43,1;0,0;1-Config ML (Painel);ARIMA
PC000958;Loja Sul;Fornecedor Alfa;E;Baixa;94,0;2,0;;55;100;10,0;0,26;4,71;🟡 Estoque excessivo;0,0;194,19;0,0;1-Config ML (Painel);ARIMA
PC000133;Loja Sul;Fornecedor Delta;E;Baixa;8,0;8,1;29,5;55;100;10,0;12,38;4,71;🔴 Comprar agora;19,0;43,82;838,84;1-Config ML (Painel);Holt
PC000460;Loja Sul;Fornecedor Beta;E;Baixa;35,0;1,0;;55;100;10,0;0,35;4,71;🟡 Estoque excessivo;0,0;299,23;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000498;Loja Sul;Fornecedor Delta;E;Média;19,0;1,1;500,5;55;100;10,0;0,73;4,71;🟡 Estoque excessivo;0,0;212,86;0,0;1-Config ML (Painel);Ensemble
PC000984;Loja Sul;Fornecedor Beta;E;Média;4,0;1,3;94,2;55;100;10,0;3,87;4,71;🟢 OK;0,0;221,47;0,0;1-Config ML (Painel);ARIMA
PC000776;Loja Sul;Fornecedor Beta;E;Baixa;26,0;9,0;86,7;55;100;10,0;4,21;4,71;🟢 OK;0,0;147,41;0,0;1-Config ML (Painel);Média Móvel
PC000998;Loja Sul;Fornecedor Gamma;E;Baixa;28,0;6,2;134,4;55;100;10,0;2,72;4,71;🟡 Estoque excessivo;0,0;38,48;0,0;1-Config ML (Painel);Prophet
PC000939;Loja Sul;Fornecedor Delta;E;Baixa;16,0;3,0;160,0;55;100;10,0;2,28;4,71;🟡 Estoque excessivo;0,0;228,23;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000614;Loja Sul;Fornecedor Alfa;E;Baixa;34,0;10,0;102,0;55;100;10,0;3,58;4,71;🟡 Estoque excessivo;0,0;151,36;0,0;1-Config ML (Painel);Média Móvel
PC000301;Loja Sul;Fornecedor Delta;E;Baixa;14,0;9,6;43,6;55;100;10,0;8,38;4,71;🔴 Comprar agora;18,0;21,96;398,15;1-Config ML (Painel);Ensemble
PC000516;Loja Sul;Fornecedor Delta;E;Baixa;15,0;19,4;23,2;55;100;10,0;15,7;4,71;🔴 Comprar agora;50,0;11,34;561,7;1-Config ML (Painel);Ensemble
PC000593;Loja Sul;Fornecedor Beta;E;Baixa;38,0;3,0;379,4;55;100;10,0;0,96;4,71;🟡 Estoque excessivo;0,0;64,75;0,0;1-Config ML (Painel);ARIMA
PC000641;Loja Sul;Fornecedor Delta;E;Baixa;13,0;3,1;124,2;55;100;10,0;2,94;4,71;🟡 Estoque excessivo;0,0;246,66;0,0;1-Config ML (Painel);Croston
PC000435;Loja Sul;Fornecedor Delta;E;Baixa;21,0;10,0;63,0;55;100;10,0;5,79;4,71;🟢 OK;0,0;69,73;0,0;1-Config ML (Painel);Média Móvel
PC000050;Loja Sul;Fornecedor Delta;E;Baixa;55,0;9,5;173,1;55;100;10,0;2,11;4,71;🟡 Estoque excessivo;0,0;17,4;0,0;1-Config ML (Painel);ARIMA
PC000651;Loja Sul;Fornecedor Gamma;E;Baixa;40,0;7,5;159,3;55;100;10,0;2,29;4,71;🟡 Estoque excessivo;0,0;23,98;0,0;1-Config ML (Painel);Ensemble
PC000298;Loja Sul;Fornecedor Beta;E;Baixa;27,0;18,7;43,4;55;100;10,0;8,41;4,71;🔴 Comprar agora;35,0;54,22;1909,74;1-Config ML (Painel);Média Móvel
PC000867;Loja Sul;Fornecedor Alfa;E;Baixa;81,0;5,0;483,9;55;100;10,0;0,75;4,71;🟡 Estoque excessivo;0,0;27,08;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000202;Loja Sul;Fornecedor Beta;E;Baixa;17,0;6,2;81,9;55;100;10,0;4,46;4,71;🟢 OK;0,0;18,87;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000203;Loja Sul;Fornecedor Delta;E;Baixa;8,0;21,0;11,4;55;100;10,0;31,94;4,71;🔴 Comprar agora;62,0;17,78;1102,35;1-Config ML (Painel);Média Móvel
PC000340;Loja Sul;Fornecedor Gamma;E;Baixa;7,0;5,6;37,3;55;100;10,0;9,78;4,71;🔴 Comprar agora;12,0;21,55;253,36;1-Config ML (Painel);ARIMA
PC000902;Loja Sul;Fornecedor Alfa;E;Baixa;36,0;9,6;112,6;55;100;10,0;3,24;4,71;🟡 Estoque excessivo;0,0;10,31;0,0;1-Config ML (Painel);ARIMA
PC000073;Loja Sul;Fornecedor Alfa;E;Baixa;71,0;3,2;668,7;55;100;10,0;0,55;4,71;🟡 Estoque excessivo;0,0;26,61;0,0;1-Config ML (Painel);SARIMAX
PC000605;Loja Sul;Fornecedor Beta;E;Baixa;22,0;2,4;275,4;55;100;10,0;1,33;4,71;🟡 Estoque excessivo;0,0;38,69;0,0;1-Config ML (Painel);Prophet
PC000577;Loja Sul;Fornecedor Alfa;E;Baixa;33,0;2,6;382,6;55;100;10,0;0,95;4,71;🟡 Estoque excessivo;0,0;18,45;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000169;Loja Sul;Fornecedor Alfa;E;Baixa;34,0;3,3;307,5;55;100;10,0;1,19;4,71;🟡 Estoque excessivo;0,0;10,82;0,0;1-Config ML (Painel);Ensemble
