Produto;Filial;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido;FontePrevisao;ModeloUsado
PC000947;Loja Centro;Fornecedor Gamma;D;Baixa;72,0;8,8;245,4;40;75;10,0;1,49;6,35;🟡 Estoque excessivo;0,0;202,57;0,0;1-Config ML (Painel);ARIMA
PC000564;Loja Centro;Fornecedor Alfa;D;Baixa;22,0;11,4;57,9;40;75;10,0;6,31;6,35;🟢 OK;0,0;129,46;0,0;1-Config ML (Painel);Prophet
PC000172;Loja Centro;Fornecedor Gamma;D;Baixa;97,0;3,7;791,4;40;75;10,0;0,46;6,35;🟡 Estoque excessivo;0,0;441,68;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000333;Loja Centro;Fornecedor Gamma;D;Baixa;71,0;15,8;134,5;40;75;10,0;2,71;6,35;🟡 Estoque excessivo;0,0;108,98;0,0;1-Config ML (Painel);SARIMAX
PC000611;Loja Centro;Fornecedor Alfa;D;Baixa;17,0;17,7;28,9;40;75;10,0;12,64;6,35;🔴 Comprar agora;27,0;396,99;10784,89;1-Config ML (Painel);Média Móvel
PC000813;Loja Centro;Fornecedor Beta;D;Baixa;30,0;13,1;68,9;40;75;10,0;5,3;6,35;🟢 OK;0,0;125,15;0,0;1-Config ML (Painel);SARIMAX
PC000149;Loja Centro;Fornecedor Beta;D;Baixa;20,0;5,0;120,5;40;75;10,0;3,03;6,35;🟡 Estoque excessivo;0,0;383,96;0,0;1-Config ML (Painel);Ensemble
PC000603;Loja Centro;Fornecedor Alfa;D;Baixa;82,0;14,0;176,0;40;75;10,0;2,07;6,35;🟡 Estoque excessivo;0,0;108,18;0,0;1-Config ML (Painel);ARIMA
PC000562;Loja Centro;Fornecedor Beta;D;Baixa;51,0;13,9;110,3;40;75;10,0;3,31;6,35;🟡 Estoque excessivo;0,0;112,7;0,0;1-Config ML (Painel);Prophet
PC000699;Loja Centro;Fornecedor Beta;D;Baixa;30,0;4,0;222,4;40;75;10,0;1,64;6,35;🟡 Estoque excessivo;0,0;433,7;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000072;Loja Centro;Fornecedor Alfa;D;Baixa;26,0;12,1;64,4;40;75;10,0;5,67;6,35;🟢 OK;0,0;111,25;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000165;Loja Centro;Fornecedor Beta;D;Baixa;48,0;20,9;68,8;40;75;10,0;5,3;6,35;🟢 OK;0,0;79,06;0,0;1-Config ML (Painel);ARIMA
PC000723;Loja Centro;Fornecedor Beta;D;Baixa;27,0;12,5;65,0;40;75;10,0;5,61;6,35;🟢 OK;0,0;142,05;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000168;Loja Centro;Fornecedor Delta;D;Baixa;58,0;5,3;325,3;40;75;10,0;1,12;6,35;🟡 Estoque excessivo;0,0;232,3;0,0;1-Config ML (Painel);SARIMAX
PC000153;Loja Centro;Fornecedor Gamma;D;Baixa;28,0;5,3;157,6;40;75;10,0;2,32;6,35;🟡 Estoque excessivo;0,0;316,28;0,0;1-Config ML (Painel);ARIMA
PC000005;Loja Centro;Fornecedor Delta;D;Baixa;7,0;4,5;46,4;40;75;10,0;7,87;6,35;🟢 OK;0,0;364,5;0,0;1-Config ML (Painel);ARIMA
PC000112;Loja Centro;Fornecedor Beta;D;Baixa;53,0;10,4;153,4;40;75;10,0;2,38;6,35;🟡 Estoque excessivo;0,0;107,2;0,0;1-Config ML (Painel);SARIMAX
PC000975;Loja Centro;Fornecedor Delta;D;Baixa;21,0;9,7;65,0;40;75;10,0;5,62;6,35;🟢 OK;0,0;140,04;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000765;Loja Centro;Fornecedor Gamma;D;Baixa;39,0;16,6;70,3;40;75;10,0;5,19;6,35;🟢 OK;0,0;74,32;0,0;1-Config ML (Painel);ARIMA
PC000319;Loja Centro;Fornecedor Beta;D;Baixa;102,0;27,8;109,9;40;75;10,0;3,32;6,35;🟡 Estoque excessivo;0,0;44,08;0,0;1-Config ML (Painel);Prophet
PC000563;Loja Centro;Fornecedor Alfa;D;Baixa;46,0;3,4;404,4;40;75;10,0;0,9;6,35;🟡 Estoque excessivo;0,0;352,99;0,0;1-Config ML (Painel);ARIMA
PC000459;Loja Centro;Fornecedor Gamma;D;Baixa;31,0;11,0;84,8;40;75;10,0;4,3;6,35;🟡 Estoque excessivo;0,0;103,33;0,0;1-Config ML (Painel);Ensemble
PC000375;Loja Centro;Fornecedor Gamma;D;Baixa;53,0;12,1;131,4;40;75;10,0;2,78;6,35;🟡 Estoque excessivo;0,0;117,28;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000381;Loja Centro;Fornecedor Beta;D;Baixa;17,0;14,0;36,3;40;75;10,0;10,04;6,35;🔴 Comprar agora;18,0;80,28;1451,19;1-Config ML (Painel);ExponentialSmoothing
PC000209;Loja Centro;Fornecedor Delta;D;Baixa;36,0;8,3;130,1;40;75;10,0;2,81;6,35;🟡 Estoque excessivo;0,0;128,94;0,0;1-Config ML (Painel);Prophet
PC000558;Loja Centro;Fornecedor Beta;D;Baixa;13,0;6,3;62,2;40;75;10,0;5,87;6,35;🟢 OK;0,0;189,67;0,0;1-Config ML (Painel);Ensemble
PC000318;Loja Centro;Fornecedor Beta;D;Baixa;32,0;19,3;49,7;40;75;10,0;7,35;6,35;🟢 OK;0,0;331,36;0,0;1-Config ML (Painel);Média Móvel
PC000133;Loja Centro;Fornecedor Delta;D;Baixa;27,0;26,4;30,6;40;75;10,0;11,91;6,35;🔴 Comprar agora;39,0;43,82;1713,11;1-Config ML (Painel);ExponentialSmoothing
PC000598;Loja Centro;Fornecedor Alfa;D;Baixa;107,0;22,3;143,8;40;75;10,0;2,54;6,35;🟡 Estoque excessivo;0,0;43,1;0,0;1-Config ML (Painel);Ensemble
PC000110;Loja Centro;Fornecedor Alfa;D;Baixa;28,0;11,3;74,2;40;75;10,0;4,92;6,35;🟢 OK;0,0;76,02;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000423;Loja Centro;Fornecedor Alfa;D;Baixa;13,0;33,2;11,7;40;75;10,0;31,07;6,35;🔴 Comprar agora;70,0;26,38;1846,51;1-Config ML (Painel);SARIMAX
PC000348;Loja Centro;Fornecedor Delta;D;Baixa;78,0;37,7;62,1;40;75;10,0;5,88;6,35;🟢 OK;0,0;172,0;0,0;1-Config ML (Painel);Média Móvel
PC000961;Loja Centro;Fornecedor Delta;D;Baixa;10,0;13,8;21,7;40;75;10,0;16,78;6,35;🔴 Comprar agora;24,0;60,3;1476,66;1-Config ML (Painel);ARIMA
PC000791;Loja Centro;Fornecedor Alfa;D;Baixa;66,0;13,8;143,4;40;75;10,0;2,54;6,35;🟡 Estoque excessivo;0,0;74,37;0,0;1-Config ML (Painel);SARIMAX
PC000313;Loja Centro;Fornecedor Delta;D;Baixa;82,0;3,9;635,8;40;75;10,0;0,57;6,35;🟡 Estoque excessivo;0,0;250,04;0,0;1-Config ML (Painel);ARIMA
PC000372;Loja Centro;Fornecedor Delta;D;Baixa;15,0;11,2;40,1;40;75;10,0;9,11;6,35;🟢 OK;0,0;87,99;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000471;Loja Centro;Fornecedor Beta;E;Baixa;29,0;2,7;325,2;55;100;10,0;1,12;4,71;🟡 Estoque excessivo;0,0;258,62;0,0;1-Config ML (Painel);Ensemble
PC000599;Loja Centro;Fornecedor Beta;E;Baixa;22,0;17,1;38,5;55;100;10,0;9,48;4,71;🔴 Comprar agora;35,0;45,86;1611,93;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000343;Loja Centro;Fornecedor Delta;E;Baixa;37,0;2,2;509,2;55;100;10,0;0,72;4,71;🟡 Estoque excessivo;0,0;391,78;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000601;Loja Centro;Fornecedor Alfa;E;Baixa;47,0;9,8;143,4;55;100;10,0;2,54;4,71;🟡 Estoque excessivo;0,0;92,81;0,0;1-Config ML (Painel);Prophet
PC000645;Loja Centro;Fornecedor Delta;E;Baixa;16,0;14,7;32,6;55;100;10,0;11,19;4,71;🔴 Comprar agora;33,0;47,39;1565,7;1-Config ML (Painel);Holt
PC000822;Loja Centro;Fornecedor Alfa;E;Baixa;29,0;12,4;70,2;55;100;10,0;5,2;4,71;🟢 OK;0,0;61,65;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000958;Loja Centro;Fornecedor Alfa;E;Baixa;62,0;18,7;99,6;55;100;10,0;3,66;4,71;🟢 OK;0,0;194,19;0,0;1-Config ML (Painel);Média Móvel
PC000292;Loja Centro;Fornecedor Delta;E;Baixa;29,0;13,2;66,1;55;100;10,0;5,53;4,71;🟢 OK;0,0;66,66;0,0;1-Config ML (Painel);ARIMA
PC000441;Loja Centro;Fornecedor Beta;E;Baixa;7,0;11,3;18,5;55;100;10,0;19,7;4,71;🔴 Comprar agora;31,0;436,7;13440,66;1-Config ML (Painel);Média Móvel
PC000435;Loja Centro;Fornecedor Delta;E;Baixa;101,0;8,6;352,3;55;100;10,0;1,04;4,71;🟡 Estoque excessivo;0,0;69,73;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000593;Loja Centro;Fornecedor Beta;E;Baixa;54,0;9,6;168,1;55;100;10,0;2,17;4,71;🟡 Estoque excessivo;0,0;64,75;0,0;1-Config ML (Painel);ARIMA
PC000589;Loja Centro;Fornecedor Beta;E;Baixa;7,0;3,3;64,4;55;100;10,0;5,67;4,71;🟢 OK;0,0;197,26;0,0;1-Config ML (Painel);Prophet
PC000191;Loja Centro;Fornecedor Delta;E;Baixa;8,0;14,1;17,0;55;100;10,0;21,43;4,71;🔴 Comprar agora;39,0;37,77;1472,1;1-Config ML (Painel);ExponentialSmoothing
PC000340;Loja Centro;Fornecedor Gamma;E;Baixa;45,0;30,6;44,1;55;100;10,0;8,28;4,71;🔴 Comprar agora;57,0;21,55;1229,58;1-Config ML (Painel);Prophet
PC000100;Loja Centro;Fornecedor Beta;E;Baixa;21,0;29,0;21,7;55;100;10,0;16,8;4,71;🔴 Comprar agora;76,0;162,76;12315,51;1-Config ML (Painel);Média Móvel
PC000671;Loja Centro;Fornecedor Beta;E;Baixa;24,0;11,4;63,2;55;100;10,0;5,78;4,71;🟢 OK;0,0;176,24;0,0;1-Config ML (Painel);Ensemble
PC000776;Loja Centro;Fornecedor Beta;E;Baixa;17,0;3,5;146,7;55;100;10,0;2,49;4,71;🟡 Estoque excessivo;0,0;147,41;0,0;1-Config ML (Painel);ARIMA
PC000043;Loja Centro;Fornecedor Gamma;E;Baixa;33,0;4,0;249,9;55;100;10,0;1,46;4,71;🟡 Estoque excessivo;0,0;148,89;0,0;1-Config ML (Painel);ARIMA
PC000298;Loja Centro;Fornecedor Beta;E;Baixa;63,0;11,1;171,0;55;100;10,0;2,13;4,71;🟡 Estoque excessivo;0,0;54,22;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000238;Loja Centro;Fornecedor Gamma;E;Baixa;9,0;24,7;10,9;55;100;10,0;33,35;4,71;🔴 Comprar agora;73,0;217,16;15900,95;1-Config ML (Painel);Média Móvel
PC000101;Loja Centro;Fornecedor Beta;E;Baixa;65,0;18,0;108,4;55;100;10,0;3,37;4,71;🟡 Estoque excessivo;0,0;33,57;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000656;Loja Centro;Fornecedor Alfa;E;Média;8,0;1,1;222,8;55;100;10,0;1,64;4,71;🟡 Estoque excessivo;0,0;422,14;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000240;Loja Centro;Fornecedor Alfa;E;Baixa;45,0;6,8;197,1;55;100;10,0;1,85;4,71;🟡 Estoque excessivo;0,0;90,0;0,0;1-Config ML (Painel);Holt
PC000901;Loja Centro;Fornecedor Delta;E;Baixa;94,0;2,2;;55;100;10,0;0,28;4,71;🟡 Estoque excessivo;0,0;252,97;0,0;1-Config ML (Painel);ARIMA
PC000494;Loja Centro;Fornecedor Delta;E;Baixa;36,0;12,2;88,2;55;100;10,0;4,14;4,71;🟢 OK;0,0;40,35;0,0;1-Config ML (Painel);SARIMAX
PC000506;Loja Centro;Fornecedor Gamma;E;Baixa;13,0;2,7;145,5;55;100;10,0;2,51;4,71;🟡 Estoque excessivo;0,0;184,28;0,0;1-Config ML (Painel);ARIMA
PC000867;Loja Centro;Fornecedor Alfa;E;Baixa;36,0;18,3;59,0;55;100;10,0;6,19;4,71;🟢 OK;0,0;27,08;0,0;1-Config ML (Painel);SARIMAX
PC000607;Loja Centro;Fornecedor Gamma;E;Baixa;16,0;11,6;41,5;55;100;10,0;8,8;4,71;🔴 Comprar agora;23,0;37,88;854,69;1-Config ML (Painel);ExponentialSmoothing
PC000011;Loja Centro;Fornecedor Beta;E;Baixa;10,0;3,2;93,7;55;100;10,0;3,89;4,71;🟢 OK;0,0;105,77;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000834;Loja Centro;Fornecedor Beta;E;Média;53,0;1,0;;55;100;10,0;0,23;4,71;🟡 Estoque excessivo;0,0;338,65;0,0;1-Config ML (Painel);SARIMAX
PC000516;Loja Centro;Fornecedor Delta;E;Baixa;19,0;41,2;13,9;55;100;10,0;26,35;4,71;🔴 Comprar agora;118,0;11,34;1340,17;1-Config ML (Painel);ExponentialSmoothing
PC000926;Loja Centro;Fornecedor Beta;E;Baixa;47,0;29,3;48,1;55;100;10,0;7,59;4,71;🔴 Comprar agora;51,0;49,1;2493,2;1-Config ML (Painel);Média Móvel
PC000284;Loja Centro;Fornecedor Beta;E;Baixa;27,0;30,0;27,0;55;100;10,0;13,52;4,71;🔴 Comprar agora;73,0;12,32;899,77;1-Config ML (Painel);Ensemble
PC000033;Loja Centro;Fornecedor Gamma;E;Baixa;16,0;13,7;35,1;55;100;10,0;10,39;4,71;🔴 Comprar agora;30,0;109,66;3241,07;1-Config ML (Painel);Média Móvel
PC000998;Loja Centro;Fornecedor Gamma;E;Baixa;31,0;10,3;90,0;55;100;10,0;4,06;4,71;🟢 OK;0,0;38,48;0,0;1-Config ML (Painel);Prophet
PC000073;Loja Centro;Fornecedor Alfa;E;Baixa;16,0;15,7;30,5;55;100;10,0;11,96;4,71;🔴 Comprar agora;36,0;26,61;969,42;1-Config ML (Painel);Ensemble
PC000651;Loja Centro;Fornecedor Gamma;E;Baixa;36,0;14,3;75,4;55;100;10,0;4,84;4,71;🟢 OK;0,0;23,98;0,0;1-Config ML (Painel);ARIMA
PC000203;Loja Centro;Fornecedor Delta;E;Baixa;104,0;15,2;205,1;55;100;10,0;1,78;4,71;🟡 Estoque excessivo;0,0;17,78;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000621;Loja Centro;Fornecedor Gamma;E;Baixa;46,0;10,0;138,0;55;100;10,0;2,64;4,71;🟡 Estoque excessivo;0,0;213,62;0,0;1-Config ML (Painel);Média Móvel
PC000868;Loja Centro;Fornecedor Gamma;E;Baixa;35,0;4,1;254,1;55;100;10,0;1,44;4,71;🟡 Estoque excessivo;0,0;80,85;0,0;1-Config ML (Painel);ARIMA
PC000722;Loja Centro;Fornecedor Alfa;E;Baixa;68,0;5,1;400,6;55;100;10,0;0,91;4,71;🟡 Estoque excessivo;0,0;61,65;0,0;1-Config ML (Painel);Holt
PC000301;Loja Centro;Fornecedor Delta;E;Baixa;58,0;12,0;145,2;55;100;10,0;2,51;4,71;🟡 Estoque excessivo;0,0;21,96;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000605;Loja Centro;Fornecedor Beta;E;Baixa;42,0;7,7;163,6;55;100;10,0;2,23;4,71;🟡 Estoque excessivo;0,0;38,69;0,0;1-Config ML (Painel);Prophet
PC000795;Loja Centro;Fornecedor Alfa;E;Baixa;27,0;11,9;68,0;55;100;10,0;5,37;4,71;🟢 OK;0,0;26,42;0,0;1-Config ML (Painel);Prophet
PC000617;Loja Centro;Fornecedor Delta;E;Baixa;32,0;4,3;221,5;55;100;10,0;1,65;4,71;🟡 Estoque excessivo;0,0;447,41;0,0;1-Config ML (Painel);Média Móvel
PC000455;Loja Centro;Fornecedor Gamma;E;Baixa;55,0;11,2;147,8;55;100;10,0;2,47;4,71;🟡 Estoque excessivo;0,0;21,43;0,0;1-Config ML (Painel);Ensemble
PC000622;Loja Centro;Fornecedor Gamma;E;Baixa;49,0;6,9;211,9;55;100;10,0;1,72;4,71;🟡 Estoque excessivo;0,0;34,58;0,0;1-Config ML (Painel);Holt
PC000014;Loja Centro;Fornecedor Alfa;E;Baixa;41,0;8,8;139,4;55;100;10,0;2,62;4,71;🟡 Estoque excessivo;0,0;25,43;0,0;1-Config ML (Painel);Prophet
PC000067;Loja Centro;Fornecedor Alfa;E;Baixa;71,0;5,6;379,8;55;100;10,0;0,96;4,71;🟡 Estoque excessivo;0,0;113,54;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000677;Loja Centro;Fornecedor Gamma;E;Baixa;36,0;4,9;219,3;55;100;10,0;1,66;4,71;🟡 Estoque excessivo;0,0;43,77;0,0;1-Config ML (Painel);Ensemble
PC000614;Loja Centro;Fornecedor Alfa;E;Baixa;15,0;1,0;450,0;55;100;10,0;0,81;4,71;🟡 Estoque excessivo;0,0;151,36;0,0;1-Config ML (Painel);ARIMA
PC000050;Loja Centro;Fornecedor Delta;E;Baixa;46,0;9,4;146,1;55;100;10,0;2,5;4,71;🟡 Estoque excessivo;0,0;17,4;0,0;1-Config ML (Painel);ExponentialSmoothing
PC000577;Loja Centro;Fornecedor Alfa;E;Baixa;55,0;27,3;60,4;55;100;10,0;6,05;4,71;🟢 OK;0,0;18,45;0,0;1-Config ML (Painel);Média Móvel
PC000202;Loja Centro;Fornecedor Beta;E;Baixa;36,0;6,6;163,1;55;100;10,0;2,24;4,71;🟡 Estoque excessivo;0,0;18,87;0,0;1-Config ML (Painel);ARIMA
PC000902;Loja Centro;Fornecedor Alfa;E;Baixa;28,0;13,2;63,7;55;100;10,0;5,73;4,71;🟢 OK;0,0;10,31;0,0;1-Config ML (Painel);ARIMA
PC000498;Loja Centro;Fornecedor Delta;E;Baixa;26,0;2,0;390,0;55;100;10,0;0,94;4,71;🟡 Estoque excessivo;0,0;212,86;0,0;1-Config ML (Painel);SARIMAX (c/ sazonalidade+promoção)
PC000629;Loja Centro;Fornecedor Gamma;E;Baixa;88,0;2,0;;55;100;10,0;0,27;4,71;🟡 Estoque excessivo;0,0;50,73;0,0;1-Config ML (Painel);ExponentialSmoothing
