Produto;DataEvento;MesHorizonte;QtdComprar;ValorCompra;Urgencia;Classe;Fornecedor;CicloDias;FrequenciaAno
PC000665;02/12/2026;5;24,0;10751,25;🟡 Planejado;A;Fornecedor Gamma;10,0;35,3
PC000665;17/12/2026;5;22,0;9720,96;🟡 Planejado;A;Fornecedor Gamma;10,0;35,3
PC000665;03/01/2027;6;20,0;8713,93;🟡 Planejado;A;Fornecedor Gamma;12,0;31,5
PC000665;19/01/2027;6;21,0;9252,34;🟡 Planejado;A;Fornecedor Gamma;12,0;31,5
PC000357;28/08/2026;1;17,0;6820,75;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;14,0;26,5
PC000357;13/09/2026;2;17,0;6831,87;🟡 Planejado;A;Fornecedor Delta;14,0;26,1
PC000357;29/09/2026;2;17,0;6973,59;🟡 Planejado;A;Fornecedor Delta;14,0;26,1
PC000357;13/10/2026;3;18,0;7414,08;🟡 Planejado;A;Fornecedor Delta;13,0;28,0
PC000357;28/10/2026;3;17,0;7017,81;🟡 Planejado;A;Fornecedor Delta;13,0;28,0
PC000357;10/11/2026;4;20,0;8135,1;🟡 Planejado;A;Fornecedor Delta;12,0;31,2
PC000357;26/11/2026;4;21,0;8327,92;🟡 Planejado;A;Fornecedor Delta;12,0;31,2
PC000357;07/12/2026;5;24,0;9656,44;🟡 Planejado;A;Fornecedor Delta;10,0;37,7
PC000357;23/12/2026;5;25,0;10075,02;🟡 Planejado;A;Fornecedor Delta;10,0;37,7
PC000357;09/01/2027;6;23,0;9484,22;🟡 Planejado;A;Fornecedor Delta;10,0;35,9
PC000357;25/01/2027;6;24,0;9574,31;🟡 Planejado;A;Fornecedor Delta;10,0;35,9
PC000343;04/08/2026;1;39,0;15108,84;🚨 Urgente (até 7 dias);A;Fornecedor Delta;10,0;37,3
PC000343;19/08/2026;1;23,0;9016,87;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;10,0;37,3
PC000343;04/09/2026;2;23,0;8834,77;🟡 Planejado;A;Fornecedor Delta;10,0;35,8
PC000343;19/09/2026;2;22,0;8649,73;🟡 Planejado;A;Fornecedor Delta;10,0;35,8
PC000343;03/10/2026;3;30,0;11626,54;🟡 Planejado;A;Fornecedor Delta;9,0;42,9
PC000343;18/10/2026;3;26,0;10369,15;🟡 Planejado;A;Fornecedor Delta;9,0;42,9
PC000343;03/11/2026;4;27,0;10438,52;🟡 Planejado;A;Fornecedor Delta;9,0;41,7
PC000343;19/11/2026;4;27,0;10749,47;🟡 Planejado;A;Fornecedor Delta;9,0;41,7
PC000343;02/12/2026;5;38,0;15080,25;🟡 Planejado;A;Fornecedor Delta;7,0;54,4
PC000343;18/12/2026;5;36,0;14024,99;🟡 Planejado;A;Fornecedor Delta;7,0;54,4
PC000343;02/01/2027;6;35,0;13898,09;🟡 Planejado;A;Fornecedor Delta;7,0;55,9
PC000343;17/01/2027;6;34,0;13499,83;🟡 Planejado;A;Fornecedor Delta;7,0;55,9
PC000355;09/09/2026;2;27,0;6034,96;🟡 Planejado;A;Fornecedor Gamma;8,0;43,4
PC000355;24/09/2026;2;27,0;5975,34;🟡 Planejado;A;Fornecedor Gamma;8,0;43,4
PC000355;07/10/2026;3;31,0;6838,44;🟡 Planejado;A;Fornecedor Gamma;8,0;48,6
PC000355;22/10/2026;3;30,0;6686,69;🟡 Planejado;A;Fornecedor Gamma;8,0;48,6
PC000355;05/11/2026;4;33,0;7290,66;🟡 Planejado;A;Fornecedor Gamma;7,0;52,0
PC000355;20/11/2026;4;32,0;7149,81;🟡 Planejado;A;Fornecedor Gamma;7,0;52,0
PC000355;05/12/2026;5;34,0;7696,16;🟡 Planejado;A;Fornecedor Gamma;7,0;53,7
PC000355;20/12/2026;5;33,0;7390,85;🟡 Planejado;A;Fornecedor Gamma;7,0;53,7
PC000355;02/01/2027;6;41,0;9240,37;🟡 Planejado;A;Fornecedor Gamma;6,0;63,4
PC000355;18/01/2027;6;42,0;9301,05;🟡 Planejado;A;Fornecedor Gamma;6,0;63,4
PC000471;13/08/2026;1;28,0;7323,82;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;8,0;45,2
PC000471;29/08/2026;1;30,0;7688,14;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;8,0;45,2
PC000471;14/09/2026;2;30,0;7682,34;🟡 Planejado;A;Fornecedor Beta;8,0;45,2
PC000471;29/09/2026;2;28,0;7205,56;🟡 Planejado;A;Fornecedor Beta;8,0;45,2
PC000471;15/10/2026;3;30,0;7681,84;🟡 Planejado;A;Fornecedor Beta;8,0;45,2
PC000471;31/10/2026;3;30,0;7684,41;🟡 Planejado;A;Fornecedor Beta;8,0;45,2
PC000471;16/11/2026;4;30,0;7681,46;🟡 Planejado;A;Fornecedor Beta;8,0;45,2
PC000471;02/12/2026;5;30,0;7681,97;🟡 Planejado;A;Fornecedor Beta;8,0;45,2
PC000471;18/12/2026;5;30,0;7682,64;🟡 Planejado;A;Fornecedor Beta;8,0;45,2
PC000471;03/01/2027;6;30,0;7681,62;🟡 Planejado;A;Fornecedor Beta;8,0;45,2
PC000471;19/01/2027;6;30,0;7682,14;🟡 Planejado;A;Fornecedor Beta;8,0;45,2
PC000371;12/08/2026;1;18,0;7726,62;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;13,0;27,9
PC000371;27/08/2026;1;17,0;7513,59;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;13,0;27,9
PC000371;11/09/2026;2;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000371;26/09/2026;2;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000371;11/10/2026;3;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000371;26/10/2026;3;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000371;10/11/2026;4;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000371;25/11/2026;4;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000371;10/12/2026;5;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000371;25/12/2026;5;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000371;09/01/2027;6;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000371;24/01/2027;6;17,0;7513,59;🟡 Planejado;A;Fornecedor Beta;13,0;27,9
PC000335;06/09/2026;2;17,0;7625,97;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000335;22/09/2026;2;18,0;7831,1;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000335;08/10/2026;3;18,0;7831,1;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000335;24/10/2026;3;18,0;7831,1;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000335;09/11/2026;4;18,0;7831,1;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000335;25/11/2026;4;18,0;7831,1;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000335;11/12/2026;5;18,0;7831,1;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000335;27/12/2026;5;18,0;7831,1;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000335;12/01/2027;6;18,0;7831,1;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000335;28/01/2027;6;18,0;7831,1;🟡 Planejado;A;Fornecedor Delta;13,0;27,1
PC000673;30/08/2026;1;19,0;7260,04;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;13,0;28,4
PC000673;15/09/2026;2;18,0;7222,41;🟡 Planejado;A;Fornecedor Gamma;13,0;28,3
PC000673;30/09/2026;2;17,0;6825,68;🟡 Planejado;A;Fornecedor Gamma;13,0;28,3
PC000673;15/10/2026;3;18,0;7000,55;🟡 Planejado;A;Fornecedor Gamma;13,0;28,5
PC000673;31/10/2026;3;19,0;7345,79;🟡 Planejado;A;Fornecedor Gamma;13,0;28,5
PC000673;14/11/2026;4;19,0;7327,28;🟡 Planejado;A;Fornecedor Gamma;12,0;29,8
PC000673;30/11/2026;4;20,0;7680,57;🟡 Planejado;A;Fornecedor Gamma;12,0;29,8
PC000673;14/12/2026;5;20,0;7639,01;🟡 Planejado;A;Fornecedor Gamma;12,0;31,1
PC000673;30/12/2026;5;20,0;8022,34;🟡 Planejado;A;Fornecedor Gamma;12,0;31,1
PC000673;15/01/2027;6;20,0;7844,47;🟡 Planejado;A;Fornecedor Gamma;12,0;30,9
PC000172;26/08/2026;1;12,0;5488,67;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;18,0;19,9
PC000172;05/09/2026;2;16,0;7115,61;🟡 Planejado;A;Fornecedor Gamma;14,0;25,8
PC000172;20/09/2026;2;16,0;7017,87;🟡 Planejado;A;Fornecedor Gamma;14,0;25,8
PC000172;03/10/2026;3;20,0;8729,47;🟡 Planejado;A;Fornecedor Gamma;12,0;30,5
PC000172;18/10/2026;3;19,0;8298,83;🟡 Planejado;A;Fornecedor Gamma;12,0;30,5
PC000172;04/11/2026;4;19,0;8224,78;🟡 Planejado;A;Fornecedor Gamma;13,0;28,5
PC000172;19/11/2026;4;18,0;7762,21;🟡 Planejado;A;Fornecedor Gamma;13,0;28,5
PC000172;02/12/2026;5;25,0;11043,17;🟡 Planejado;A;Fornecedor Gamma;10,0;36,2
PC000172;17/12/2026;5;22,0;9850,56;🟡 Planejado;A;Fornecedor Gamma;10,0;36,2
PC000172;01/01/2027;6;25,0;11239,54;🟡 Planejado;A;Fornecedor Gamma;9,0;38,6
PC000172;16/01/2027;6;24,0;10522,65;🟡 Planejado;A;Fornecedor Gamma;9,0;38,6
PC000729;08/09/2026;2;22,0;8060,04;🟡 Planejado;A;Fornecedor Alfa;11,0;33,4
PC000729;23/09/2026;2;21,0;7582,07;🟡 Planejado;A;Fornecedor Alfa;11,0;33,4
PC000729;13/10/2026;3;17,0;6347,74;🟡 Planejado;A;Fornecedor Alfa;13,0;27,4
PC000729;29/10/2026;3;18,0;6619,57;🟡 Planejado;A;Fornecedor Alfa;13,0;27,4
PC000729;02/11/2026;4;32,0;11596,11;🟡 Planejado;A;Fornecedor Alfa;8,0;48,6
PC000729;17/11/2026;4;30,0;11016,11;🟡 Planejado;A;Fornecedor Alfa;8,0;48,6
PC000729;06/12/2026;5;26,0;9456,64;🟡 Planejado;A;Fornecedor Alfa;9,0;40,1
PC000729;21/12/2026;5;25,0;9088,78;🟡 Planejado;A;Fornecedor Alfa;9,0;40,1
PC000729;06/01/2027;6;24,0;8977,04;🟡 Planejado;A;Fornecedor Alfa;9,0;38,8
PC000729;22/01/2027;6;25,0;9375,74;🟡 Planejado;A;Fornecedor Alfa;9,0;38,8
PC000100;04/08/2026;1;52,0;8423,85;🚨 Urgente (até 7 dias);A;Fornecedor Beta;6,0;57,1
PC000100;20/08/2026;1;38,0;6111,9;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;6,0;57,1
PC000100;04/09/2026;2;36,0;5938,27;🟡 Planejado;A;Fornecedor Beta;6,0;58,1
PC000100;19/09/2026;2;36,0;5827,58;🟡 Planejado;A;Fornecedor Beta;6,0;58,1
PC000100;04/10/2026;3;37,0;6079,71;🟡 Planejado;A;Fornecedor Beta;6,0;59,3
PC000100;19/10/2026;3;37,0;5945,76;🟡 Planejado;A;Fornecedor Beta;6,0;59,3
PC000100;02/11/2026;4;42,0;6867,82;🟡 Planejado;A;Fornecedor Beta;6,0;65,6
PC000100;18/11/2026;4;43,0;7022,63;🟡 Planejado;A;Fornecedor Beta;6,0;65,6
PC000100;03/12/2026;5;45,0;7331,12;🟡 Planejado;A;Fornecedor Beta;5,0;69,1
PC000100;18/12/2026;5;43,0;6934,07;🟡 Planejado;A;Fornecedor Beta;5,0;69,1
PC000100;03/01/2027;6;44,0;7181,72;🟡 Planejado;A;Fornecedor Beta;5,0;68,1
PC000100;18/01/2027;6;42,0;6836,51;🟡 Planejado;A;Fornecedor Beta;5,0;68,1
PC000354;16/10/2026;3;21,0;6911,74;🟡 Planejado;A;Fornecedor Delta;11,0;34,0
PC000354;31/10/2026;3;21,0;6894,05;🟡 Planejado;A;Fornecedor Delta;11,0;34,0
PC000354;10/11/2026;4;28,0;9102,14;🟡 Planejado;A;Fornecedor Delta;9,0;42,6
PC000354;25/11/2026;4;26,0;8627,17;🟡 Planejado;A;Fornecedor Delta;9,0;42,6
PC000354;10/12/2026;5;28,0;9299,59;🟡 Planejado;A;Fornecedor Delta;8,0;43,9
PC000354;25/12/2026;5;27,0;8885,79;🟡 Planejado;A;Fornecedor Delta;8,0;43,9
PC000354;09/01/2027;6;28,0;9281,88;🟡 Planejado;A;Fornecedor Delta;8,0;44,6
PC000354;25/01/2027;6;29,0;9640,67;🟡 Planejado;A;Fornecedor Delta;8,0;44,6
PC000834;04/08/2026;1;22,0;7522,41;🚨 Urgente (até 7 dias);A;Fornecedor Beta;11,0;32,3
PC000834;20/08/2026;1;21,0;7203,49;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;11,0;32,3
PC000834;03/09/2026;2;22,0;7388,72;🟡 Planejado;A;Fornecedor Beta;10,0;34,9
PC000834;19/09/2026;2;23,0;7763,83;🟡 Planejado;A;Fornecedor Beta;10,0;34,9
PC000834;03/10/2026;3;24,0;8258,55;🟡 Planejado;A;Fornecedor Beta;10,0;38,3
PC000834;18/10/2026;3;24,0;7987,56;🟡 Planejado;A;Fornecedor Beta;10,0;38,3
PC000834;02/11/2026;4;30,0;10059,48;🟡 Planejado;A;Fornecedor Beta;8,0;43,1
PC000834;18/11/2026;4;28,0;9589,44;🟡 Planejado;A;Fornecedor Beta;8,0;43,1
PC000834;02/12/2026;5;29,0;9946,6;🟡 Planejado;A;Fornecedor Beta;8,0;46,7
PC000834;17/12/2026;5;29,0;9742,93;🟡 Planejado;A;Fornecedor Beta;8,0;46,7
PC000834;02/01/2027;6;28,0;9379,75;🟡 Planejado;A;Fornecedor Beta;8,0;44,4
PC000834;18/01/2027;6;29,0;9886,1;🟡 Planejado;A;Fornecedor Beta;8,0;44,4
PC000889;23/08/2026;1;21,0;7047,25;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;11,0;32,8
PC000889;07/09/2026;2;22,0;7257,43;🟡 Planejado;A;Fornecedor Gamma;11,0;34,1
PC000889;23/09/2026;2;22,0;7374,52;🟡 Planejado;A;Fornecedor Gamma;11,0;34,1
PC000889;06/10/2026;3;24,0;7997,01;🟡 Planejado;A;Fornecedor Gamma;9,0;38,4
PC000889;22/10/2026;3;25,0;8318,15;🟡 Planejado;A;Fornecedor Gamma;9,0;38,4
PC000889;03/11/2026;4;29,0;9654,88;🟡 Planejado;A;Fornecedor Gamma;8,0;46,3
PC000889;19/11/2026;4;30,0;10026,28;🟡 Planejado;A;Fornecedor Gamma;8,0;46,3
PC000889;06/12/2026;5;27,0;8770,69;🟡 Planejado;A;Fornecedor Gamma;9,0;42,4
PC000889;21/12/2026;5;26,0;8592,97;🟡 Planejado;A;Fornecedor Gamma;9,0;42,4
PC000889;05/01/2027;6;26,0;8698,11;🟡 Planejado;A;Fornecedor Gamma;9,0;42,6
PC000889;21/01/2027;6;28,0;9213,9;🟡 Planejado;A;Fornecedor Gamma;9,0;42,6
PC000450;04/08/2026;1;22,0;6900,94;🚨 Urgente (até 7 dias);A;Fornecedor Alfa;13,0;27,7
PC000450;20/08/2026;1;18,0;5641,78;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;13,0;27,7
PC000450;06/09/2026;2;16,0;5072,77;🟡 Planejado;A;Fornecedor Alfa;14,0;25,6
PC000450;22/09/2026;2;17,0;5208,07;🟡 Planejado;A;Fornecedor Alfa;14,0;25,6
PC000450;03/10/2026;3;21,0;6392,2;🟡 Planejado;A;Fornecedor Alfa;11,0;32,7
PC000450;19/10/2026;3;21,0;6659,25;🟡 Planejado;A;Fornecedor Alfa;11,0;32,7
PC000450;02/11/2026;4;22,0;6936,78;🟡 Planejado;A;Fornecedor Alfa;10,0;35,5
PC000450;18/11/2026;4;23,0;7232,12;🟡 Planejado;A;Fornecedor Alfa;10,0;35,5
PC000450;02/12/2026;5;25,0;7721,41;🟡 Planejado;A;Fornecedor Alfa;9,0;39,0
PC000450;17/12/2026;5;24,0;7454,29;🟡 Planejado;A;Fornecedor Alfa;9,0;39,0
PC000450;01/01/2027;6;29,0;8943,85;🟡 Planejado;A;Fornecedor Alfa;9,0;42,8
PC000450;17/01/2027;6;28,0;8720,05;🟡 Planejado;A;Fornecedor Alfa;9,0;42,8
PC000771;24/08/2026;1;26,0;5576,67;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;9,0;42,7
PC000771;12/09/2026;2;23,0;4768,58;🟡 Planejado;A;Fornecedor Delta;10,0;36,1
PC000771;28/09/2026;2;24,0;5016,21;🟡 Planejado;A;Fornecedor Delta;10,0;36,1
PC000771;08/10/2026;3;29,0;6208,4;🟡 Planejado;A;Fornecedor Delta;8,0;46,0
PC000771;23/10/2026;3;28,0;5983,22;🟡 Planejado;A;Fornecedor Delta;8,0;46,0
PC000771;05/11/2026;4;34,0;7192,39;🟡 Planejado;A;Fornecedor Delta;7,0;52,8
PC000771;21/11/2026;4;35,0;7326,54;🟡 Planejado;A;Fornecedor Delta;7,0;52,8
PC000771;05/12/2026;5;36,0;7511,23;🟡 Planejado;A;Fornecedor Delta;6,0;56,5
PC000771;21/12/2026;5;37,0;7844,43;🟡 Planejado;A;Fornecedor Delta;6,0;56,5
PC000771;05/01/2027;6;38,0;8104,79;🟡 Planejado;A;Fornecedor Delta;6,0;59,0
PC000771;21/01/2027;6;39,0;8187,58;🟡 Planejado;A;Fornecedor Delta;6,0;59,0
PC000005;04/08/2026;1;37,0;13424,82;🚨 Urgente (até 7 dias);A;Fornecedor Delta;9,0;39,1
PC000005;19/08/2026;1;24,0;8788,7;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;9,0;39,1
PC000005;03/09/2026;2;26,0;9542,93;🟡 Planejado;A;Fornecedor Delta;9,0;40,7
PC000005;18/09/2026;2;25,0;9153,65;🟡 Planejado;A;Fornecedor Delta;9,0;40,7
PC000005;03/10/2026;3;30,0;10964,73;🟡 Planejado;A;Fornecedor Delta;8,0;44,6
PC000005;19/10/2026;3;29,0;10698,65;🟡 Planejado;A;Fornecedor Delta;8,0;44,6
PC000005;02/11/2026;4;31,0;11335,56;🟡 Planejado;A;Fornecedor Delta;7,0;48,9
PC000005;17/11/2026;4;30,0;10985,26;🟡 Planejado;A;Fornecedor Delta;7,0;48,9
PC000005;03/12/2026;5;32,0;11649,08;🟡 Planejado;A;Fornecedor Delta;7,0;48,7
PC000005;18/12/2026;5;30,0;10953,14;🟡 Planejado;A;Fornecedor Delta;7,0;48,7
PC000005;03/01/2027;6;30,0;10938,87;🟡 Planejado;A;Fornecedor Delta;8,0;47,2
PC000005;18/01/2027;6;29,0;10614,74;🟡 Planejado;A;Fornecedor Delta;8,0;47,2
PC000408;04/08/2026;1;23,0;8443,41;🚨 Urgente (até 7 dias);A;Fornecedor Delta;14,0;26,8
PC000408;20/08/2026;1;18,0;6425,09;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;14,0;26,8
PC000408;05/09/2026;2;17,0;6218,08;🟡 Planejado;A;Fornecedor Delta;14,0;26,4
PC000408;20/09/2026;2;16,0;5929,43;🟡 Planejado;A;Fornecedor Delta;14,0;26,4
PC000408;03/10/2026;3;18,0;6686,08;🟡 Planejado;A;Fornecedor Delta;12,0;29,8
PC000408;19/10/2026;3;20,0;7123,3;🟡 Planejado;A;Fornecedor Delta;12,0;29,8
PC000408;02/11/2026;4;26,0;9461,33;🟡 Planejado;A;Fornecedor Delta;10,0;36,7
PC000408;18/11/2026;4;24,0;8789,59;🟡 Planejado;A;Fornecedor Delta;10,0;36,7
PC000408;05/12/2026;5;22,0;8169,72;🟡 Planejado;A;Fornecedor Delta;11,0;34,4
PC000408;21/12/2026;5;23,0;8239,37;🟡 Planejado;A;Fornecedor Delta;11,0;34,4
PC000408;03/01/2027;6;26,0;9400,92;🟡 Planejado;A;Fornecedor Delta;9,0;39,9
PC000408;19/01/2027;6;26,0;9551,58;🟡 Planejado;A;Fornecedor Delta;9,0;39,9
PC000860;16/08/2026;1;17,0;5465,76;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;14,0;25,8
PC000860;01/09/2026;1;17,0;5594,59;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;14,0;25,8
PC000860;17/09/2026;2;16,0;5256,65;🟡 Planejado;A;Fornecedor Beta;14,0;25,2
PC000860;02/10/2026;2;16,0;5132,28;🟡 Planejado;A;Fornecedor Beta;14,0;25,2
PC000860;16/10/2026;3;18,0;5833,01;🟡 Planejado;A;Fornecedor Beta;14,0;27,0
PC000860;01/11/2026;3;18,0;5853,66;🟡 Planejado;A;Fornecedor Beta;14,0;27,0
PC000860;13/11/2026;4;20,0;6650,99;🟡 Planejado;A;Fornecedor Beta;12,0;30,9
PC000860;29/11/2026;4;20,0;6714,9;🟡 Planejado;A;Fornecedor Beta;12,0;30,9
PC000860;12/12/2026;5;23,0;7481,36;🟡 Planejado;A;Fornecedor Beta;11,0;34,6
PC000860;28/12/2026;5;23,0;7505,34;🟡 Planejado;A;Fornecedor Beta;11,0;34,6
PC000860;11/01/2027;6;24,0;7828,94;🟡 Planejado;A;Fornecedor Beta;10,0;36,9
PC000860;26/01/2027;6;23,0;7497,88;🟡 Planejado;A;Fornecedor Beta;10,0;36,9
PC000457;06/09/2026;2;17,0;5359,01;🟡 Planejado;A;Fornecedor Gamma;13,0;27,3
PC000457;21/09/2026;2;17,0;5268,25;🟡 Planejado;A;Fornecedor Gamma;13,0;27,3
PC000457;06/10/2026;3;18,0;5512,14;🟡 Planejado;A;Fornecedor Gamma;13,0;27,9
PC000457;21/10/2026;3;17,0;5375,85;🟡 Planejado;A;Fornecedor Gamma;13,0;27,9
PC000457;03/11/2026;4;21,0;6621,39;🟡 Planejado;A;Fornecedor Gamma;11,0;32,7
PC000457;18/11/2026;4;20,0;6295,69;🟡 Planejado;A;Fornecedor Gamma;11,0;32,7
PC000457;03/12/2026;5;23,0;7098,13;🟡 Planejado;A;Fornecedor Gamma;11,0;34,6
PC000457;19/12/2026;5;23,0;7116,62;🟡 Planejado;A;Fornecedor Gamma;11,0;34,6
PC000457;01/01/2027;6;27,0;8498,73;🟡 Planejado;A;Fornecedor Gamma;9,0;41,4
PC000457;17/01/2027;6;27,0;8518,67;🟡 Planejado;A;Fornecedor Gamma;9,0;41,4
PC000027;21/09/2026;2;12,0;4545,86;🟡 Planejado;A;Fornecedor Alfa;20,0;18,5
PC000027;03/10/2026;3;15,0;5842,35;🟡 Planejado;A;Fornecedor Alfa;16,0;23,1
PC000027;19/10/2026;3;15,0;5917,12;🟡 Planejado;A;Fornecedor Alfa;16,0;23,1
PC000027;04/11/2026;4;14,0;5294,49;🟡 Planejado;A;Fornecedor Alfa;17,0;22,0
PC000027;19/11/2026;4;14,0;5264,29;🟡 Planejado;A;Fornecedor Alfa;17,0;22,0
PC000027;02/12/2026;5;22,0;8509,67;🟡 Planejado;A;Fornecedor Alfa;12,0;29,9
PC000027;17/12/2026;5;18,0;7174,26;🟡 Planejado;A;Fornecedor Alfa;12,0;29,9
PC000027;03/01/2027;6;18,0;6812,0;🟡 Planejado;A;Fornecedor Alfa;13,0;27,4
PC000027;19/01/2027;6;18,0;7013,11;🟡 Planejado;A;Fornecedor Alfa;13,0;27,4
PC000210;03/09/2026;2;12,0;5541,44;🟡 Planejado;A;Fornecedor Beta;19,0;19,5
PC000210;18/09/2026;2;12,0;5389,15;🟡 Planejado;A;Fornecedor Beta;19,0;19,5
PC000210;03/10/2026;3;13,0;5716,93;🟡 Planejado;A;Fornecedor Beta;18,0;20,1
PC000210;19/10/2026;3;13,0;5917,6;🟡 Planejado;A;Fornecedor Beta;18,0;20,1
PC000210;03/11/2026;4;13,0;5800,93;🟡 Planejado;A;Fornecedor Beta;18,0;20,5
PC000210;18/11/2026;4;13,0;5666,43;🟡 Planejado;A;Fornecedor Beta;18,0;20,5
PC000210;02/12/2026;5;15,0;6943,68;🟡 Planejado;A;Fornecedor Beta;16,0;23,4
PC000210;18/12/2026;5;15,0;6898,39;🟡 Planejado;A;Fornecedor Beta;16,0;23,4
PC000210;03/01/2027;6;15,0;6744,4;🟡 Planejado;A;Fornecedor Beta;16,0;23,1
PC000210;18/01/2027;6;14,0;6397,25;🟡 Planejado;A;Fornecedor Beta;16,0;23,1
PC000091;14/11/2026;4;12,0;5146,6;🟡 Planejado;A;Fornecedor Beta;19,0;18,8
PC000091;29/11/2026;4;12,0;4933,91;🟡 Planejado;A;Fornecedor Beta;19,0;18,8
PC000091;05/12/2026;5;18,0;7792,57;🟡 Planejado;A;Fornecedor Beta;13,0;28,7
PC000091;20/12/2026;5;18,0;7501,12;🟡 Planejado;A;Fornecedor Beta;13,0;28,7
PC000091;03/01/2027;6;19,0;8222,39;🟡 Planejado;A;Fornecedor Beta;12,0;30,8
PC000091;19/01/2027;6;20,0;8593,36;🟡 Planejado;A;Fornecedor Beta;12,0;30,8
PC000318;12/08/2026;1;10,0;3459,91;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;22,0;16,5
PC000318;28/08/2026;1;11,0;3594,53;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;22,0;16,5
PC000318;05/09/2026;2;16,0;5175,27;🟡 Planejado;A;Fornecedor Beta;15,0;24,0
PC000318;20/09/2026;2;15,0;4905,33;🟡 Planejado;A;Fornecedor Beta;15,0;24,0
PC000318;05/10/2026;3;15,0;5054,68;🟡 Planejado;A;Fornecedor Beta;15,0;24,3
PC000318;21/10/2026;3;16,0;5304,77;🟡 Planejado;A;Fornecedor Beta;15,0;24,3
PC000318;06/11/2026;4;15,0;5051,54;🟡 Planejado;A;Fornecedor Beta;15,0;23,8
PC000318;22/11/2026;4;16,0;5189,01;🟡 Planejado;A;Fornecedor Beta;15,0;23,8
PC000318;06/12/2026;5;16,0;5436,12;🟡 Planejado;A;Fornecedor Beta;14,0;25,7
PC000318;22/12/2026;5;17,0;5598,49;🟡 Planejado;A;Fornecedor Beta;14,0;25,7
PC000318;01/01/2027;6;26,0;8514,78;🟡 Planejado;A;Fornecedor Beta;10,0;37,6
PC000318;17/01/2027;6;25,0;8187,25;🟡 Planejado;A;Fornecedor Beta;10,0;37,6
PC000245;10/08/2026;1;19,0;6523,5;🚨 Urgente (até 7 dias);A;Fornecedor Delta;12,0;30,2
PC000245;26/08/2026;1;20,0;6841,73;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;12,0;30,2
PC000245;11/09/2026;2;20,0;6841,73;🟡 Planejado;A;Fornecedor Delta;12,0;30,2
PC000245;27/09/2026;2;20,0;6841,73;🟡 Planejado;A;Fornecedor Delta;12,0;30,2
PC000245;13/10/2026;3;20,0;6841,73;🟡 Planejado;A;Fornecedor Delta;12,0;30,2
PC000245;29/10/2026;3;20,0;6841,73;🟡 Planejado;A;Fornecedor Delta;12,0;30,2
PC000245;14/11/2026;4;20,0;6841,73;🟡 Planejado;A;Fornecedor Delta;12,0;30,2
PC000245;30/11/2026;4;20,0;6841,73;🟡 Planejado;A;Fornecedor Delta;12,0;30,2
PC000245;16/12/2026;5;20,0;6841,73;🟡 Planejado;A;Fornecedor Delta;12,0;30,2
PC000245;01/01/2027;6;20,0;6841,73;🟡 Planejado;A;Fornecedor Delta;12,0;30,2
PC000245;17/01/2027;6;20,0;6841,73;🟡 Planejado;A;Fornecedor Delta;12,0;30,2
PC000900;05/08/2026;1;13,0;4760,23;🚨 Urgente (até 7 dias);A;Fornecedor Gamma;17,0;21,6
