Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank;_ProdutoUnico
PC000843;48;Ensemble;7131,02;[7708.4, 7771.52, 8849.25, 9296.37, 8277.24, 7884.45];8,1;ok;"{""ARIMA"": 1067307.017211548, ""ExponentialSmoothing"": 1929128.7661253924, ""SARIMAX"": 881400.8186885435, ""Holt"": 1101830.8594929809, ""Prophet"": 1175940.6903933112, ""Ensemble"": 863869.6762719988, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1077521.681267711}";PC000843
PC000600;48;SARIMAX;8248,01;[7124.53, 7097.71, 9943.94, 12605.04, 9179.99, 8417.4];-13,6;ok;"{""ARIMA"": 825102.4657621555, ""ExponentialSmoothing"": 808842.7855267059, ""SARIMAX"": 727660.0691654942, ""Holt"": 963211.9805127367, ""Prophet"": 907234.1016790621, ""Ensemble"": 744018.4940603037, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 738055.9137680462}";PC000600
PC000665;48;SARIMAX (c/ sazonalidade+promoção);7600,52;[6661.98, 7287.42, 10055.04, 12062.12, 9743.69, 7949.14];-12,3;ok;"{""ARIMA"": 378193.1528068306, ""ExponentialSmoothing"": 427304.35681932577, ""SARIMAX"": 518177.61038240255, ""Holt"": 1350894.537641914, ""Prophet"": 529635.6058843374, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 346618.4241869784}";PC000665
PC000027;48;ARIMA;7603,17;[7659.61, 7686.53, 7699.37, 7705.5, 7708.42, 7709.81];0,7;ok;"{""ARIMA"": 852961.2064765185, ""ExponentialSmoothing"": 5524948.870762148, ""SARIMAX"": 3045032.485831216, ""Holt"": 1495978.3565500043, ""Prophet"": 1643572.374448916, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 2063994.9313038988}";PC000027
PC000477;48;SARIMAX;5770,37;[6732.12, 6679.99, 9288.89, 12445.51, 7742.98, 7810.2];16,7;ok;"{""ARIMA"": 1556846.0417275757, ""ExponentialSmoothing"": 792909.6080891729, ""SARIMAX"": 719520.8105557269, ""Holt"": 2052819.7569885433, ""Prophet"": 954620.9420321904, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 877315.4609894241}";PC000477
PC000939;48;Prophet;5775,52;[7058.63, 7170.6, 9789.16, 10632.51, 8231.16, 7741.79];22,2;ok;"{""ARIMA"": 1419447.924386341, ""ExponentialSmoothing"": 597366.1346055843, ""SARIMAX"": 911632.5328516248, ""Holt"": 1295506.066831948, ""Prophet"": 469083.82937333017, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 911171.0348698725}";PC000939
PC000410;48;Ensemble;6125,68;[7190.07, 7185.21, 8991.02, 10075.47, 7913.5, 7757.61];17,4;ok;"{""ARIMA"": 859013.8028794643, ""ExponentialSmoothing"": 1070307.649636056, ""SARIMAX"": 954610.2846870638, ""Holt"": 985825.0962401461, ""Prophet"": 867943.694727256, ""Ensemble"": 829623.8927096864, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 937161.9290194934}";PC000410
PC000260;48;Prophet;6099,91;[7105.04, 7464.57, 9078.98, 12106.19, 8015.53, 8390.56];16,5;ok;"{""ARIMA"": 810020.523498606, ""ExponentialSmoothing"": 291926.70176751516, ""SARIMAX"": 282896.7128175147, ""Holt"": 1006902.9512149985, ""Prophet"": 175746.9679991066, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 288813.00302328094}";PC000260
PC000755;48;Holt;7853,55;[7756.45, 7755.07, 7753.97, 7753.08, 7752.38, 7751.81];-1,2;ok;"{""ARIMA"": 447686.59449268784, ""ExponentialSmoothing"": 541301.44334645, ""SARIMAX"": 567708.996264449, ""Holt"": 227481.39303124472, ""Prophet"": 311937.4429215849, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 511002.9170400855}";PC000755
PC000059;48;ARIMA;7379,94;[7304.79, 7278.09, 7268.59, 7265.22, 7264.02, 7263.6];-1,0;ok;"{""ARIMA"": 26734.897603574515, ""ExponentialSmoothing"": 515882.3482542398, ""SARIMAX"": 538573.1583599948, ""Holt"": 153783.41571664353, ""Prophet"": 468413.2191069639, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 539960.041710515}";PC000059
PC000590;48;SARIMAX (c/ sazonalidade+promoção);7150,28;[6845.75, 8525.51, 10906.08, 10947.24, 6548.69, 8218.23];-4,3;ok;"{""ARIMA"": 542171.1731325964, ""ExponentialSmoothing"": 638458.623995781, ""SARIMAX"": 669405.4346276802, ""Holt"": 413397.0570088774, ""Prophet"": 559316.7779136716, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 171160.75173172212}";PC000590
PC000937;48;ARIMA;7329,14;[7207.36, 7161.21, 7143.71, 7137.08, 7134.57, 7133.62];-1,7;ok;"{""ARIMA"": 188371.2345513856, ""ExponentialSmoothing"": 443401.81887952564, ""SARIMAX"": 474233.7153827893, ""Holt"": 233521.20672025144, ""Prophet"": 442655.36646901775, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 565729.5859992864}";PC000937
PC000833;48;Prophet;6543,29;[6747.25, 6369.74, 9305.05, 10630.36, 7203.11, 6824.19];3,1;ok;"{""ARIMA"": 349710.7887318031, ""ExponentialSmoothing"": 262194.92574134615, ""SARIMAX"": 505598.5035506571, ""Holt"": 1358374.2020530773, ""Prophet"": 159121.49928509776, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 688477.7386255733}";PC000833
PC000457;48;Ensemble;6553,91;[6541.65, 6600.0, 8613.45, 9664.03, 7498.51, 7713.22];-0,2;ok;"{""ARIMA"": 333227.46023310185, ""ExponentialSmoothing"": 408868.08469134034, ""SARIMAX"": 406978.1145373822, ""Holt"": 723588.8492918316, ""Prophet"": 379940.76804142486, ""Ensemble"": 272121.4970368442, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 457789.9928200271}";PC000457
PC000078;48;SARIMAX (c/ sazonalidade+promoção);5947,17;[6617.69, 6225.38, 8374.72, 11164.04, 6827.14, 6406.5];11,3;ok;"{""ARIMA"": 457095.02239770646, ""ExponentialSmoothing"": 331476.9007959565, ""SARIMAX"": 189532.93206305, ""Holt"": 616648.6306456659, ""Prophet"": 630072.422170615, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 161158.67843472422}";PC000078
PC000312;48;Ensemble;6235,1;[6082.02, 6473.61, 7758.39, 9260.48, 6651.5, 6898.02];-2,5;ok;"{""ARIMA"": 514881.0651180058, ""ExponentialSmoothing"": 548935.4099933553, ""SARIMAX"": 880822.4375518734, ""Holt"": 1284969.7877800264, ""Prophet"": 562237.5758957331, ""Ensemble"": 495605.4463408257, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1225201.4819832195}";PC000312
PC000666;48;SARIMAX (c/ sazonalidade+promoção);5504,95;[7513.58, 7159.82, 9893.31, 11156.55, 7795.19, 7948.78];36,5;ok;"{""ARIMA"": 1113574.2178234707, ""ExponentialSmoothing"": 726183.3796573685, ""SARIMAX"": 822123.7981602483, ""Holt"": 2625674.041800816, ""Prophet"": 801188.0105034922, ""Ensemble"": 766759.9080976808, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 682149.692593094}";PC000666
PC000022;48;SARIMAX;5558,67;[5148.33, 5734.62, 8025.74, 8919.69, 6331.05, 6728.78];-7,4;ok;"{""ARIMA"": 996189.9724168138, ""ExponentialSmoothing"": 379463.9635635737, ""SARIMAX"": 226962.2364159235, ""Holt"": 1507498.928205166, ""Prophet"": 382329.4294977785, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 467787.09623833006}";PC000022
PC000841;48;Prophet;5747,25;[6427.7, 6421.64, 7830.87, 9982.4, 6186.68, 7077.28];11,8;ok;"{""ARIMA"": 498177.66428272193, ""ExponentialSmoothing"": 352807.4766139335, ""SARIMAX"": 307247.9660950777, ""Holt"": 733674.9485223523, ""Prophet"": 281665.15531594475, ""Ensemble"": 300789.97633031243, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 309370.29928794765}";PC000841
PC000124;48;ARIMA;7388,7;[7196.32, 7108.92, 7069.22, 7051.19, 7042.99, 7039.27];-2,6;ok;"{""ARIMA"": 123528.95264787546, ""ExponentialSmoothing"": 512918.5281592713, ""SARIMAX"": 591986.5791633098, ""Holt"": 497102.61162486294, ""Prophet"": 422171.9832745848, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 636703.5898626825}";PC000124
PC000855;48;Prophet;6422,32;[6183.86, 6514.23, 8913.32, 10669.04, 7159.48, 7044.94];-3,7;ok;"{""ARIMA"": 418358.2938540683, ""ExponentialSmoothing"": 361509.992945787, ""SARIMAX"": 293125.1468768975, ""Holt"": 1752014.879245593, ""Prophet"": 233196.4031941232, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 673502.628220122}";PC000855
PC000354;48;ARIMA;5718,2;[6073.14, 6232.14, 6303.36, 6335.26, 6349.55, 6355.95];6,2;ok;"{""ARIMA"": 518029.70266007254, ""ExponentialSmoothing"": 868241.0983218133, ""SARIMAX"": 661485.7543420169, ""Holt"": 994770.44423935, ""Prophet"": 734928.6594646283, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 794810.8053516587}";PC000354
PC000899;48;SARIMAX;5172,46;[5451.44, 5732.1, 8232.01, 9700.43, 7558.65, 7837.21];5,4;ok;"{""ARIMA"": 909189.8624922693, ""ExponentialSmoothing"": 600388.3826493208, ""SARIMAX"": 528679.5870953975, ""Holt"": 2404977.2460363563, ""Prophet"": 576113.9361931811, ""Ensemble"": 546931.9735608688, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 595910.0020832064}";PC000899
PC000099;48;ExponentialSmoothing;5199,13;[5475.4, 6302.8, 8128.5, 8958.68, 6801.32, 6475.84];5,3;ok;"{""ARIMA"": 682325.8935611711, ""ExponentialSmoothing"": 371164.50933746406, ""SARIMAX"": 758017.09382047, ""Holt"": 1642544.4299107778, ""Prophet"": 542902.3535523794, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 396687.9320920001}";PC000099
PC000635;48;SARIMAX (c/ sazonalidade+promoção);4707,11;[5335.26, 5700.37, 7723.84, 9225.2, 6488.63, 5905.41];13,3;ok;"{""ARIMA"": 599873.5899771928, ""ExponentialSmoothing"": 230452.2259516418, ""SARIMAX"": 282974.15835547453, ""Holt"": 719597.2355750153, ""Prophet"": 254474.27197772884, ""Ensemble"": 224976.69244286985, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 219019.9679277453}";PC000635
PC000920;48;SARIMAX;5768,98;[5616.9, 6079.3, 7378.25, 9761.59, 6230.77, 7219.82];-2,6;ok;"{""ARIMA"": 740828.9430404092, ""ExponentialSmoothing"": 525387.9804056445, ""SARIMAX"": 508859.94059518183, ""Holt"": 2246839.948307046, ""Prophet"": 559767.6046314958, ""Ensemble"": 517442.042081925, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 920991.9738718647}";PC000920
PC000300;48;Prophet;5557,84;[5618.83, 5625.25, 7271.86, 9195.65, 6426.14, 6696.56];1,1;ok;"{""ARIMA"": 516182.8659140743, ""ExponentialSmoothing"": 317832.86964760144, ""SARIMAX"": 467524.6997815839, ""Holt"": 690889.5510192731, ""Prophet"": 267422.97271777765, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 415730.33041022666}";PC000300
PC000058;48;Prophet;5621,81;[5025.71, 4829.07, 6854.1, 8228.32, 5548.25, 5448.17];-10,6;ok;"{""ARIMA"": 516509.8959823053, ""ExponentialSmoothing"": 445127.7366873895, ""SARIMAX"": 868032.1462194329, ""Holt"": 428285.4844938013, ""Prophet"": 296820.8766470233, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 772818.0883031733}";PC000058
PC000886;48;Ensemble;5309,86;[5027.39, 4887.8, 7031.23, 8889.87, 5833.11, 6447.84];-5,3;ok;"{""ARIMA"": 287285.7564207668, ""ExponentialSmoothing"": 225328.39735745787, ""SARIMAX"": 234402.8412653038, ""Holt"": 368747.6075864096, ""Prophet"": 238385.47011290866, ""Ensemble"": 215715.60021172193, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 270330.20243117405}";PC000886
PC000959;48;SARIMAX (c/ sazonalidade+promoção);5504,74;[5683.61, 5724.2, 7265.33, 8456.33, 6555.57, 6089.23];3,2;ok;"{""ARIMA"": 415335.5526936845, ""ExponentialSmoothing"": 433570.19600626075, ""SARIMAX"": 278558.54004526004, ""Holt"": 438878.3570834336, ""Prophet"": 270752.39600624505, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 207526.62924738918}";PC000959
PC000731;48;SARIMAX;4464,79;[4505.4, 5631.28, 6770.87, 8166.84, 5498.11, 5911.26];0,9;ok;"{""ARIMA"": 620556.0542869684, ""ExponentialSmoothing"": 495977.8508269799, ""SARIMAX"": 421961.36430950934, ""Holt"": 1358381.376735388, ""Prophet"": 482455.5727073664, ""Ensemble"": 445303.8526632832, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 1225382.9258018902}";PC000731
PC000557;48;SARIMAX (c/ sazonalidade+promoção);5479,92;[5015.6, 5501.48, 6885.73, 7800.18, 5824.72, 5565.18];-8,5;ok;"{""ARIMA"": 59988.41254619567, ""ExponentialSmoothing"": 606384.9323147243, ""SARIMAX"": 104317.28428342224, ""Holt"": 1148154.8922986567, ""Prophet"": 73607.15274684153, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 33418.607884600344}";PC000557
PC000704;48;ARIMA;4680,65;[5102.59, 5260.93, 5320.34, 5342.64, 5351.01, 5354.15];9,0;ok;"{""ARIMA"": 270423.1426847848, ""ExponentialSmoothing"": 401596.0034199294, ""SARIMAX"": 383438.65593406156, ""Holt"": 353910.1934464743, ""Prophet"": 539724.2648957634, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 452324.9111147259}";PC000704
PC000668;48;Ensemble;4080,42;[5147.34, 5022.97, 6805.82, 8895.32, 5898.81, 5611.65];26,1;ok;"{""ARIMA"": 605259.8162952844, ""ExponentialSmoothing"": 369287.2227373067, ""SARIMAX"": 318214.4029190983, ""Holt"": 609622.6582155066, ""Prophet"": 299721.1388995136, ""Ensemble"": 285446.5660621805, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 481317.44356192445}";PC000668
PC000857;48;Ensemble;5360,13;[5218.58, 5358.18, 5965.57, 6204.95, 5514.56, 5595.84];-2,6;ok;"{""ARIMA"": 235490.91988333233, ""ExponentialSmoothing"": 201109.25578741552, ""SARIMAX"": 406522.3389577933, ""Holt"": 179092.57392382386, ""Prophet"": 167640.07568554967, ""Ensemble"": 147135.76222954332, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 429087.71460015414}";PC000857
PC000176;48;SARIMAX (c/ sazonalidade+promoção);4891,58;[4470.38, 5020.69, 5924.2, 6673.37, 5520.63, 5236.21];-8,6;ok;"{""ARIMA"": 348101.32634640386, ""ExponentialSmoothing"": 200789.7167229516, ""SARIMAX"": 136840.84579619474, ""Holt"": 322304.6733015647, ""Prophet"": 154912.97484622392, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 130300.28507947615}";PC000176
PC000207;48;SARIMAX (c/ sazonalidade+promoção);4003,01;[4937.51, 4835.21, 6932.31, 8077.02, 5915.75, 6167.13];23,3;ok;"{""ARIMA"": 952176.9300555581, ""ExponentialSmoothing"": 627926.8346808417, ""SARIMAX"": 739057.2540494214, ""Holt"": 2053487.407041731, ""Prophet"": 810160.5505992708, ""Ensemble"": 680776.3990233643, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 600107.8507694054}";PC000207
PC000180;48;ExponentialSmoothing;5282,56;[4599.09, 4796.2, 6931.15, 7429.29, 5094.05, 5193.26];-12,9;ok;"{""ARIMA"": 334923.6710533762, ""ExponentialSmoothing"": 151886.17221406059, ""SARIMAX"": 436462.6773719497, ""Holt"": 283297.64946991793, ""Prophet"": 153592.72756261964, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 267849.6537804262}";PC000180
PC000223;48;ARIMA;5165,9;[5011.88, 4970.72, 4959.72, 4956.78, 4956.0, 4955.79];-3,0;ok;"{""ARIMA"": 61563.73604720778, ""ExponentialSmoothing"": 134293.97508402044, ""SARIMAX"": 162502.86089153317, ""Holt"": 254815.00528956915, ""Prophet"": 136809.06899670386, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 526857.7876214504}";PC000223
PC000286;48;SARIMAX;4044,99;[4145.17, 4724.81, 6479.0, 7707.43, 5478.31, 5361.7];2,5;ok;"{""ARIMA"": 200635.6967801357, ""ExponentialSmoothing"": 269706.9864092408, ""SARIMAX"": 146089.98664619186, ""Holt"": 407210.7041475477, ""Prophet"": 263346.45465567557, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 152802.70887514672}";PC000286
PC000235;48;Ensemble;4933,79;[4294.4, 4610.27, 5555.04, 6955.29, 4568.27, 4893.54];-13,0;ok;"{""ARIMA"": 608809.8472444661, ""ExponentialSmoothing"": 494002.119019656, ""SARIMAX"": 488052.7178053568, ""Holt"": 1096435.070239969, ""Prophet"": 808427.8519221192, ""Ensemble"": 482124.3884599818, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 486253.7701834967}";PC000235
PC000879;48;ExponentialSmoothing;4548,46;[4362.44, 4413.3, 6310.29, 7495.37, 5417.14, 5084.12];-4,1;ok;"{""ARIMA"": 339483.93984605744, ""ExponentialSmoothing"": 261084.90712625693, ""SARIMAX"": 280484.7307994527, ""Holt"": 735509.3876124964, ""Prophet"": 314427.1933512546, ""Ensemble"": 277884.6716950719, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 326853.56377706677}";PC000879
PC000974;48;Ensemble;3781,44;[4668.56, 4184.02, 5936.04, 6145.37, 4883.61, 5146.73];23,5;ok;"{""ARIMA"": 314383.05502242805, ""ExponentialSmoothing"": 314229.2595201085, ""SARIMAX"": 352111.72854271904, ""Holt"": 757111.2083241033, ""Prophet"": 446385.4898296273, ""Ensemble"": 288224.4709431287, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 326428.01639304985}";PC000974
PC000263;48;SARIMAX (c/ sazonalidade+promoção);4411,29;[3844.28, 4231.63, 7352.98, 8049.72, 5051.92, 5346.49];-12,9;ok;"{""ARIMA"": 267860.2214421766, ""ExponentialSmoothing"": 136425.80737763352, ""SARIMAX"": 159416.83993244477, ""Holt"": 854066.6199296607, ""Prophet"": 167573.7633925987, ""Ensemble"": 136726.5197414776, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 120876.0355620737}";PC000263
PC000440;48;Prophet;3930,02;[4269.8, 4309.83, 6132.58, 6703.63, 4745.07, 4301.84];8,6;ok;"{""ARIMA"": 443678.3821081437, ""ExponentialSmoothing"": 246274.792180175, ""SARIMAX"": 566747.539097086, ""Holt"": 397540.23995353346, ""Prophet"": 218517.33192105393, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 586097.0954871468}";PC000440
PC000487;48;ARIMA;4912,84;[4835.38, 4806.36, 4795.5, 4791.43, 4789.9, 4789.33];-1,6;ok;"{""ARIMA"": 128398.65321555379, ""ExponentialSmoothing"": 245394.585219619, ""SARIMAX"": 269885.60271414154, ""Holt"": 527123.9919136293, ""Prophet"": 220173.70607015412, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 171025.78336249132}";PC000487
PC000041;48;Prophet;4462,7;[4755.15, 4336.88, 6100.41, 7241.2, 5137.14, 5332.02];6,6;ok;"{""ARIMA"": 346091.81221156294, ""ExponentialSmoothing"": 163188.91653252646, ""SARIMAX"": 282877.6792025952, ""Holt"": 431374.03512218525, ""Prophet"": 159597.25132012225, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 223242.2189891114}";PC000041
PC000069;48;Ensemble;3966,36;[4499.66, 4520.72, 5084.92, 5377.53, 4563.02, 4730.3];13,4;ok;"{""ARIMA"": 423304.9568738143, ""ExponentialSmoothing"": 349520.10940413614, ""SARIMAX"": 528948.8818208124, ""Holt"": 389955.93862608966, ""Prophet"": 433352.3587597177, ""Ensemble"": 289229.5341180906, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 717047.4580565508}";PC000069
PC000118;48;ARIMA;3727,56;[4466.85, 4670.15, 4726.06, 4741.43, 4745.66, 4746.82];19,8;ok;"{""ARIMA"": 512736.9589876112, ""ExponentialSmoothing"": 632122.0233626991, ""SARIMAX"": 874245.7142986306, ""Holt"": 1025475.2968821982, ""Prophet"": 712074.5594796222, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 726990.6433829647}";PC000118
PC000129;48;Prophet;4361,38;[4085.66, 4400.64, 6511.18, 6954.68, 4998.89, 5316.79];-6,3;ok;"{""ARIMA"": 147123.52345759564, ""ExponentialSmoothing"": 124501.8020197267, ""SARIMAX"": 118410.61268156096, ""Holt"": 182433.7912507426, ""Prophet"": 70148.59647243493, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 117662.15113488674}";PC000129
PC000702;48;SARIMAX (c/ sazonalidade+promoção);3512,65;[4374.54, 4138.56, 5513.31, 6780.95, 4801.21, 4906.85];24,5;ok;"{""ARIMA"": 538399.3428842914, ""ExponentialSmoothing"": 213679.47260047813, ""SARIMAX"": 162242.49717523615, ""Holt"": 1103548.067986528, ""Prophet"": 307594.5304426208, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 153910.77520500295}";PC000702
PC000673;48;SARIMAX (c/ sazonalidade+promoção);3452,68;[4042.66, 3890.53, 5386.88, 6592.48, 4708.35, 4383.05];17,1;ok;"{""ARIMA"": 580311.6421056959, ""ExponentialSmoothing"": 556253.6900944154, ""SARIMAX"": 460756.53111554123, ""Holt"": 774079.6441757997, ""Prophet"": 495636.6866680905, ""Ensemble"": 494643.5124407495, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 436695.0410226248}";PC000673
PC000705;48;SARIMAX;4000,96;[4407.29, 4206.87, 5532.32, 6988.89, 5483.32, 4903.32];10,2;ok;"{""ARIMA"": 274115.1606733874, ""ExponentialSmoothing"": 263428.76579544286, ""SARIMAX"": 172539.6134600679, ""Holt"": 259910.97837402506, ""Prophet"": 250005.69942845425, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 204803.04221104833}";PC000705
PC000401;48;SARIMAX (c/ sazonalidade+promoção);4513,44;[4851.76, 4457.81, 6205.55, 8336.03, 4690.93, 5943.63];7,5;ok;"{""ARIMA"": 406090.63246046676, ""ExponentialSmoothing"": 123421.10217634345, ""SARIMAX"": 85710.39413576575, ""Holt"": 504885.3353246976, ""Prophet"": 155602.7575847392, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 65502.47910083688}";PC000401
PC000946;48;ARIMA;4836,6;[4729.25, 4689.82, 4675.34, 4670.02, 4668.07, 4667.35];-2,2;ok;"{""ARIMA"": 131891.5169115811, ""ExponentialSmoothing"": 457138.0489224481, ""SARIMAX"": 507940.7665604884, ""Holt"": 134897.35841007586, ""Prophet"": 439171.578706186, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 541613.2364383768}";PC000946
PC000437;48;Ensemble;4625,82;[4308.6, 4254.15, 4739.53, 5082.29, 4437.22, 4525.74];-6,9;ok;"{""ARIMA"": 464881.78774734354, ""ExponentialSmoothing"": 439331.4091769987, ""SARIMAX"": 652570.6516718864, ""Holt"": 477633.6153490895, ""Prophet"": 560109.9604766937, ""Ensemble"": 433229.8677079519, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 564130.5058966853}";PC000437
PC000851;48;Ensemble;3994,05;[3843.04, 3991.34, 5029.3, 6261.32, 4066.48, 4273.23];-3,8;ok;"{""ARIMA"": 241214.49015150717, ""ExponentialSmoothing"": 204150.64300175037, ""SARIMAX"": 205033.59615935266, ""Holt"": 461314.76942601247, ""Prophet"": 232460.03439377723, ""Ensemble"": 201162.96262755667, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 281868.56962591846}";PC000851
PC000057;48;SARIMAX;3726,3;[3923.66, 4101.21, 5767.0, 6276.63, 5149.66, 4795.27];5,3;ok;"{""ARIMA"": 187404.63808638233, ""ExponentialSmoothing"": 109930.2386789981, ""SARIMAX"": 104077.69225597888, ""Holt"": 189814.7236558709, ""Prophet"": 127082.87941395729, ""Ensemble"": 111291.95305431687, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 377375.8986736967}";PC000057
PC000695;48;ARIMA;3536,1;[4035.99, 4177.95, 4218.26, 4229.71, 4232.96, 4233.88];14,1;ok;"{""ARIMA"": 203529.0036478832, ""ExponentialSmoothing"": 479508.3097775529, ""SARIMAX"": 370419.4003140533, ""Holt"": 349329.08993799763, ""Prophet"": 581362.9906397696, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 360450.39246179326}";PC000695
PC000669;48;ExponentialSmoothing;3794,59;[3793.07, 3883.84, 5034.8, 6223.16, 4275.59, 4724.78];-0,0;ok;"{""ARIMA"": 303281.59653008, ""ExponentialSmoothing"": 140900.60673661335, ""SARIMAX"": 172851.1890791481, ""Holt"": 732836.151821108, ""Prophet"": 249002.5765008639, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 191862.3067198965}";PC000669
PC000945;48;ExponentialSmoothing;3241,48;[3763.68, 3761.12, 4571.63, 6195.5, 4084.99, 4403.07];16,1;ok;"{""ARIMA"": 272740.43648053467, ""ExponentialSmoothing"": 197629.69746960525, ""SARIMAX"": 315329.50196513627, ""Holt"": 505216.2992467067, ""Prophet"": 226732.69751123482, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 391704.06615945813}";PC000945
PC000434;48;Ensemble;3417,21;[3600.61, 3970.81, 4812.71, 5616.04, 4078.12, 4120.57];5,4;ok;"{""ARIMA"": 422476.7084167164, ""ExponentialSmoothing"": 430039.6663015695, ""SARIMAX"": 467167.1847357368, ""Holt"": 892188.0179307159, ""Prophet"": 597939.1984036722, ""Ensemble"": 399366.3029805213, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 409521.3785300325}";PC000434
PC000355;48;ARIMA;3795,94;[4061.22, 4176.45, 4226.51, 4248.26, 4257.7, 4261.81];7,0;ok;"{""ARIMA"": 152237.88859052034, ""ExponentialSmoothing"": 190364.41425572018, ""SARIMAX"": 287435.75267874735, ""Holt"": 373356.2987269115, ""Prophet"": 220368.8888608457, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 273468.03251964133}";PC000355
PC000953;48;Prophet;3493,74;[4096.87, 3907.29, 5162.59, 6155.99, 4589.6, 4365.44];17,3;ok;"{""ARIMA"": 273672.86826973705, ""ExponentialSmoothing"": 312135.31355161587, ""SARIMAX"": 1451697.0711270208, ""Holt"": 1304995.408076885, ""Prophet"": 105088.16419601713, ""SARIMAX (c/ sazonalidade+promo\u00e7\u00e3o)"": 4593470.599876246}";PC000953
