Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank
PC004131;48;Croston;38216,04;[38427.94, 38427.94, 38427.94, 38427.94, 38427.94, 38427.94];0,6;ok;"{""ARIMA"": 2212316.016053187, ""ExponentialSmoothing"": 3052823.3060602527, ""SARIMAX"": 5400041.157880615, ""Holt"": 2030402.2813293396, ""Prophet"": 4941916.43710376, ""Croston"": 1944589.4875363363, ""TSB"": 1944589.4875363363, ""Ensemble"": 1961639.76069654}"
PC000473;48;ExponentialSmoothing;37146,48;[33993.38, 33194.86, 36856.11, 40250.89, 44854.73, 45620.85];-8,5;ok;"{""ARIMA"": 115164891.35762395, ""ExponentialSmoothing"": 8027638.262387265, ""SARIMAX"": 18884081.86670625, ""Holt"": 105211972.51918364, ""Prophet"": 8679301.275240866, ""Croston"": 11528655.38473773, ""TSB"": 11528655.38473773}"
PC009498;48;ExponentialSmoothing;34876,08;[61881.44, 33479.61, 33786.58, 34176.56, 33410.36, 32267.72];77,4;ok;"{""ARIMA"": 119572297.71603046, ""ExponentialSmoothing"": 1513854.179127887, ""SARIMAX"": 4976104.9787981855, ""Holt"": 170984232.5092148, ""Prophet"": 2852059.540091358, ""Croston"": 126606853.40531182, ""TSB"": 126606853.40531182}"
PC009748;48;ARIMA;43976,16;[43660.37, 43618.24, 43612.62, 43611.87, 43611.77, 43611.76];-0,7;ok;"{""ARIMA"": 3837994.7076183837, ""ExponentialSmoothing"": 8298576.995500314, ""SARIMAX"": 10143964.927549554, ""Holt"": 4283589.670419025, ""Prophet"": 8406744.356533365, ""Croston"": 5585877.849538774, ""TSB"": 5585877.849538774}"
PC009176;48;SARIMAX;48259,13;[52173.1, 51247.51, 52135.62, 51777.1, 51435.32, 53932.21];8,1;ok;"{""ARIMA"": 16164225.224885175, ""ExponentialSmoothing"": 18066930.22867499, ""SARIMAX"": 11231388.363799363, ""Holt"": 15186939.297889188, ""Prophet"": 18967981.44533889, ""Croston"": 26505900.345795125, ""TSB"": 26505900.345795125}"
PC000981;48;Holt;44400,84;[44482.02, 44692.39, 44860.69, 44995.33, 45103.04, 45189.21];0,2;ok;"{""ARIMA"": 9070295.562378932, ""ExponentialSmoothing"": 11359841.271036686, ""SARIMAX"": 12258488.0169482, ""Holt"": 5305302.720751692, ""Prophet"": 9863531.158785952, ""Croston"": 21696644.082295917, ""TSB"": 21696644.082295917}"
PC003308;48;Ensemble;38220,56;[37977.89, 38515.07, 39316.87, 39912.57, 40582.63, 41528.04];-0,6;ok;"{""ARIMA"": 66356857.37116662, ""ExponentialSmoothing"": 12545811.907387549, ""SARIMAX"": 11502205.601163996, ""Holt"": 54892950.43304967, ""Prophet"": 13859494.730003908, ""Croston"": 10342253.575729476, ""TSB"": 10342253.575729476, ""Ensemble"": 8244051.446557117}"
PC001077;48;ARIMA;38070,8;[38894.19, 38091.09, 38874.4, 38110.39, 38855.58, 38128.76];2,2;ok;"{""ARIMA"": 4896747.449180788, ""ExponentialSmoothing"": 17115584.593458924, ""SARIMAX"": 12738416.475131497, ""Holt"": 7617338.3671136005, ""Prophet"": 15350941.731896266, ""Croston"": 6953097.011582345, ""TSB"": 6953097.011582345}"
PC007523;48;ExponentialSmoothing;45174,99;[42161.83, 43175.79, 40009.65, 42900.4, 43524.52, 42341.24];-6,7;ok;"{""ARIMA"": 19629380.156840697, ""ExponentialSmoothing"": 10401845.245076446, ""SARIMAX"": 23601395.29515164, ""Holt"": 23177230.154896315, ""Prophet"": 19342230.27891914, ""Croston"": 14669445.138622269, ""TSB"": 14669445.138622269}"
PC002571;48;Holt;43043,76;[39818.8, 39865.0, 39901.96, 39931.52, 39955.18, 39974.1];-7,5;ok;"{""ARIMA"": 12920344.473991828, ""ExponentialSmoothing"": 7956043.071416092, ""SARIMAX"": 29311052.630179968, ""Holt"": 6296262.420822032, ""Prophet"": 7930200.639500619, ""Croston"": 6802798.97643735, ""TSB"": 6802798.97643735, ""Ensemble"": 6463167.13876678}"
PC007291;48;ExponentialSmoothing;42626,18;[41774.04, 43951.01, 42539.68, 43749.81, 41723.02, 44922.46];-2,0;ok;"{""ARIMA"": 7218128.807701501, ""ExponentialSmoothing"": 3850578.060860812, ""SARIMAX"": 4981356.326994571, ""Holt"": 7537731.131075949, ""Prophet"": 5089842.06065098, ""Croston"": 14218975.781613162, ""TSB"": 14218975.781613162}"
PC007057;48;Prophet;32198,09;[65704.98, 33878.22, 33012.0, 32723.26, 32588.43, 31630.26];104,1;ok;"{""ARIMA"": 119496299.41964705, ""ExponentialSmoothing"": 8697214.819394177, ""SARIMAX"": 11468749.90069682, ""Holt"": 179244204.46655497, ""Prophet"": 8658879.486245353, ""Croston"": 127646106.7481905, ""TSB"": 127646106.7481905}"
PC008153;48;ExponentialSmoothing;33328,48;[35297.11, 37001.21, 36164.86, 39761.81, 40545.62, 43693.42];5,9;ok;"{""ARIMA"": 129221420.05114295, ""ExponentialSmoothing"": 11751222.994286992, ""SARIMAX"": 19932995.985144738, ""Holt"": 102657526.4201928, ""Prophet"": 14575671.021295482, ""Croston"": 20051841.596728433, ""TSB"": 20051841.596728433}"
PC005684;48;Ensemble;36345,22;[37240.83, 37296.55, 37778.75, 38713.15, 39325.45, 41142.76];2,5;ok;"{""ARIMA"": 28693960.89057218, ""ExponentialSmoothing"": 9037442.10863798, ""SARIMAX"": 40440579.58737443, ""Holt"": 26130675.909369107, ""Prophet"": 10879084.881426064, ""Croston"": 9236458.599108215, ""TSB"": 9236458.599108215, ""Ensemble"": 7615540.0604068665}"
PC000888;48;Croston;41110,57;[37561.82, 37561.82, 37561.82, 37561.82, 37561.82, 37561.82];-8,6;ok;"{""ARIMA"": 30545956.657003116, ""ExponentialSmoothing"": 10391422.506487673, ""SARIMAX"": 37161718.533944644, ""Holt"": 5441244.318946354, ""Prophet"": 10523814.084391125, ""Croston"": 4828081.3670161925, ""TSB"": 4828081.3670161925, ""Ensemble"": 4950650.288012534}"
PC000894;48;Croston;38852,34;[37949.66, 37949.66, 37949.66, 37949.66, 37949.66, 37949.66];-2,3;ok;"{""ARIMA"": 6749853.127762529, ""ExponentialSmoothing"": 5609858.800711515, ""SARIMAX"": 10812315.955754178, ""Holt"": 5586566.113602516, ""Prophet"": 3859052.97728931, ""Croston"": 2884684.185716028, ""TSB"": 2884684.185716028}"
PC009241;48;Ensemble;37694,77;[38337.8, 38373.62, 38398.5, 38415.91, 38428.19, 38436.93];1,7;ok;"{""ARIMA"": 7593417.275971804, ""ExponentialSmoothing"": 10588387.735964313, ""SARIMAX"": 21289699.01759074, ""Holt"": 7266635.581650145, ""Prophet"": 14911105.004433973, ""Croston"": 9096976.892789088, ""TSB"": 9096976.892789088, ""Ensemble"": 7142146.282483049}"
PC009484;48;SARIMAX;38922,75;[40609.25, 40224.04, 40981.71, 37581.26, 38422.11, 40165.21];4,3;ok;"{""ARIMA"": 11569718.161378851, ""ExponentialSmoothing"": 12852171.314316003, ""SARIMAX"": 2929200.5491406433, ""Holt"": 15498232.51167964, ""Prophet"": 14526093.566705443, ""Croston"": 14363556.393841306, ""TSB"": 14363556.393841306}"
PC000575;48;Prophet;37460,78;[37887.91, 38230.23, 35026.61, 37852.61, 37408.47, 37224.2];1,1;ok;"{""ARIMA"": 11642377.056627095, ""ExponentialSmoothing"": 6958219.649683884, ""SARIMAX"": 23203723.024742592, ""Holt"": 10101111.650718099, ""Prophet"": 4485196.39996847, ""Croston"": 6110008.387502362, ""TSB"": 6110008.387502362}"
PC006341;48;ExponentialSmoothing;32538,98;[34346.49, 33493.12, 37243.85, 38107.19, 40378.03, 44327.86];5,6;ok;"{""ARIMA"": 40532888.73346139, ""ExponentialSmoothing"": 6080541.014823514, ""SARIMAX"": 10361943.181197708, ""Holt"": 43277593.47873997, ""Prophet"": 8921875.873277977, ""Croston"": 10001759.432853961, ""TSB"": 10001759.432853961}"
PC008415;48;Prophet;28904,21;[58298.01, 32925.04, 33737.98, 30874.5, 31367.82, 33763.52];101,7;ok;"{""ARIMA"": 116943882.3738591, ""ExponentialSmoothing"": 2894802.7523204167, ""SARIMAX"": 6629071.391257264, ""Holt"": 113708377.61136365, ""Prophet"": 2614924.3896606346, ""Croston"": 118944027.26689373, ""TSB"": 118944027.26689373}"
PC009551;48;Holt;36189,75;[37849.68, 37804.1, 37767.64, 37738.46, 37715.13, 37696.46];4,6;ok;"{""ARIMA"": 3058034.484740274, ""ExponentialSmoothing"": 10359636.953311106, ""SARIMAX"": 7790690.797042884, ""Holt"": 2737266.670861459, ""Prophet"": 8561396.010462947, ""Croston"": 2802551.815404384, ""TSB"": 2802551.815404384, ""Ensemble"": 2778475.6983687757}"
PC003629;48;Prophet;31550,59;[62246.13, 32617.91, 31736.96, 31325.64, 33252.17, 33542.04];97,3;ok;"{""ARIMA"": 146891509.49990565, ""ExponentialSmoothing"": 8097784.468682871, ""SARIMAX"": 22318750.22210482, ""Holt"": 157583544.2186688, ""Prophet"": 7951054.054569907, ""Croston"": 150066978.1041057, ""TSB"": 150066978.1041057}"
PC000010;21;Croston;92162,26;[86027.23, 86027.23, 86027.23, 86027.23, 86027.23, 86027.23];-6,7;ok;"{""ARIMA"": 54971925.37949767, ""ExponentialSmoothing"": 20012204.789632473, ""SARIMAX"": Infinity, ""Holt"": 18623383.814671054, ""Prophet"": 91388984.19130544, ""Croston"": 15395439.474639162, ""TSB"": 15395439.474639162, ""Ensemble"": 15607890.475984022}"
PC004526;48;Prophet;31582,14;[63328.54, 32781.99, 33176.05, 32688.25, 35184.43, 34817.46];100,5;ok;"{""ARIMA"": 99545680.3013165, ""ExponentialSmoothing"": 1843575.5464528203, ""SARIMAX"": 7093594.522227549, ""Holt"": 113780882.67780419, ""Prophet"": 999759.3470737188, ""Croston"": 104039046.12180084, ""TSB"": 104039046.12180084}"
PC006862;48;Prophet;44017,48;[40428.74, 42630.28, 41034.74, 42071.54, 40630.01, 45841.33];-8,2;ok;"{""ARIMA"": 23002564.981876493, ""ExponentialSmoothing"": 17533222.260475796, ""SARIMAX"": 17734509.64397681, ""Holt"": 23733788.16424176, ""Prophet"": 11318237.672663124, ""Croston"": 31292148.776829194, ""TSB"": 31292148.776829194}"
PC000889;48;Prophet;38130,43;[33425.99, 37421.63, 36586.31, 39782.71, 37767.27, 43005.59];-12,3;ok;"{""ARIMA"": 48233222.56011566, ""ExponentialSmoothing"": 1351546.1609852652, ""SARIMAX"": 24982130.99049895, ""Holt"": 15716434.376199296, ""Prophet"": 557151.9116035526, ""Croston"": 6280839.139320842, ""TSB"": 6280839.139320842}"
PC005583;48;Prophet;31358,76;[62524.82, 29592.94, 31066.25, 34505.9, 30730.69, 35325.32];99,4;ok;"{""ARIMA"": 145873075.5651448, ""ExponentialSmoothing"": 7081874.769983381, ""SARIMAX"": 15144833.904861502, ""Holt"": 180971953.53908885, ""Prophet"": 6376775.033672429, ""Croston"": 151226643.79284713, ""TSB"": 151226643.79284713}"
PC008987;48;Prophet;32508,13;[64216.59, 33569.1, 33692.15, 33230.73, 34600.84, 36426.1];97,5;ok;"{""ARIMA"": 103585518.74536842, ""ExponentialSmoothing"": 1150332.7027020508, ""SARIMAX"": 9843977.87407262, ""Holt"": 115512224.302305, ""Prophet"": 1089909.5303355646, ""Croston"": 103571054.78780715, ""TSB"": 103571054.78780715}"
PC008493;16;Croston;118033,71;[113542.61, 113542.61, 113542.61, 113542.61, 113542.61, 113542.61];-3,8;ok;"{""ARIMA"": 126350863.02435188, ""ExponentialSmoothing"": 77638656.99668604, ""SARIMAX"": Infinity, ""Holt"": 89684305.52365065, ""Prophet"": 174733443340.42038, ""Croston"": 41735902.81201626, ""TSB"": 41735902.81201626}"
PC000011;48;Prophet;30151,69;[37501.25, 36750.32, 38960.32, 41996.77, 41752.65, 40983.64];24,4;ok;"{""ARIMA"": 91186017.51576202, ""ExponentialSmoothing"": 10690641.69279051, ""SARIMAX"": 82317689.1485647, ""Holt"": 77910119.85589145, ""Prophet"": 9124877.276472637, ""Croston"": 22580633.169301275, ""TSB"": 22580633.169301275}"
PC006399;48;Croston;38723,07;[37082.79, 37082.79, 37082.79, 37082.79, 37082.79, 37082.79];-4,2;ok;"{""ARIMA"": 9394890.010631822, ""ExponentialSmoothing"": 5025740.03251994, ""SARIMAX"": 9764007.747205578, ""Holt"": 8555725.376709, ""Prophet"": 6839397.737389468, ""Croston"": 2383316.600444297, ""TSB"": 2383316.600444297}"
PC002972;48;ExponentialSmoothing;35249,65;[62930.08, 32732.92, 30809.79, 30494.75, 32127.07, 32228.81];78,5;ok;"{""ARIMA"": 108946317.3024776, ""ExponentialSmoothing"": 10883687.071379682, ""SARIMAX"": 22550810.48266411, ""Holt"": 123523256.07504083, ""Prophet"": 11598864.81872032, ""Croston"": 107367878.25480346, ""TSB"": 107367878.25480346}"
PC003533;48;Ensemble;35603,48;[37035.81, 37002.46, 37010.51, 37046.55, 36336.94, 37180.29];4,0;ok;"{""ARIMA"": 8282950.476453833, ""ExponentialSmoothing"": 3298179.8974008574, ""SARIMAX"": 7821266.47576578, ""Holt"": 9251367.273996348, ""Prophet"": 3983947.263040791, ""Croston"": 3772680.6984961764, ""TSB"": 3772680.6984961764, ""Ensemble"": 3290929.76449756}"
PC003021;48;Croston;35406,73;[37490.88, 37490.88, 37490.88, 37490.88, 37490.88, 37490.88];5,9;ok;"{""ARIMA"": 49142095.54963406, ""ExponentialSmoothing"": 15153006.308978843, ""SARIMAX"": 22451092.652166363, ""Holt"": 29567431.78371182, ""Prophet"": 13900326.410244362, ""Croston"": 10842796.055071143, ""TSB"": 10842796.055071143, ""Ensemble"": 11087601.116607452}"
PC007054;48;Croston;43775,61;[39788.3, 39788.3, 39788.3, 39788.3, 39788.3, 39788.3];-9,1;ok;"{""ARIMA"": 32312225.720300883, ""ExponentialSmoothing"": 13068599.312445378, ""SARIMAX"": 16840111.66151832, ""Holt"": 14549478.210108757, ""Prophet"": 14861252.606726369, ""Croston"": 5964742.563096895, ""TSB"": 5964742.563096895}"
PC008208;48;ExponentialSmoothing;34803,88;[37204.48, 36770.39, 35804.48, 35367.0, 36757.23, 36936.52];6,9;ok;"{""ARIMA"": 6542744.775036926, ""ExponentialSmoothing"": 3244717.249786019, ""SARIMAX"": 7807470.457247595, ""Holt"": 4497209.930594017, ""Prophet"": 4330100.185910545, ""Croston"": 4463127.023953644, ""TSB"": 4463127.023953644}"
PC000345;16;ExponentialSmoothing;118939,04;[113860.99, 113945.76, 114016.82, 114076.39, 114126.32, 114168.17];-4,3;ok;"{""ARIMA"": 79803225.9685077, ""ExponentialSmoothing"": 12530491.803235034, ""SARIMAX"": Infinity, ""Holt"": 30831154.338829655, ""Prophet"": 423401627532.0171, ""Croston"": 48912912.527251124, ""TSB"": 48912912.527251124}"
PC003013;48;ExponentialSmoothing;33232,47;[61283.44, 31571.89, 32053.0, 30163.13, 33197.55, 33661.92];84,4;ok;"{""ARIMA"": 68147021.26568635, ""ExponentialSmoothing"": 14363308.50208074, ""SARIMAX"": 15255206.41117558, ""Holt"": 87601831.87723057, ""Prophet"": 17568867.7895603, ""Croston"": 69509509.0007122, ""TSB"": 69509509.0007122, ""Ensemble"": 14858430.924257109}"
PC009084;48;ExponentialSmoothing;30279,95;[59536.27, 32914.38, 31467.82, 31184.95, 32394.44, 35516.32];96,6;ok;"{""ARIMA"": 111475459.18412723, ""ExponentialSmoothing"": 2277637.895818777, ""SARIMAX"": 4101783.0075922306, ""Holt"": 115679501.05831857, ""Prophet"": 2285298.4934042804, ""Croston"": 112720110.90353076, ""TSB"": 112720110.90353076}"
PC002696;48;Prophet;38355,76;[36686.9, 35931.61, 35444.14, 37339.18, 36946.58, 38795.97];-4,4;ok;"{""ARIMA"": 6506642.458550443, ""ExponentialSmoothing"": 6089863.979558189, ""SARIMAX"": 21223200.652345214, ""Holt"": 7283419.785096779, ""Prophet"": 5340832.701127798, ""Croston"": 6580055.996300424, ""TSB"": 6580055.996300424, ""Ensemble"": 5743734.485985762}"
PC005573;48;Croston;38619,92;[37545.83, 37545.83, 37545.83, 37545.83, 37545.83, 37545.83];-2,8;ok;"{""ARIMA"": 18620785.531801585, ""ExponentialSmoothing"": 16565613.921813676, ""SARIMAX"": 29602459.043487106, ""Holt"": 14125489.105499938, ""Prophet"": 11557420.68881202, ""Croston"": 6795989.707695299, ""TSB"": 6795989.707695299}"
PC007847;48;ARIMA;36128,51;[36125.97, 36123.44, 36120.9, 36118.37, 36115.83, 36113.3];-0,0;ok;"{""ARIMA"": 3309562.7602858604, ""ExponentialSmoothing"": 13677116.112126285, ""SARIMAX"": 4581119.9449156495, ""Holt"": 3401493.263450598, ""Prophet"": 15520614.985892912, ""Croston"": 6465662.856809579, ""TSB"": 6465662.856809579}"
PC002476;48;ExponentialSmoothing;29128,77;[60395.13, 33451.74, 32611.33, 31473.16, 29745.76, 31408.58];107,3;ok;"{""ARIMA"": 169645062.35387132, ""ExponentialSmoothing"": 32262152.192146927, ""SARIMAX"": 58289970.34331909, ""Holt"": 271040870.1371418, ""Prophet"": 36518935.749759406, ""Croston"": 182372848.54395917, ""TSB"": 182372848.54395917}"
PC009416;48;ExponentialSmoothing;30197,79;[31026.75, 33881.42, 36072.71, 37722.43, 40195.39, 42205.53];2,7;ok;"{""ARIMA"": 69306178.318344, ""ExponentialSmoothing"": 5033691.43325344, ""SARIMAX"": 10887911.629933968, ""Holt"": 53288689.122092724, ""Prophet"": 18248052.844087128, ""Croston"": 24938270.749993216, ""TSB"": 24938270.749993216}"
PC009528;48;Holt;40258,81;[37681.79, 37727.73, 37764.49, 37793.9, 37817.42, 37836.24];-6,4;ok;"{""ARIMA"": 31631094.404050425, ""ExponentialSmoothing"": 7166844.794190531, ""SARIMAX"": 8383488.198500664, ""Holt"": 5559321.699243221, ""Prophet"": 6883800.0114662135, ""Croston"": 5980994.222195033, ""TSB"": 5980994.222195033, ""Ensemble"": 5821585.865962262}"
PC006507;48;SARIMAX;34600,09;[37058.58, 40259.98, 39153.97, 38645.99, 38636.79, 35450.2];7,1;ok;"{""ARIMA"": 5217090.072757942, ""ExponentialSmoothing"": 7321708.03431351, ""SARIMAX"": 1502159.9432847183, ""Holt"": 3347601.8149758154, ""Prophet"": 6499492.323235306, ""Croston"": 3209225.812121332, ""TSB"": 3209225.812121332}"
PC004432;48;SARIMAX;32965,46;[58222.13, 30905.51, 30081.37, 35261.22, 32877.56, 34302.34];76,6;ok;"{""ARIMA"": 127044366.6470456, ""ExponentialSmoothing"": 9511280.905804908, ""SARIMAX"": 6896582.471742049, ""Holt"": 144178447.49763203, ""Prophet"": 8464079.829987178, ""Croston"": 129558690.22039242, ""TSB"": 129558690.22039242}"
PC000270;48;Prophet;34226,44;[58899.78, 30982.57, 32747.2, 32608.82, 33203.72, 34094.42];72,1;ok;"{""ARIMA"": 132646533.34239274, ""ExponentialSmoothing"": 13874537.812284043, ""SARIMAX"": 16548292.067775743, ""Holt"": 172407897.51022455, ""Prophet"": 12103606.778445417, ""Croston"": 134517459.3965072, ""TSB"": 134517459.3965072}"
PC005132;48;Ensemble;40119,55;[38291.7, 38185.02, 37859.36, 38803.55, 37041.13, 38869.56];-4,6;ok;"{""ARIMA"": 6060792.116541014, ""ExponentialSmoothing"": 2682062.4708361444, ""SARIMAX"": 7625278.7198165925, ""Holt"": 7155105.596392612, ""Prophet"": 3005891.1476737424, ""Croston"": 3405318.0605495027, ""TSB"": 3405318.0605495027, ""Ensemble"": 2203902.737355446}"
PC004799;48;ARIMA;38846,02;[38131.21, 38341.0, 38279.43, 38297.5, 38292.2, 38293.75];-1,8;ok;"{""ARIMA"": 2018466.9726289057, ""ExponentialSmoothing"": 8379063.448382411, ""SARIMAX"": 6650873.034439678, ""Holt"": 3088184.5938262544, ""Prophet"": 11472655.86993354, ""Croston"": 2805354.0143897044, ""TSB"": 2805354.0143897044}"
PC009428;48;ExponentialSmoothing;33112,96;[59623.69, 30785.86, 32118.77, 32901.16, 32370.78, 33306.83];80,1;ok;"{""ARIMA"": 71208008.82242538, ""ExponentialSmoothing"": 14602876.907684674, ""SARIMAX"": 20249529.990536217, ""Holt"": 90158493.58055854, ""Prophet"": 15622087.106661348, ""Croston"": 74575187.67173785, ""TSB"": 74575187.67173785}"
PC000567;48;ARIMA;43810,8;[44326.43, 43923.22, 44238.52, 43991.97, 44184.77, 44034.01];1,2;ok;"{""ARIMA"": 3022631.426705075, ""ExponentialSmoothing"": 5913181.254555774, ""SARIMAX"": 6862764.256569474, ""Holt"": 4255397.321590644, ""Prophet"": 7621579.552338441, ""Croston"": 21409776.383170698, ""TSB"": 21409776.383170698}"
PC006443;48;ExponentialSmoothing;30455,25;[56104.64, 32512.89, 31771.19, 30227.72, 33731.99, 33863.53];84,2;ok;"{""ARIMA"": 80853088.46514869, ""ExponentialSmoothing"": 8431423.955728615, ""SARIMAX"": 37249122.33975744, ""Holt"": 118851637.83017188, ""Prophet"": 8489631.785635369, ""Croston"": 84556482.65094143, ""TSB"": 84556482.65094143}"
PC001410;48;Croston;32371,0;[36468.7, 36468.7, 36468.7, 36468.7, 36468.7, 36468.7];12,7;ok;"{""ARIMA"": 5799394.028877705, ""ExponentialSmoothing"": 9186153.714986397, ""SARIMAX"": 12617118.003396114, ""Holt"": 5682699.743370389, ""Prophet"": 8906943.031683866, ""Croston"": 4893224.50842413, ""TSB"": 4893224.50842413, ""Ensemble"": 5079909.393821052}"
PC006285;48;Prophet;40702,63;[40819.48, 42081.36, 42743.49, 39923.28, 43465.69, 43380.57];0,3;ok;"{""ARIMA"": 29355402.891828258, ""ExponentialSmoothing"": 9082342.40200031, ""SARIMAX"": 22679412.634787217, ""Holt"": 16977127.759608854, ""Prophet"": 5642891.469392874, ""Croston"": 20725380.9675779, ""TSB"": 20725380.9675779}"
PC003727;48;Ensemble;37791,87;[37141.33, 37244.81, 36464.84, 36934.89, 36284.09, 37091.63];-1,7;ok;"{""ARIMA"": 8989113.026944133, ""ExponentialSmoothing"": 4116707.3253992326, ""SARIMAX"": 8680824.359828608, ""Holt"": 7364462.919983484, ""Prophet"": 6017127.574790265, ""Croston"": 4322525.11573514, ""TSB"": 4322525.11573514, ""Ensemble"": 4095357.8301875037}"
PC001876;48;SARIMAX;45021,88;[48164.17, 48300.14, 49840.84, 49787.02, 49184.67, 50678.37];7,0;ok;"{""ARIMA"": 8867875.033812119, ""ExponentialSmoothing"": 36234404.56113506, ""SARIMAX"": 8296985.354074813, ""Holt"": 20144162.28956102, ""Prophet"": 21008353.4706216, ""Croston"": 35465152.55578893, ""TSB"": 35465152.55578893}"
PC003767;48;Holt;37271,05;[36089.91, 36168.38, 36231.16, 36281.38, 36321.56, 36353.7];-3,2;ok;"{""ARIMA"": 5738373.326936173, ""ExponentialSmoothing"": 4560770.61164526, ""SARIMAX"": 4034108.2196144057, ""Holt"": 1650074.201478365, ""Prophet"": 3741049.9665795336, ""Croston"": 2064647.0521538968, ""TSB"": 2064647.0521538968, ""Ensemble"": 1886728.241829016}"
PC006851;48;ExponentialSmoothing;36470,78;[36885.41, 37440.77, 37227.42, 36591.37, 36498.58, 38286.41];1,1;ok;"{""ARIMA"": 13036133.733896933, ""ExponentialSmoothing"": 2211919.797993136, ""SARIMAX"": 12450081.178666448, ""Holt"": 3077542.97404551, ""Prophet"": 4471323.903830109, ""Croston"": 3136173.032190334, ""TSB"": 3136173.032190334}"
PC007984;48;SARIMAX;37205,52;[42676.05, 41553.46, 41292.33, 41319.12, 43649.19, 44240.11];14,7;ok;"{""ARIMA"": 8251227.228457036, ""ExponentialSmoothing"": 2411532.4775830046, ""SARIMAX"": 1364367.2451198986, ""Holt"": 2042448.3591982506, ""Prophet"": 2865618.216663368, ""Croston"": 1795525.6535003164, ""TSB"": 1795525.6535003164}"
PC004561;48;ExponentialSmoothing;30589,44;[34144.57, 33931.78, 38711.33, 36039.4, 40671.16, 41277.41];11,6;ok;"{""ARIMA"": 79894788.01967476, ""ExponentialSmoothing"": 13723486.126075849, ""SARIMAX"": 16538007.679564988, ""Holt"": 44836704.32125976, ""Prophet"": 14535874.11818406, ""Croston"": 21642693.90115895, ""TSB"": 21642693.90115895, ""Ensemble"": 14350678.186193043}"
PC009794;48;ExponentialSmoothing;32846,9;[34012.26, 32444.12, 35693.06, 38188.91, 38398.5, 43075.56];3,5;ok;"{""ARIMA"": 128888377.73458874, ""ExponentialSmoothing"": 8498591.072806166, ""SARIMAX"": 19785261.77009458, ""Holt"": 108413668.17637558, ""Prophet"": 9563687.125467157, ""Croston"": 13454681.088355357, ""TSB"": 13454681.088355357}"
PC005119;48;Holt;40109,49;[39680.31, 40165.02, 40552.78, 40863.0, 41111.17, 41309.7];-1,1;ok;"{""ARIMA"": 9557797.451630672, ""ExponentialSmoothing"": 8827860.057497643, ""SARIMAX"": 7559270.3653907655, ""Holt"": 7068048.859852011, ""Prophet"": 10912055.805144882, ""Croston"": 8653444.529795723, ""TSB"": 8653444.529795723, ""Ensemble"": 7174177.018334151}"
PC001723;48;Holt;33140,1;[36363.7, 36361.93, 36360.51, 36359.38, 36358.47, 36357.74];9,7;ok;"{""ARIMA"": 21322428.755577713, ""ExponentialSmoothing"": 9780658.627236268, ""SARIMAX"": 10531079.48622539, ""Holt"": 6955080.015780464, ""Prophet"": 13455339.973990625, ""Croston"": 6998054.756937976, ""TSB"": 6998054.756937976, ""Ensemble"": 6982652.793432303}"
PC003759;48;Prophet;26982,98;[30100.43, 34333.82, 35778.07, 37514.54, 40541.43, 40062.66];11,6;ok;"{""ARIMA"": 63418521.86115263, ""ExponentialSmoothing"": 12461399.913191015, ""SARIMAX"": 22925984.899717346, ""Holt"": 64762053.22511228, ""Prophet"": 11292801.828754818, ""Croston"": 27533320.05663456, ""TSB"": 27533320.05663456}"
PC008196;48;Croston;35346,49;[36521.97, 36521.97, 36521.97, 36521.97, 36521.97, 36521.97];3,3;ok;"{""ARIMA"": 12090795.79756332, ""ExponentialSmoothing"": 3467155.791367287, ""SARIMAX"": 21907915.08147184, ""Holt"": 2510330.9647186478, ""Prophet"": 3122093.0116215427, ""Croston"": 846100.4849325698, ""TSB"": 846100.4849325698}"
PC008463;48;Ensemble;36522,01;[36317.88, 37075.48, 36303.64, 37847.95, 36575.14, 36443.16];-0,6;ok;"{""ARIMA"": 2696975.4389965483, ""ExponentialSmoothing"": 2618694.3142668637, ""SARIMAX"": 14246158.268083105, ""Holt"": 2636962.2187307156, ""Prophet"": 5109861.394540956, ""Croston"": 2848580.26196664, ""TSB"": 2848580.26196664, ""Ensemble"": 2232657.665116033}"
PC002222;48;Ensemble;34065,6;[36557.97, 35878.15, 36519.98, 36283.53, 36394.48, 35802.14];7,3;ok;"{""ARIMA"": 8148009.324874241, ""ExponentialSmoothing"": 3238457.4857604783, ""SARIMAX"": 11227563.517244106, ""Holt"": 3619135.4924113373, ""Prophet"": 3271259.332615691, ""Croston"": 2610703.262242938, ""TSB"": 2610703.262242938, ""Ensemble"": 2576137.7572036083}"
PC002714;48;Croston;35865,22;[36259.73, 36259.73, 36259.73, 36259.73, 36259.73, 36259.73];1,1;ok;"{""ARIMA"": 9700517.431229325, ""ExponentialSmoothing"": 3073148.045719014, ""SARIMAX"": 5610858.910960139, ""Holt"": 14345238.518361641, ""Prophet"": 3095890.786958078, ""Croston"": 2086516.84855248, ""TSB"": 2086516.84855248}"
PC004686;48;Ensemble;33027,05;[37395.46, 37491.27, 38685.32, 39139.19, 39374.88, 39150.51];13,2;ok;"{""ARIMA"": 13133619.718755893, ""ExponentialSmoothing"": 7423393.873351194, ""SARIMAX"": 4567107.7547513535, ""Holt"": 14180104.908406073, ""Prophet"": 6164181.164429452, ""Croston"": 5508389.065426244, ""TSB"": 5508389.065426244, ""Ensemble"": 2959922.326920997}"
