Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido
PC000593;Fornecedor Beta;E;Baixa;80,0;27,1;88,5;55;100;15;4,12;4,71;🟢 OK;0,0;64,75;0,0
PC000370;Fornecedor Delta;E;Média;19,0;28,3;20,1;55;100;15;18,13;4,71;🔴 Comprar agora;75,0;112,99;8515,66
PC000381;Fornecedor Beta;E;Baixa;50,0;16,0;93,8;55;100;15;3,89;4,71;🟢 OK;0,0;80,28;0,0
PC000072;Fornecedor Alfa;E;Baixa;26,0;14,2;54,8;55;100;15;6,65;4,71;🔴 Comprar agora;21,0;111,25;2381,23
PC000920;Fornecedor Alfa;E;Baixa;24,0;7,4;97,9;55;100;15;3,73;4,71;🟢 OK;0,0;190,38;0,0
PC000388;Fornecedor Gamma;E;Baixa;30,0;23,5;38,4;55;100;15;9,51;4,71;🔴 Comprar agora;48,0;65,85;3174,22
PC000599;Fornecedor Beta;E;Baixa;53,0;43,1;36,9;55;100;15;9,9;4,71;🔴 Comprar agora;91,0;45,86;4162,31
PC000165;Fornecedor Beta;E;Baixa;50,0;22,2;67,6;55;100;15;5,4;4,71;🟢 OK;0,0;79,06;0,0
PC000506;Fornecedor Gamma;E;Média;36,0;18,1;59,6;55;100;15;6,13;4,71;🟢 OK;0,0;184,28;0,0
PC000791;Fornecedor Alfa;E;Média;28,0;30,7;27,4;55;100;15;13,33;4,71;🔴 Comprar agora;74,0;74,37;5520,94
PC000645;Fornecedor Delta;E;Baixa;123,0;21,2;174,0;55;100;15;2,1;4,71;🟡 Estoque excessivo;0,0;47,39;0,0
PC000298;Fornecedor Beta;E;Baixa;63,0;20,9;90,5;55;100;15;4,03;4,71;🟢 OK;0,0;54,22;0,0
PC000926;Fornecedor Beta;E;Baixa;38,0;21,4;53,2;55;100;15;6,85;4,71;🔴 Comprar agora;33,0;49,1;1638,29
PC000795;Fornecedor Alfa;E;Baixa;37,0;44,3;25,0;55;100;15;14,58;4,71;🔴 Comprar agora;111,0;26,42;2928,19
PC000133;Fornecedor Delta;E;Baixa;30,0;24,1;37,3;55;100;15;9,78;4,71;🔴 Comprar agora;50,0;43,82;2206,81
PC000515;Fornecedor Gamma;E;Baixa;6,0;14,4;12,5;55;100;15;29,2;4,71;🚨 RUPTURA IMINENTE;42,0;94,53;3969,68
PC000203;Fornecedor Delta;E;Baixa;77,0;61,8;37,4;55;100;15;9,76;4,71;🔴 Comprar agora;129,0;17,78;2293,47
PC000430;Fornecedor Alfa;E;Alta;20,0;15,9;37,7;55;100;15;9,69;4,71;🔴 Comprar agora;33,0;391,62;12969,58
PC000494;Fornecedor Delta;E;Baixa;24,0;33,7;21,4;55;100;15;17,07;4,71;🔴 Comprar agora;88,0;40,35;3559,29
PC000240;Fornecedor Alfa;E;Baixa;79,0;15,6;151,9;55;100;15;2,4;4,71;🟡 Estoque excessivo;0,0;90,0;0,0
PC000607;Fornecedor Gamma;E;Baixa;85,0;34,8;73,3;55;100;15;4,98;4,71;🟢 OK;0,0;37,88;0,0
PC000622;Fornecedor Gamma;E;Baixa;71,0;24,8;85,7;55;100;15;4,26;4,71;🟢 OK;0,0;34,58;0,0
PC000961;Fornecedor Delta;E;Baixa;70,0;23,8;88,2;55;100;15;4,14;4,71;🟢 OK;0,0;60,3;0,0
PC000101;Fornecedor Beta;E;Baixa;8,0;25,2;9,5;55;100;15;38,36;4,71;🚨 RUPTURA IMINENTE;76,0;33,57;2554,2
PC000191;Fornecedor Delta;E;Baixa;21,0;20,1;31,3;55;100;15;11,65;4,71;🔴 Comprar agora;46,0;37,77;1737,69
PC000455;Fornecedor Gamma;E;Baixa;52,0;34,2;45,7;55;100;15;7,99;4,71;🔴 Comprar agora;62,0;21,43;1326,22
PC000867;Fornecedor Alfa;E;Baixa;56,0;27,5;61,0;55;100;15;5,98;4,71;🟢 OK;0,0;27,08;0,0
PC000423;Fornecedor Alfa;E;Baixa;23,0;25,5;27,0;55;100;15;13,51;4,71;🔴 Comprar agora;62,0;26,38;1639,42
PC000319;Fornecedor Beta;E;Baixa;50,0;13,8;108,4;55;100;15;3,37;4,71;🟡 Estoque excessivo;0,0;44,08;0,0
PC000598;Fornecedor Alfa;E;Baixa;23,0;18,9;36,5;55;100;15;10,01;4,71;🔴 Comprar agora;40,0;43,1;1727,67
PC000014;Fornecedor Alfa;E;Baixa;45,0;26,0;52,0;55;100;15;7,02;4,71;🔴 Comprar agora;42,0;25,43;1055,5
PC000998;Fornecedor Gamma;E;Média;42,0;28,4;44,4;55;100;15;8,22;4,71;🔴 Comprar agora;53,0;38,48;2021,45
PC000169;Fornecedor Alfa;E;Baixa;22,0;55,4;11,9;55;100;15;30,65;4,71;🚨 RUPTURA IMINENTE;163,0;10,82;1761,05
PC000605;Fornecedor Beta;E;Média;14,0;26,2;16,0;55;100;15;22,77;4,71;🔴 Comprar agora;73,0;38,69;2837,8
PC000651;Fornecedor Gamma;E;Baixa;65,0;27,4;71,3;55;100;15;5,12;4,71;🟢 OK;0,0;23,98;0,0
PC000677;Fornecedor Gamma;E;Baixa;17,0;11,0;46,5;55;100;15;7,85;4,71;🔴 Comprar agora;20,0;43,77;857,01
PC000301;Fornecedor Delta;E;Baixa;73,0;25,8;84,8;55;100;15;4,31;4,71;🟢 OK;0,0;21,96;0,0
PC000516;Fornecedor Delta;E;Baixa;48,0;41,2;35,0;55;100;15;10,43;4,71;🔴 Comprar agora;89,0;11,34;1011,55
PC000202;Fornecedor Beta;E;Baixa;62,0;29,8;62,5;55;100;15;5,84;4,71;🟢 OK;0,0;18,87;0,0
PC000435;Fornecedor Delta;E;Média;21,0;7,1;88,6;55;100;15;4,12;4,71;🟢 OK;0,0;69,73;0,0
PC000629;Fornecedor Gamma;E;Alta;8,0;16,2;14,8;55;100;15;24,7;4,71;🚨 RUPTURA IMINENTE;46,0;50,73;2340,97
PC000810;Fornecedor Delta;E;Alta;38,0;22,2;51,4;55;100;15;7,1;4,71;🔴 Comprar agora;36,0;51,49;1850,19
PC000340;Fornecedor Gamma;E;Baixa;44,0;16,9;78,3;55;100;15;4,66;4,71;🟢 OK;0,0;21,55;0,0
PC000050;Fornecedor Delta;E;Média;64,0;25,9;74,2;55;100;15;4,92;4,71;🟢 OK;0,0;17,4;0,0
PC000577;Fornecedor Alfa;E;Baixa;65,0;9,5;205,7;55;100;15;1,77;4,71;🟡 Estoque excessivo;0,0;18,45;0,0
PC000902;Fornecedor Alfa;E;Baixa;34,0;30,0;34,0;55;100;15;10,75;4,71;🔴 Comprar agora;66,0;10,31;681,96
PC000284;Fornecedor Beta;E;Baixa;73,0;17,6;124,7;55;100;15;2,93;4,71;🟡 Estoque excessivo;0,0;12,32;0,0
PC000073;Fornecedor Alfa;E;Baixa;15,0;6,5;69,0;55;100;15;5,29;4,71;🟢 OK;0,0;26,61;0,0
