Produto;n_periodos;modelo_escolhido;ultimo_real;previsao;var_pct_proximo_mes;status;rank
PC000641;48;Croston;12964,18;[16070.29, 16070.29, 16070.29, 16070.29, 16070.29, 16070.29];24,0;ok;"{""ARIMA"": 31890145.366063077, ""ExponentialSmoothing"": 13307355.843700742, ""SARIMAX"": 20176550.071413428, ""Holt"": 28307014.79882772, ""Prophet"": 13329503.88089277, ""Croston"": 8787064.247241817, ""TSB"": 8787064.247241817}"
PC000671;48;Croston;11068,03;[15418.02, 15418.02, 15418.02, 15418.02, 15418.02, 15418.02];39,3;ok;"{""ARIMA"": 21193716.500493158, ""ExponentialSmoothing"": 19268278.301356833, ""SARIMAX"": 19098700.819565255, ""Holt"": 14707380.299303195, ""Prophet"": 23874219.19988541, ""Croston"": 10979073.987802515, ""TSB"": 10979073.987802515}"
PC000643;48;Ensemble;14587,73;[12403.62, 13707.3, 15034.53, 14509.52, 17896.43, 16737.59];-15,0;ok;"{""ARIMA"": 20556046.03545021, ""ExponentialSmoothing"": 18991983.11045007, ""SARIMAX"": 28923790.952833846, ""Holt"": 24277640.943398487, ""Prophet"": 23334389.49369983, ""Croston"": 29381399.629694555, ""TSB"": 29381399.629694555, ""Ensemble"": 17823012.595508482}"
PC000947;48;ExponentialSmoothing;9516,83;[12696.37, 10905.83, 13763.32, 16783.31, 16101.56, 21158.48];33,4;ok;"{""ARIMA"": 34071565.408187255, ""ExponentialSmoothing"": 10840642.575699931, ""SARIMAX"": 17530846.150965586, ""Holt"": 34799460.6384036, ""Prophet"": 11651978.679588944, ""Croston"": 15827251.475526536, ""TSB"": 15827251.475526536}"
PC000557;48;SARIMAX;21422,77;[23686.95, 23170.02, 26933.92, 29614.31, 32577.55, 31311.13];10,6;ok;"{""ARIMA"": 53468794.27752104, ""ExponentialSmoothing"": 158757247.9500961, ""SARIMAX"": 36534359.17566293, ""Holt"": 55326711.89348361, ""Prophet"": 97091685.34087652, ""Croston"": 114394679.77079453, ""TSB"": 114394679.77079453}"
PC000006;48;Ensemble;27095,48;[26055.64, 27976.67, 28104.61, 29093.62, 30434.14, 29607.51];-3,8;ok;"{""ARIMA"": 31911154.1514594, ""ExponentialSmoothing"": 38463353.43065566, ""SARIMAX"": 86174505.04781325, ""Holt"": 67518443.15383466, ""Prophet"": 30052636.4907082, ""Croston"": 50376019.05607017, ""TSB"": 50376019.05607017, ""Ensemble"": 9752820.438825255}"
PC000974;48;SARIMAX;22843,04;[30439.45, 31267.7, 31083.87, 34178.85, 39035.64, 39718.91];33,3;ok;"{""ARIMA"": 70169544.39522237, ""ExponentialSmoothing"": 242905144.89832523, ""SARIMAX"": 50310653.54796827, ""Holt"": 174495269.63232884, ""Prophet"": 139793448.78037792, ""Croston"": 157364935.12215337, ""TSB"": 157364935.12215337}"
PC000935;48;SARIMAX;13440,039999999999;[13931.35, 14451.59, 15288.22, 16756.22, 18258.98, 18369.59];3,7;ok;"{""ARIMA"": 20509767.915311463, ""ExponentialSmoothing"": 11061980.538733838, ""SARIMAX"": 8540135.65968941, ""Holt"": 19722592.933132805, ""Prophet"": 13815992.609869769, ""Croston"": 26221367.627991702, ""TSB"": 26221367.627991702}"
PC000153;48;ExponentialSmoothing;12111,3;[13389.24, 14599.57, 12445.68, 21808.28, 21554.44, 21001.27];10,6;ok;"{""ARIMA"": 26503071.52061823, ""ExponentialSmoothing"": 7295346.137022685, ""SARIMAX"": 24061461.421119243, ""Holt"": 22827751.184010178, ""Prophet"": 15062003.617410734, ""Croston"": 28084158.12960273, ""TSB"": 28084158.12960273}"
PC000855;48;Ensemble;9545,42;[13507.61, 14761.76, 14285.93, 14724.37, 15931.05, 16576.45];41,5;ok;"{""ARIMA"": 8486327.27482324, ""ExponentialSmoothing"": 8113211.046472364, ""SARIMAX"": 9122579.24796539, ""Holt"": 30465529.06870832, ""Prophet"": 14289216.352461793, ""Croston"": 8387948.97044265, ""TSB"": 8387948.97044265, ""Ensemble"": 7246662.268172431}"
PC000590;48;SARIMAX;9209,550000000001;[8996.07, 8200.56, 12706.43, 11018.01, 16691.97, 17151.13];-2,3;ok;"{""ARIMA"": 13355555.243126675, ""ExponentialSmoothing"": 6944540.711639577, ""SARIMAX"": 3798641.503907308, ""Holt"": 16329985.891718684, ""Prophet"": 8239512.595173924, ""Croston"": 13657370.040587312, ""TSB"": 13657370.040587312}"
PC000057;48;ExponentialSmoothing;24521,440000000002;[25099.19, 23426.59, 24859.1, 26283.35, 31052.68, 33090.26];2,4;ok;"{""ARIMA"": 30939943.31094938, ""ExponentialSmoothing"": 14980080.93898177, ""SARIMAX"": 67431374.40784812, ""Holt"": 256903854.4594803, ""Prophet"": 236011555.440433, ""Croston"": 227117861.07457948, ""TSB"": 227117861.07457948}"
PC000041;48;ARIMA;10128,57;[11974.24, 12950.55, 13467.0, 13740.18, 13884.69, 13961.13];18,2;ok;"{""ARIMA"": 5937302.872031192, ""ExponentialSmoothing"": 11996906.640834788, ""SARIMAX"": 11493735.101733541, ""Holt"": 9670478.705536237, ""Prophet"": 13262981.208334208, ""Croston"": 7705738.212088093, ""TSB"": 7705738.212088093, ""Ensemble"": 6913349.07375263}"
PC000785;48;Prophet;13696,82;[10701.53, 10780.57, 11236.05, 14422.02, 17407.84, 18665.6];-21,9;ok;"{""ARIMA"": 22359447.625943754, ""ExponentialSmoothing"": 12323744.04745427, ""SARIMAX"": 13624944.795438675, ""Holt"": 21196460.149539966, ""Prophet"": 9064055.630200507, ""Croston"": 12094985.093461, ""TSB"": 12094985.093461}"
PC000487;48;Prophet;12369,95;[12780.41, 11367.36, 15229.55, 15440.33, 17360.02, 17592.29];3,3;ok;"{""ARIMA"": 21641759.050755586, ""ExponentialSmoothing"": 6211971.303258435, ""SARIMAX"": 7582043.650900852, ""Holt"": 20480958.216950238, ""Prophet"": 5554949.5489433175, ""Croston"": 17364906.42010768, ""TSB"": 17364906.42010768}"
PC000591;48;Prophet;12915,66;[9754.71, 10772.57, 12369.77, 12509.44, 12848.58, 15492.12];-24,5;ok;"{""ARIMA"": 28355531.902182173, ""ExponentialSmoothing"": 17201122.565359004, ""SARIMAX"": 23144584.698389728, ""Holt"": 29945842.77632596, ""Prophet"": 12111325.90761949, ""Croston"": 28887936.158877943, ""TSB"": 28887936.158877943}"
PC000975;48;SARIMAX;16079,220000000001;[15105.85, 14828.59, 17678.46, 25605.16, 24056.74, 25632.83];-6,1;ok;"{""ARIMA"": 45818388.6722827, ""ExponentialSmoothing"": 42871614.019872114, ""SARIMAX"": 21785646.699833483, ""Holt"": 49461273.728498496, ""Prophet"": 32311406.642399002, ""Croston"": 51435254.20735017, ""TSB"": 51435254.20735017}"
PC000124;48;SARIMAX;16781,29;[18137.49, 21034.84, 21598.84, 20866.71, 25864.68, 25010.72];8,1;ok;"{""ARIMA"": 26366145.89143455, ""ExponentialSmoothing"": 41654154.9699418, ""SARIMAX"": 7212449.888275187, ""Holt"": 22479494.762676936, ""Prophet"": 21573250.415472116, ""Croston"": 43125369.58304483, ""TSB"": 43125369.58304483}"
PC000016;48;ARIMA;34504,86;[34699.77, 34575.21, 34654.81, 34603.94, 34636.45, 34615.68];0,6;ok;"{""ARIMA"": 58056222.98779263, ""ExponentialSmoothing"": 78173890.78112371, ""SARIMAX"": 416434139.34056616, ""Holt"": 65264726.818425685, ""Prophet"": 413372850.8017492, ""Croston"": 419022103.448031, ""TSB"": 419022103.448031}"
PC000883;48;ExponentialSmoothing;8770,439999999999;[10140.5, 10718.24, 12043.67, 14632.87, 16684.09, 16523.83];15,6;ok;"{""ARIMA"": 31274561.627613913, ""ExponentialSmoothing"": 6262798.173492658, ""SARIMAX"": 11692873.180388672, ""Holt"": 31618811.75494886, ""Prophet"": 7720575.506715529, ""Croston"": 8735811.417931087, ""TSB"": 8735811.417931087}"
PC000015;48;ExponentialSmoothing;10023,15;[11060.68, 11923.94, 11617.2, 13329.85, 16189.28, 17326.87];10,4;ok;"{""ARIMA"": 14463279.841528712, ""ExponentialSmoothing"": 5897359.676021109, ""SARIMAX"": 9649449.119634388, ""Holt"": 13572333.61138819, ""Prophet"": 5991665.616484027, ""Croston"": 15515042.252756985, ""TSB"": 15515042.252756985}"
PC000080;48;SARIMAX;12028,55;[12228.02, 13202.35, 14851.88, 13619.42, 24908.82, 24807.17];1,7;ok;"{""ARIMA"": 40308265.60066527, ""ExponentialSmoothing"": 19588909.089660257, ""SARIMAX"": 18072241.23216336, ""Holt"": 38155619.95741885, ""Prophet"": 71055447.68032518, ""Croston"": 83470618.30449806, ""TSB"": 83470618.30449806}"
PC000078;48;ExponentialSmoothing;8556,77;[10781.39, 11781.66, 13525.13, 11897.87, 15280.49, 18525.98];26,0;ok;"{""ARIMA"": 14382656.24640437, ""ExponentialSmoothing"": 6185717.543906993, ""SARIMAX"": 6625930.4545530705, ""Holt"": 22676208.87171343, ""Prophet"": 7971406.8811504645, ""Croston"": 21223499.369420514, ""TSB"": 21223499.369420514, ""Ensemble"": 6449834.681198306}"
PC000263;48;Ensemble;9120,06;[12104.45, 11466.72, 12475.57, 12330.18, 13305.16, 13694.05];32,7;ok;"{""ARIMA"": 47088988.275097646, ""ExponentialSmoothing"": 9828816.474506129, ""SARIMAX"": 16472155.376247808, ""Holt"": 27988996.76708613, ""Prophet"": 9362960.136158831, ""Croston"": 9621329.632720375, ""TSB"": 9621329.632720375, ""Ensemble"": 7458405.505542759}"
PC000149;48;Holt;20479,73;[20763.53, 20763.59, 20763.63, 20763.66, 20763.69, 20763.71];1,4;ok;"{""ARIMA"": 69616388.67722718, ""ExponentialSmoothing"": 62687450.33447673, ""SARIMAX"": 61254546.95638293, ""Holt"": 35868593.013948426, ""Prophet"": 246202719.56866074, ""Croston"": 224941735.7767842, ""TSB"": 224941735.7767842}"
PC000373;48;ExponentialSmoothing;12227,220000000001;[8499.52, 9540.68, 10416.67, 11407.47, 13296.71, 17514.96];-30,5;ok;"{""ARIMA"": 5430402.339094767, ""ExponentialSmoothing"": 3626554.075685082, ""SARIMAX"": 15474083.837718017, ""Holt"": 6431644.174347409, ""Prophet"": 4852912.762463368, ""Croston"": 6268039.465274462, ""TSB"": 6268039.465274462}"
PC000291;48;Ensemble;11001,8;[12296.85, 12272.5, 12403.8, 13326.9, 13614.04, 13698.09];11,8;ok;"{""ARIMA"": 7523522.090937625, ""ExponentialSmoothing"": 6797063.559686046, ""SARIMAX"": 7949171.977591891, ""Holt"": 6989156.012545608, ""Prophet"": 7794091.885838818, ""Croston"": 5358374.1035460485, ""TSB"": 5358374.1035460485, ""Ensemble"": 4735417.056856897}"
PC000843;48;Ensemble;9671,75;[9189.96, 11632.51, 12884.16, 13209.88, 16337.43, 15298.9];-5,0;ok;"{""ARIMA"": 24243709.38400392, ""ExponentialSmoothing"": 2829489.601793539, ""SARIMAX"": 3067077.2691133986, ""Holt"": 22761888.115098964, ""Prophet"": 3567267.6537605636, ""Croston"": 13451318.663304178, ""TSB"": 13451318.663304178, ""Ensemble"": 2677725.642414218}"
PC000727;48;SARIMAX;11660,75;[13777.75, 13638.98, 15529.29, 15234.8, 19392.95, 17030.88];18,2;ok;"{""ARIMA"": 6910084.124149415, ""ExponentialSmoothing"": 13596404.585138144, ""SARIMAX"": 5452086.378507593, ""Holt"": 9008287.055992028, ""Prophet"": 10174886.71146463, ""Croston"": 21236568.8299906, ""TSB"": 21236568.8299906}"
PC000286;48;Prophet;9027,099999999999;[8924.38, 9200.64, 10694.23, 13402.41, 13044.33, 15495.8];-1,1;ok;"{""ARIMA"": 18332617.202220216, ""ExponentialSmoothing"": 4839602.613994951, ""SARIMAX"": 5532288.658664313, ""Holt"": 18940201.283653304, ""Prophet"": 4310870.052916459, ""Croston"": 9613728.648320332, ""TSB"": 9613728.648320332, ""Ensemble"": 4738987.943891513}"
PC000520;48;ExponentialSmoothing;8059,219999999999;[8660.3, 10500.59, 9534.19, 10053.43, 11842.95, 14125.98];7,5;ok;"{""ARIMA"": 12881431.087873919, ""ExponentialSmoothing"": 1865277.7525499018, ""SARIMAX"": 4251679.339153199, ""Holt"": 12443426.181776559, ""Prophet"": 2422752.140703105, ""Croston"": 7445527.781448974, ""TSB"": 7445527.781448974}"
PC000030;48;Prophet;8496,6;[9912.47, 8811.16, 10658.4, 12220.85, 13472.8, 12871.86];16,7;ok;"{""ARIMA"": 7870199.5124134915, ""ExponentialSmoothing"": 3402582.1493739034, ""SARIMAX"": 3479535.8134975093, ""Holt"": 7741606.6526852595, ""Prophet"": 1937396.5845478137, ""Croston"": 7149060.732590288, ""TSB"": 7149060.732590288}"
PC000099;48;Prophet;11952,32;[9781.13, 8233.73, 9901.64, 11278.38, 13403.22, 15355.23];-18,2;ok;"{""ARIMA"": 7521127.174042801, ""ExponentialSmoothing"": 2788135.457550327, ""SARIMAX"": 2379096.0566817163, ""Holt"": 7931111.185612173, ""Prophet"": 2005026.6262285945, ""Croston"": 5296382.589933679, ""TSB"": 5296382.589933679}"
PC000819;48;ExponentialSmoothing;9298,57;[8570.81, 9655.48, 10351.75, 11377.68, 12621.05, 14095.37];-7,8;ok;"{""ARIMA"": 28405946.434094373, ""ExponentialSmoothing"": 5541434.717386396, ""SARIMAX"": 13349506.142531998, ""Holt"": 23182376.186039966, ""Prophet"": 7936094.008628025, ""Croston"": 14052659.850225978, ""TSB"": 14052659.850225978}"
PC000683;48;Prophet;7912,82;[7428.9, 9607.16, 11121.48, 11391.8, 11794.66, 12994.77];-6,1;ok;"{""ARIMA"": 6453813.403572205, ""ExponentialSmoothing"": 6323627.967163216, ""SARIMAX"": 5990353.748158027, ""Holt"": 9229630.827274116, ""Prophet"": 4887442.275172933, ""Croston"": 9456808.013753561, ""TSB"": 9456808.013753561, ""Ensemble"": 5483411.084092827}"
PC000635;48;SARIMAX;16199,66;[18193.15, 20328.99, 20644.63, 22493.9, 24075.57, 24096.05];12,3;ok;"{""ARIMA"": 23511157.447878633, ""ExponentialSmoothing"": 23874693.77132107, ""SARIMAX"": 13120796.221089935, ""Holt"": 26326901.714245904, ""Prophet"": 103877647.3872829, ""Croston"": 96374370.23700224, ""TSB"": 96374370.23700224}"
PC000959;48;Ensemble;10747,16;[11510.5, 12136.2, 12079.77, 13093.8, 13526.22, 13992.83];7,1;ok;"{""ARIMA"": 6230124.740063727, ""ExponentialSmoothing"": 9211092.527480934, ""SARIMAX"": 5221749.887220966, ""Holt"": 6287938.98123588, ""Prophet"": 11298962.009415155, ""Croston"": 13193664.08153165, ""TSB"": 13193664.08153165, ""Ensemble"": 3542218.1266134284}"
PC000879;48;Prophet;6242,1900000000005;[10824.18, 10880.25, 11988.32, 12038.18, 12824.11, 15148.85];73,4;ok;"{""ARIMA"": 18108465.75385791, ""ExponentialSmoothing"": 12625333.515005054, ""SARIMAX"": 16223250.744612152, ""Holt"": 16500129.130167114, ""Prophet"": 11720192.712075947, ""Croston"": 20346370.344948623, ""TSB"": 20346370.344948623}"
PC000901;48;Croston;10808,73;[11027.73, 11027.73, 11027.73, 11027.73, 11027.73, 11027.73];2,0;ok;"{""ARIMA"": 41607605.54326296, ""ExponentialSmoothing"": 8069135.190084943, ""SARIMAX"": 14203298.638623634, ""Holt"": 30840094.4484833, ""Prophet"": 9203498.675846701, ""Croston"": 5251625.870658039, ""TSB"": 5251625.870658039}"
PC000440;48;Holt;8739,1;[10367.6, 10367.63, 10367.64, 10367.66, 10367.67, 10367.68];18,6;ok;"{""ARIMA"": 2813185.3911711364, ""ExponentialSmoothing"": 3800555.0508440244, ""SARIMAX"": 4463174.680029542, ""Holt"": 2642467.486486697, ""Prophet"": 5418891.76090409, ""Croston"": 4526942.862430873, ""TSB"": 4526942.862430873}"
PC000313;48;ExponentialSmoothing;8209,39;[7304.34, 8994.54, 9341.72, 9132.52, 11942.8, 13772.44];-11,0;ok;"{""ARIMA"": 10278061.045466648, ""ExponentialSmoothing"": 4299416.378912083, ""SARIMAX"": 5997121.431172629, ""Holt"": 10311892.61466708, ""Prophet"": 5113465.420722564, ""Croston"": 10723652.648492387, ""TSB"": 10723652.648492387}"
PC000589;48;ExponentialSmoothing;14896,11;[22014.57, 20098.02, 22657.55, 19912.3, 25079.74, 23369.76];47,8;ok;"{""ARIMA"": 57101338.56716456, ""ExponentialSmoothing"": 32542402.687629238, ""SARIMAX"": 54120819.17219746, ""Holt"": 54555081.861348696, ""Prophet"": 143547526.07015184, ""Croston"": 147020320.86614445, ""TSB"": 147020320.86614445}"
PC000695;48;ExponentialSmoothing;8141,57;[8213.08, 7664.88, 9908.09, 10885.9, 14066.05, 14876.8];0,9;ok;"{""ARIMA"": 20182804.679310217, ""ExponentialSmoothing"": 2563419.5563583835, ""SARIMAX"": 2573097.0774760838, ""Holt"": 16334094.090142513, ""Prophet"": 2926536.0441589933, ""Croston"": 8587043.677952716, ""TSB"": 8587043.677952716, ""Ensemble"": 2568564.190550205}"
PC000730;48;SARIMAX;11499,789999999999;[13780.0, 15686.84, 17167.88, 17863.22, 19588.18, 17511.62];19,8;ok;"{""ARIMA"": 23922183.550627902, ""ExponentialSmoothing"": 15676303.400876528, ""SARIMAX"": 13327043.421308508, ""Holt"": 26455688.819190025, ""Prophet"": 44608070.47877577, ""Croston"": 55749810.75706256, ""TSB"": 55749810.75706256}"
PC000996;48;ExponentialSmoothing;8545,43;[7442.96, 8810.6, 9429.87, 9880.17, 12050.91, 14648.63];-12,9;ok;"{""ARIMA"": 21710655.559898466, ""ExponentialSmoothing"": 2732341.978206597, ""SARIMAX"": 4089018.408700906, ""Holt"": 20903781.389707793, ""Prophet"": 3240860.1890574656, ""Croston"": 10423560.824367708, ""TSB"": 10423560.824367708}"
PC000899;48;Prophet;7380,57;[8655.85, 9003.41, 9250.79, 9878.1, 11425.93, 14745.89];17,3;ok;"{""ARIMA"": 3840601.8270106628, ""ExponentialSmoothing"": 2033920.3920116147, ""SARIMAX"": 2528899.688992476, ""Holt"": 21633995.75569576, ""Prophet"": 1802667.237709799, ""Croston"": 4588034.458949839, ""TSB"": 4588034.458949839}"
PC000886;48;Prophet;7179,12;[8118.18, 8098.95, 10094.78, 10606.55, 12086.98, 11583.73];13,1;ok;"{""ARIMA"": 8822737.518879041, ""ExponentialSmoothing"": 3951976.049447914, ""SARIMAX"": 4003585.45628128, ""Holt"": 9107113.915551996, ""Prophet"": 3564626.702600091, ""Croston"": 6501032.2098434605, ""TSB"": 6501032.2098434605, ""Ensemble"": 3780569.694091328}"
PC000223;48;ExponentialSmoothing;8499,07;[8539.47, 8698.96, 9401.08, 10320.59, 11531.68, 14466.08];0,5;ok;"{""ARIMA"": 4432794.156920171, ""ExponentialSmoothing"": 398990.13611888426, ""SARIMAX"": 738035.3852161356, ""Holt"": 14415031.442390755, ""Prophet"": 620296.2271325925, ""Croston"": 4347246.500319994, ""TSB"": 4347246.500319994}"
PC000032;48;SARIMAX;13132,800000000001;[16278.27, 18385.78, 17954.93, 20188.73, 22869.32, 21566.12];24,0;ok;"{""ARIMA"": 23198291.057243336, ""ExponentialSmoothing"": 43411185.938420065, ""SARIMAX"": 22242975.088246167, ""Holt"": 33035212.014555603, ""Prophet"": 50003363.695070505, ""Croston"": 59652819.917113334, ""TSB"": 59652819.917113334}"
PC000564;48;Prophet;8080,23;[6969.84, 7608.6, 9355.45, 8530.86, 11637.01, 11787.63];-13,7;ok;"{""ARIMA"": 8075119.405515406, ""ExponentialSmoothing"": 3683771.912654888, ""SARIMAX"": 4258512.229642809, ""Holt"": 6789820.708037027, ""Prophet"": 3032675.159811595, ""Croston"": 7325264.642407539, ""TSB"": 7325264.642407539}"
PC000856;48;Prophet;6516,2699999999995;[6214.42, 7450.22, 8209.39, 10085.63, 9802.66, 10469.96];-4,6;ok;"{""ARIMA"": 9614596.430704061, ""ExponentialSmoothing"": 2699419.029016185, ""SARIMAX"": 2994634.8866001708, ""Holt"": 9804908.774765931, ""Prophet"": 1879601.3186282392, ""Croston"": 10073764.96330674, ""TSB"": 10073764.96330674}"
PC000802;48;Ensemble;7001,41;[8742.81, 9011.01, 9073.23, 9723.54, 10374.23, 10238.31];24,9;ok;"{""ARIMA"": 12865499.793270255, ""ExponentialSmoothing"": 2628999.3862320934, ""SARIMAX"": 4612925.323091916, ""Holt"": 12518402.854723373, ""Prophet"": 3104360.977828497, ""Croston"": 2674650.4129135543, ""TSB"": 2674650.4129135543, ""Ensemble"": 2140424.4014809034}"
PC000558;48;Holt;8908,37;[9561.51, 9561.49, 9561.48, 9561.47, 9561.46, 9561.45];7,3;ok;"{""ARIMA"": 17674765.331483383, ""ExponentialSmoothing"": 18583265.163262542, ""SARIMAX"": 16299286.489202393, ""Holt"": 15804597.601924615, ""Prophet"": 18957831.12430628, ""Croston"": 20425229.302062735, ""TSB"": 20425229.302062735, ""Ensemble"": 16416336.319839938}"
PC000378;48;Prophet;7250,45;[8179.84, 7025.06, 7868.41, 10507.89, 11702.63, 11887.38];12,8;ok;"{""ARIMA"": 12824043.04448182, ""ExponentialSmoothing"": 1724759.9147122207, ""SARIMAX"": 1708878.884628201, ""Holt"": 13145486.176991673, ""Prophet"": 1519543.3751851611, ""Croston"": 3809287.664119913, ""TSB"": 3809287.664119913, ""Ensemble"": 1549399.7037192844}"
PC000176;48;ExponentialSmoothing;5134,45;[7293.06, 7738.58, 7793.05, 10378.19, 10848.64, 12898.46];42,0;ok;"{""ARIMA"": 10654478.206157506, ""ExponentialSmoothing"": 4382639.310077372, ""SARIMAX"": 5427974.915065091, ""Holt"": 9659238.259329032, ""Prophet"": 4471404.266142529, ""Croston"": 6533456.842688573, ""TSB"": 6533456.842688573, ""Ensemble"": 4396611.528214901}"
PC000473;48;ARIMA;13426,769999999999;[14726.67, 15137.16, 15266.79, 15307.73, 15320.66, 15324.74];9,7;ok;"{""ARIMA"": 23963482.04082692, ""ExponentialSmoothing"": 81285741.26875584, ""SARIMAX"": 27101300.850268602, ""Holt"": 102493249.27583218, ""Prophet"": 102546520.99187446, ""Croston"": 102477227.75818111, ""TSB"": 102477227.75818111}"
PC000833;48;Ensemble;6428,26;[6962.22, 6849.8, 7926.44, 9282.26, 10211.56, 11452.73];8,3;ok;"{""ARIMA"": 8171078.050439554, ""ExponentialSmoothing"": 909648.5203286795, ""SARIMAX"": 889074.5539702391, ""Holt"": 6947022.690443045, ""Prophet"": 927353.883969862, ""Croston"": 5610854.136820372, ""TSB"": 5610854.136820372, ""Ensemble"": 640539.3270310452}"
PC000983;48;SARIMAX;6601,19;[6993.51, 6804.59, 7549.12, 8910.56, 11157.28, 11324.25];5,9;ok;"{""ARIMA"": 8810608.146537414, ""ExponentialSmoothing"": 1554578.1532845923, ""SARIMAX"": 979763.1441522787, ""Holt"": 10105020.641355207, ""Prophet"": 1669798.8028493135, ""Croston"": 3199752.308633909, ""TSB"": 3199752.308633909}"
PC000851;48;SARIMAX;6758,66;[7707.99, 7190.43, 8375.88, 9827.67, 9616.96, 10926.15];14,0;ok;"{""ARIMA"": 4124645.270453582, ""ExponentialSmoothing"": 2303512.4176380024, ""SARIMAX"": 1564953.0523758417, ""Holt"": 4003318.5352135934, ""Prophet"": 2658327.0806399793, ""Croston"": 4352935.288840032, ""TSB"": 4352935.288840032}"
PC000931;48;Ensemble;5192,49;[7540.81, 6956.96, 7660.72, 9179.36, 9968.09, 10649.87];45,2;ok;"{""ARIMA"": 29435050.950641572, ""ExponentialSmoothing"": 4132942.539207963, ""SARIMAX"": 7055677.92887511, ""Holt"": 25467269.905839268, ""Prophet"": 4166284.5855098753, ""Croston"": 4181131.4215337285, ""TSB"": 4181131.4215337285, ""Ensemble"": 3745320.438208943}"
PC000723;48;ExponentialSmoothing;6626,21;[6654.17, 6752.78, 8082.83, 9178.62, 9864.75, 11355.97];0,4;ok;"{""ARIMA"": 12408756.495376863, ""ExponentialSmoothing"": 1242112.2222754043, ""SARIMAX"": 1278812.7603936305, ""Holt"": 8649154.020210171, ""Prophet"": 1999279.6609442283, ""Croston"": 2894859.1641245172, ""TSB"": 2894859.1641245172}"
PC000348;48;Ensemble;6290,1;[8580.61, 8580.61, 8580.61, 8580.61, 8580.61, 8580.61];36,4;ok;"{""ARIMA"": 9385016.179321477, ""ExponentialSmoothing"": 8853769.045549884, ""SARIMAX"": 9382644.093545677, ""Holt"": 8527187.394989135, ""Prophet"": 10465345.81734232, ""Croston"": 7173875.768134672, ""TSB"": 7173875.768134672, ""Ensemble"": 5990304.549360198}"
PC000118;48;ARIMA;15528,02;[15891.28, 16099.14, 16218.07, 16286.12, 16325.06, 16347.34];2,3;ok;"{""ARIMA"": 6003258.378970445, ""ExponentialSmoothing"": 8086172.03641321, ""SARIMAX"": 9849432.354186164, ""Holt"": 21926418.80966215, ""Prophet"": 86156451.1317449, ""Croston"": 74131355.8700077, ""TSB"": 74131355.8700077}"
PC000168;48;Ensemble;7607,39;[8315.62, 8273.35, 8286.16, 8282.3, 8283.49, 8283.14];9,3;ok;"{""ARIMA"": 1958952.4136152675, ""ExponentialSmoothing"": 3006547.254506212, ""SARIMAX"": 3252528.999410294, ""Holt"": 1938216.2933937174, ""Prophet"": 2726379.3762841704, ""Croston"": 2285650.1536928467, ""TSB"": 2285650.1536928467, ""Ensemble"": 1930183.778321366}"
PC000978;48;SARIMAX;10178,28;[9692.43, 13579.37, 12541.03, 12849.76, 16513.54, 15070.23];-4,8;ok;"{""ARIMA"": 3866802.827126416, ""ExponentialSmoothing"": 2200122.2509573093, ""SARIMAX"": 1919190.076737738, ""Holt"": 3235843.0402980223, ""Prophet"": 8610343.596702823, ""Croston"": 12055590.623489127, ""TSB"": 12055590.623489127}"
PC000069;48;Ensemble;9923,96;[9922.14, 9894.82, 10238.19, 10512.11, 10979.91, 10862.71];-0,0;ok;"{""ARIMA"": 948772.5161928396, ""ExponentialSmoothing"": 2868361.306649829, ""SARIMAX"": 1093028.5419913903, ""Holt"": 963618.109538754, ""Prophet"": 3339348.511404967, ""Croston"": 5154584.346937905, ""TSB"": 5154584.346937905, ""Ensemble"": 528731.3808841222}"
PC000761;48;SARIMAX;6370,1;[6751.13, 6699.75, 7540.86, 9472.45, 9368.27, 10055.73];6,0;ok;"{""ARIMA"": 4119172.9878773126, ""ExponentialSmoothing"": 564627.5655995015, ""SARIMAX"": 501188.971238929, ""Holt"": 4088734.156178888, ""Prophet"": 746102.005743199, ""Croston"": 3594187.48525776, ""TSB"": 3594187.48525776}"
PC000235;48;Prophet;5683,83;[5234.71, 5993.78, 6153.75, 7317.66, 10247.59, 9398.07];-7,9;ok;"{""ARIMA"": 4823121.277743518, ""ExponentialSmoothing"": 1520352.621132141, ""SARIMAX"": 1497336.1862801022, ""Holt"": 4915488.356457021, ""Prophet"": 1298532.462290575, ""Croston"": 3848151.9417553213, ""TSB"": 3848151.9417553213, ""Ensemble"": 1410905.249141001}"
PC000372;48;SARIMAX;5128,58;[6416.47, 7760.15, 7811.03, 8826.86, 8629.39, 9510.52];25,1;ok;"{""ARIMA"": 8143439.037697096, ""ExponentialSmoothing"": 3398126.450940568, ""SARIMAX"": 3062919.1049948446, ""Holt"": 7031156.345267103, ""Prophet"": 3676232.5414276025, ""Croston"": 5583642.254672443, ""TSB"": 5583642.254672443, ""Ensemble"": 3314072.9782521226}"
PC000699;48;ARIMA;16919,22;[16568.93, 16671.7, 16641.55, 16650.39, 16647.8, 16648.56];-2,1;ok;"{""ARIMA"": 29935840.325911272, ""ExponentialSmoothing"": 212413610.65272084, ""SARIMAX"": 54249863.833341084, ""Holt"": 190218912.0160776, ""Prophet"": 195315143.93634656, ""Croston"": 177672354.29759425, ""TSB"": 177672354.29759425}"
