Produto;Descricao;Categoria;Emissao;Quantidade;Vlr.Unitario;Vlr.Total;Custo Total;Promocao;_data_ml;_periodo_ml;_periodo_val
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/04/2023;9,62;11286,87;108524,97;79672,97;0;2023-04-15;2023-04;2023-04
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/05/2023;8,42;11286,87;95081,94;69803,85;0;2023-05-15;2023-05;2023-05
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/06/2023;8,42;11286,87;94979,58;69728,71;0;2023-06-15;2023-06;2023-06
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/07/2023;8,42;11286,87;95066,76;69792,71;0;2023-07-15;2023-07;2023-07
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/08/2023;8,73;11286,87;98534,44;72338,49;0;2023-08-15;2023-08;2023-08
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/09/2023;10,25;11286,87;115684,93;84929,42;0;2023-09-15;2023-09;2023-09
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/10/2023;9,54;11286,87;107625,25;79012,45;0;2023-10-15;2023-10;2023-10
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/11/2023;9,69;11286,87;109394,32;80311,21;0;2023-11-15;2023-11;2023-11
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/12/2023;9,66;11286,87;109034,04;80046,71;0;2023-12-15;2023-12;2023-12
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/01/2024;9,23;11286,87;104164,95;76472,09;0;2024-01-15;2024-01;2024-01
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/02/2024;9,07;11286,87;102325,37;75121,58;0;2024-02-15;2024-02;2024-02
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/03/2024;8,4;11286,87;94782,77;69584,22;0;2024-03-15;2024-03;2024-03
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/04/2024;10,04;11286,87;113284,67;83167,28;0;2024-04-15;2024-04;2024-04
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/05/2024;9,79;11286,87;110488,19;81114,26;0;2024-05-15;2024-05;2024-05
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/06/2024;9,53;11286,87;107611,63;79002,45;0;2024-06-15;2024-06;2024-06
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/07/2024;8,98;11286,87;101318,06;74382,07;0;2024-07-15;2024-07;2024-07
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/08/2024;8,11;11286,87;91591,75;67241,55;0;2024-08-15;2024-08;2024-08
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/09/2024;9,51;11286,87;107369,73;78824,87;0;2024-09-15;2024-09;2024-09
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/10/2024;8,8;11286,87;99280,67;72886,32;0;2024-10-15;2024-10;2024-10
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/11/2024;9,62;11286,87;108534,24;79679,78;0;2024-11-15;2024-11;2024-11
PC000004;ROLAMENTO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;15/12/2024;9,63;11286,87;108681,76;79788,08;0;2024-12-15;2024-12;2024-12
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/01/2021;108,25;3850,32;416789,42;231775,2;0;2021-01-15;2021-01;2021-01
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/02/2021;116,35;3850,32;447971,41;249115,39;0;2021-02-15;2021-02;2021-02
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/03/2021;127,3;3850,32;490144,47;272567,69;0;2021-03-15;2021-03;2021-03
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/04/2021;113,45;3850,32;436817,04;242912,48;0;2021-04-15;2021-04;2021-04
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/05/2021;108,53;3850,32;417872,37;232377,42;0;2021-05-15;2021-05;2021-05
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/06/2021;103,76;3850,32;399511,66;222167,09;0;2021-06-15;2021-06;2021-06
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/07/2021;106,06;3850,32;408378,51;227097,92;0;2021-07-15;2021-07;2021-07
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/08/2021;111,79;3850,32;430445,46;239369,27;0;2021-08-15;2021-08;2021-08
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/09/2021;116,84;3850,32;449874,28;250173,57;0;2021-09-15;2021-09;2021-09
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/10/2021;110,47;3850,32;425343,35;236532,01;0;2021-10-15;2021-10;2021-10
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/11/2021;106,47;3850,32;409940,74;227966,67;0;2021-11-15;2021-11;2021-11
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/12/2021;101,88;3850,32;392260,97;218135,01;0;2021-12-15;2021-12;2021-12
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/01/2022;116,1;3850,32;447017,44;248584,9;0;2022-01-15;2022-01;2022-01
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/02/2022;111,8;3850,32;430480,72;239388,88;0;2022-02-15;2022-02;2022-02
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/03/2022;120,09;3850,32;462383,67;257130,0;0;2022-03-15;2022-03;2022-03
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/04/2022;118,81;3850,32;457438,21;254379,85;0;2022-04-15;2022-04;2022-04
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/05/2022;116,15;3850,32;447205,75;248689,61;0;2022-05-15;2022-05;2022-05
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/06/2022;109,56;3850,32;421823,17;234574,45;0;2022-06-15;2022-06;2022-06
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/07/2022;114,79;3850,32;441990,83;245789,61;0;2022-07-15;2022-07;2022-07
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/08/2022;120,07;3850,32;462317,29;257093,09;0;2022-08-15;2022-08;2022-08
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/09/2022;118,14;3850,32;454863,11;252947,85;0;2022-09-15;2022-09;2022-09
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/10/2022;97,0;3850,32;373461,81;207680,86;0;2022-10-15;2022-10;2022-10
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/11/2022;130,07;3542,29;460737,93;278494,36;1;2022-11-15;2022-11;2022-11
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/12/2022;118,73;3850,32;457133,28;254210,28;0;2022-12-15;2022-12;2022-12
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/01/2023;128,97;3850,32;496578,28;276145,51;0;2023-01-15;2023-01;2023-01
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/02/2023;106,32;3850,32;409356,9;227642,0;0;2023-02-15;2023-02;2023-02
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/03/2023;114,42;3850,32;440551,56;244989,24;0;2023-03-15;2023-03;2023-03
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/04/2023;105,9;3850,32;407761,28;226754,68;0;2023-04-15;2023-04;2023-04
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/05/2023;113,53;3850,32;437117,58;243079,62;0;2023-05-15;2023-05;2023-05
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/06/2023;117,21;3850,32;451301,58;250967,29;0;2023-06-15;2023-06;2023-06
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/07/2023;99,97;3850,32;384911,51;214048,0;0;2023-07-15;2023-07;2023-07
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/08/2023;104,4;3850,32;401992,46;223546,65;0;2023-08-15;2023-08;2023-08
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/09/2023;111,28;3850,32;428469,74;238270,58;0;2023-09-15;2023-09;2023-09
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/10/2023;111,49;3850,32;429272,41;238716,95;0;2023-10-15;2023-10;2023-10
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/11/2023;107,09;3850,32;412327,11;229293,72;0;2023-11-15;2023-11;2023-11
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/12/2023;106,66;3850,32;410662,03;228367,77;0;2023-12-15;2023-12;2023-12
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/01/2024;124,72;3850,32;480200,78;267038,04;0;2024-01-15;2024-01;2024-01
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/02/2024;103,06;3850,32;396802,53;220660,55;0;2024-02-15;2024-02;2024-02
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/03/2024;106,86;3850,32;411458,65;228810,77;0;2024-03-15;2024-03;2024-03
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/04/2024;91,97;3850,32;354108,0;196918,26;0;2024-04-15;2024-04;2024-04
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/05/2024;113,88;3850,32;438458,24;243825,15;0;2024-05-15;2024-05;2024-05
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/06/2024;109,02;3850,32;419774,68;233435,29;0;2024-06-15;2024-06;2024-06
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/07/2024;111,25;3850,32;428334,42;238195,33;0;2024-07-15;2024-07;2024-07
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/08/2024;121,66;3850,32;468445,63;260501,04;0;2024-08-15;2024-08;2024-08
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/09/2024;115,05;3850,32;442985,82;246342,92;0;2024-09-15;2024-09;2024-09
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/10/2024;106,43;3850,32;409778,7;227876,56;0;2024-10-15;2024-10;2024-10
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/11/2024;111,0;3850,32;427386,98;237668,46;0;2024-11-15;2024-11;2024-11
PC000005;PINO REI REFORCADO PARALELA A;ARTICULACAO_5RODA;15/12/2024;123,36;3850,32;474982,35;264136,09;0;2024-12-15;2024-12;2024-12
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/02/2021;0,96;1148,71;1103,05;780,82;0;2021-02-15;2021-02;2021-02
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/03/2021;0,9;1148,71;1035,1;732,72;0;2021-03-15;2021-03;2021-03
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/04/2021;0,92;1148,71;1058,77;749,47;0;2021-04-15;2021-04;2021-04
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/09/2021;0,89;1148,71;1025,07;725,62;0;2021-09-15;2021-09;2021-09
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/12/2021;0,98;1148,71;1127,73;798,29;0;2021-12-15;2021-12;2021-12
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/05/2022;1,0;1148,71;1152,0;815,47;0;2022-05-15;2022-05;2022-05
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/06/2022;1,39;1056,81;1470,0;1131,05;1;2022-06-15;2022-06;2022-06
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/09/2022;0,97;1148,71;1117,78;791,24;0;2022-09-15;2022-09;2022-09
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/10/2022;1,04;1148,71;1198,58;848,44;0;2022-10-15;2022-10;2022-10
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/01/2023;1,09;1148,71;1257,25;889,97;0;2023-01-15;2023-01;2023-01
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/08/2023;0,99;1148,71;1136,76;804,68;0;2023-08-15;2023-08;2023-08
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/04/2024;0,96;1148,71;1098,17;777,36;0;2024-04-15;2024-04;2024-04
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/07/2024;1,12;1148,71;1285,57;910,02;0;2024-07-15;2024-07;2024-07
PC000006;PARA-LAMA LEVE ORIGINAL;CARROCERIA;15/11/2024;0,99;1148,71;1134,68;803,21;0;2024-11-15;2024-11;2024-11
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/01/2021;6,72;7659,11;51447,83;38324,15;0;2021-01-15;2021-01;2021-01
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/02/2021;7,71;7659,11;59040,42;43979,97;0;2021-02-15;2021-02;2021-02
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/03/2021;8,42;7659,11;64474,37;48027,79;0;2021-03-15;2021-03;2021-03
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/04/2021;7,61;7659,11;58322,88;43445,47;0;2021-04-15;2021-04;2021-04
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/05/2021;7,53;7659,11;57701,17;42982,35;0;2021-05-15;2021-05;2021-05
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/06/2021;8,34;7659,11;63895,12;47596,3;0;2021-06-15;2021-06;2021-06
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/07/2021;8,49;7659,11;65049,84;48456,47;0;2021-07-15;2021-07;2021-07
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/08/2021;8,73;7659,11;66830,55;49782,94;0;2021-08-15;2021-08;2021-08
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/09/2021;8,09;7659,11;61986,55;46174,58;0;2021-09-15;2021-09;2021-09
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/10/2021;8,04;7659,11;61605,09;45890,43;0;2021-10-15;2021-10;2021-10
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/11/2021;8,4;7659,11;64305,82;47902,24;0;2021-11-15;2021-11;2021-11
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/12/2021;8,69;7659,11;66582,35;49598,05;0;2021-12-15;2021-12;2021-12
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/01/2022;8,37;7659,11;64101,39;47749,95;0;2022-01-15;2022-01;2022-01
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/02/2022;8,39;7659,11;64270,12;47875,65;0;2022-02-15;2022-02;2022-02
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/03/2022;8,42;7659,11;64477,86;48030,39;0;2022-03-15;2022-03;2022-03
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/04/2022;7,77;7659,11;59525,97;44341,67;0;2022-04-15;2022-04;2022-04
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/05/2022;9,06;7659,11;69427,43;51717,39;0;2022-05-15;2022-05;2022-05
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/06/2022;9,32;7659,11;71391,23;53180,25;0;2022-06-15;2022-06;2022-06
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/07/2022;8,92;7659,11;68304,43;50880,85;0;2022-07-15;2022-07;2022-07
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/08/2022;9,28;7659,11;71062,36;52935,27;0;2022-08-15;2022-08;2022-08
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/09/2022;8,42;7659,11;64523,2;48064,17;0;2022-09-15;2022-09;2022-09
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/10/2022;8,9;7659,11;68144,79;50761,94;0;2022-10-15;2022-10;2022-10
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/11/2022;9,1;7659,11;69687,94;51911,45;0;2022-11-15;2022-11;2022-11
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/12/2022;8,19;7659,11;62720,48;46721,3;0;2022-12-15;2022-12;2022-12
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/01/2023;8,44;7659,11;64672,02;48175,03;0;2023-01-15;2023-01;2023-01
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/02/2023;9,39;7659,11;71953,45;53599,05;0;2023-02-15;2023-02;2023-02
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/03/2023;10,23;7659,11;78325,83;58345,93;0;2023-03-15;2023-03;2023-03
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/04/2023;9,44;7659,11;72288,25;53848,46;0;2023-04-15;2023-04;2023-04
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/05/2023;9,58;7659,11;73378,49;54660,59;0;2023-05-15;2023-05;2023-05
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/06/2023;9,27;7659,11;71035,91;52915,56;0;2023-06-15;2023-06;2023-06
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/07/2023;10,27;7659,11;78682,65;58611,73;0;2023-07-15;2023-07;2023-07
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/08/2023;10,16;7659,11;77836,87;57981,69;0;2023-08-15;2023-08;2023-08
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/09/2023;10,33;7659,11;79139,93;58952,35;0;2023-09-15;2023-09;2023-09
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/10/2023;10,17;7659,11;77877,99;58012,32;0;2023-10-15;2023-10;2023-10
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/11/2023;12,89;7046,38;90799,08;73518,92;1;2023-11-15;2023-11;2023-11
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/12/2023;9,89;7659,11;75755,47;56431,23;0;2023-12-15;2023-12;2023-12
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/01/2024;9,58;7659,11;73401,4;54677,65;0;2024-01-15;2024-01;2024-01
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/02/2024;10,34;7659,11;79180,63;58982,67;0;2024-02-15;2024-02;2024-02
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/03/2024;10,06;7659,11;77043,43;57390,64;0;2024-03-15;2024-03;2024-03
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/04/2024;10,09;7659,11;77294,48;57577,65;0;2024-04-15;2024-04;2024-04
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/05/2024;10,79;7659,11;82636,99;61557,36;0;2024-05-15;2024-05;2024-05
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/06/2024;11,1;7659,11;85026,96;63337,68;0;2024-06-15;2024-06;2024-06
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/07/2024;10,57;7659,11;80934,86;60289,43;0;2024-07-15;2024-07;2024-07
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/08/2024;11,18;7659,11;85654,84;63805,39;0;2024-08-15;2024-08;2024-08
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/09/2024;10,52;7659,11;80599,06;60039,28;0;2024-09-15;2024-09;2024-09
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/10/2024;9,82;7659,11;75237,49;56045,38;0;2024-10-15;2024-10;2024-10
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/11/2024;12,08;7659,11;92536,81;68931,87;0;2024-11-15;2024-11;2024-11
PC000007;VALVULA DE ADMISSAO REFORCADO PARALELA B;MOTOR;15/12/2024;11,04;7659,11;84543,36;62977,44;0;2024-12-15;2024-12;2024-12
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/02/2021;18,75;125,23;2348,36;1510,88;0;2021-02-15;2021-02;2021-02
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/03/2021;19,35;125,23;2423,33;1559,11;0;2021-03-15;2021-03;2021-03
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/04/2021;19,04;125,23;2383,99;1533,8;0;2021-04-15;2021-04;2021-04
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/05/2021;17,09;125,23;2139,66;1376,61;0;2021-05-15;2021-05;2021-05
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/05/2022;18,24;125,23;2284,37;1469,71;0;2022-05-15;2022-05;2022-05
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/06/2022;16,72;125,23;2093,26;1346,75;0;2022-06-15;2022-06;2022-06
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/08/2022;17,0;125,23;2129,27;1369,92;0;2022-08-15;2022-08;2022-08
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/09/2022;17,84;125,23;2233,67;1437,09;0;2022-09-15;2022-09;2022-09
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/01/2023;18,32;125,23;2294,61;1476,3;0;2023-01-15;2023-01;2023-01
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/08/2023;16,81;125,23;2104,53;1354,01;0;2023-08-15;2023-08;2023-08
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/10/2023;18,29;125,23;2290,7;1473,78;0;2023-10-15;2023-10;2023-10
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/10/2024;17,67;125,23;2212,74;1423,62;0;2024-10-15;2024-10;2024-10
PC000008;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;15/11/2024;17,78;125,23;2226,89;1432,73;0;2024-11-15;2024-11;2024-11
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/01/2021;8,87;1187,21;10527,94;6762,58;0;2021-01-15;2021-01;2021-01
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/02/2021;9,75;1187,21;11572,43;7433,51;0;2021-02-15;2021-02;2021-02
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/03/2021;9,0;1187,21;10687,31;6864,95;0;2021-03-15;2021-03;2021-03
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/04/2021;9,28;1187,21;11016,51;7076,41;0;2021-04-15;2021-04;2021-04
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/05/2021;8,47;1187,21;10058,85;6461,26;0;2021-05-15;2021-05;2021-05
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/06/2021;10,12;1092,23;11055,11;7718,71;1;2021-06-15;2021-06;2021-06
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/07/2021;8,67;1187,21;10297,25;6614,4;0;2021-07-15;2021-07;2021-07
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/08/2021;8,9;1187,21;10566,04;6787,06;0;2021-08-15;2021-08;2021-08
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/09/2021;9,82;1187,21;11654,96;7486,52;0;2021-09-15;2021-09;2021-09
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/10/2021;8,84;1187,21;10495,59;6741,8;0;2021-10-15;2021-10;2021-10
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/11/2021;10,42;1092,23;11382,63;7947,38;1;2021-11-15;2021-11;2021-11
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/12/2021;9,95;1187,21;11817,21;7590,74;0;2021-12-15;2021-12;2021-12
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/01/2022;10,28;1187,21;12203,51;7838,88;0;2022-01-15;2022-01;2022-01
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/02/2022;9,55;1187,21;11343,27;7286,31;0;2022-02-15;2022-02;2022-02
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/03/2022;10,33;1187,21;12265,61;7878,77;0;2022-03-15;2022-03;2022-03
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/04/2022;10,08;1187,21;11962,19;7683,87;0;2022-04-15;2022-04;2022-04
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/05/2022;10,39;1187,21;12337,1;7924,69;0;2022-05-15;2022-05;2022-05
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/06/2022;11,72;1092,23;12805,59;8940,89;1;2022-06-15;2022-06;2022-06
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/07/2022;8,97;1187,21;10649,48;6840,66;0;2022-07-15;2022-07;2022-07
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/08/2022;10,07;1187,21;11954,95;7679,22;0;2022-08-15;2022-08;2022-08
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/09/2022;9,72;1187,21;11537,49;7411,07;0;2022-09-15;2022-09;2022-09
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/10/2022;10,38;1187,21;12319,6;7913,45;0;2022-10-15;2022-10;2022-10
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/11/2022;10,36;1187,21;12304,19;7903,55;0;2022-11-15;2022-11;2022-11
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/12/2022;9,65;1187,21;11460,1;7361,36;0;2022-12-15;2022-12;2022-12
