ano;mes;campo_pai;subconta;valor;filial
2024;dez;despesas administrativas;Seguros;13972,66;Loja Sul
2024;dez;despesas administrativas;Sistemas e Licenças;27954,04;Loja Sul
2024;dez;despesas financeiras líquidas;Tarifas Bancárias;3507,85;Loja Sul
2024;dez;despesas administrativas;Treinamentos;7074,11;Loja Sul
2024;dez;despesas comerciais;Viagens Comerciais;34751,88;Loja Sul
2024;fev;despesas administrativas;Aluguel;57598,05;Loja Sul
2024;fev;CMV (custo da mercadoria vendida);CMV;2687995,14;Loja Sul
2024;fev;provisão para contribuição social;CSLL;47410,86;Loja Sul
2024;fev;despesas comerciais;Comissões;119551,69;Loja Sul
2024;fev;despesas administrativas;Contabilidade;14462,44;Loja Sul
2024;fev;despesas com depreciações e amortizações;Depreciação;47794,66;Loja Sul
2024;fev;despesas financeiras líquidas;Despesas Financeiras;19115,03;Loja Sul
2024;fev;devoluções de vendas;Devoluções;47612,09;Loja Sul
2024;fev;despesas administrativas;Energia Elétrica;19110,05;Loja Sul
2024;fev;CMV (custo da mercadoria vendida);Fretes de Produção;95402,27;Loja Sul
2024;fev;provisão para imposto de renda;IRPJ;144985,08;Loja Sul
2024;fev;despesas administrativas;Internet e Telefonia;9487,0;Loja Sul
2024;fev;receitas não operacionais;Juros Ativos;4783,42;Loja Sul
2024;fev;despesas financeiras líquidas;Juros Bancários;9620,57;Loja Sul
2024;fev;despesas administrativas;Manutenção;9573,31;Loja Sul
2024;fev;despesas comerciais;Marketing e Publicidade;96892,94;Loja Sul
2024;fev;CMV (custo da mercadoria vendida);Materiais e Insumos;239950,33;Loja Sul
2024;fev;despesas administrativas;Material de Escritório;4747,6;Loja Sul
2024;fev;CMV (custo da mercadoria vendida);Mão de Obra Direta;383387,78;Loja Sul
2024;fev;receita bruta de vendas;Outras Receitas Operacionais;48649,31;Loja Sul
2024;fev;despesas administrativas;Pró-Labore;71232,45;Loja Sul
2024;fev;receita bruta de vendas;Receita de Serviços;336489,07;Loja Sul
2024;fev;receita bruta de vendas;Receita de Vendas;4391905,61;Loja Sul
2024;fev;receitas não operacionais;Receitas Financeiras;14337,08;Loja Sul
2024;fev;despesas administrativas;Salários Administrativos;239795,12;Loja Sul
2024;fev;despesas comerciais;Salários Comerciais;192040,01;Loja Sul
2024;fev;despesas administrativas;Seguros;9493,71;Loja Sul
2024;fev;despesas administrativas;Sistemas e Licenças;19157,56;Loja Sul
2024;fev;despesas financeiras líquidas;Tarifas Bancárias;2393,58;Loja Sul
2024;fev;despesas administrativas;Treinamentos;4790,39;Loja Sul
2024;fev;despesas comerciais;Viagens Comerciais;24030,53;Loja Sul
2024;jan;despesas administrativas;Aluguel;56671,42;Loja Sul
2024;jan;CMV (custo da mercadoria vendida);CMV;2622538,8;Loja Sul
2024;jan;provisão para contribuição social;CSLL;47646,75;Loja Sul
2024;jan;despesas comerciais;Comissões;118377,07;Loja Sul
2024;jan;despesas administrativas;Contabilidade;14209,85;Loja Sul
2024;jan;despesas com depreciações e amortizações;Depreciação;47353,0;Loja Sul
2024;jan;despesas financeiras líquidas;Despesas Financeiras;19036,32;Loja Sul
2024;jan;devoluções de vendas;Devoluções;47728,28;Loja Sul
2024;jan;despesas administrativas;Energia Elétrica;19095,86;Loja Sul
2024;jan;CMV (custo da mercadoria vendida);Fretes de Produção;95832,08;Loja Sul
2024;jan;provisão para imposto de renda;IRPJ;141480,15;Loja Sul
2024;jan;despesas administrativas;Internet e Telefonia;9409,33;Loja Sul
2024;jan;receitas não operacionais;Juros Ativos;4732,34;Loja Sul
2024;jan;despesas financeiras líquidas;Juros Bancários;9568,68;Loja Sul
2024;jan;despesas administrativas;Manutenção;9478,01;Loja Sul
2024;jan;despesas comerciais;Marketing e Publicidade;94940,46;Loja Sul
2024;jan;CMV (custo da mercadoria vendida);Materiais e Insumos;238067,73;Loja Sul
2024;jan;despesas administrativas;Material de Escritório;4714,3;Loja Sul
2024;jan;CMV (custo da mercadoria vendida);Mão de Obra Direta;376450,8;Loja Sul
2024;jan;receita bruta de vendas;Outras Receitas Operacionais;46519,93;Loja Sul
2024;jan;despesas administrativas;Pró-Labore;71124,12;Loja Sul
2024;jan;receita bruta de vendas;Receita de Serviços;329783,63;Loja Sul
2024;jan;receita bruta de vendas;Receita de Vendas;4280748,39;Loja Sul
2024;jan;receitas não operacionais;Receitas Financeiras;14117,7;Loja Sul
2024;jan;despesas administrativas;Salários Administrativos;238928,47;Loja Sul
2024;jan;despesas comerciais;Salários Comerciais;192777,14;Loja Sul
2024;jan;despesas administrativas;Seguros;9540,27;Loja Sul
2024;jan;despesas administrativas;Sistemas e Licenças;19156,14;Loja Sul
2024;jan;despesas financeiras líquidas;Tarifas Bancárias;2356,16;Loja Sul
2024;jan;despesas administrativas;Treinamentos;4696,02;Loja Sul
2024;jan;despesas comerciais;Viagens Comerciais;23765,69;Loja Sul
2024;jul;despesas administrativas;Aluguel;54155,35;Loja Sul
2024;jul;CMV (custo da mercadoria vendida);CMV;2462969,12;Loja Sul
2024;jul;provisão para contribuição social;CSLL;45153,24;Loja Sul
2024;jul;despesas comerciais;Comissões;112866,59;Loja Sul
2024;jul;despesas administrativas;Contabilidade;13355,79;Loja Sul
2024;jul;despesas com depreciações e amortizações;Depreciação;45668,24;Loja Sul
2024;jul;despesas financeiras líquidas;Despesas Financeiras;18033,75;Loja Sul
2024;jul;devoluções de vendas;Devoluções;45410,41;Loja Sul
2024;jul;despesas administrativas;Energia Elétrica;18159,95;Loja Sul
2024;jul;CMV (custo da mercadoria vendida);Fretes de Produção;89653,13;Loja Sul
2024;jul;provisão para imposto de renda;IRPJ;136034,01;Loja Sul
2024;jul;despesas administrativas;Internet e Telefonia;9066,18;Loja Sul
2024;jul;receitas não operacionais;Juros Ativos;4370,19;Loja Sul
2024;jul;despesas financeiras líquidas;Juros Bancários;9065,53;Loja Sul
2024;jul;despesas administrativas;Manutenção;9111,58;Loja Sul
2024;jul;despesas comerciais;Marketing e Publicidade;90551,71;Loja Sul
2024;jul;CMV (custo da mercadoria vendida);Materiais e Insumos;222738,13;Loja Sul
2024;jul;despesas administrativas;Material de Escritório;4469,02;Loja Sul
2024;jul;CMV (custo da mercadoria vendida);Mão de Obra Direta;360290,64;Loja Sul
2024;jul;receita bruta de vendas;Outras Receitas Operacionais;43888,23;Loja Sul
2024;jul;despesas administrativas;Pró-Labore;67223,55;Loja Sul
2024;jul;receita bruta de vendas;Receita de Serviços;306540,38;Loja Sul
2024;jul;receita bruta de vendas;Receita de Vendas;4023373,73;Loja Sul
2024;jul;receitas não operacionais;Receitas Financeiras;13202,0;Loja Sul
2024;jul;despesas administrativas;Salários Administrativos;224653,46;Loja Sul
2024;jul;despesas comerciais;Salários Comerciais;182327,15;Loja Sul
2024;jul;despesas administrativas;Seguros;9143,73;Loja Sul
2024;jul;despesas administrativas;Sistemas e Licenças;18085,88;Loja Sul
2024;jul;despesas financeiras líquidas;Tarifas Bancárias;2255,03;Loja Sul
2024;jul;despesas administrativas;Treinamentos;4495,73;Loja Sul
2024;jul;despesas comerciais;Viagens Comerciais;22517,97;Loja Sul
2024;jun;despesas administrativas;Aluguel;55303,86;Loja Sul
2024;jun;CMV (custo da mercadoria vendida);CMV;2520133,1;Loja Sul
2024;jun;provisão para contribuição social;CSLL;45733,85;Loja Sul
2024;jun;despesas comerciais;Comissões;115499,88;Loja Sul
2024;jun;despesas administrativas;Contabilidade;13751,46;Loja Sul
2024;jun;despesas com depreciações e amortizações;Depreciação;46242,14;Loja Sul
2024;jun;despesas financeiras líquidas;Despesas Financeiras;18358,79;Loja Sul
2024;jun;devoluções de vendas;Devoluções;45991,58;Loja Sul
2024;jun;despesas administrativas;Energia Elétrica;18413,87;Loja Sul
2024;jun;CMV (custo da mercadoria vendida);Fretes de Produção;91553,9;Loja Sul
2024;jun;provisão para imposto de renda;IRPJ;138646,7;Loja Sul
2024;jun;despesas administrativas;Internet e Telefonia;9132,93;Loja Sul
2024;jun;receitas não operacionais;Juros Ativos;4451,48;Loja Sul
2024;jun;despesas financeiras líquidas;Juros Bancários;9142,34;Loja Sul
2024;jun;despesas administrativas;Manutenção;9199,21;Loja Sul
2024;jun;despesas comerciais;Marketing e Publicidade;91583,91;Loja Sul
2024;jun;CMV (custo da mercadoria vendida);Materiais e Insumos;228445,99;Loja Sul
2024;jun;despesas administrativas;Material de Escritório;4562,32;Loja Sul
2024;jun;CMV (custo da mercadoria vendida);Mão de Obra Direta;365306,72;Loja Sul
2024;jun;receita bruta de vendas;Outras Receitas Operacionais;44736,52;Loja Sul
2024;jun;despesas administrativas;Pró-Labore;69716,78;Loja Sul
2024;jun;receita bruta de vendas;Receita de Serviços;314998,01;Loja Sul
2024;jun;receita bruta de vendas;Receita de Vendas;4118166,68;Loja Sul
2024;jun;receitas não operacionais;Receitas Financeiras;13345,49;Loja Sul
2024;jun;despesas administrativas;Salários Administrativos;231078,59;Loja Sul
2024;jun;despesas comerciais;Salários Comerciais;184915,04;Loja Sul
2024;jun;despesas administrativas;Seguros;9161,37;Loja Sul
2024;jun;despesas administrativas;Sistemas e Licenças;18403,12;Loja Sul
2024;jun;despesas financeiras líquidas;Tarifas Bancárias;2280,38;Loja Sul
2024;jun;despesas administrativas;Treinamentos;4606,88;Loja Sul
2024;jun;despesas comerciais;Viagens Comerciais;22714,66;Loja Sul
2024;mai;despesas administrativas;Aluguel;57878,55;Loja Sul
2024;mai;CMV (custo da mercadoria vendida);CMV;2620546,42;Loja Sul
2024;mai;provisão para contribuição social;CSLL;48034,54;Loja Sul
2024;mai;despesas comerciais;Comissões;121123,63;Loja Sul
2024;mai;despesas administrativas;Contabilidade;14519,5;Loja Sul
2024;mai;despesas com depreciações e amortizações;Depreciação;47786,01;Loja Sul
2024;mai;despesas financeiras líquidas;Despesas Financeiras;19097,27;Loja Sul
2024;mai;devoluções de vendas;Devoluções;47667,3;Loja Sul
2024;mai;despesas administrativas;Energia Elétrica;19187,43;Loja Sul
2024;mai;CMV (custo da mercadoria vendida);Fretes de Produção;96745,97;Loja Sul
2024;mai;provisão para imposto de renda;IRPJ;143832,19;Loja Sul
2024;mai;despesas administrativas;Internet e Telefonia;9645,52;Loja Sul
2024;mai;receitas não operacionais;Juros Ativos;4642,68;Loja Sul
2024;mai;despesas financeiras líquidas;Juros Bancários;9588,17;Loja Sul
2024;mai;despesas administrativas;Manutenção;9599,26;Loja Sul
2024;mai;despesas comerciais;Marketing e Publicidade;96634,81;Loja Sul
2024;mai;CMV (custo da mercadoria vendida);Materiais e Insumos;241649,91;Loja Sul
2024;mai;despesas administrativas;Material de Escritório;4767,53;Loja Sul
2024;mai;CMV (custo da mercadoria vendida);Mão de Obra Direta;384074,27;Loja Sul
2024;mai;receita bruta de vendas;Outras Receitas Operacionais;46704,58;Loja Sul
2024;mai;despesas administrativas;Pró-Labore;72289,95;Loja Sul
2024;mai;receita bruta de vendas;Receita de Serviços;326427,01;Loja Sul
2024;mai;receita bruta de vendas;Receita de Vendas;4281395,25;Loja Sul
2024;mai;receitas não operacionais;Receitas Financeiras;14125,82;Loja Sul
2024;mai;despesas administrativas;Salários Administrativos;241745,5;Loja Sul
2024;mai;despesas comerciais;Salários Comerciais;193681,46;Loja Sul
2024;mai;despesas administrativas;Seguros;9569,76;Loja Sul
2024;mai;despesas administrativas;Sistemas e Licenças;19215,99;Loja Sul
2024;mai;despesas financeiras líquidas;Tarifas Bancárias;2383,53;Loja Sul
2024;mai;despesas administrativas;Treinamentos;4815,68;Loja Sul
2024;mai;despesas comerciais;Viagens Comerciais;23995,08;Loja Sul
2024;mar;despesas administrativas;Aluguel;58688,92;Loja Sul
2024;mar;CMV (custo da mercadoria vendida);CMV;2716562,96;Loja Sul
2024;mar;provisão para contribuição social;CSLL;48803,66;Loja Sul
2024;mar;despesas comerciais;Comissões;122867,64;Loja Sul
2024;mar;despesas administrativas;Contabilidade;14634,27;Loja Sul
2024;mar;despesas com depreciações e amortizações;Depreciação;48940,55;Loja Sul
2024;mar;despesas financeiras líquidas;Despesas Financeiras;19675,76;Loja Sul
2024;mar;devoluções de vendas;Devoluções;48764,51;Loja Sul
2024;mar;despesas administrativas;Energia Elétrica;19541,36;Loja Sul
2024;mar;CMV (custo da mercadoria vendida);Fretes de Produção;97826,25;Loja Sul
2024;mar;provisão para imposto de renda;IRPJ;148722,15;Loja Sul
2024;mar;despesas administrativas;Internet e Telefonia;9865,56;Loja Sul
2024;mar;receitas não operacionais;Juros Ativos;4874,43;Loja Sul
2024;mar;despesas financeiras líquidas;Juros Bancários;9748,36;Loja Sul
2024;mar;despesas administrativas;Manutenção;9820,92;Loja Sul
2024;mar;despesas comerciais;Marketing e Publicidade;97740,72;Loja Sul
2024;mar;CMV (custo da mercadoria vendida);Materiais e Insumos;244432,21;Loja Sul
2024;mar;despesas administrativas;Material de Escritório;4879,92;Loja Sul
2024;mar;CMV (custo da mercadoria vendida);Mão de Obra Direta;393690,46;Loja Sul
2024;mar;receita bruta de vendas;Outras Receitas Operacionais;48601,69;Loja Sul
2024;mar;despesas administrativas;Pró-Labore;73791,45;Loja Sul
2024;mar;receita bruta de vendas;Receita de Serviços;339246,88;Loja Sul
2024;mar;receita bruta de vendas;Receita de Vendas;4437244,33;Loja Sul
2024;mar;receitas não operacionais;Receitas Financeiras;14479,92;Loja Sul
2024;mar;despesas administrativas;Salários Administrativos;244615,23;Loja Sul
2024;mar;despesas comerciais;Salários Comerciais;195044,84;Loja Sul
2024;mar;despesas administrativas;Seguros;9737,39;Loja Sul
2024;mar;despesas administrativas;Sistemas e Licenças;19588,49;Loja Sul
2024;mar;despesas financeiras líquidas;Tarifas Bancárias;2463,02;Loja Sul
2024;mar;despesas administrativas;Treinamentos;4940,26;Loja Sul
2024;mar;despesas comerciais;Viagens Comerciais;24576,87;Loja Sul
2024;nov;despesas administrativas;Aluguel;68737,5;Loja Sul
2024;nov;CMV (custo da mercadoria vendida);CMV;3305734,1;Loja Sul
2024;nov;provisão para contribuição social;CSLL;57848,31;Loja Sul
2024;nov;despesas comerciais;Comissões;144583,09;Loja Sul
2024;nov;despesas administrativas;Contabilidade;17466,16;Loja Sul
2024;nov;despesas com depreciações e amortizações;Depreciação;57687,41;Loja Sul
2024;nov;despesas financeiras líquidas;Despesas Financeiras;23126,46;Loja Sul
2024;nov;devoluções de vendas;Devoluções;57756,24;Loja Sul
2024;nov;despesas administrativas;Energia Elétrica;23102,67;Loja Sul
2024;nov;CMV (custo da mercadoria vendida);Fretes de Produção;115136,87;Loja Sul
2024;nov;provisão para imposto de renda;IRPJ;174412,58;Loja Sul
2024;nov;despesas administrativas;Internet e Telefonia;11493,12;Loja Sul
2024;nov;receitas não operacionais;Juros Ativos;5939,04;Loja Sul
2024;nov;despesas financeiras líquidas;Juros Bancários;11519,47;Loja Sul
2024;nov;despesas administrativas;Manutenção;11542,98;Loja Sul
2024;nov;despesas comerciais;Marketing e Publicidade;116168,26;Loja Sul
2024;nov;CMV (custo da mercadoria vendida);Materiais e Insumos;290338,64;Loja Sul
2024;nov;despesas administrativas;Material de Escritório;5734,24;Loja Sul
2024;nov;CMV (custo da mercadoria vendida);Mão de Obra Direta;464587,77;Loja Sul
2024;nov;receita bruta de vendas;Outras Receitas Operacionais;59093,56;Loja Sul
2024;nov;despesas administrativas;Pró-Labore;85675,07;Loja Sul
2024;nov;receita bruta de vendas;Receita de Serviços;417636,58;Loja Sul
2024;nov;receita bruta de vendas;Receita de Vendas;5403492,3;Loja Sul
2024;nov;receitas não operacionais;Receitas Financeiras;17923,64;Loja Sul
2024;nov;despesas administrativas;Salários Administrativos;286262,66;Loja Sul
2024;nov;despesas comerciais;Salários Comerciais;231807,37;Loja Sul
2024;nov;despesas administrativas;Seguros;11567,91;Loja Sul
2024;nov;despesas administrativas;Sistemas e Licenças;22962,17;Loja Sul
2024;nov;despesas financeiras líquidas;Tarifas Bancárias;2904,65;Loja Sul
2024;nov;despesas administrativas;Treinamentos;5781,83;Loja Sul
2024;nov;despesas comerciais;Viagens Comerciais;29036,04;Loja Sul
2024;out;despesas administrativas;Aluguel;50290,73;Loja Sul
2024;out;CMV (custo da mercadoria vendida);CMV;2365199,7;Loja Sul
2024;out;provisão para contribuição social;CSLL;41988,05;Loja Sul
2024;out;despesas comerciais;Comissões;104142,21;Loja Sul
2024;out;despesas administrativas;Contabilidade;12574,11;Loja Sul
2024;out;despesas com depreciações e amortizações;Depreciação;42356,21;Loja Sul
2024;out;despesas financeiras líquidas;Despesas Financeiras;16493,04;Loja Sul
2024;out;devoluções de vendas;Devoluções;41909,28;Loja Sul
2024;out;despesas administrativas;Energia Elétrica;16902,92;Loja Sul
2024;out;CMV (custo da mercadoria vendida);Fretes de Produção;82829,07;Loja Sul
2024;out;provisão para imposto de renda;IRPJ;125300,88;Loja Sul
2024;out;despesas administrativas;Internet e Telefonia;8397,73;Loja Sul
2024;out;receitas não operacionais;Juros Ativos;4167,63;Loja Sul
2024;out;despesas financeiras líquidas;Juros Bancários;8473,85;Loja Sul
2024;out;despesas administrativas;Manutenção;8386,13;Loja Sul
2024;out;despesas comerciais;Marketing e Publicidade;84448,86;Loja Sul
2024;out;CMV (custo da mercadoria vendida);Materiais e Insumos;209201,87;Loja Sul
2024;out;despesas administrativas;Material de Escritório;4140,76;Loja Sul
2024;out;CMV (custo da mercadoria vendida);Mão de Obra Direta;338039,06;Loja Sul
2024;out;receita bruta de vendas;Outras Receitas Operacionais;42069,25;Loja Sul
2024;out;despesas administrativas;Pró-Labore;62229,67;Loja Sul
2024;out;receita bruta de vendas;Receita de Serviços;295524,31;Loja Sul
2024;out;receita bruta de vendas;Receita de Vendas;3861642,91;Loja Sul
2024;out;receitas não operacionais;Receitas Financeiras;12636,79;Loja Sul
2024;out;despesas administrativas;Salários Administrativos;209496,56;Loja Sul
2024;out;despesas comerciais;Salários Comerciais;168015,68;Loja Sul
2024;out;despesas administrativas;Seguros;8403,02;Loja Sul
2024;out;despesas administrativas;Sistemas e Licenças;16655,44;Loja Sul
2024;out;despesas financeiras líquidas;Tarifas Bancárias;2099,08;Loja Sul
2024;out;despesas administrativas;Treinamentos;4172,31;Loja Sul
2024;out;despesas comerciais;Viagens Comerciais;20713,17;Loja Sul
2024;set;despesas administrativas;Aluguel;49472,5;Loja Sul
2024;set;CMV (custo da mercadoria vendida);CMV;2342288,99;Loja Sul
2024;set;provisão para contribuição social;CSLL;41241,45;Loja Sul
2024;set;despesas comerciais;Comissões;102177,43;Loja Sul
2024;set;despesas administrativas;Contabilidade;12452,77;Loja Sul
2024;set;despesas com depreciações e amortizações;Depreciação;40916,09;Loja Sul
2024;set;despesas financeiras líquidas;Despesas Financeiras;16430,0;Loja Sul
2024;set;devoluções de vendas;Devoluções;41151,42;Loja Sul
2024;set;despesas administrativas;Energia Elétrica;16339,57;Loja Sul
2024;set;CMV (custo da mercadoria vendida);Fretes de Produção;81970,57;Loja Sul
2024;set;provisão para imposto de renda;IRPJ;122519,64;Loja Sul
2024;set;despesas administrativas;Internet e Telefonia;8236,95;Loja Sul
2024;set;receitas não operacionais;Juros Ativos;4211,35;Loja Sul
2024;set;despesas financeiras líquidas;Juros Bancários;8196,1;Loja Sul
2024;set;despesas administrativas;Manutenção;8185,74;Loja Sul
2024;set;despesas comerciais;Marketing e Publicidade;82696,07;Loja Sul
2024;set;CMV (custo da mercadoria vendida);Materiais e Insumos;205909,71;Loja Sul
2024;set;despesas administrativas;Material de Escritório;4122,13;Loja Sul
2024;set;CMV (custo da mercadoria vendida);Mão de Obra Direta;323714,83;Loja Sul
2024;set;receita bruta de vendas;Outras Receitas Operacionais;41594,03;Loja Sul
2024;set;despesas administrativas;Pró-Labore;61951,08;Loja Sul
2024;set;receita bruta de vendas;Receita de Serviços;292907,56;Loja Sul
2024;set;receita bruta de vendas;Receita de Vendas;3824764,21;Loja Sul
2024;set;receitas não operacionais;Receitas Financeiras;12518,61;Loja Sul
2024;set;despesas administrativas;Salários Administrativos;205253,11;Loja Sul
2024;set;despesas comerciais;Salários Comerciais;165027,76;Loja Sul
2024;set;despesas administrativas;Seguros;8144,08;Loja Sul
2024;set;despesas administrativas;Sistemas e Licenças;16336,32;Loja Sul
2024;set;despesas financeiras líquidas;Tarifas Bancárias;2031,19;Loja Sul
2024;set;despesas administrativas;Treinamentos;4176,39;Loja Sul
2024;set;despesas comerciais;Viagens Comerciais;20422,28;Loja Sul
2025;abr;despesas administrativas;Aluguel;59815,4;Loja Sul
2025;abr;CMV (custo da mercadoria vendida);CMV;2769952,2;Loja Sul
2025;abr;provisão para contribuição social;CSLL;50226,55;Loja Sul
2025;abr;despesas comerciais;Comissões;124238,32;Loja Sul
2025;abr;despesas administrativas;Contabilidade;14871,74;Loja Sul
2025;abr;despesas com depreciações e amortizações;Depreciação;50386,59;Loja Sul
2025;abr;despesas financeiras líquidas;Despesas Financeiras;20022,36;Loja Sul
2025;abr;devoluções de vendas;Devoluções;50180,73;Loja Sul
2025;abr;despesas administrativas;Energia Elétrica;19824,63;Loja Sul
2025;abr;CMV (custo da mercadoria vendida);Fretes de Produção;101945,16;Loja Sul
2025;abr;provisão para imposto de renda;IRPJ;149131,4;Loja Sul
2025;abr;despesas administrativas;Internet e Telefonia;9969,87;Loja Sul
2025;abr;receitas não operacionais;Juros Ativos;4964,4;Loja Sul
2025;abr;despesas financeiras líquidas;Juros Bancários;9924,05;Loja Sul
2025;abr;despesas administrativas;Manutenção;10018,63;Loja Sul
2025;abr;despesas comerciais;Marketing e Publicidade;99750,42;Loja Sul
2025;abr;CMV (custo da mercadoria vendida);Materiais e Insumos;248512,76;Loja Sul
2025;abr;despesas administrativas;Material de Escritório;5005,93;Loja Sul
2025;abr;CMV (custo da mercadoria vendida);Mão de Obra Direta;402542,65;Loja Sul
2025;abr;receita bruta de vendas;Outras Receitas Operacionais;49107,18;Loja Sul
2025;abr;despesas administrativas;Pró-Labore;74260,29;Loja Sul
2025;abr;receita bruta de vendas;Receita de Serviços;345127,84;Loja Sul
2025;abr;receita bruta de vendas;Receita de Vendas;4525109,46;Loja Sul
2025;abr;receitas não operacionais;Receitas Financeiras;14723,67;Loja Sul
2025;abr;despesas administrativas;Salários Administrativos;248905,98;Loja Sul
2025;abr;despesas comerciais;Salários Comerciais;199897,44;Loja Sul
2025;abr;despesas administrativas;Seguros;9918,41;Loja Sul
2025;abr;despesas administrativas;Sistemas e Licenças;20025,52;Loja Sul
2025;abr;despesas financeiras líquidas;Tarifas Bancárias;2526,55;Loja Sul
2025;abr;despesas administrativas;Treinamentos;4949,72;Loja Sul
2025;abr;despesas comerciais;Viagens Comerciais;25073,89;Loja Sul
2025;ago;despesas administrativas;Aluguel;54547,99;Loja Sul
2025;ago;CMV (custo da mercadoria vendida);CMV;2532488,32;Loja Sul
2025;ago;provisão para contribuição social;CSLL;45588,66;Loja Sul
2025;ago;despesas comerciais;Comissões;114197,78;Loja Sul
2025;ago;despesas administrativas;Contabilidade;13747,13;Loja Sul
2025;ago;despesas com depreciações e amortizações;Depreciação;45324,26;Loja Sul
2025;ago;despesas financeiras líquidas;Despesas Financeiras;18460,36;Loja Sul
2025;ago;devoluções de vendas;Devoluções;45671,57;Loja Sul
2025;ago;despesas administrativas;Energia Elétrica;18319,72;Loja Sul
2025;ago;CMV (custo da mercadoria vendida);Fretes de Produção;90886,74;Loja Sul
2025;ago;provisão para imposto de renda;IRPJ;136119,56;Loja Sul
2025;ago;despesas administrativas;Internet e Telefonia;9157,28;Loja Sul
2025;ago;receitas não operacionais;Juros Ativos;4526,38;Loja Sul
2025;ago;despesas financeiras líquidas;Juros Bancários;9136,06;Loja Sul
2025;ago;despesas administrativas;Manutenção;9210,24;Loja Sul
2025;ago;despesas comerciais;Marketing e Publicidade;90803,63;Loja Sul
2025;ago;CMV (custo da mercadoria vendida);Materiais e Insumos;226224,99;Loja Sul
2025;ago;despesas administrativas;Material de Escritório;4586,28;Loja Sul
2025;ago;CMV (custo da mercadoria vendida);Mão de Obra Direta;363985,12;Loja Sul
2025;ago;receita bruta de vendas;Outras Receitas Operacionais;45212,59;Loja Sul
2025;ago;despesas administrativas;Pró-Labore;68727,53;Loja Sul
2025;ago;receita bruta de vendas;Receita de Serviços;320763,58;Loja Sul
2025;ago;receita bruta de vendas;Receita de Vendas;4142128,4;Loja Sul
2025;ago;receitas não operacionais;Receitas Financeiras;13523,59;Loja Sul
2025;ago;despesas administrativas;Salários Administrativos;231965,08;Loja Sul
2025;ago;despesas comerciais;Salários Comerciais;183864,7;Loja Sul
2025;ago;despesas administrativas;Seguros;9218,38;Loja Sul
2025;ago;despesas administrativas;Sistemas e Licenças;18410,77;Loja Sul
2025;ago;despesas financeiras líquidas;Tarifas Bancárias;2292,35;Loja Sul
2025;ago;despesas administrativas;Treinamentos;4624,96;Loja Sul
2025;ago;despesas comerciais;Viagens Comerciais;22791,16;Loja Sul
2025;dez;despesas administrativas;Aluguel;91053,75;Loja Sul
2025;dez;CMV (custo da mercadoria vendida);CMV;4423538,53;Loja Sul
2025;dez;provisão para contribuição social;CSLL;77080,81;Loja Sul
2025;dez;despesas comerciais;Comissões;192653,06;Loja Sul
2025;dez;despesas administrativas;Contabilidade;23003,67;Loja Sul
2025;dez;despesas com depreciações e amortizações;Depreciação;77481,52;Loja Sul
2025;dez;despesas financeiras líquidas;Despesas Financeiras;30758,8;Loja Sul
2025;dez;devoluções de vendas;Devoluções;76492,82;Loja Sul
2025;dez;despesas administrativas;Energia Elétrica;30406,4;Loja Sul
2025;dez;CMV (custo da mercadoria vendida);Fretes de Produção;153593,15;Loja Sul
2025;dez;provisão para imposto de renda;IRPJ;231544,21;Loja Sul
2025;dez;despesas administrativas;Internet e Telefonia;15388,5;Loja Sul
2025;dez;receitas não operacionais;Juros Ativos;7873,59;Loja Sul
2025;dez;despesas financeiras líquidas;Juros Bancários;15498,69;Loja Sul
2025;dez;despesas administrativas;Manutenção;15452,03;Loja Sul
2025;dez;despesas comerciais;Marketing e Publicidade;153067,36;Loja Sul
2025;dez;CMV (custo da mercadoria vendida);Materiais e Insumos;388117,38;Loja Sul
2025;dez;despesas administrativas;Material de Escritório;7678,04;Loja Sul
2025;dez;CMV (custo da mercadoria vendida);Mão de Obra Direta;614175,39;Loja Sul
2025;dez;receita bruta de vendas;Outras Receitas Operacionais;78278,31;Loja Sul
2025;dez;despesas administrativas;Pró-Labore;115450,81;Loja Sul
2025;dez;receita bruta de vendas;Receita de Serviços;543367,65;Loja Sul
2025;dez;receita bruta de vendas;Receita de Vendas;7234668,65;Loja Sul
2025;dez;receitas não operacionais;Receitas Financeiras;23662,8;Loja Sul
2025;dez;despesas administrativas;Salários Administrativos;386819,29;Loja Sul
2025;dez;despesas comerciais;Salários Comerciais;305647,65;Loja Sul
2025;dez;despesas administrativas;Seguros;15385,85;Loja Sul
2025;dez;despesas administrativas;Sistemas e Licenças;31215,1;Loja Sul
2025;dez;despesas financeiras líquidas;Tarifas Bancárias;3929,02;Loja Sul
2025;dez;despesas administrativas;Treinamentos;7675,72;Loja Sul
2025;dez;despesas comerciais;Viagens Comerciais;38425,59;Loja Sul
2025;fev;despesas administrativas;Aluguel;59924,48;Loja Sul
2025;fev;CMV (custo da mercadoria vendida);CMV;2759783,42;Loja Sul
2025;fev;provisão para contribuição social;CSLL;50524,21;Loja Sul
2025;fev;despesas comerciais;Comissões;124412,06;Loja Sul
2025;fev;despesas administrativas;Contabilidade;15077,82;Loja Sul
2025;fev;despesas com depreciações e amortizações;Depreciação;49878,68;Loja Sul
2025;fev;despesas financeiras líquidas;Despesas Financeiras;20151,58;Loja Sul
2025;fev;devoluções de vendas;Devoluções;49664,86;Loja Sul
2025;fev;despesas administrativas;Energia Elétrica;19980,39;Loja Sul
